elapsed_s,HLSQ_FS_S2W_CYCLES,HLSQ_LPAC_S2W_CYCLES,HLSQ_BV_S2W_CYCLES,HLSQ_VSBR_WAIT_FS_S2W,HLSQ_FS_WAIT_VS_S2W,HLSQ_LPAC_WAIT_VS_S2W
0.001108,0,0,0,0,0,0
0.003000,0,0,0,0,0,0
0.004531,0,0,0,0,0,0
0.006067,0,0,0,0,0,0
0.007582,0,0,0,0,0,0
0.009096,0,0,0,0,0,0
0.010791,0,0,0,0,0,0
0.012339,0,0,0,0,0,0
0.013842,0,0,0,0,0,0
0.015332,0,0,0,0,0,0
0.016820,0,0,0,0,0,0
0.018377,0,0,0,0,0,0
0.019868,0,0,0,0,0,0
0.021460,0,0,0,0,0,0
0.023064,0,0,0,0,0,0
0.024662,0,0,0,0,0,0
0.026189,0,0,0,0,0,0
0.027785,0,0,0,0,0,0
0.029426,0,0,0,0,0,0
0.030838,0,0,0,0,0,0
0.032350,0,0,0,0,0,0
0.033905,0,0,0,0,0,0
0.035411,0,0,0,0,0,0
0.036949,0,0,0,0,0,0
0.038518,0,0,0,0,0,0
0.039985,0,0,0,0,0,0
0.041442,0,0,0,0,0,0
0.042785,0,0,0,0,0,0
0.044170,0,0,0,0,0,0
0.045530,0,0,0,0,0,0
0.046948,0,0,0,0,0,0
0.048303,0,0,0,0,0,0
0.049658,0,0,0,0,0,0
0.051018,0,0,0,0,0,0
0.052375,0,0,0,0,0,0
0.053756,0,0,0,0,0,0
0.055111,0,0,0,0,0,0
0.056461,0,0,0,0,0,0
0.057814,0,0,0,0,0,0
0.059165,0,0,0,0,0,0
0.060577,0,0,0,0,0,0
0.061935,0,0,0,0,0,0
0.063291,0,0,0,0,0,0
0.064656,0,0,0,0,0,0
0.066012,0,0,0,0,0,0
0.067366,0,0,0,0,0,0
0.068738,0,0,0,0,0,0
0.070221,1128,0,0,0,23,0
0.071490,0,0,0,0,0,0
0.072881,0,0,0,0,0,0
0.074362,0,0,0,0,0,0
0.075771,0,0,0,0,0,0
0.077205,0,0,0,0,0,0
0.078602,0,0,0,0,0,0
0.079997,0,0,0,0,0,0
0.082397,0,0,0,0,0,0
0.083792,0,0,0,0,0,0
0.085309,0,0,0,0,0,0
0.086813,0,0,0,0,0,0
0.088209,0,0,0,0,0,0
0.093290,0,0,0,0,0,0
0.094702,0,0,0,0,0,0
0.096059,0,0,0,0,0,0
0.097434,0,0,0,0,0,0
0.098787,0,0,0,0,0,0
0.100153,0,0,0,0,0,0
0.101548,0,0,0,0,0,0
0.102938,0,0,0,0,0,0
0.104414,0,0,0,0,0,0
0.105804,0,0,0,0,0,0
0.107195,0,0,0,0,0,0
0.108631,0,0,0,0,0,0
0.110025,0,0,0,0,0,0
0.111422,0,0,0,0,0,0
0.112818,0,0,0,0,0,0
0.114256,0,0,0,0,0,0
0.115653,0,0,0,0,0,0
0.117182,0,0,0,0,0,0
0.118756,0,0,0,0,0,0
0.120733,0,0,0,0,0,0
0.122149,0,0,0,0,0,0
0.123545,0,0,0,0,0,0
0.124980,0,0,0,0,0,0
0.126403,0,0,0,0,0,0
0.127798,0,0,0,0,0,0
0.129338,0,0,0,0,0,0
0.130900,0,0,0,0,0,0
0.132460,0,0,0,0,0,0
0.134022,0,0,0,0,0,0
0.135584,0,0,0,0,0,0
0.137225,0,0,0,0,0,0
0.138715,0,0,0,0,0,0
0.140169,0,0,0,0,0,0
0.141701,0,0,0,0,0,0
0.143262,0,0,0,0,0,0
0.144822,0,0,0,0,0,0
0.146474,0,0,0,0,0,0
0.148033,0,0,0,0,0,0
0.149595,0,0,0,0,0,0
0.151170,0,0,0,0,0,0
0.152729,0,0,0,0,0,0
0.154290,0,0,0,0,0,0
0.155852,0,0,0,0,0,0
0.157458,0,0,0,0,0,0
0.159019,0,0,0,0,0,0
0.160578,0,0,0,0,0,0
0.162152,0,0,0,0,0,0
0.163714,0,0,0,0,0,0
0.165291,0,0,0,0,0,0
0.166856,0,0,0,0,0,0
0.168416,0,0,0,0,0,0
0.169979,0,0,0,0,0,0
0.171541,0,0,0,0,0,0
0.173113,0,0,0,0,0,0
0.174817,0,0,0,0,0,0
0.176377,0,0,0,0,0,0
0.177822,0,0,0,0,0,0
0.179372,0,0,0,0,0,0
0.180933,0,0,0,0,0,0
0.182498,0,0,0,0,0,0
0.184070,0,0,0,0,0,0
0.185633,0,0,0,0,0,0
0.187086,0,0,0,0,0,0
0.188605,0,0,0,0,0,0
0.190001,0,0,0,0,0,0
0.191394,0,0,0,0,0,0
0.192788,0,0,0,0,0,0
0.194192,0,0,0,0,0,0
0.195583,0,0,0,0,0,0
0.197020,0,0,0,0,0,0
0.198421,0,0,0,0,0,0
0.199784,0,0,0,0,0,0
0.201148,0,0,0,0,0,0
0.202512,0,0,0,0,0,0
0.203875,0,0,0,0,0,0
0.205282,0,0,0,0,0,0
0.206632,0,0,0,0,0,0
0.207980,0,0,0,0,0,0
0.209328,0,0,0,0,0,0
0.210677,0,0,0,0,0,0
0.212025,0,0,0,0,0,0
0.213373,0,0,0,0,0,0
0.214792,0,0,0,0,0,0
0.216215,0,0,0,0,0,0
0.217633,0,0,0,0,0,0
0.219052,0,0,0,0,0,0
0.220482,0,0,0,0,0,0
0.221924,0,0,0,0,0,0
0.223329,0,0,0,0,0,0
0.224734,0,0,0,0,0,0
0.226134,0,0,0,0,0,0
0.227532,0,0,0,0,0,0
0.229071,0,0,0,0,0,0
0.230674,0,0,0,0,0,0
0.232112,0,0,0,0,0,0
0.233519,0,0,0,0,0,0
0.234914,0,0,0,0,0,0
0.236359,0,0,0,0,0,0
0.237763,0,0,0,0,0,0
0.239180,0,0,0,0,0,0
0.240602,0,0,0,0,0,0
0.243112,0,0,0,0,0,0
0.245294,0,0,0,0,0,0
0.246689,0,0,0,0,0,0
0.248100,0,0,0,0,0,0
0.249533,1128,0,0,0,23,0
0.250937,0,0,0,0,0,0
0.252320,0,0,0,0,0,0
0.253718,0,0,0,0,0,0
0.255113,0,0,0,0,0,0
0.256508,0,0,0,0,0,0
0.257903,0,0,0,0,0,0
0.259311,0,0,0,0,0,0
0.260706,0,0,0,0,0,0
0.262096,0,0,0,0,0,0
0.263486,0,0,0,0,0,0
0.264875,0,0,0,0,0,0
0.266346,0,0,0,0,0,0
0.267731,0,0,0,0,0,0
0.269118,0,0,0,0,0,0
0.270945,0,0,0,0,0,0
0.272334,0,0,0,0,0,0
0.273723,0,0,0,0,0,0
0.275112,0,0,0,0,0,0
0.276536,0,0,0,0,0,0
0.277928,0,0,0,0,0,0
0.279426,0,0,0,0,0,0
0.280828,0,0,0,0,0,0
0.282340,0,0,0,0,0,0
0.283730,0,0,0,0,0,0
0.285223,0,0,0,0,0,0
0.286642,0,0,0,0,0,0
0.288167,0,0,0,0,0,0
0.289735,0,0,0,0,0,0
0.291308,0,0,0,0,0,0
0.292911,0,0,0,0,0,0
0.294477,0,0,0,0,0,0
0.296036,0,0,0,0,0,0
0.297600,0,0,0,0,0,0
0.299163,0,0,0,0,0,0
0.300766,0,0,0,0,0,0
0.302403,0,0,0,0,0,0
0.303965,0,0,0,0,0,0
0.305529,0,0,0,0,0,0
0.307091,0,0,0,0,0,0
0.308695,0,0,0,0,0,0
0.310257,0,0,0,0,0,0
0.311820,0,0,0,0,0,0
0.313396,0,0,0,0,0,0
0.314959,0,0,0,0,0,0
0.316562,0,0,0,0,0,0
0.318124,0,0,0,0,0,0
0.319682,0,0,0,0,0,0
0.321120,0,0,0,0,0,0
0.322721,0,0,0,0,0,0
0.324176,0,0,0,0,0,0
0.325579,0,0,0,0,0,0
0.326978,0,0,0,0,0,0
0.328375,0,0,0,0,0,0
0.329774,0,0,0,0,0,0
0.331299,0,0,0,0,0,0
0.332903,0,0,0,0,0,0
0.334358,0,0,0,0,0,0
0.335890,0,0,0,0,0,0
0.337455,0,0,0,0,0,0
0.339010,0,0,0,0,0,0
0.340604,0,0,0,0,0,0
0.342034,0,0,0,0,0,0
0.343599,0,0,0,0,0,0
0.345176,0,0,0,0,0,0
0.346738,0,0,0,0,0,0
0.348339,0,0,0,0,0,0
0.349902,0,0,0,0,0,0
0.351463,0,0,0,0,0,0
0.353021,0,0,0,0,0,0
0.354583,0,0,0,0,0,0
0.356196,0,0,0,0,0,0
