elapsed_s,HLSQ_NEVER_COUNT,HLSQ_BUSY_CYCLES,HLSQ_STALL_CYCLES_SP_STATE,HLSQ_STALL_CYCLES_SP_FS_STAGE,HLSQ_UCHE_LATENCY_CYCLES,HLSQ_UCHE_LATENCY_COUNT
0.001103,0,104,0,0,0,0
0.002692,0,104,0,0,0,0
0.004235,0,104,0,0,0,0
0.005752,0,104,0,0,0,0
0.007325,0,104,0,0,0,0
0.009103,0,104,0,0,0,0
0.010602,0,104,0,0,0,0
0.012081,0,104,0,0,0,0
0.013557,0,104,0,0,0,0
0.015114,0,104,0,0,0,0
0.016693,0,104,0,0,0,0
0.018140,0,104,0,0,0,0
0.019603,0,104,0,0,0,0
0.021042,0,104,0,0,0,0
0.022540,0,104,0,0,0,0
0.024147,0,104,0,0,0,0
0.025705,0,104,0,0,0,0
0.027134,0,104,0,0,0,0
0.028596,0,104,0,0,0,0
0.030033,0,104,0,0,0,0
0.031461,0,104,0,0,0,0
0.032915,0,104,0,0,0,0
0.034366,0,104,0,0,0,0
0.035787,0,104,0,0,0,0
0.037208,0,104,0,0,0,0
0.038649,0,104,0,0,0,0
0.040093,0,104,0,0,0,0
0.041450,0,104,0,0,0,0
0.042807,0,104,0,0,0,0
0.044165,0,104,0,0,0,0
0.045528,0,104,0,0,0,0
0.046941,0,104,0,0,0,0
0.048295,0,100,0,0,0,0
0.049651,0,104,0,0,0,0
0.051016,0,92,0,0,0,0
0.052374,0,100,0,0,0,0
0.053744,0,92,0,0,0,0
0.055156,0,92,0,0,0,0
0.056610,0,91,0,0,0,0
0.057971,0,91,0,0,0,0
0.059333,0,91,0,0,0,0
0.060734,0,91,0,0,0,0
0.062246,0,3894,0,0,0,0
0.063568,0,92,0,0,0,0
0.065003,0,92,0,0,0,0
0.066403,0,92,0,0,0,0
0.067800,0,92,0,0,0,0
0.069201,0,104,0,0,0,0
0.070598,0,92,0,0,0,0
0.072001,0,67520,0,0,1596,6
0.073415,0,579,0,0,0,0
0.074807,0,104,0,0,0,0
0.076210,0,104,0,0,0,0
0.077607,0,104,0,0,0,0
0.079063,0,104,0,0,0,0
0.080460,0,104,0,0,0,0
0.081858,0,104,0,0,0,0
0.083266,0,104,0,0,0,0
0.084946,0,104,0,0,0,0
0.086345,0,104,0,0,0,0
0.087859,0,104,0,0,0,0
0.090070,0,104,0,0,0,0
0.091565,0,104,0,0,0,0
0.093568,0,104,0,0,0,0
0.095070,0,104,0,0,0,0
0.096463,0,104,0,0,0,0
0.098022,0,104,0,0,0,0
0.099426,0,104,0,0,0,0
0.100852,0,104,0,0,0,0
0.102221,0,104,0,0,0,0
0.103665,0,104,0,0,0,0
0.105058,0,104,0,0,0,0
0.107119,0,104,0,0,0,0
0.108877,0,104,0,0,0,0
0.110392,0,104,0,0,0,0
0.111904,0,104,0,0,0,0
0.113322,0,104,0,0,0,0
0.114724,0,104,0,0,0,0
0.116164,0,104,0,0,0,0
0.117562,0,104,0,0,0,0
0.118990,0,104,0,0,0,0
0.120381,0,104,0,0,0,0
0.121772,0,104,0,0,0,0
0.123294,0,104,0,0,0,0
0.125295,0,104,0,0,0,0
0.126704,0,104,0,0,0,0
0.128098,0,104,0,0,0,0
0.129490,0,104,0,0,0,0
0.130930,0,104,0,0,0,0
0.132321,0,104,0,0,0,0
0.133713,0,104,0,0,0,0
0.135138,0,104,0,0,0,0
0.136804,0,104,0,0,0,0
0.138194,0,104,0,0,0,0
0.139595,0,104,0,0,0,0
0.140986,0,104,0,0,0,0
0.142378,0,104,0,0,0,0
0.143803,0,104,0,0,0,0
0.145234,0,104,0,0,0,0
0.146644,0,104,0,0,0,0
0.148039,0,104,0,0,0,0
0.149432,0,104,0,0,0,0
0.150868,0,104,0,0,0,0
0.152272,0,104,0,0,0,0
0.153891,0,104,0,0,0,0
0.155452,0,104,0,0,0,0
0.157097,0,104,0,0,0,0
0.158544,0,104,0,0,0,0
0.160075,0,104,0,0,0,0
0.161638,0,104,0,0,0,0
0.163200,0,104,0,0,0,0
0.164766,0,104,0,0,0,0
0.166327,0,104,0,0,0,0
0.167949,0,104,0,0,0,0
0.169511,0,104,0,0,0,0
0.171072,0,104,0,0,0,0
0.172635,0,104,0,0,0,0
0.174189,0,104,0,0,0,0
0.175645,0,104,0,0,0,0
0.177178,0,104,0,0,0,0
0.178750,0,104,0,0,0,0
0.180315,0,104,0,0,0,0
0.181878,0,104,0,0,0,0
0.183441,0,104,0,0,0,0
0.185046,0,104,0,0,0,0
0.186608,0,104,0,0,0,0
0.188170,0,104,0,0,0,0
0.189634,0,104,0,0,0,0
0.191079,0,104,0,0,0,0
0.192472,0,104,0,0,0,0
0.193864,0,104,0,0,0,0
0.195251,0,104,0,0,0,0
0.196733,0,104,0,0,0,0
0.198121,0,104,0,0,0,0
0.199528,0,104,0,0,0,0
0.200969,0,104,0,0,0,0
0.202333,0,104,0,0,0,0
0.203696,0,104,0,0,0,0
0.205059,0,104,0,0,0,0
0.206457,0,104,0,0,0,0
0.207880,0,104,0,0,0,0
0.209300,0,104,0,0,0,0
0.210722,0,104,0,0,0,0
0.212146,0,104,0,0,0,0
0.213565,0,104,0,0,0,0
0.214997,0,104,0,0,0,0
0.216437,0,104,0,0,0,0
0.218131,0,104,0,0,0,0
0.219520,0,104,0,0,0,0
0.220881,0,104,0,0,0,0
0.222243,0,104,0,0,0,0
0.223704,0,104,0,0,0,0
0.225144,0,104,0,0,0,0
0.226623,0,104,0,0,0,0
0.229020,0,104,0,0,0,0
0.230478,0,104,0,0,0,0
0.231875,0,104,0,0,0,0
0.233282,0,104,0,0,0,0
0.234676,0,104,0,0,0,0
0.236807,0,1923,0,0,0,0
0.238205,0,104,0,0,0,0
0.239695,0,104,0,0,0,0
0.241088,0,104,0,0,0,0
0.242480,0,104,0,0,0,0
0.243879,0,104,0,0,0,0
0.245270,0,20081,0,0,801,6
0.246556,0,49170,0,0,0,0
0.247947,0,104,0,0,0,0
0.249344,0,104,0,0,0,0
0.250740,0,104,0,0,0,0
0.252136,0,104,0,0,0,0
0.254713,0,104,0,0,0,0
0.256128,0,104,0,0,0,0
0.257522,0,104,0,0,0,0
0.258988,0,104,0,0,0,0
0.260375,0,104,0,0,0,0
0.261776,0,104,0,0,0,0
0.263213,0,104,0,0,0,0
0.264720,0,104,0,0,0,0
0.266153,0,104,0,0,0,0
0.267602,0,104,0,0,0,0
0.268991,0,104,0,0,0,0
0.270377,0,104,0,0,0,0
0.272022,0,104,0,0,0,0
0.273418,0,104,0,0,0,0
0.274804,0,104,0,0,0,0
0.276194,0,104,0,0,0,0
0.277594,0,104,0,0,0,0
0.279022,0,104,0,0,0,0
0.280417,0,104,0,0,0,0
0.281811,0,104,0,0,0,0
0.283202,0,104,0,0,0,0
0.284723,0,104,0,0,0,0
0.286112,0,104,0,0,0,0
0.287561,0,104,0,0,0,0
0.289047,0,104,0,0,0,0
0.290573,0,104,0,0,0,0
0.292136,0,104,0,0,0,0
0.293696,0,104,0,0,0,0
0.295258,0,104,0,0,0,0
0.296824,0,104,0,0,0,0
0.298383,0,104,0,0,0,0
0.299957,0,104,0,0,0,0
0.301517,0,104,0,0,0,0
0.303117,0,104,0,0,0,0
0.304741,0,104,0,0,0,0
0.306303,0,104,0,0,0,0
0.307867,0,104,0,0,0,0
0.309429,0,104,0,0,0,0
0.311043,0,104,0,0,0,0
0.312606,0,104,0,0,0,0
0.314168,0,104,0,0,0,0
0.315731,0,104,0,0,0,0
0.317293,0,104,0,0,0,0
0.318895,0,104,0,0,0,0
0.320456,0,104,0,0,0,0
0.322022,0,104,0,0,0,0
0.323681,0,104,0,0,0,0
0.325085,0,104,0,0,0,0
0.326537,0,104,0,0,0,0
0.328066,0,104,0,0,0,0
0.329624,0,104,0,0,0,0
0.331459,0,104,0,0,0,0
0.332944,0,104,0,0,0,0
0.334344,0,104,0,0,0,0
0.335785,0,104,0,0,0,0
0.337179,0,104,0,0,0,0
0.338572,0,104,0,0,0,0
0.339973,0,104,0,0,0,0
0.341500,0,104,0,0,0,0
0.343100,0,104,0,0,0,0
0.344736,0,104,0,0,0,0
0.346296,0,104,0,0,0,0
0.347857,0,104,0,0,0,0
0.349416,0,104,0,0,0,0
0.350850,0,104,0,0,0,0
0.352255,0,104,0,0,0,0
0.353783,0,104,0,0,0,0
0.355355,0,104,0,0,0,0
0.356919,0,104,0,0,0,0
0.358518,0,104,0,0,0,0
0.360080,0,104,0,0,0,0
0.361646,0,104,0,0,0,0
0.363083,0,104,0,0,0,0
0.364487,0,104,0,0,0,0
0.365892,0,104,0,0,0,0
0.367325,0,104,0,0,0,0
0.368753,0,104,0,0,0,0
0.370143,0,104,0,0,0,0
0.371663,0,104,0,0,0,0
0.373061,0,104,0,0,0,0
0.374509,0,104,0,0,0,0
0.375891,0,104,0,0,0,0
0.377255,0,104,0,0,0,0
0.378618,0,104,0,0,0,0
0.379983,0,104,0,0,0,0
0.381347,0,104,0,0,0,0
0.382747,0,104,0,0,0,0
0.384168,0,104,0,0,0,0
0.385592,0,104,0,0,0,0
0.387016,0,104,0,0,0,0
0.388433,0,104,0,0,0,0
0.389853,0,104,0,0,0,0
0.391285,0,104,0,0,0,0
0.392663,0,104,0,0,0,0
0.394057,0,104,0,0,0,0
0.395460,0,104,0,0,0,0
0.396958,0,104,0,0,0,0
0.398423,0,104,0,0,0,0
0.399816,0,104,0,0,0,0
0.401208,0,104,0,0,0,0
0.402661,0,104,0,0,0,0
0.404500,0,104,0,0,0,0
0.405966,0,104,0,0,0,0
0.407376,0,104,0,0,0,0
0.408820,0,104,0,0,0,0
0.410220,0,104,0,0,0,0
0.411637,0,104,0,0,0,0
0.413033,0,1946,0,0,0,0
0.414958,0,104,0,0,0,0
0.416355,0,104,0,0,0,0
0.417749,0,104,0,0,0,0
0.419153,0,104,0,0,0,0
0.420689,0,104,0,0,0,0
0.422081,0,104,0,0,0,0
0.423558,0,81340,0,0,899,6
0.424963,0,579,0,0,0,0
0.426351,0,104,0,0,0,0
0.427764,0,104,0,0,0,0
0.429172,0,104,0,0,0,0
0.430614,0,104,0,0,0,0
0.432010,0,104,0,0,0,0
0.433406,0,104,0,0,0,0
0.434801,0,104,0,0,0,0
0.436195,0,104,0,0,0,0
0.437591,0,104,0,0,0,0
0.439025,0,104,0,0,0,0
0.440427,0,104,0,0,0,0
0.441822,0,104,0,0,0,0
0.443212,0,104,0,0,0,0
0.444720,0,104,0,0,0,0
0.446111,0,104,0,0,0,0
0.447652,0,104,0,0,0,0
0.449030,0,104,0,0,0,0
0.450456,0,104,0,0,0,0
0.451846,0,104,0,0,0,0
0.453234,0,104,0,0,0,0
0.454660,0,104,0,0,0,0
0.456050,0,104,0,0,0,0
0.457440,0,104,0,0,0,0
0.458830,0,104,0,0,0,0
0.460223,0,104,0,0,0,0
0.461630,0,104,0,0,0,0
0.463061,0,104,0,0,0,0
0.464461,0,104,0,0,0,0
0.465858,0,104,0,0,0,0
0.467262,0,104,0,0,0,0
0.468663,0,104,0,0,0,0
0.470180,0,104,0,0,0,0
0.471669,0,104,0,0,0,0
0.473204,0,104,0,0,0,0
0.474765,0,104,0,0,0,0
0.476221,0,104,0,0,0,0
0.477781,0,104,0,0,0,0
0.479344,0,104,0,0,0,0
0.480912,0,104,0,0,0,0
0.482360,0,104,0,0,0,0
0.483895,0,104,0,0,0,0
0.485458,0,104,0,0,0,0
0.487061,0,104,0,0,0,0
0.488625,0,104,0,0,0,0
0.490188,0,104,0,0,0,0
0.491752,0,104,0,0,0,0
0.493328,0,104,0,0,0,0
0.494932,0,104,0,0,0,0
0.496495,0,104,0,0,0,0
0.498058,0,104,0,0,0,0
0.499622,0,104,0,0,0,0
0.501185,0,104,0,0,0,0
0.502788,0,104,0,0,0,0
0.504364,0,104,0,0,0,0
0.505926,0,104,0,0,0,0
0.507577,0,104,0,0,0,0
0.509158,0,104,0,0,0,0
0.510603,0,104,0,0,0,0
0.512135,0,104,0,0,0,0
0.513697,0,104,0,0,0,0
0.515271,0,104,0,0,0,0
0.516838,0,104,0,0,0,0
0.518399,0,104,0,0,0,0
0.519963,0,104,0,0,0,0
0.521527,0,104,0,0,0,0
0.523087,0,104,0,0,0,0
0.524649,0,104,0,0,0,0
0.526224,0,104,0,0,0,0
0.527833,0,104,0,0,0,0
0.529424,0,104,0,0,0,0
0.530975,0,104,0,0,0,0
0.532404,0,104,0,0,0,0
0.533934,0,104,0,0,0,0
0.535496,0,104,0,0,0,0
0.537071,0,104,0,0,0,0
0.538631,0,104,0,0,0,0
0.540194,0,104,0,0,0,0
0.542305,0,104,0,0,0,0
0.543756,0,104,0,0,0,0
0.545148,0,104,0,0,0,0
0.546537,0,104,0,0,0,0
0.547938,0,104,0,0,0,0
0.549328,0,104,0,0,0,0
0.550777,0,104,0,0,0,0
0.552159,0,104,0,0,0,0
0.553527,0,104,0,0,0,0
0.554891,0,104,0,0,0,0
0.556255,0,104,0,0,0,0
0.557619,0,104,0,0,0,0
0.559025,0,104,0,0,0,0
0.560374,0,104,0,0,0,0
0.561722,0,104,0,0,0,0
0.563070,0,104,0,0,0,0
0.564418,0,104,0,0,0,0
0.565767,0,104,0,0,0,0
0.567143,0,104,0,0,0,0
0.568591,0,104,0,0,0,0
0.570011,0,104,0,0,0,0
0.571428,0,104,0,0,0,0
0.572789,0,104,0,0,0,0
0.574207,0,104,0,0,0,0
0.575529,0,104,0,0,0,0
0.576948,0,104,0,0,0,0
0.578366,0,104,0,0,0,0
0.579783,0,104,0,0,0,0
0.581204,0,104,0,0,0,0
0.582629,0,104,0,0,0,0
0.584360,0,104,0,0,0,0
0.585971,0,104,0,0,0,0
0.587418,0,104,0,0,0,0
0.588841,0,104,0,0,0,0
0.590457,0,104,0,0,0,0
0.591875,0,104,0,0,0,0
0.593274,0,104,0,0,0,0
0.594669,0,104,0,0,0,0
0.596080,0,1276,0,0,0,0
0.597478,0,104,0,0,0,0
0.598921,0,104,0,0,0,0
0.600313,0,104,0,0,0,0
0.601706,0,104,0,0,0,0
0.603114,0,104,0,0,0,0
0.604510,0,104,0,0,0,0
0.605915,0,103171,0,0,1079,6
0.607365,0,104,0,0,0,0
0.608869,0,104,0,0,0,0
0.610263,0,104,0,0,0,0
0.612373,0,104,0,0,0,0
0.613791,0,104,0,0,0,0
0.615220,0,104,0,0,0,0
0.616685,0,104,0,0,0,0
0.618120,0,104,0,0,0,0
0.619562,0,104,0,0,0,0
0.620952,0,104,0,0,0,0
0.622342,0,104,0,0,0,0
0.623793,0,104,0,0,0,0
0.625180,0,104,0,0,0,0
0.626567,0,104,0,0,0,0
0.627954,0,104,0,0,0,0
0.629343,0,104,0,0,0,0
0.630774,0,104,0,0,0,0
0.632165,0,104,0,0,0,0
0.633554,0,104,0,0,0,0
0.634951,0,104,0,0,0,0
0.636339,0,104,0,0,0,0
0.637735,0,104,0,0,0,0
0.639136,0,104,0,0,0,0
0.640726,0,104,0,0,0,0
0.642253,0,104,0,0,0,0
0.643646,0,104,0,0,0,0
0.645080,0,104,0,0,0,0
0.646516,0,104,0,0,0,0
0.648046,0,104,0,0,0,0
0.649609,0,104,0,0,0,0
0.651170,0,104,0,0,0,0
0.652699,0,104,0,0,0,0
0.654222,0,104,0,0,0,0
0.655711,0,104,0,0,0,0
0.657280,0,104,0,0,0,0
0.658840,0,104,0,0,0,0
0.660402,0,104,0,0,0,0
0.661965,0,104,0,0,0,0
0.663405,0,104,0,0,0,0
0.664954,0,104,0,0,0,0
0.666525,0,104,0,0,0,0
0.668089,0,104,0,0,0,0
0.669652,0,104,0,0,0,0
0.671255,0,104,0,0,0,0
0.672822,0,104,0,0,0,0
0.674381,0,104,0,0,0,0
0.675945,0,104,0,0,0,0
0.677520,0,104,0,0,0,0
0.679123,0,104,0,0,0,0
0.680633,0,104,0,0,0,0
0.682165,0,104,0,0,0,0
0.683728,0,104,0,0,0,0
0.685290,0,104,0,0,0,0
0.686894,0,104,0,0,0,0
0.688468,0,104,0,0,0,0
0.690030,0,104,0,0,0,0
0.691595,0,104,0,0,0,0
0.693158,0,104,0,0,0,0
0.694759,0,104,0,0,0,0
0.696323,0,104,0,0,0,0
0.697886,0,104,0,0,0,0
0.699333,0,104,0,0,0,0
0.700905,0,104,0,0,0,0
0.702507,0,104,0,0,0,0
0.704070,0,104,0,0,0,0
