elapsed_s,HLSQ_DUAL_FS_PROG_ACTIVE,HLSQ_DUAL_VS_PROG_ACTIVE,HLSQ_FS_BATCH_COUNT_ZERO,HLSQ_VS_BATCH_COUNT_ZERO,HLSQ_WAVE_PENDING_NO_QUAD,HLSQ_WAVE_PENDING_NO_PRIM_BASE
0.001104,0,0,430170,430218,0,0
0.002710,0,0,509244,509190,0,0
0.004311,0,0,446046,446034,0,0
0.005816,0,0,433800,434244,0,0
0.007307,0,0,516822,516066,0,0
0.008895,0,0,415428,415422,0,0
0.010367,0,0,415080,421974,0,0
0.011820,0,0,421482,414474,0,0
0.013268,0,0,410610,410760,0,0
0.014726,0,0,425988,425982,0,0
0.016219,0,0,430020,443658,0,0
0.017759,0,0,436758,422808,0,0
0.019193,0,0,529842,529782,0,0
0.020763,0,0,527130,527178,0,0
0.022319,0,0,527484,527526,0,0
0.023925,0,0,495768,495162,0,0
0.025556,0,0,510732,512178,0,0
0.027077,0,0,495396,493938,0,0
0.028581,0,0,492654,492744,0,0
0.030087,0,0,494094,493992,0,0
0.031631,0,0,499140,499230,0,0
0.033179,0,0,450954,441276,0,0
0.034552,0,0,411384,411366,0,0
0.035924,0,0,412056,412032,0,0
0.037297,0,0,411078,411102,0,0
0.038670,0,0,411948,411942,0,0
0.040056,0,0,412578,412572,0,0
0.041495,0,0,377310,378396,0,0
0.042906,0,0,356964,356970,0,0
0.044256,0,0,355374,355350,0,0
0.045602,0,0,351324,351894,0,0
0.046951,0,0,356676,356406,0,0
0.048299,0,0,569742,569460,0,0
0.049913,0,0,376482,376686,0,0
0.051302,0,0,368346,368490,0,0
0.052669,0,0,360672,360306,0,0
0.054042,0,0,364104,364860,0,0
0.055461,0,0,363054,362352,0,0
0.056821,0,0,363084,363696,0,0
0.058240,0,0,784929,789114,0,0
0.059474,0,0,361734,361722,0,0
0.060835,0,0,363678,363798,0,0
0.062193,0,0,361476,361236,0,0
0.063590,0,0,362970,362964,0,0
0.064956,0,0,362640,362700,0,0
0.066311,0,0,360462,360372,0,0
0.067663,0,0,663159,692820,0,0
0.069098,216,0,2613645,2891184,0,0
0.070446,0,0,2502360,2502810,0,0
0.071822,0,0,2595822,2595186,0,0
0.073248,0,0,2583240,2584656,0,0
0.074652,0,0,2447580,2446686,0,0
0.076062,0,0,2319534,2317692,0,0
0.077463,0,0,2329512,2330484,0,0
0.078863,0,0,2331108,2330220,0,0
0.080312,0,0,2264202,2265024,0,0
0.081683,0,0,2386896,2385774,0,0
0.083076,0,0,2325684,2325618,0,0
0.084619,0,0,2777406,2777394,0,0
0.086087,0,0,2391126,2391186,0,0
0.087523,0,0,2398212,2398248,0,0
0.090743,0,0,10240614,10240662,0,0
0.095962,0,0,2447220,2444694,0,0
0.097376,0,0,2648172,2651688,0,0
0.098780,0,0,2357670,2354460,0,0
0.100108,0,0,2300418,2300088,0,0
0.101475,0,0,2306982,2306916,0,0
0.102797,0,0,2289126,2289192,0,0
0.104130,0,0,3481554,3488346,0,0
0.105698,0,0,2263878,2259438,0,0
0.107089,0,0,2398584,2398638,0,0
0.108513,0,0,2415288,2415312,0,0
0.109910,0,0,2472810,2472768,0,0
