elapsed_s,HLSQ_BV_SP_CTX_ALIVE_CYCLE,HLSQ_STPROC_WAVE_NUM_FS,HLSQ_STPROC_WAVE_NUM_VS,HLSQ_STPROC_WAVE_NUM_BV,HLSQ_STPROC_WAVE_NUM_LPAC,HLSQ_VS_SP_CCTX_NUM
0.001313,0,0,0,0,0,0
0.002960,0,0,0,0,0,0
0.004493,0,0,0,0,0,0
0.006192,0,0,0,0,0,0
0.007771,0,0,0,0,0,0
0.010514,0,0,0,0,0,0
0.012555,0,0,0,0,0,0
0.014053,0,0,0,0,0,0
0.015534,0,0,0,0,0,0
0.017010,0,0,0,0,0,0
0.018750,0,0,0,0,0,0
0.020253,0,0,0,0,0,0
0.021747,0,0,0,0,0,0
0.023223,0,0,0,0,0,0
0.024695,0,0,0,0,0,0
0.026244,0,0,0,0,0,0
0.027738,0,0,0,0,0,0
0.029226,0,0,0,0,0,0
0.030716,0,0,0,0,0,0
0.032216,0,0,0,0,0,0
0.033706,0,0,0,0,0,0
0.035478,0,0,0,0,0,0
0.037028,0,0,0,0,0,0
0.038536,0,0,0,0,0,0
0.040027,0,0,0,0,0,0
0.041589,0,0,0,0,0,0
0.043218,0,0,0,0,0,0
0.044725,0,0,0,0,0,0
0.046273,0,0,0,0,0,0
0.047696,0,0,0,0,0,0
0.049114,0,0,0,0,0,0
0.050534,0,0,0,0,0,0
0.051953,0,0,0,0,0,0
0.053378,0,0,0,0,0,0
0.054847,0,0,0,0,0,0
0.056269,0,0,0,0,0,0
0.057711,0,0,0,0,0,0
0.059193,0,0,0,0,0,0
0.060723,0,0,0,0,0,0
0.062091,0,0,0,0,0,0
0.063545,0,0,0,0,0,0
0.064883,0,0,0,0,0,0
0.066209,0,0,0,0,0,0
0.067538,0,0,0,0,0,0
0.068867,0,0,0,0,0,0
0.070318,0,0,0,0,0,0
0.071778,0,0,0,0,0,0
0.073240,0,0,0,0,0,0
0.074665,0,0,0,0,0,0
0.075893,0,0,0,0,0,0
0.077251,0,0,0,0,0,0
0.078607,0,0,0,0,0,0
0.079955,0,0,0,0,0,0
0.081304,0,0,0,0,0,0
0.082655,0,0,0,0,0,0
0.084011,0,0,0,0,0,0
0.085375,0,0,0,0,0,0
0.086605,0,0,0,0,0,0
0.087959,0,0,0,0,0,0
0.089335,0,0,0,0,0,0
0.093081,0,0,0,0,0,0
0.094487,0,0,0,0,0,0
0.095900,0,0,0,0,0,0
0.097290,0,0,0,0,0,0
0.099672,0,0,0,0,0,0
0.101152,0,0,0,0,0,0
0.104395,0,0,0,0,0,0
0.105838,0,0,0,0,0,0
0.107256,0,0,0,0,0,0
0.108646,0,0,0,0,0,0
0.110132,0,0,0,0,0,0
0.111537,0,0,0,0,0,0
0.112891,0,0,0,0,0,0
0.114248,0,0,0,0,0,0
0.115599,0,0,0,0,0,0
0.116948,0,0,0,0,0,0
0.118313,0,0,0,0,0,0
0.119662,0,0,0,0,0,0
0.121139,0,0,0,0,0,0
0.122583,0,0,0,0,0,0
0.124117,0,0,0,0,0,0
0.125673,0,0,0,0,0,0
0.127241,0,0,0,0,0,0
0.128685,0,0,0,0,0,0
0.130092,0,0,0,0,0,0
0.131491,0,0,0,0,0,0
0.132886,0,0,0,0,0,0
0.134284,0,0,0,0,0,0
0.135679,0,0,0,0,0,0
0.137117,0,0,0,0,0,0
0.138515,0,0,0,0,0,0
0.140030,0,0,0,0,0,0
0.141590,0,0,0,0,0,0
0.143155,0,0,0,0,0,0
0.144715,0,0,0,0,0,0
0.146278,0,0,0,0,0,0
0.147839,0,0,0,0,0,0
0.149399,0,0,0,0,0,0
0.150972,0,0,0,0,0,0
0.152533,0,0,0,0,0,0
0.154139,0,0,0,0,0,0
0.155701,0,0,0,0,0,0
0.157261,0,0,0,0,0,0
0.158822,0,0,0,0,0,0
0.160383,0,0,0,0,0,0
0.161958,0,0,0,0,0,0
0.163518,0,0,0,0,0,0
0.165074,0,0,0,0,0,0
0.167124,0,0,0,0,0,0
0.168654,0,0,0,0,0,0
0.170259,0,0,0,0,0,0
0.171818,0,0,0,0,0,0
0.173268,0,0,0,0,0,0
0.174805,0,0,0,0,0,0
0.176368,0,0,0,0,0,0
0.177932,0,0,0,0,0,0
0.179495,0,0,0,0,0,0
0.181055,0,0,0,0,0,0
0.182620,0,0,0,0,0,0
0.184196,0,0,0,0,0,0
0.185758,0,0,0,0,0,0
0.187326,0,0,0,0,0,0
0.188887,0,0,0,0,0,0
0.190451,0,0,0,0,0,0
0.192005,0,0,0,0,0,0
0.193558,0,0,0,0,0,0
0.195109,0,0,0,0,0,0
0.196516,0,0,0,0,0,0
0.197920,0,0,0,0,0,0
0.199339,0,0,0,0,0,0
0.200780,0,0,0,0,0,0
