elapsed_s,HLSQ_BV_INS_BUF_FULL_BLOCK_CPI,HLSQ_VS_DES_BUF_FULL_BLOCK_CPI,HLSQ_FS_DES_BUF_FULL_BLOCK_CPI,HLSQ_BV_DES_BUF_FULL_BLOCK_CPI,HLSQ_PRIMITIVE_COUNT,HLSQ_LPAC2BV_SWITCH_CNT
0.001659,0,0,0,0,0,0
0.004052,0,0,0,0,0,0
0.005755,0,0,0,0,0,0
0.007356,0,0,0,0,0,0
0.009004,0,0,0,0,0,0
0.010629,0,0,0,0,0,0
0.012149,0,0,0,0,0,0
0.013670,0,0,0,0,0,0
0.015183,0,0,0,0,0,0
0.016695,0,0,0,0,0,0
0.018281,0,0,0,0,0,0
0.020177,0,0,0,0,0,0
0.021822,0,0,0,0,0,0
0.023338,0,0,0,0,0,0
0.024846,0,0,0,0,0,0
0.026410,0,0,0,0,0,0
0.027901,0,0,0,0,0,0
0.029391,0,0,0,0,0,0
0.030882,0,0,0,0,0,0
0.032423,0,0,0,0,0,0
0.033977,0,0,0,0,0,0
0.035465,0,0,0,0,0,0
0.036953,0,0,0,0,0,0
0.038685,0,0,0,0,0,0
0.040246,0,0,0,0,0,0
0.041850,0,0,0,0,0,0
0.043503,0,0,0,0,0,0
0.044989,0,0,0,0,0,0
0.046540,0,0,0,0,0,0
0.048141,0,0,0,0,0,0
0.049745,0,0,0,0,0,0
0.051351,0,0,0,0,0,0
0.052954,0,0,0,0,0,0
0.054526,0,0,0,0,0,0
0.056000,0,0,0,0,0,0
0.057515,0,0,0,0,0,0
0.059068,0,0,0,0,0,0
0.060621,0,0,0,0,0,0
0.062171,0,0,0,0,0,0
0.063641,0,0,0,0,0,0
0.065142,0,0,0,0,0,0
0.066610,0,0,0,0,0,0
0.068079,0,0,0,0,0,0
0.069549,0,0,0,0,0,0
0.071020,0,0,0,0,0,0
0.072511,0,0,0,0,0,0
0.074028,0,0,0,0,0,0
0.075557,0,0,0,0,0,0
0.077055,0,0,0,0,0,0
0.078473,0,0,0,0,0,0
0.079840,0,0,0,0,0,0
0.081195,0,0,0,0,0,0
0.082555,0,0,0,0,0,0
0.083907,0,0,0,0,0,0
0.085263,0,0,0,0,0,0
0.086719,0,0,0,0,0,0
0.088111,0,0,0,0,0,0
0.089658,0,0,0,0,0,0
0.091066,0,0,0,0,0,0
0.092430,0,0,0,0,0,0
0.093792,0,0,0,0,0,0
0.095149,0,0,0,0,0,0
0.096519,0,0,0,0,0,0
0.097802,0,0,0,0,0,0
0.099222,0,0,0,0,0,0
0.100588,0,0,0,0,0,0
0.101949,0,0,0,0,0,0
0.103311,0,0,0,0,0,0
0.104691,0,0,0,0,0,0
0.106098,0,0,0,0,0,0
0.107517,0,0,0,0,0,0
0.108913,0,0,0,0,0,0
0.110313,0,0,0,0,0,0
0.111704,0,0,0,0,0,0
0.113094,0,0,0,0,0,0
0.118338,0,0,0,0,0,0
0.119735,0,0,0,0,0,0
0.121136,0,0,0,0,0,0
0.122541,0,0,0,0,0,0
0.123938,0,0,0,0,0,0
0.125399,0,0,0,0,0,0
0.126795,0,0,0,0,0,0
0.128151,0,0,0,0,0,0
0.129563,0,0,0,0,0,0
0.130912,0,0,0,0,0,0
0.132261,0,0,0,0,0,0
0.133610,0,0,0,0,0,0
0.134960,0,0,0,0,0,0
0.136326,0,0,0,0,0,0
0.137721,0,0,0,0,0,0
0.139117,0,0,0,0,0,0
0.140520,0,0,0,0,0,0
0.141990,0,0,0,0,0,0
0.144569,0,0,0,0,0,0
0.145971,0,0,0,0,0,0
0.147367,0,0,0,0,0,0
0.148762,0,0,0,0,0,0
0.150158,0,0,0,0,0,0
0.151563,0,0,0,0,0,0
0.152994,0,0,0,0,0,0
0.154392,0,0,0,0,0,0
0.155788,0,0,0,0,0,0
0.157184,0,0,0,0,0,0
0.158578,0,0,0,0,0,0
0.160105,0,0,0,0,0,0
0.161668,0,0,0,0,0,0
0.163242,0,0,0,0,0,0
0.164801,0,0,0,0,0,0
0.166425,0,0,0,0,0,0
0.167985,0,0,0,0,0,0
0.169592,0,0,0,0,0,0
0.171153,0,0,0,0,0,0
0.172713,0,0,0,0,0,0
0.174159,0,0,0,0,0,0
0.175691,0,0,0,0,0,0
0.177253,0,0,0,0,0,0
0.178812,0,0,0,0,0,0
0.180248,0,0,0,0,0,0
0.181788,0,0,0,0,0,0
0.183350,0,0,0,0,0,0
0.184922,0,0,0,0,0,0
0.186488,0,0,0,0,0,0
0.188047,0,0,0,0,0,0
0.189610,0,0,0,0,0,0
0.191172,0,0,0,0,0,0
0.192631,0,0,0,0,0,0
0.194192,0,0,0,0,0,0
0.195767,0,0,0,0,0,0
0.197331,0,0,0,0,0,0
0.198892,0,0,0,0,0,0
0.200495,0,0,0,0,0,0
0.201930,0,0,0,0,0,0
0.203462,0,0,0,0,0,0
0.205023,0,0,0,0,0,0
0.206602,0,0,0,0,0,0
0.208162,0,0,0,0,0,0
0.209637,0,0,0,0,0,0
0.211194,0,0,0,0,0,0
0.212568,0,0,0,0,0,0
0.213968,0,0,0,0,0,0
0.215318,0,0,0,0,0,0
0.216731,0,0,0,0,0,0
0.218080,0,0,0,0,0,0
0.219427,0,0,0,0,0,0
0.220775,0,0,0,0,0,0
0.222169,0,0,0,0,0,0
0.223516,0,0,0,0,0,0
0.224864,0,0,0,0,0,0
0.226218,0,0,0,0,0,0
0.227568,0,0,0,0,0,0
0.228909,0,0,0,0,0,0
0.230281,0,0,0,0,0,0
0.231627,0,0,0,0,0,0
0.233022,0,0,0,0,0,0
0.234349,0,0,0,0,0,0
0.235669,0,0,0,0,0,0
0.236989,0,0,0,0,0,0
0.238501,0,0,0,0,0,0
0.239839,0,0,0,0,0,0
0.241164,0,0,0,0,0,0
0.242495,0,0,0,0,0,0
0.243818,0,0,0,0,0,0
0.245143,0,0,0,0,0,0
0.246504,0,0,0,0,0,0
0.247842,0,0,0,0,0,0
0.249215,0,0,0,0,0,0
0.250520,0,0,0,0,0,0
0.251822,0,0,0,0,0,0
0.253150,0,0,0,0,0,0
0.254512,0,0,0,0,0,0
0.255828,0,0,0,0,0,0
0.257134,0,0,0,0,0,0
0.258441,0,0,0,0,0,0
0.259749,0,0,0,0,0,0
0.261047,0,0,0,0,0,0
0.262335,0,0,0,0,0,0
0.263634,0,0,0,0,0,0
0.264969,0,0,0,0,0,0
0.266306,0,0,0,0,0,0
0.267568,0,0,0,0,0,0
0.268936,0,0,0,0,0,0
0.270307,0,0,0,0,0,0
0.271674,0,0,0,0,0,0
0.273097,0,0,0,0,0,0
0.274478,0,0,0,0,0,0
0.275909,0,0,0,0,0,0
0.277334,0,0,0,0,0,0
0.278754,0,0,0,0,0,0
0.280186,0,0,0,0,0,0
0.281501,0,0,0,0,0,0
0.282920,0,0,0,0,0,0
0.284339,0,0,0,0,0,0
0.285759,0,0,0,0,0,0
0.287279,0,0,0,0,0,0
0.288697,0,0,0,0,0,0
0.290115,0,0,0,0,0,0
0.291559,0,0,0,0,0,0
0.292869,0,0,0,0,0,0
0.294235,0,0,0,0,0,0
0.295653,0,0,0,0,0,0
0.297085,0,0,0,0,0,0
0.298544,0,0,0,0,0,0
0.299926,0,0,0,0,0,0
0.301299,0,0,0,0,0,0
0.302669,0,0,0,0,0,0
0.304026,0,0,0,0,0,0
0.305383,0,0,0,0,0,0
0.306739,0,0,0,0,0,0
0.308096,0,0,0,0,0,0
0.309453,0,0,0,0,0,0
0.310807,0,0,0,0,0,0
0.312185,0,0,0,0,0,0
0.313675,0,0,0,0,0,0
0.315069,0,0,0,0,0,0
0.316459,0,0,0,0,0,0
0.321193,0,0,0,0,0,0
0.322607,0,0,0,0,0,0
0.324048,0,0,0,0,0,0
0.326615,0,0,0,0,0,0
0.328162,0,0,0,0,0,0
0.329560,0,0,0,0,0,0
0.330955,0,0,0,0,0,0
0.332349,0,0,0,0,0,0
0.333887,0,0,0,0,0,0
0.335291,0,0,0,0,0,0
0.336647,0,0,0,0,0,0
0.338000,0,0,0,0,0,0
0.339351,0,0,0,0,0,0
0.340700,0,0,0,0,0,0
0.342052,0,0,0,0,0,0
0.343399,0,0,0,0,0,0
0.344783,0,0,0,0,0,0
0.346180,0,0,0,0,0,0
0.347705,0,0,0,0,0,0
0.349267,0,0,0,0,0,0
0.350828,0,0,0,0,0,0
0.352386,0,0,0,0,0,0
0.353949,0,0,0,0,0,0
0.355417,0,0,0,0,0,0
0.356973,0,0,0,0,0,0
0.358538,0,0,0,0,0,0
0.360142,0,0,0,0,0,0
0.361706,0,0,0,0,0,0
0.363266,0,0,0,0,0,0
0.364824,0,0,0,0,0,0
0.366455,0,0,0,0,0,0
0.368018,0,0,0,0,0,0
0.369579,0,0,0,0,0,0
0.371139,0,0,0,0,0,0
0.372698,0,0,0,0,0,0
0.374257,0,0,0,0,0,0
0.375817,0,0,0,0,0,0
0.377435,0,0,0,0,0,0
0.378994,0,0,0,0,0,0
0.380427,0,0,0,0,0,0
0.381830,0,0,0,0,0,0
0.383350,0,0,0,0,0,0
0.384902,0,0,0,0,0,0
0.386397,0,0,0,0,0,0
0.387819,0,0,0,0,0,0
0.389220,0,0,0,0,0,0
0.390618,0,0,0,0,0,0
0.392015,0,0,0,0,0,0
0.393456,0,0,0,0,0,0
0.394982,0,0,0,0,0,0
0.396542,0,0,0,0,0,0
0.398117,0,0,0,0,0,0
0.399679,0,0,0,0,0,0
0.401242,0,0,0,0,0,0
0.402804,0,0,0,0,0,0
0.404363,0,0,0,0,0,0
0.405927,0,0,0,0,0,0
0.407490,0,0,0,0,0,0
0.409063,0,0,0,0,0,0
0.410630,0,0,0,0,0,0
0.412192,0,0,0,0,0,0
0.413647,0,0,0,0,0,0
0.415086,0,0,0,0,0,0
0.416488,0,0,0,0,0,0
0.417885,0,0,0,0,0,0
0.419287,0,0,0,0,0,0
0.420677,0,0,0,0,0,0
0.422068,0,0,0,0,0,0
0.423460,0,0,0,0,0,0
0.424893,0,0,0,0,0,0
0.426396,0,0,0,0,0,0
0.427786,0,0,0,0,0,0
0.429183,0,0,0,0,0,0
0.430589,0,0,0,0,0,0
0.431976,0,0,0,0,0,0
0.433364,0,0,0,0,0,0
0.434752,0,0,0,0,0,0
0.436138,0,0,0,0,0,0
0.437526,0,0,0,0,0,0
0.438913,0,0,0,0,0,0
0.440351,0,0,0,0,0,0
0.441722,0,0,0,0,0,0
0.443085,0,0,0,0,0,0
0.444449,0,0,0,0,0,0
0.445812,0,0,0,0,0,0
0.447175,0,0,0,0,0,0
0.448537,0,0,0,0,0,0
0.449902,0,0,0,0,0,0
0.451265,0,0,0,0,0,0
0.452634,0,0,0,0,0,0
0.454000,0,0,0,0,0,0
0.455366,0,0,0,0,0,0
0.456766,0,0,0,0,0,0
0.458211,0,0,0,0,0,0
0.459629,0,0,0,0,0,0
0.461047,0,0,0,0,0,0
0.462466,0,0,0,0,0,0
0.463780,0,0,0,0,0,0
0.465198,0,0,0,0,0,0
0.466617,0,0,0,0,0,0
0.468036,0,0,0,0,0,0
0.469456,0,0,0,0,0,0
0.470835,0,0,0,0,0,0
0.472280,0,0,0,0,0,0
0.473701,0,0,0,0,0,0
0.475075,0,0,0,0,0,0
0.476443,0,0,0,0,0,0
0.477862,0,0,0,0,0,0
0.479230,0,0,0,0,0,0
0.480598,0,0,0,0,0,0
0.481907,0,0,0,0,0,0
0.483336,0,0,0,0,0,0
0.484713,0,0,0,0,0,0
0.486086,0,0,0,0,0,0
0.487454,0,0,0,0,0,0
0.488836,0,0,0,0,0,0
0.490231,0,0,0,0,0,0
0.491578,0,0,0,0,0,0
0.492931,0,0,0,0,0,0
0.494292,0,0,0,0,0,0
0.495644,0,0,0,0,0,0
0.497059,0,0,0,0,0,0
0.498474,0,0,0,0,0,0
0.499831,0,0,0,0,0,0
0.501185,0,0,0,0,0,0
0.502542,0,0,0,0,0,0
0.503897,0,0,0,0,0,0
0.505338,0,0,0,0,0,0
0.506750,0,0,0,0,0,0
0.508165,0,0,0,0,0,0
0.509726,0,0,0,0,0,0
0.511577,0,0,0,0,0,0
0.512969,0,0,0,0,0,0
0.514368,0,0,0,0,0,0
0.515756,0,0,0,0,0,0
0.517180,0,0,0,0,0,0
0.518582,0,0,0,0,0,0
0.519970,0,0,0,0,0,0
0.521422,0,0,0,0,0,0
0.522830,0,0,0,0,0,0
0.524219,0,0,0,0,0,0
0.525612,0,0,0,0,0,0
0.527047,0,0,0,0,0,0
0.528439,0,0,0,0,0,0
0.529838,0,0,0,0,0,0
0.531655,0,0,0,0,0,0
0.533046,0,0,0,0,0,0
0.534460,0,0,0,0,0,0
0.535985,0,0,0,0,0,0
0.537604,0,0,0,0,0,0
0.539166,0,0,0,0,0,0
0.540614,0,0,0,0,0,0
0.542147,0,0,0,0,0,0
0.543709,0,0,0,0,0,0
0.545273,0,0,0,0,0,0
0.546835,0,0,0,0,0,0
0.548395,0,0,0,0,0,0
0.549958,0,0,0,0,0,0
0.551532,0,0,0,0,0,0
0.553091,0,0,0,0,0,0
0.554713,0,0,0,0,0,0
0.556115,0,0,0,0,0,0
0.557643,0,0,0,0,0,0
0.559204,0,0,0,0,0,0
0.560764,0,0,0,0,0,0
0.562387,0,0,0,0,0,0
0.563949,0,0,0,0,0,0
0.565511,0,0,0,0,0,0
0.567071,0,0,0,0,0,0
0.568673,0,0,0,0,0,0
0.570234,0,0,0,0,0,0
0.571797,0,0,0,0,0,0
0.573373,0,0,0,0,0,0
0.574935,0,0,0,0,0,0
0.576494,0,0,0,0,0,0
0.578056,0,0,0,0,0,0
0.579657,0,0,0,0,0,0
0.581093,0,0,0,0,0,0
0.582644,0,0,0,0,0,0
0.584250,0,0,0,0,0,0
0.585681,0,0,0,0,0,0
0.587203,0,0,0,0,0,0
0.588756,0,0,0,0,0,0
0.590313,0,0,0,0,0,0
0.591873,0,0,0,0,0,0
0.593437,0,0,0,0,0,0
0.594887,0,0,0,0,0,0
0.596417,0,0,0,0,0,0
0.597977,0,0,0,0,0,0
0.599540,0,0,0,0,0,0
0.601101,0,0,0,0,0,0
0.602595,0,0,0,0,0,0
0.604124,0,0,0,0,0,0
0.605571,0,0,0,0,0,0
0.607099,0,0,0,0,0,0
0.608751,0,0,0,0,0,0
0.610164,0,0,0,0,0,0
0.611565,0,0,0,0,0,0
0.612961,0,0,0,0,0,0
0.614357,0,0,0,0,0,0
0.615759,0,0,0,0,0,0
0.618151,0,0,0,0,0,0
0.619572,0,0,0,0,0,0
0.621044,0,0,0,0,0,0
0.622474,0,0,0,0,0,0
0.623931,0,0,0,0,0,0
0.625376,0,0,0,0,0,0
0.627316,0,0,0,0,0,0
0.629390,0,0,0,0,0,0
0.630808,0,0,0,0,0,0
0.632296,0,0,0,0,0,0
0.633797,0,0,0,0,0,0
0.635835,0,0,0,0,0,0
0.638054,0,0,0,0,0,0
0.640053,0,0,0,0,0,0
0.641506,0,0,0,0,0,0
0.642970,0,0,0,0,0,0
0.644341,0,0,0,0,0,0
0.645710,0,0,0,0,0,0
0.647075,0,0,0,0,0,0
0.648496,0,0,0,0,0,0
0.649834,0,0,0,0,0,0
0.651169,0,0,0,0,0,0
0.652502,0,0,0,0,0,0
0.653837,0,0,0,0,0,0
0.655170,0,0,0,0,0,0
0.656616,0,0,0,0,0,0
0.657949,0,0,0,0,0,0
0.659292,0,0,0,0,0,0
0.660624,0,0,0,0,0,0
0.661957,0,0,0,0,0,0
0.663290,0,0,0,0,0,0
0.664649,0,0,0,0,0,0
0.666068,0,0,0,0,0,0
0.667484,0,0,0,0,0,0
0.668902,0,0,0,0,0,0
0.670332,0,0,0,0,0,0
0.671752,0,0,0,0,0,0
