elapsed_s,HLSQ_STALL_CYCLES_UCHE,HLSQ_RESERVED_7,HLSQ_RESERVED_8,HLSQ_RESERVED_9,HLSQ_COMPUTE_DRAWCALLS,HLSQ_FS_DATA_WAIT_PROGRAMMING
0.001164,0,0,0,0,0,0
0.003137,0,0,0,0,0,0
0.004632,0,0,0,0,0,0
0.006033,0,0,0,0,0,0
0.007744,0,0,0,0,0,0
0.009490,0,0,0,0,0,0
0.011180,0,0,0,0,0,0
0.012681,0,0,0,0,0,0
0.014171,0,0,0,0,0,0
0.015664,0,0,0,0,0,0
0.017144,0,0,0,0,0,0
0.018748,0,0,0,0,0,0
0.020177,0,0,0,0,0,0
0.021598,0,0,0,0,0,0
0.023019,0,0,0,0,0,0
0.024463,0,0,0,0,0,0
0.025903,0,0,0,0,0,0
0.027260,0,0,0,0,0,0
0.028618,0,0,0,0,0,0
0.029972,0,0,0,0,0,0
0.031343,0,0,0,0,0,0
0.032756,0,0,0,0,0,0
0.034115,0,0,0,0,0,0
0.035472,0,0,0,0,0,0
0.036822,0,0,0,0,0,0
0.038172,0,0,0,0,0,0
0.039533,0,0,0,0,0,0
0.040945,0,0,0,0,0,0
0.042500,0,0,0,0,0,0
0.043915,0,0,0,0,0,0
0.045385,0,0,0,0,0,0
0.046879,0,0,0,0,0,0
0.048304,0,0,0,0,0,0
0.049773,0,0,0,0,0,0
0.051172,0,0,0,0,0,0
0.052578,0,0,0,0,0,0
0.053974,0,0,0,0,0,0
0.055376,0,0,0,0,0,0
0.056812,0,0,0,0,0,0
0.058233,0,0,0,0,0,0
0.059675,4,0,0,0,4,708
0.060909,0,0,0,0,0,0
0.062318,0,0,0,0,0,0
0.063724,0,0,0,0,0,0
0.065172,0,0,0,0,0,0
0.066591,0,0,0,0,0,0
0.067985,0,0,0,0,0,0
0.069382,0,0,0,0,0,0
0.070776,0,0,0,0,0,0
0.072170,0,0,0,0,0,0
0.073983,0,0,0,0,0,0
0.075373,0,0,0,0,0,0
0.076764,0,0,0,0,0,0
0.078154,0,0,0,0,0,0
0.079542,0,0,0,0,0,0
0.080933,0,0,0,0,0,0
0.082322,0,0,0,0,0,0
0.083709,0,0,0,0,0,0
0.085108,0,0,0,0,0,0
0.086506,0,0,0,0,0,0
0.087894,0,0,0,0,0,0
0.089545,0,0,0,0,0,0
0.090950,0,0,0,0,0,0
0.092345,0,0,0,0,0,0
0.093736,0,0,0,0,0,0
0.095135,0,0,0,0,0,0
0.096561,0,0,0,0,0,0
0.097953,0,0,0,0,0,0
0.099349,0,0,0,0,0,0
0.100904,0,0,0,0,0,0
0.102465,0,0,0,0,0,0
0.104024,0,0,0,0,0,0
0.105539,0,0,0,0,0,0
0.106952,0,0,0,0,0,0
0.108350,0,0,0,0,0,0
0.109749,0,0,0,0,0,0
0.111145,0,0,0,0,0,0
0.112577,0,0,0,0,0,0
0.114104,0,0,0,0,0,0
0.115678,0,0,0,0,0,0
0.117237,0,0,0,0,0,0
0.118799,0,0,0,0,0,0
0.120400,0,0,0,0,0,0
0.121961,0,0,0,0,0,0
0.123522,0,0,0,0,0,0
0.125080,0,0,0,0,0,0
0.126659,0,0,0,0,0,0
0.128217,0,0,0,0,0,0
0.129779,0,0,0,0,0,0
0.131350,0,0,0,0,0,0
0.132909,0,0,0,0,0,0
0.134469,0,0,0,0,0,0
0.136029,0,0,0,0,0,0
0.137661,0,0,0,0,0,0
0.139223,0,0,0,0,0,0
0.140781,0,0,0,0,0,0
0.142342,0,0,0,0,0,0
0.143901,0,0,0,0,0,0
0.145463,0,0,0,0,0,0
0.147023,0,0,0,0,0,0
0.148595,0,0,0,0,0,0
0.150157,0,0,0,0,0,0
0.151717,0,0,0,0,0,0
0.153278,0,0,0,0,0,0
0.154917,0,0,0,0,0,0
0.156319,0,0,0,0,0,0
0.157847,0,0,0,0,0,0
0.159419,0,0,0,0,0,0
0.161020,0,0,0,0,0,0
0.162584,0,0,0,0,0,0
0.164143,0,0,0,0,0,0
0.165706,0,0,0,0,0,0
0.167266,0,0,0,0,0,0
0.168868,0,0,0,0,0,0
0.170441,0,0,0,0,0,0
0.172002,0,0,0,0,0,0
0.173564,0,0,0,0,0,0
0.175128,0,0,0,0,0,0
0.176709,0,0,0,0,0,0
0.178114,0,0,0,0,0,0
0.179467,0,0,0,0,0,0
0.180830,0,0,0,0,0,0
0.182180,0,0,0,0,0,0
0.183528,0,0,0,0,0,0
0.184929,0,0,0,0,0,0
0.186300,0,0,0,0,0,0
0.187620,0,0,0,0,0,0
0.188941,0,0,0,0,0,0
0.190280,0,0,0,0,0,0
0.191605,0,0,0,0,0,0
0.192955,0,0,0,0,0,0
0.194306,0,0,0,0,0,0
0.195614,0,0,0,0,0,0
0.196969,0,0,0,0,0,0
0.198274,0,0,0,0,0,0
0.199575,0,0,0,0,0,0
0.200901,0,0,0,0,0,0
0.202322,0,0,0,0,0,0
0.203689,0,0,0,0,0,0
0.205056,0,0,0,0,0,0
0.206424,0,0,0,0,0,0
0.207791,0,0,0,0,0,0
0.209170,0,0,0,0,0,0
0.210468,0,0,0,0,0,0
0.211838,0,0,0,0,0,0
0.213151,0,0,0,0,0,0
0.214519,0,0,0,0,0,0
0.215832,0,0,0,0,0,0
0.217225,0,0,0,0,0,0
0.218630,0,0,0,0,0,0
0.219995,0,0,0,0,0,0
0.221345,0,0,0,0,0,0
0.222707,0,0,0,0,0,0
0.224075,0,0,0,0,0,0
0.225598,0,0,0,0,0,0
0.229223,0,0,0,0,0,0
0.230620,0,0,0,0,0,0
0.232045,0,0,0,0,0,0
0.233471,0,0,0,0,0,0
0.234850,0,0,0,0,0,0
0.236219,0,0,0,0,0,0
0.237636,0,0,0,0,0,0
0.239004,0,0,0,0,0,0
0.240386,0,0,0,0,0,0
