elapsed_s,HLSQ_L2STC_LATENCY_COUNT,HLSQ_L2STC_STALL_SP_MISS_REQ,HLSQ_L2STC_BANK0_REPLACEMENT,HLSQ_L2STC_BANK1_REPLACEMENT,HLSQ_L2STC_BANK2_REPLACEMENT,HLSQ_L2STC_BANK3_REPLACEMENT
0.001102,0,0,0,0,0,0
0.002695,0,0,0,0,0,0
0.004762,0,0,0,0,0,0
0.006281,0,0,0,0,0,0
0.007796,0,0,0,0,0,0
0.009386,0,0,0,0,0,0
0.010901,0,0,0,0,0,0
0.012416,0,0,0,0,0,0
0.013931,0,0,0,0,0,0
0.015603,0,0,0,0,0,0
0.017120,0,0,0,0,0,0
0.018816,0,0,0,0,0,0
0.020371,0,0,0,0,0,0
0.021851,0,0,0,0,0,0
0.023343,0,0,0,0,0,0
0.024818,0,0,0,0,0,0
0.026384,0,0,0,0,0,0
0.027876,0,0,0,0,0,0
0.029366,0,0,0,0,0,0
0.030863,0,0,0,0,0,0
0.032353,0,0,0,0,0,0
0.033841,0,0,0,0,0,0
0.035401,0,0,0,0,0,0
0.036890,0,0,0,0,0,0
0.038378,0,0,0,0,0,0
0.039867,0,0,0,0,0,0
0.041426,0,0,0,0,0,0
0.042984,0,0,0,0,0,0
0.044560,0,0,0,0,0,0
0.046126,0,0,0,0,0,0
0.047476,0,0,0,0,0,0
0.048899,0,0,0,0,0,0
0.050368,0,0,0,0,0,0
0.051792,0,0,0,0,0,0
0.053212,0,0,0,0,0,0
0.054681,0,0,0,0,0,0
0.056101,0,0,0,0,0,0
0.057543,0,0,0,0,0,0
0.059033,0,0,0,0,0,0
0.060439,0,0,0,0,0,0
0.061847,0,0,0,0,0,0
0.063256,0,0,0,0,0,0
0.064608,0,0,0,0,0,0
0.065962,0,0,0,0,0,0
0.067446,0,0,0,0,0,0
0.068827,0,0,0,0,0,0
0.070188,0,0,0,0,0,0
0.071547,0,0,0,0,0,0
0.072915,0,0,0,0,0,0
0.074494,0,0,0,0,0,0
0.075967,0,0,0,0,0,0
0.077341,0,0,0,0,0,0
0.078703,0,0,0,0,0,0
0.080060,0,0,0,0,0,0
0.081420,0,0,0,0,0,0
0.082779,0,0,0,0,0,0
0.084197,0,0,0,0,0,0
0.085556,7,1,2,2,2,1
0.086783,0,0,0,0,0,0
0.088140,0,0,0,0,0,0
0.089517,0,0,0,0,0,0
0.090929,0,0,0,0,0,0
0.092328,0,0,0,0,0,0
0.094312,0,0,0,0,0,0
0.096550,0,0,0,0,0,0
0.098075,0,0,0,0,0,0
0.099562,0,0,0,0,0,0
0.100954,0,0,0,0,0,0
0.104892,0,0,0,0,0,0
0.106482,0,0,0,0,0,0
0.107886,0,0,0,0,0,0
0.109250,0,0,0,0,0,0
0.110601,0,0,0,0,0,0
0.111957,0,0,0,0,0,0
0.113307,0,0,0,0,0,0
0.114658,0,0,0,0,0,0
0.116051,0,0,0,0,0,0
0.117414,0,0,0,0,0,0
0.118766,0,0,0,0,0,0
0.120116,0,0,0,0,0,0
0.121593,0,0,0,0,0,0
0.123031,0,0,0,0,0,0
0.124556,0,0,0,0,0,0
0.126255,0,0,0,0,0,0
0.127714,0,0,0,0,0,0
0.129111,0,0,0,0,0,0
