elapsed_s,VPC_BE_TSE_BE_PRIMITIVES,VPC_BE_TSE_BE_TRANSACTIONS,VPC_BE_STARVE_CYCLES_LRZ,VPC_BE_LRZ_ASSIGN_PRIMITIVES,VPC_BE_RB_VISIBLE_PRIMITIVES,VPC_BE_STARVE_CYCLES_RB
0.001094,0,0,0,0,0,0
0.002563,0,0,0,0,0,0
0.004048,0,0,0,0,0,0
0.005483,0,0,0,0,0,0
0.006918,0,0,0,0,0,0
0.008353,0,0,0,0,0,0
0.009964,0,0,0,0,0,0
0.011589,0,0,0,0,0,0
0.013048,0,0,0,0,0,0
0.014695,0,0,0,0,0,0
0.016132,0,0,0,0,0,0
0.017598,0,0,0,0,0,0
0.019150,0,0,0,0,0,0
0.020542,0,0,0,0,0,0
0.021905,0,0,0,0,0,0
0.023315,0,0,0,0,0,0
0.024818,0,0,0,0,0,0
0.026292,0,0,0,0,0,0
0.027747,0,0,0,0,0,0
0.029114,0,0,0,0,0,0
0.030526,0,0,0,0,0,0
0.031926,0,0,0,0,0,0
0.033301,0,0,0,0,0,0
0.034765,0,0,0,0,0,0
0.036113,0,0,0,0,0,0
0.037477,0,0,0,0,0,0
0.038872,0,0,0,0,0,0
0.040217,0,0,0,0,0,0
0.041562,0,0,0,0,0,0
0.042967,0,0,0,0,0,0
0.044315,0,0,0,0,0,0
0.045660,0,0,0,0,0,0
0.047070,0,0,0,0,0,0
0.048489,0,0,0,0,0,0
0.049891,0,0,0,0,0,0
0.051288,0,0,0,0,0,0
0.052714,0,0,0,0,0,0
0.054106,0,0,0,0,0,0
0.055559,0,0,0,0,0,0
0.057015,0,0,0,0,0,0
0.058614,0,0,0,0,0,0
0.060072,0,0,0,0,0,0
0.061527,0,0,0,0,0,0
0.062978,0,0,0,0,0,0
0.064363,0,0,0,0,0,0
0.065741,0,0,0,0,0,0
0.067114,0,0,0,0,0,0
0.068582,0,0,0,0,0,0
0.070047,0,0,0,0,0,0
0.071515,0,0,0,0,0,0
0.072876,0,0,0,0,0,0
0.074338,0,0,0,0,0,0
0.075712,0,0,0,0,0,0
0.077125,0,0,0,0,0,0
0.078551,0,0,0,0,0,0
0.079938,0,0,0,0,0,0
0.081367,0,0,0,0,0,0
0.082805,0,0,0,0,0,0
0.084179,0,0,0,0,0,0
0.085555,0,0,0,0,0,0
0.086995,0,0,0,0,0,0
0.088317,0,0,0,0,0,0
0.089641,0,0,0,0,0,0
0.090964,0,0,0,0,0,0
0.092294,0,0,1893,0,0,0
0.093623,0,0,0,0,0,0
0.094952,0,0,0,0,0,0
0.096280,0,0,0,0,0,0
0.097617,0,0,0,0,0,0
0.099012,0,0,0,0,0,0
0.100426,0,0,0,0,0,0
0.101819,0,0,0,0,0,0
0.103223,0,0,2496,0,0,0
0.104475,0,0,9867,0,0,0
0.105725,0,0,9693,0,0,0
0.106976,0,0,9612,0,0,0
0.108226,0,0,9867,0,0,0
0.109475,0,0,9693,0,0,0
0.111819,0,0,18192,0,0,0
0.113070,0,0,9867,0,0,0
0.114393,0,0,10296,0,0,0
0.115661,0,0,9867,0,0,0
0.116915,0,0,9693,0,0,0
0.118193,0,0,2880,0,0,0
0.119533,0,0,0,0,0,0
0.120975,0,0,0,0,0,0
0.122329,0,0,0,0,0,0
0.124045,0,0,0,0,0,0
0.125375,0,0,0,0,0,0
0.126764,0,0,0,0,0,0
0.128094,0,0,0,0,0,0
0.129427,0,0,0,0,0,0
0.130777,0,0,0,0,0,0
0.132105,0,0,0,0,0,0
0.133434,0,0,0,0,0,0
0.134763,0,0,0,0,0,0
0.136092,0,0,0,0,0,0
0.137532,0,0,0,0,0,0
0.138860,0,0,0,0,0,0
0.140198,0,0,0,0,0,0
0.141537,0,0,0,0,0,0
0.142867,0,0,0,0,0,0
0.144196,0,0,0,0,0,0
0.145638,0,0,0,0,0,0
0.148653,0,0,0,0,0,0
0.149995,0,0,0,0,0,0
0.151342,0,0,0,0,0,0
0.152684,0,0,0,0,0,0
0.154024,0,0,0,0,0,0
0.155417,0,0,0,0,0,0
0.156759,0,0,0,0,0,0
0.158100,0,0,0,0,0,0
0.159456,0,0,0,0,0,0
0.160823,0,0,0,0,0,0
0.162287,0,0,0,0,0,0
0.163661,0,0,0,0,0,0
0.165051,0,0,0,0,0,0
0.166575,0,0,0,0,0,0
0.167974,0,0,0,0,0,0
0.169327,0,0,0,0,0,0
0.170681,0,0,0,0,0,0
0.172030,0,0,0,0,0,0
0.173393,0,0,0,0,0,0
0.174742,0,0,0,0,0,0
0.176088,0,0,0,0,0,0
0.177433,0,0,0,0,0,0
0.178869,0,0,0,0,0,0
0.183008,0,0,0,0,0,0
0.184428,0,0,0,0,0,0
0.185820,0,0,0,0,0,0
0.187214,0,0,0,0,0,0
0.188612,0,0,0,0,0,0
0.190009,0,0,0,0,0,0
0.191573,0,0,0,0,0,0
0.193133,0,0,0,0,0,0
0.194754,0,0,0,0,0,0
0.196190,0,0,0,0,0,0
0.197593,0,0,0,0,0,0
0.198994,0,0,0,0,0,0
0.200393,0,0,0,0,0,0
0.201790,0,0,0,0,0,0
0.203189,0,0,0,0,0,0
0.204610,0,0,0,0,0,0
0.206007,0,0,0,0,0,0
0.207475,0,0,0,0,0,0
0.208872,0,0,0,0,0,0
0.210269,0,0,0,0,0,0
0.211703,0,0,0,0,0,0
0.213101,0,0,0,0,0,0
0.214499,0,0,0,0,0,0
0.215909,0,0,0,0,0,0
0.217305,0,0,0,0,0,0
0.218702,0,0,0,0,0,0
0.220227,0,0,0,0,0,0
0.221786,0,0,0,0,0,0
0.223345,0,0,0,0,0,0
0.224906,0,0,0,0,0,0
0.226480,0,0,0,0,0,0
0.228086,0,0,0,0,0,0
0.229644,0,0,0,0,0,0
0.231203,0,0,0,0,0,0
0.232762,0,0,0,0,0,0
0.234323,0,0,0,0,0,0
0.235882,0,0,0,0,0,0
0.237330,0,0,0,0,0,0
0.238863,0,0,0,0,0,0
0.240424,0,0,0,0,0,0
0.241981,0,0,0,0,0,0
0.243638,0,0,0,0,0,0
0.245195,0,0,0,0,0,0
0.246756,0,0,0,0,0,0
0.248328,0,0,0,0,0,0
0.249886,0,0,0,0,0,0
0.251445,0,0,0,0,0,0
0.253005,0,0,0,0,0,0
0.254566,0,0,0,0,0,0
0.256126,0,0,0,0,0,0
0.257684,0,0,0,0,0,0
0.259131,0,0,0,0,0,0
0.260661,0,0,0,0,0,0
0.262218,0,0,0,0,0,0
0.263782,0,0,0,0,0,0
0.265340,0,0,0,0,0,0
0.266900,0,0,0,0,0,0
0.268459,0,0,0,0,0,0
0.270030,0,0,0,0,0,0
0.271593,0,0,0,0,0,0
0.273150,0,0,0,0,0,0
0.274756,0,0,0,0,0,0
0.276316,0,0,0,0,0,0
0.277875,0,0,0,0,0,0
0.279435,0,0,0,0,0,0
0.281010,0,0,0,0,0,0
0.282570,0,0,0,0,0,0
0.284173,0,0,0,0,0,0
0.290361,0,0,0,0,0,0
0.291883,0,0,0,0,0,0
0.293283,0,0,0,0,0,0
0.294636,0,0,0,0,0,0
0.295988,0,0,0,0,0,0
0.297338,0,0,0,0,0,0
0.298735,0,0,0,0,0,0
0.300085,0,0,0,0,0,0
0.301434,0,0,0,0,0,0
0.302807,0,0,0,0,0,0
0.304155,0,0,0,0,0,0
0.305503,0,0,0,0,0,0
0.306875,0,0,0,0,0,0
0.308292,0,0,0,0,0,0
0.309693,0,0,0,0,0,0
0.311090,0,0,0,0,0,0
0.312616,0,0,0,0,0,0
0.314188,0,0,0,0,0,0
0.315753,0,0,0,0,0,0
0.317312,0,0,0,0,0,0
0.318873,0,0,0,0,0,0
0.320424,0,0,0,0,0,0
0.321975,0,0,0,0,0,0
0.323673,0,0,0,0,0,0
0.325242,0,0,0,0,0,0
0.326802,0,0,0,0,0,0
0.328361,0,0,0,0,0,0
0.329919,0,0,0,0,0,0
0.331477,0,0,0,0,0,0
0.333037,0,0,0,0,0,0
0.334597,0,0,0,0,0,0
0.336169,0,0,0,0,0,0
0.337726,0,0,0,0,0,0
0.339329,0,0,0,0,0,0
0.340889,0,0,0,0,0,0
0.342449,0,0,0,0,0,0
0.344008,0,0,0,0,0,0
0.345564,0,0,0,0,0,0
0.347136,0,0,0,0,0,0
0.348696,0,0,0,0,0,0
0.350254,0,0,0,0,0,0
0.351674,0,0,0,0,0,0
0.353203,0,0,0,0,0,0
0.354807,0,0,0,0,0,0
0.356367,0,0,0,0,0,0
0.357938,0,0,0,0,0,0
0.359495,0,0,0,0,0,0
