elapsed_s,VPC_US_STREAMOUT_TRANSACTION,VPC_US_NUM_GMEM_READ_SO,VPC_US_STARVE_CYCLES_UCHE_RD,VPC_US_STALL_CYCLES_PRG_END_VPCUS,VPC_US_STARVE_CYCLES_REORDER,VPC_US_BOTTLENECK
0.001665,0,0,0,0,771075,0
0.003158,0,0,0,0,746700,0
0.004650,0,0,0,0,795501,0
0.006095,0,0,0,0,830763,0
0.007709,0,0,0,0,767139,0
0.009160,0,0,0,0,764778,0
0.010601,0,0,0,0,761733,0
0.012040,0,0,0,0,753783,0
0.013473,0,0,0,0,751521,0
0.014903,0,0,0,0,752412,0
0.016443,0,0,0,0,773976,0
0.017921,0,0,0,0,753978,0
0.019337,0,0,0,0,734442,0
0.020781,0,0,0,0,738003,0
0.022181,0,0,0,0,753333,0
0.023610,0,0,0,0,729660,0
0.025022,0,0,0,0,726696,0
0.026432,0,0,0,0,728496,0
0.027841,0,0,0,0,730815,0
0.029252,0,0,0,0,729015,0
0.030670,0,0,0,0,727578,0
0.032065,0,0,0,0,674577,0
0.033419,0,0,0,0,669720,0
0.034773,0,0,0,0,742197,0
0.036202,0,0,0,0,721422,0
0.037565,0,0,0,0,675207,0
0.038922,0,0,0,0,672837,0
0.040273,0,0,0,0,640392,0
0.041594,0,0,0,0,625002,0
0.042910,0,0,0,0,626394,0
0.044225,0,0,0,0,630873,0
0.045544,0,0,0,0,821952,0
0.046969,0,0,0,0,628002,0
0.048301,0,0,0,0,626625,0
0.049623,0,0,0,0,821892,0
0.051046,0,0,0,0,930855,0
0.052624,0,0,0,0,725499,0
0.054036,0,0,0,0,717441,0
0.055470,0,0,0,0,642069,0
0.056822,0,0,0,0,754902,0
0.058211,0,0,0,0,731667,0
0.059577,0,0,0,0,742311,0
0.060994,0,0,0,0,944883,0
0.062510,0,0,0,0,743901,0
0.063922,0,0,0,0,778308,0
0.065359,0,0,0,0,1450974,0
0.066757,0,0,0,0,716982,0
0.068152,0,0,0,0,714564,0
0.069548,0,0,0,0,717768,0
0.070943,0,0,0,0,716613,0
0.072338,0,0,0,0,716985,0
0.073732,0,0,0,0,722040,0
0.075175,0,0,0,0,964230,0
0.078496,0,0,0,0,10421967,0
0.079800,0,0,0,0,4291998,0
0.081051,0,0,0,0,4127160,0
0.082301,0,0,0,0,4124934,0
0.084033,0,0,0,0,5718234,0
0.085285,0,0,0,0,4143798,0
0.086572,0,0,0,0,4225356,0
0.087859,0,0,0,0,4370814,0
0.089153,0,0,0,0,4163583,0
0.090411,0,0,0,0,2049627,0
0.091809,0,0,0,0,1246890,0
0.093218,0,0,0,0,1227627,0
0.094617,0,0,0,0,1261482,0
0.096013,0,0,0,0,1262058,0
0.097409,0,0,0,0,1260036,0
0.098803,0,0,0,0,1257771,0
0.100197,0,0,0,0,1257156,0
0.101601,0,0,0,0,1226685,0
0.102996,0,0,0,0,1257999,0
0.104391,0,0,0,0,1254732,0
0.105784,0,0,0,0,1254294,0
0.107178,0,0,0,0,1219143,0
0.108561,0,0,0,0,1205970,0
0.109954,0,0,0,0,1258431,0
0.111346,0,0,0,0,1292298,0
0.112764,0,0,0,0,1240164,0
0.114166,0,0,0,0,2117637,0
0.115848,0,0,0,0,1243953,0
0.117239,0,0,0,0,1247199,0
0.118630,0,0,0,0,1246389,0
0.120023,0,0,0,0,1259307,0
0.121417,0,0,0,0,1269780,0
0.122827,0,0,0,0,1257960,0
0.124218,0,0,0,0,1243599,0
0.125607,0,0,0,0,1280121,0
0.126998,0,0,0,0,1247823,0
0.128430,0,0,0,0,1252044,0
0.129820,0,0,0,0,1241868,0
0.131209,0,0,0,0,1232649,0
0.132598,0,0,0,0,1248054,0
0.133997,0,0,0,0,1210530,0
0.135461,0,0,0,0,1244814,0
0.136851,0,0,0,0,1245681,0
0.138367,0,0,0,0,1290723,0
0.139799,0,0,0,0,1268016,0
0.141331,0,0,0,0,1300770,0
0.142890,0,0,0,0,1301739,0
0.144507,0,0,0,0,1303131,0
0.146070,0,0,0,0,1297359,0
0.147632,0,0,0,0,1315269,0
0.149185,0,0,0,0,1284447,0
0.150736,0,0,0,0,1286589,0
0.152165,0,0,0,0,1265721,0
0.153696,0,0,0,0,1299708,0
0.155267,0,0,0,0,1319700,0
0.156834,0,0,0,0,1298598,0
0.158394,0,0,0,0,1297461,0
0.160001,0,0,0,0,1300587,0
0.161562,0,0,0,0,1301031,0
0.163122,0,0,0,0,1317708,0
0.164689,0,0,0,0,1304946,0
0.166139,0,0,0,0,1260864,0
0.167673,0,0,0,0,1305429,0
0.169234,0,0,0,0,1301130,0
0.170794,0,0,0,0,1298964,0
0.172355,0,0,0,0,1303512,0
0.173917,0,0,0,0,1302678,0
0.175480,0,0,0,0,1440120,0
0.177099,0,0,0,0,1302828,0
0.178658,0,0,0,0,1304367,0
0.180222,0,0,0,0,1326927,0
0.181782,0,0,0,0,1292901,0
0.183340,0,0,0,0,1297266,0
0.184774,0,0,0,0,1267692,0
0.186175,0,0,0,0,1208700,0
0.187712,0,0,0,0,1297086,0
0.189272,0,0,0,0,1295460,0
0.190830,0,0,0,0,1278486,0
0.192432,0,0,0,0,1299258,0
0.193991,0,0,0,0,1326411,0
0.195553,0,0,0,0,1296747,0
0.197112,0,0,0,0,1298016,0
0.198683,0,0,0,0,1299948,0
0.200243,0,0,0,0,1295562,0
0.201803,0,0,0,0,1294044,0
0.203361,0,0,0,0,1328307,0
0.205493,0,0,0,0,1299732,0
0.207037,0,0,0,0,1292991,0
0.208649,0,0,0,0,1299342,0
0.210219,0,0,0,0,1294044,0
0.211781,0,0,0,0,1296885,0
0.213340,0,0,0,0,1300026,0
0.214898,0,0,0,0,1299933,0
0.216458,0,0,0,0,1295250,0
0.218017,0,0,0,0,1294278,0
0.219578,0,0,0,0,1297011,0
0.221150,0,0,0,0,1295259,0
0.222708,0,0,0,0,1299516,0
0.224312,0,0,0,0,1299780,0
0.225872,0,0,0,0,1296393,0
0.227432,0,0,0,0,1296768,0
0.229041,0,0,0,0,1297107,0
0.230599,0,0,0,0,1292229,0
0.232173,0,0,0,0,1297230,0
0.233733,0,0,0,0,1298301,0
0.235292,0,0,0,0,1349607,0
0.236857,0,0,0,0,1298052,0
