elapsed_s,VPC_US_STARVE_CYCLES_TSE_FE,VPC_US_PTUS_FULL,VPC_US_COMP_INVIS_PRIM_COUNT,VPC_US_STALL_CYCLES_VSC,VPC_US_STALL_CYCLES_VPC_BE,VPC_US_STALL_CYCLES_UCHE
0.001095,0,0,0,0,0,0
0.002700,0,0,0,0,0,0
0.004138,0,0,0,0,0,0
0.005603,0,0,0,0,0,0
0.007040,0,0,0,0,0,0
0.008437,0,0,0,0,0,0
0.009906,0,0,0,0,0,0
0.011297,0,0,0,0,0,0
0.012682,0,0,0,0,0,0
0.014113,0,0,0,0,0,0
0.015496,0,0,0,0,0,0
0.016878,0,0,0,0,0,0
0.018290,0,0,0,0,0,0
0.019745,0,0,0,0,0,0
0.021200,0,0,0,0,0,0
0.022670,0,0,0,0,0,0
0.024104,0,0,0,0,0,0
0.025579,0,0,0,0,0,0
0.027013,0,0,0,0,0,0
0.028443,0,0,0,0,0,0
0.029876,0,0,0,0,0,0
0.031318,0,0,0,0,0,0
0.032750,0,0,0,0,0,0
0.034185,0,0,0,0,0,0
0.035620,0,0,0,0,0,0
0.037051,0,0,0,0,0,0
0.038626,0,0,0,0,0,0
0.040035,0,0,0,0,0,0
0.041469,0,0,0,0,0,0
0.042878,0,0,0,0,0,0
0.044288,0,0,0,0,0,0
0.045697,0,0,0,0,0,0
0.047107,0,0,0,0,0,0
0.048517,0,0,0,0,0,0
0.049927,0,0,0,0,0,0
0.051337,0,0,0,0,0,0
0.052753,0,0,0,0,0,0
0.054207,0,0,0,0,0,0
0.055603,0,0,0,0,0,0
0.056999,0,0,0,0,0,0
0.058390,0,0,0,0,0,0
0.059785,0,0,0,0,0,0
0.061179,0,0,0,0,0,0
0.062583,0,0,0,0,0,0
0.063982,0,0,0,0,0,0
0.065374,0,0,0,0,0,0
0.066857,0,0,0,0,0,0
0.068250,0,0,0,0,0,0
0.069643,0,0,0,0,0,0
0.071047,0,0,0,0,0,0
0.072401,0,0,0,0,0,0
0.073756,0,0,0,0,0,0
0.075120,0,0,0,0,0,0
0.076473,0,0,0,0,0,0
0.077826,0,0,0,0,0,0
0.079140,0,0,0,0,0,0
0.080564,0,0,0,0,0,0
0.081886,0,0,0,0,0,0
0.083176,0,0,0,0,0,0
0.084554,0,0,0,0,0,0
0.086000,0,0,0,0,0,0
0.087376,0,0,0,0,0,0
0.088751,0,0,0,0,0,0
0.090197,0,0,0,0,0,0
0.091548,0,0,0,0,0,0
0.092947,0,0,0,0,0,0
0.094309,0,0,0,0,0,0
0.095705,27,0,0,0,0,0
0.097976,0,0,0,0,0,0
0.099373,0,0,0,0,0,0
0.100766,0,0,0,0,0,0
0.102182,0,0,0,0,0,0
0.103632,0,0,0,0,0,0
0.105075,0,0,0,0,0,0
0.107391,0,0,0,0,0,0
0.108967,60,0,0,0,0,0
0.110658,483,0,0,0,0,0
0.111911,483,0,0,0,0,0
0.113162,480,0,0,0,0,0
0.114910,654,0,0,0,0,0
0.116162,483,0,0,0,0,0
0.117465,501,0,0,0,0,0
0.118769,486,0,0,0,0,0
0.120024,501,0,0,0,0,0
0.121315,483,0,0,0,0,0
0.122573,465,0,0,0,0,0
0.123971,384,0,0,0,0,0
0.125430,0,0,0,0,0,0
0.126809,0,0,0,0,0,0
0.128185,0,0,0,0,0,0
0.129610,0,0,0,0,0,0
0.130984,0,0,0,0,0,0
0.132356,0,0,0,0,0,0
0.133732,0,0,0,0,0,0
0.135025,0,0,0,0,0,0
0.136405,0,0,0,0,0,0
0.137832,0,0,0,0,0,0
0.139214,0,0,0,0,0,0
0.140577,0,0,0,0,0,0
0.142021,0,0,0,0,0,0
0.143501,0,0,0,0,0,0
0.144914,0,0,0,0,0,0
0.146302,0,0,0,0,0,0
0.147665,0,0,0,0,0,0
0.149036,0,0,0,0,0,0
0.150595,0,0,0,0,0,0
0.151951,0,0,0,0,0,0
0.153301,0,0,0,0,0,0
0.154659,0,0,0,0,0,0
0.156011,0,0,0,0,0,0
0.157367,0,0,0,0,0,0
0.158717,0,0,0,0,0,0
0.160067,0,0,0,0,0,0
0.161438,0,0,0,0,0,0
0.162793,0,0,0,0,0,0
0.164143,0,0,0,0,0,0
0.165494,0,0,0,0,0,0
0.166859,0,0,0,0,0,0
0.168393,0,0,0,0,0,0
0.169956,0,0,0,0,0,0
0.171508,0,0,0,0,0,0
0.173057,0,0,0,0,0,0
0.174769,0,0,0,0,0,0
0.176320,0,0,0,0,0,0
0.177752,0,0,0,0,0,0
0.179296,0,0,0,0,0,0
0.180856,0,0,0,0,0,0
0.182461,0,0,0,0,0,0
0.184023,0,0,0,0,0,0
0.185585,0,0,0,0,0,0
0.187137,0,0,0,0,0,0
0.188688,0,0,0,0,0,0
0.190130,0,0,0,0,0,0
0.191660,0,0,0,0,0,0
0.193219,0,0,0,0,0,0
0.194685,0,0,0,0,0,0
0.196083,0,0,0,0,0,0
0.197485,0,0,0,0,0,0
0.199013,0,0,0,0,0,0
0.200585,0,0,0,0,0,0
0.202148,0,0,0,0,0,0
0.203709,0,0,0,0,0,0
0.205268,0,0,0,0,0,0
0.206834,0,0,0,0,0,0
