elapsed_s,PC_S_STALL_CYCLES_TESS,PC_S_STALL_CYCLES_VFD_ONLY,PC_S_STALL_CYCLES_VPC_ONLY,PC_S_VPC_PRIMITIVES,PC_S_VERTEX_HITS,PC_S_IA_VERTICES,PC_S_IA_PRIMITIVES,PC_S_HS_INVOCATIONS
0.001103,0,0,0,0,0,0,0,0
0.002588,0,0,0,0,0,0,0,0
0.004049,0,0,0,0,0,0,0,0
0.005503,0,0,0,0,0,0,0,0
0.006954,0,0,0,0,0,0,0,0
0.008405,0,0,0,0,0,0,0,0
0.009868,0,0,0,0,0,0,0,0
0.011319,0,0,0,0,0,0,0,0
0.012770,0,0,0,0,0,0,0,0
0.014225,0,0,0,0,0,0,0,0
0.015676,0,0,0,0,0,0,0,0
0.017204,0,0,0,0,0,0,0,0
0.018646,0,0,0,0,0,0,0,0
0.020066,0,0,0,0,0,0,0,0
0.021453,0,0,0,0,0,0,0,0
0.022835,0,0,0,0,0,0,0,0
0.024265,0,0,0,0,0,0,0,0
0.025647,0,0,0,0,0,0,0,0
0.027029,0,0,0,0,0,0,0,0
0.028411,0,0,0,0,0,0,0,0
0.029793,0,0,0,0,0,0,0,0
0.031232,0,0,0,0,0,0,0,0
0.032713,0,0,0,0,0,0,0,0
0.034070,0,0,0,0,0,0,0,0
0.035391,0,0,0,0,0,0,0,0
0.036713,0,0,0,0,0,0,0,0
0.038145,0,0,0,0,0,0,0,0
0.039578,0,0,0,0,0,0,0,0
0.040921,0,0,0,0,0,0,0,0
0.042245,0,0,0,0,0,0,0,0
0.043563,0,0,0,0,0,0,0,0
0.044887,0,0,0,0,0,0,0,0
0.046207,0,0,0,0,0,0,0,0
0.047526,0,0,0,0,0,0,0,0
0.048898,0,0,0,0,0,0,0,0
0.050176,0,0,0,0,0,0,0,0
0.051445,0,0,0,0,0,0,0,0
0.052739,0,0,0,0,0,0,0,0
0.054115,0,0,0,0,0,0,0,0
0.055473,0,0,0,0,0,0,0,0
0.056901,0,0,0,0,0,0,0,0
0.058344,0,0,0,0,0,0,0,0
0.059793,0,0,0,0,0,0,0,0
0.061171,0,0,0,0,0,0,0,0
0.062547,0,0,0,0,0,0,0,0
0.063927,0,0,0,0,0,0,0,0
0.065389,0,0,0,0,0,0,0,0
0.066807,0,0,0,0,0,0,0,0
0.068241,0,0,0,0,0,0,0,0
0.069713,0,0,0,0,0,0,0,0
0.071425,0,0,0,0,0,0,0,0
0.073249,0,0,0,0,0,0,0,0
0.074666,0,0,0,0,0,0,0,0
0.076075,0,0,0,0,0,0,0,0
0.077483,0,0,0,0,0,0,0,0
0.078889,0,0,0,0,0,0,0,0
0.080388,0,12,0,0,0,0,0,0
0.081651,0,24,0,0,0,0,0,0
0.082912,0,27,0,0,0,0,0,0
0.086259,0,66,0,0,0,0,0,0
0.087551,0,24,0,0,0,0,0,0
0.088917,0,27,0,0,0,0,0,0
0.090180,0,27,0,0,0,0,0,0
0.091441,0,24,0,0,0,0,0,0
0.092705,0,27,0,0,0,0,0,0
0.093971,0,27,0,0,0,0,0,0
0.095356,0,24,0,0,0,0,0,0
0.096623,0,27,0,0,0,0,0,0
0.097888,0,24,0,0,0,0,0,0
0.099152,0,24,0,0,0,0,0,0
0.100419,0,27,0,0,0,0,0,0
0.101683,0,24,0,0,0,0,0,0
0.102948,0,27,0,0,0,0,0,0
0.104213,0,24,0,0,0,0,0,0
0.105477,0,27,0,0,0,0,0,0
0.106742,0,24,0,0,0,0,0,0
0.108138,0,30,0,0,0,0,0,0
0.109566,0,27,0,0,0,0,0,0
0.110867,0,27,0,0,0,0,0,0
0.112186,0,24,0,0,0,0,0,0
0.113453,0,27,0,0,0,0,0,0
0.114718,0,24,0,0,0,0,0,0
0.115984,0,27,0,0,0,0,0,0
0.117248,0,24,0,0,0,0,0,0
0.118687,0,21,0,0,0,0,0,0
0.120249,0,0,0,0,0,0,0,0
0.121756,0,0,0,0,0,0,0,0
0.123446,0,0,0,0,0,0,0,0
0.124951,0,0,0,0,0,0,0,0
0.126367,0,0,0,0,0,0,0,0
0.127793,0,0,0,0,0,0,0,0
0.129345,0,0,0,0,0,0,0,0
0.130764,0,0,0,0,0,0,0,0
0.132168,0,0,0,0,0,0,0,0
0.133569,0,0,0,0,0,0,0,0
0.134969,0,0,0,0,0,0,0,0
0.139870,0,0,0,0,0,0,0,0
0.141294,0,0,0,0,0,0,0,0
0.142696,0,0,0,0,0,0,0,0
0.144279,0,0,0,0,0,0,0,0
0.145709,0,0,0,0,0,0,0,0
0.147089,0,0,0,0,0,0,0,0
0.148454,0,0,0,0,0,0,0,0
0.149815,0,0,0,0,0,0,0,0
0.151176,0,0,0,0,0,0,0,0
0.152552,0,0,0,0,0,0,0,0
0.153913,0,0,0,0,0,0,0,0
0.155274,0,0,0,0,0,0,0,0
0.156633,0,0,0,0,0,0,0,0
0.157991,0,0,0,0,0,0,0,0
0.159350,0,0,0,0,0,0,0,0
0.160841,0,0,0,0,0,0,0,0
0.162300,0,0,0,0,0,0,0,0
0.163858,0,0,0,0,0,0,0,0
0.165430,0,0,0,0,0,0,0,0
0.166875,0,0,0,0,0,0,0,0
0.168420,0,0,0,0,0,0,0,0
0.169991,0,0,0,0,0,0,0,0
0.171560,0,0,0,0,0,0,0,0
0.173100,0,0,0,0,0,0,0,0
0.174521,0,0,0,0,0,0,0,0
0.176064,0,0,0,0,0,0,0,0
0.177681,0,0,0,0,0,0,0,0
0.179251,0,0,0,0,0,0,0,0
0.180849,0,0,0,0,0,0,0,0
0.182603,0,0,0,0,0,0,0,0
0.184022,0,0,0,0,0,0,0,0
0.185444,0,0,0,0,0,0,0,0
0.186852,0,0,0,0,0,0,0,0
0.188287,0,0,0,0,0,0,0,0
0.189699,0,0,0,0,0,0,0,0
0.191220,0,0,0,0,0,0,0,0
0.192836,0,0,0,0,0,0,0,0
0.194409,0,0,0,0,0,0,0,0
0.195996,0,0,0,0,0,0,0,0
0.197566,0,0,0,0,0,0,0,0
0.199187,0,0,0,0,0,0,0,0
0.200704,0,0,0,0,0,0,0,0
0.202130,0,0,0,0,0,0,0,0
0.203541,0,0,0,0,0,0,0,0
0.204986,0,0,0,0,0,0,0,0
0.206427,0,0,0,0,0,0,0,0
0.207829,0,0,0,0,0,0,0,0
0.209312,0,0,0,0,0,0,0,0
0.210720,0,0,0,0,0,0,0,0
0.212129,0,0,0,0,0,0,0,0
0.213535,0,0,0,0,0,0,0,0
0.215069,0,0,0,0,0,0,0,0
0.216651,0,0,0,0,0,0,0,0
0.218222,0,0,0,0,0,0,0,0
0.219794,0,0,0,0,0,0,0,0
0.221366,0,0,0,0,0,0,0,0
0.222934,0,0,0,0,0,0,0,0
0.224550,0,0,0,0,0,0,0,0
0.226122,0,0,0,0,0,0,0,0
0.227704,0,0,0,0,0,0,0,0
0.229236,0,0,0,0,0,0,0,0
0.230649,0,0,0,0,0,0,0,0
0.232188,0,0,0,0,0,0,0,0
0.233759,0,0,0,0,0,0,0,0
0.235328,0,0,0,0,0,0,0,0
0.236898,0,0,0,0,0,0,0,0
0.238360,0,0,0,0,0,0,0,0
0.239956,0,0,0,0,0,0,0,0
0.241574,0,0,0,0,0,0,0,0
0.243145,0,0,0,0,0,0,0,0
0.244718,0,0,0,0,0,0,0,0
0.246281,0,0,0,0,0,0,0,0
0.247886,0,0,0,0,0,0,0,0
0.249539,0,0,0,0,0,0,0,0
0.251108,0,0,0,0,0,0,0,0
0.252678,0,0,0,0,0,0,0,0
0.254128,0,0,0,0,0,0,0,0
0.255675,0,0,0,0,0,0,0,0
0.257695,0,0,0,0,0,0,0,0
0.260009,0,0,0,0,0,0,0,0
0.261428,0,0,0,0,0,0,0,0
0.262840,0,0,0,0,0,0,0,0
0.264251,0,0,0,0,0,0,0,0
0.265661,0,0,0,0,0,0,0,0
0.267068,0,0,0,0,0,0,0,0
0.268606,0,0,0,0,0,0,0,0
0.270191,0,0,0,0,0,0,0,0
0.271765,0,0,0,0,0,0,0,0
0.273339,0,0,0,0,0,0,0,0
0.274910,0,0,0,0,0,0,0,0
0.276484,0,0,0,0,0,0,0,0
0.278057,0,0,0,0,0,0,0,0
0.279627,0,0,0,0,0,0,0,0
0.281218,0,0,0,0,0,0,0,0
0.282788,0,0,0,0,0,0,0,0
0.284362,0,0,0,0,0,0,0,0
0.285934,0,0,0,0,0,0,0,0
0.287505,0,0,0,0,0,0,0,0
0.289082,0,0,0,0,0,0,0,0
0.290654,0,0,0,0,0,0,0,0
0.292242,0,0,0,0,0,0,0,0
0.293815,0,0,0,0,0,0,0,0
0.295386,0,0,0,0,0,0,0,0
0.296907,0,0,0,0,0,0,0,0
0.298448,0,0,0,0,0,0,0,0
0.300023,0,0,0,0,0,0,0,0
0.301594,0,0,0,0,0,0,0,0
0.303176,0,0,0,0,0,0,0,0
0.304787,0,0,0,0,0,0,0,0
0.306359,0,0,0,0,0,0,0,0
0.307934,0,0,0,0,0,0,0,0
0.309506,0,0,0,0,0,0,0,0
0.311077,0,0,0,0,0,0,0,0
0.312649,0,0,0,0,0,0,0,0
0.314112,0,0,0,0,0,0,0,0
0.315653,0,0,0,0,0,0,0,0
0.317229,0,0,0,0,0,0,0,0
0.318798,0,0,0,0,0,0,0,0
0.320416,0,0,0,0,0,0,0,0
0.321988,0,0,0,0,0,0,0,0
0.323558,0,0,0,0,0,0,0,0
0.325157,0,0,0,0,0,0,0,0
0.326728,0,0,0,0,0,0,0,0
0.328301,0,0,0,0,0,0,0,0
0.329874,0,0,0,0,0,0,0,0
0.331443,0,0,0,0,0,0,0,0
0.333069,0,0,0,0,0,0,0,0
0.334640,0,0,0,0,0,0,0,0
0.336270,0,0,0,0,0,0,0,0
0.337843,0,0,0,0,0,0,0,0
0.339414,0,0,0,0,0,0,0,0
0.340964,0,0,0,0,0,0,0,0
0.342505,0,0,0,0,0,0,0,0
0.344079,0,0,0,0,0,0,0,0
0.345653,0,0,0,0,0,0,0,0
0.347237,0,0,0,0,0,0,0,0
0.348809,0,0,0,0,0,0,0,0
0.350382,0,0,0,0,0,0,0,0
0.351956,0,0,0,0,0,0,0,0
0.353575,0,0,0,0,0,0,0,0
0.355146,0,0,0,0,0,0,0,0
0.356718,0,0,0,0,0,0,0,0
0.358307,0,0,0,0,0,0,0,0
0.359882,0,0,0,0,0,0,0,0
0.361454,0,0,0,0,0,0,0,0
0.363025,0,0,0,0,0,0,0,0
0.364598,0,0,0,0,0,0,0,0
