elapsed_s,PC_S_TESS_SETUP_ACTIVE,PC_S_TESS_PID_ACTIVE,PC_S_TESS_PRIM_GEN_ACTIVE,PC_S_TESS_FACTOR_TRANS,PC_S_TESS_PC_UV_TRANS,PC_S_TESS_PC_UV_PATCHES,PC_S_MESH_VS_WAVES
0.001097,0,0,0,0,0,0,0
0.002624,0,0,0,0,0,0,0
0.004072,0,0,0,0,0,0,0
0.005548,0,0,0,0,0,0,0
0.007746,0,0,0,0,0,0,0
0.009654,0,0,0,0,0,0,0
0.016660,0,0,0,0,0,0,0
0.018149,0,0,0,0,0,0,0
0.019675,0,0,0,0,0,0,0
0.021094,0,0,0,0,0,0,0
0.022511,0,0,0,0,0,0,0
0.023928,0,0,0,0,0,0,0
0.025346,0,0,0,0,0,0,0
0.026763,0,0,0,0,0,0,0
0.028181,0,0,0,0,0,0,0
0.029653,0,0,0,0,0,0,0
0.031054,0,0,0,0,0,0,0
0.032429,0,0,0,0,0,0,0
0.033802,0,0,0,0,0,0,0
0.035198,0,0,0,0,0,0,0
0.036578,0,0,0,0,0,0,0
0.037982,0,0,0,0,0,0,0
0.039355,0,0,0,0,0,0,0
0.040721,0,0,0,0,0,0,0
0.042195,0,0,0,0,0,0,0
0.043556,0,0,0,0,0,0,0
0.044919,0,0,0,0,0,0,0
0.046281,0,0,0,0,0,0,0
0.047642,0,0,0,0,0,0,0
0.049004,0,0,0,0,0,0,0
0.050379,0,0,0,0,0,0,0
0.051807,0,0,0,0,0,0,0
0.053231,0,0,0,0,0,0,0
0.054546,0,0,0,0,0,0,0
0.055863,0,0,0,0,0,0,0
0.057180,0,0,0,0,0,0,0
0.058499,0,0,0,0,0,0,0
0.059821,0,0,0,0,0,0,0
0.061103,0,0,0,0,0,0,0
0.062425,0,0,0,0,0,0,0
0.063694,0,0,0,0,0,0,0
0.064960,0,0,0,0,0,0,0
0.066299,0,0,0,0,0,0,0
0.067577,0,0,0,0,0,0,0
0.068958,0,0,0,0,0,0,0
0.070407,0,0,0,0,0,0,0
0.071765,0,0,0,0,0,0,0
0.073151,0,0,0,0,0,0,0
0.074380,0,0,0,0,0,0,0
0.075742,0,0,0,0,0,0,0
0.077106,0,0,0,0,0,0,0
0.078467,0,0,0,0,0,0,0
0.079828,0,0,0,0,0,0,0
0.081187,0,0,0,0,0,0,0
0.082566,0,0,0,0,0,0,0
0.083990,0,0,0,0,0,0,0
0.085351,0,0,0,0,0,0,0
0.086563,0,0,0,0,0,0,0
0.087773,0,0,0,0,0,0,0
0.088982,0,0,0,0,0,0,0
0.090193,0,0,0,0,0,0,0
0.091404,0,0,0,0,0,0,0
0.092615,0,0,0,0,0,0,0
0.093828,0,0,0,0,0,0,0
0.095042,0,0,0,0,0,0,0
0.096254,0,0,0,0,0,0,0
0.097464,0,0,0,0,0,0,0
0.098695,0,0,0,0,0,0,0
0.099970,0,0,0,0,0,0,0
0.101228,0,0,0,0,0,0,0
0.102480,0,0,0,0,0,0,0
0.103869,0,0,0,0,0,0,0
0.105291,0,0,0,0,0,0,0
0.106590,0,0,0,0,0,0,0
0.107856,0,0,0,0,0,0,0
0.109117,0,0,0,0,0,0,0
0.110379,0,0,0,0,0,0,0
0.111638,0,0,0,0,0,0,0
0.112897,0,0,0,0,0,0,0
0.114155,0,0,0,0,0,0,0
0.115587,0,0,0,0,0,0,0
0.117009,0,0,0,0,0,0,0
0.118309,0,0,0,0,0,0,0
0.119574,0,0,0,0,0,0,0
0.120835,0,0,0,0,0,0,0
0.122097,0,0,0,0,0,0,0
0.123356,0,0,0,0,0,0,0
0.124667,0,0,0,0,0,0,0
0.126129,0,0,0,0,0,0,0
0.127531,0,0,0,0,0,0,0
0.128927,0,0,0,0,0,0,0
0.130365,0,0,0,0,0,0,0
0.131763,0,0,0,0,0,0,0
0.133157,0,0,0,0,0,0,0
0.134550,0,0,0,0,0,0,0
0.135959,0,0,0,0,0,0,0
0.137355,0,0,0,0,0,0,0
0.138752,0,0,0,0,0,0,0
0.140149,0,0,0,0,0,0,0
0.141545,0,0,0,0,0,0,0
0.142941,0,0,0,0,0,0,0
0.144337,0,0,0,0,0,0,0
0.145733,0,0,0,0,0,0,0
0.147162,0,0,0,0,0,0,0
0.148533,0,0,0,0,0,0,0
0.149903,0,0,0,0,0,0,0
0.151347,0,0,0,0,0,0,0
0.152717,0,0,0,0,0,0,0
0.154601,0,0,0,0,0,0,0
0.155977,0,0,0,0,0,0,0
0.157356,0,0,0,0,0,0,0
0.158747,0,0,0,0,0,0,0
0.160123,0,0,0,0,0,0,0
0.161458,0,0,0,0,0,0,0
0.162883,0,0,0,0,0,0,0
0.164183,0,0,0,0,0,0,0
0.165473,0,0,0,0,0,0,0
0.166813,0,0,0,0,0,0,0
0.168110,0,0,0,0,0,0,0
0.169410,0,0,0,0,0,0,0
0.170755,0,0,0,0,0,0,0
0.172095,0,0,0,0,0,0,0
0.173433,0,0,0,0,0,0,0
0.174771,0,0,0,0,0,0,0
0.176110,0,0,0,0,0,0,0
0.177449,0,0,0,0,0,0,0
0.178799,0,0,0,0,0,0,0
0.180156,0,0,0,0,0,0,0
0.181510,0,0,0,0,0,0,0
0.182865,0,0,0,0,0,0,0
0.184299,0,0,0,0,0,0,0
0.185752,0,0,0,0,0,0,0
0.187211,0,0,0,0,0,0,0
0.188665,0,0,0,0,0,0,0
0.190048,0,0,0,0,0,0,0
0.191485,0,0,0,0,0,0,0
0.192938,0,0,0,0,0,0,0
0.194357,0,0,0,0,0,0,0
0.195931,0,0,0,0,0,0,0
0.197495,0,0,0,0,0,0,0
0.199061,0,0,0,0,0,0,0
0.200641,0,0,0,0,0,0,0
0.202208,0,0,0,0,0,0,0
0.203773,0,0,0,0,0,0,0
0.205336,0,0,0,0,0,0,0
0.206902,0,0,0,0,0,0,0
0.208467,0,0,0,0,0,0,0
0.210034,0,0,0,0,0,0,0
0.211658,0,0,0,0,0,0,0
0.213222,0,0,0,0,0,0,0
0.214788,0,0,0,0,0,0,0
0.216353,0,0,0,0,0,0,0
0.217984,0,0,0,0,0,0,0
0.219612,0,0,0,0,0,0,0
0.221176,0,0,0,0,0,0,0
0.222753,0,0,0,0,0,0,0
0.224319,0,0,0,0,0,0,0
0.225883,0,0,0,0,0,0,0
0.227426,0,0,0,0,0,0,0
0.228833,0,0,0,0,0,0,0
0.230366,0,0,0,0,0,0,0
0.231930,0,0,0,0,0,0,0
0.233514,0,0,0,0,0,0,0
0.235080,0,0,0,0,0,0,0
0.236645,0,0,0,0,0,0,0
0.238212,0,0,0,0,0,0,0
0.239777,0,0,0,0,0,0,0
0.241340,0,0,0,0,0,0,0
0.242950,0,0,0,0,0,0,0
0.244529,0,0,0,0,0,0,0
0.246098,0,0,0,0,0,0,0
0.247663,0,0,0,0,0,0,0
0.249226,0,0,0,0,0,0,0
0.250670,0,0,0,0,0,0,0
0.252209,0,0,0,0,0,0,0
0.253777,0,0,0,0,0,0,0
0.255361,0,0,0,0,0,0,0
0.256928,0,0,0,0,0,0,0
0.258541,0,0,0,0,0,0,0
0.260152,0,0,0,0,0,0,0
0.261720,0,0,0,0,0,0,0
0.263291,0,0,0,0,0,0,0
0.264858,0,0,0,0,0,0,0
0.266440,0,0,0,0,0,0,0
0.268009,0,0,0,0,0,0,0
0.269575,0,0,0,0,0,0,0
0.271092,0,0,0,0,0,0,0
0.272629,0,0,0,0,0,0,0
0.274199,0,0,0,0,0,0,0
0.275811,0,0,0,0,0,0,0
0.277391,0,0,0,0,0,0,0
0.278959,0,0,0,0,0,0,0
0.280526,0,0,0,0,0,0,0
0.282095,0,0,0,0,0,0,0
0.283662,0,0,0,0,0,0,0
0.285227,0,0,0,0,0,0,0
0.286795,0,0,0,0,0,0,0
0.288373,0,0,0,0,0,0,0
0.289941,0,0,0,0,0,0,0
0.291509,0,0,0,0,0,0,0
0.293074,0,0,0,0,0,0,0
0.294644,0,0,0,0,0,0,0
0.296211,0,0,0,0,0,0,0
0.297775,0,0,0,0,0,0,0
0.299359,0,0,0,0,0,0,0
0.300924,0,0,0,0,0,0,0
0.302492,0,0,0,0,0,0,0
0.304059,0,0,0,0,0,0,0
0.305623,0,0,0,0,0,0,0
0.307279,0,0,0,0,0,0,0
0.308845,0,0,0,0,0,0,0
0.310303,0,0,0,0,0,0,0
0.311841,0,0,0,0,0,0,0
0.313405,0,0,0,0,0,0,0
0.314972,0,0,0,0,0,0,0
0.316539,0,0,0,0,0,0,0
0.318107,0,0,0,0,0,0,0
0.319674,0,0,0,0,0,0,0
0.321251,0,0,0,0,0,0,0
0.322861,0,0,0,0,0,0,0
0.324424,0,0,0,0,0,0,0
0.325991,0,0,0,0,0,0,0
0.327557,0,0,0,0,0,0,0
0.329121,0,0,0,0,0,0,0
0.330686,0,0,0,0,0,0,0
0.332265,0,0,0,0,0,0,0
0.333830,0,0,0,0,0,0,0
0.335402,0,0,0,0,0,0,0
0.336967,0,0,0,0,0,0,0
0.338579,0,0,0,0,0,0,0
0.340146,0,0,0,0,0,0,0
0.341711,0,0,0,0,0,0,0
0.343296,0,0,0,0,0,0,0
0.344862,0,0,0,0,0,0,0
0.346430,0,0,0,0,0,0,0
0.347997,0,0,0,0,0,0,0
0.349563,0,0,0,0,0,0,0
0.351202,0,0,0,0,0,0,0
0.352765,0,0,0,0,0,0,0
0.354220,0,0,0,0,0,0,0
0.355805,0,0,0,0,0,0,0
0.357372,0,0,0,0,0,0,0
0.358938,0,0,0,0,0,0,0
0.360508,0,0,0,0,0,0,0
0.362077,0,0,0,0,0,0,0
0.363646,0,0,0,0,0,0,0
0.365227,0,0,0,0,0,0,0
0.366794,0,0,0,0,0,0,0
0.368363,0,0,0,0,0,0,0
0.369993,0,0,0,0,0,0,0
0.371687,0,0,0,0,0,0,0
0.373253,0,0,0,0,0,0,0
0.374821,0,0,0,0,0,0,0
0.376403,0,0,0,0,0,0,0
0.377972,0,0,0,0,0,0,0
0.379540,0,0,0,0,0,0,0
0.381108,0,0,0,0,0,0,0
0.382678,0,0,0,0,0,0,0
0.384245,0,0,0,0,0,0,0
0.385811,0,0,0,0,0,0,0
0.387398,0,0,0,0,0,0,0
0.388965,0,0,0,0,0,0,0
0.390535,0,0,0,0,0,0,0
0.392104,0,0,0,0,0,0,0
0.393670,0,0,0,0,0,0,0
0.395242,0,0,0,0,0,0,0
0.396808,0,0,0,0,0,0,0
0.398393,0,0,0,0,0,0,0
0.399962,0,0,0,0,0,0,0
0.401529,0,0,0,0,0,0,0
0.403140,0,0,0,0,0,0,0
0.404709,0,0,0,0,0,0,0
0.406278,0,0,0,0,0,0,0
0.407847,0,0,0,0,0,0,0
0.409428,0,0,0,0,0,0,0
0.410996,0,0,0,0,0,0,0
0.412565,0,0,0,0,0,0,0
0.414134,0,0,0,0,0,0,0
0.415702,0,0,0,0,0,0,0
0.417269,0,0,0,0,0,0,0
0.418882,0,0,0,0,0,0,0
0.420464,0,0,0,0,0,0,0
0.422034,0,0,0,0,0,0,0
0.423602,0,0,0,0,0,0,0
0.425167,0,0,0,0,0,0,0
0.426733,0,0,0,0,0,0,0
0.428300,0,0,0,0,0,0,0
0.429866,0,0,0,0,0,0,0
0.431375,0,0,0,0,0,0,0
0.432782,0,0,0,0,0,0,0
0.434360,0,0,0,0,0,0,0
0.435927,0,0,0,0,0,0,0
0.437494,0,0,0,0,0,0,0
0.439062,0,0,0,0,0,0,0
0.440631,0,0,0,0,0,0,0
0.442213,0,0,0,0,0,0,0
0.443781,0,0,0,0,0,0,0
0.445348,0,0,0,0,0,0,0
0.446915,0,0,0,0,0,0,0
0.448475,0,0,0,0,0,0,0
0.450088,0,0,0,0,0,0,0
0.451727,0,0,0,0,0,0,0
0.453306,0,0,0,0,0,0,0
0.454874,0,0,0,0,0,0,0
0.456439,0,0,0,0,0,0,0
0.458005,0,0,0,0,0,0,0
0.459569,0,0,0,0,0,0,0
0.461134,0,0,0,0,0,0,0
0.462701,0,0,0,0,0,0,0
0.464280,0,0,0,0,0,0,0
0.465846,0,0,0,0,0,0,0
0.467419,0,0,0,0,0,0,0
0.468984,0,0,0,0,0,0,0
0.470552,0,0,0,0,0,0,0
0.472117,0,0,0,0,0,0,0
0.473560,0,0,0,0,0,0,0
0.474987,0,0,0,0,0,0,0
0.476523,0,0,0,0,0,0,0
0.478093,0,0,0,0,0,0,0
0.479659,0,0,0,0,0,0,0
0.481223,0,0,0,0,0,0,0
0.482833,0,0,0,0,0,0,0
0.484399,0,0,0,0,0,0,0
0.486025,0,0,0,0,0,0,0
0.487591,0,0,0,0,0,0,0
0.489155,0,0,0,0,0,0,0
0.490723,0,0,0,0,0,0,0
0.492289,0,0,0,0,0,0,0
0.493854,0,0,0,0,0,0,0
0.495423,0,0,0,0,0,0,0
0.497000,0,0,0,0,0,0,0
0.498610,0,0,0,0,0,0,0
0.500177,0,0,0,0,0,0,0
0.501741,0,0,0,0,0,0,0
0.503333,0,0,0,0,0,0,0
0.504898,0,0,0,0,0,0,0
0.506466,0,0,0,0,0,0,0
0.508044,0,0,0,0,0,0,0
0.509608,0,0,0,0,0,0,0
0.511226,0,0,0,0,0,0,0
0.512789,0,0,0,0,0,0,0
0.514403,0,0,0,0,0,0,0
0.515969,0,0,0,0,0,0,0
0.517532,0,0,0,0,0,0,0
0.518985,0,0,0,0,0,0,0
0.520521,0,0,0,0,0,0,0
0.522089,0,0,0,0,0,0,0
0.523654,0,0,0,0,0,0,0
0.525218,0,0,0,0,0,0,0
0.526785,0,0,0,0,0,0,0
0.528351,0,0,0,0,0,0,0
0.529982,0,0,0,0,0,0,0
0.531545,0,0,0,0,0,0,0
0.533108,0,0,0,0,0,0,0
0.534676,0,0,0,0,0,0,0
0.536242,0,0,0,0,0,0,0
0.537807,0,0,0,0,0,0,0
0.539413,0,0,0,0,0,0,0
0.540991,0,0,0,0,0,0,0
0.542465,0,0,0,0,0,0,0
0.544000,0,0,0,0,0,0,0
0.545565,0,0,0,0,0,0,0
0.547202,0,0,0,0,0,0,0
0.548767,0,0,0,0,0,0,0
0.550335,0,0,0,0,0,0,0
0.551914,0,0,0,0,0,0,0
0.553478,0,0,0,0,0,0,0
0.554922,0,0,0,0,0,0,0
0.556464,0,0,0,0,0,0,0
0.558033,0,0,0,0,0,0,0
0.559601,0,0,0,0,0,0,0
0.561168,0,0,0,0,0,0,0
0.562791,0,0,0,0,0,0,0
0.564359,0,0,0,0,0,0,0
0.566008,0,0,0,0,0,0,0
0.567423,0,0,0,0,0,0,0
0.568831,0,0,0,0,0,0,0
0.570367,0,0,0,0,0,0,0
0.571935,0,0,0,0,0,0,0
0.573514,0,0,0,0,0,0,0
0.575081,0,0,0,0,0,0,0
0.576641,0,0,0,0,0,0,0
0.578083,0,0,0,0,0,0,0
0.579667,0,0,0,0,0,0,0
0.581233,0,0,0,0,0,0,0
0.582798,0,0,0,0,0,0,0
0.584379,0,0,0,0,0,0,0
0.585947,0,0,0,0,0,0,0
0.587515,0,0,0,0,0,0,0
0.589078,0,0,0,0,0,0,0
0.590646,0,0,0,0,0,0,0
0.592213,0,0,0,0,0,0,0
0.593778,0,0,0,0,0,0,0
0.595363,0,0,0,0,0,0,0
0.596928,0,0,0,0,0,0,0
0.598495,0,0,0,0,0,0,0
0.600062,0,0,0,0,0,0,0
0.601626,0,0,0,0,0,0,0
0.603197,0,0,0,0,0,0,0
0.604761,0,0,0,0,0,0,0
0.606342,0,0,0,0,0,0,0
0.607907,0,0,0,0,0,0,0
0.609471,0,0,0,0,0,0,0
0.611081,0,0,0,0,0,0,0
0.612649,0,0,0,0,0,0,0
0.614217,0,0,0,0,0,0,0
0.615783,0,0,0,0,0,0,0
0.617361,0,0,0,0,0,0,0
0.618927,0,0,0,0,0,0,0
0.620493,0,0,0,0,0,0,0
0.622060,0,0,0,0,0,0,0
0.623575,0,0,0,0,0,0,0
0.625131,0,0,0,0,0,0,0
0.626650,0,0,0,0,0,0,0
0.628252,0,0,0,0,0,0,0
0.629661,0,0,0,0,0,0,0
0.631067,0,0,0,0,0,0,0
0.632467,0,0,0,0,0,0,0
0.633999,0,0,0,0,0,0,0
0.635564,0,0,0,0,0,0,0
0.637128,0,0,0,0,0,0,0
0.638584,0,0,0,0,0,0,0
0.640131,0,0,0,0,0,0,0
0.641572,0,0,0,0,0,0,0
0.643023,0,0,0,0,0,0,0
0.644428,0,0,0,0,0,0,0
0.645830,0,0,0,0,0,0,0
0.647234,0,0,0,0,0,0,0
0.648640,0,0,0,0,0,0,0
0.650172,0,0,0,0,0,0,0
0.651615,0,0,0,0,0,0,0
0.653030,0,0,0,0,0,0,0
0.654436,0,0,0,0,0,0,0
0.655840,0,0,0,0,0,0,0
0.657242,0,0,0,0,0,0,0
0.658700,0,0,0,0,0,0,0
0.660104,0,0,0,0,0,0,0
0.661686,0,0,0,0,0,0,0
0.663256,0,0,0,0,0,0,0
0.664821,0,0,0,0,0,0,0
0.666390,0,0,0,0,0,0,0
0.667956,0,0,0,0,0,0,0
0.669533,0,0,0,0,0,0,0
0.671100,0,0,0,0,0,0,0
0.672666,0,0,0,0,0,0,0
0.674234,0,0,0,0,0,0,0
0.675847,0,0,0,0,0,0,0
0.677412,0,0,0,0,0,0,0
0.678977,0,0,0,0,0,0,0
0.680557,0,0,0,0,0,0,0
0.682125,0,0,0,0,0,0,0
0.683691,0,0,0,0,0,0,0
0.685256,0,0,0,0,0,0,0
0.686849,0,0,0,0,0,0,0
0.688421,0,0,0,0,0,0,0
0.689991,0,0,0,0,0,0,0
0.691615,0,0,0,0,0,0,0
0.693182,0,0,0,0,0,0,0
0.694752,0,0,0,0,0,0,0
0.696321,0,0,0,0,0,0,0
0.697888,0,0,0,0,0,0,0
0.699318,0,0,0,0,0,0,0
0.700729,0,0,0,0,0,0,0
0.702274,0,0,0,0,0,0,0
0.703837,0,0,0,0,0,0,0
0.705395,0,0,0,0,0,0,0
0.706875,0,0,0,0,0,0,0
0.708446,0,0,0,0,0,0,0
0.710015,0,0,0,0,0,0,0
0.711581,0,0,0,0,0,0,0
0.713160,0,0,0,0,0,0,0
0.714728,0,0,0,0,0,0,0
0.716295,0,0,0,0,0,0,0
0.717861,0,0,0,0,0,0,0
0.719473,0,0,0,0,0,0,0
0.721038,0,0,0,0,0,0,0
0.722651,0,0,0,0,0,0,0
