elapsed_s,PC_RESERVED_56,PC_RESERVED_57,PC_RESERVED_58,PC_RESERVED_59,PC_S_BUSY_CYCLES,PC_S_WORKING_CYCLES,PC_S_STALL_CYCLES_VFD,PC_S_STALL_CYCLES_VPC_FE
0.001254,0,0,0,0,0,0,0,0
0.002998,0,0,0,0,0,0,0,0
0.004447,0,0,0,0,0,0,0,0
0.005948,0,0,0,0,0,0,0,0
0.007398,0,0,0,0,0,0,0,0
0.008846,0,0,0,0,0,0,0,0
0.010314,0,0,0,0,0,0,0,0
0.011764,0,0,0,0,0,0,0,0
0.013213,0,0,0,0,0,0,0,0
0.014697,0,0,0,0,0,0,0,0
0.016146,0,0,0,0,0,0,0,0
0.017740,0,0,0,0,0,0,0,0
0.019255,0,0,0,0,0,0,0,0
0.020690,0,0,0,0,0,0,0,0
0.022145,0,0,0,0,0,0,0,0
0.023561,0,0,0,0,0,0,0,0
0.024965,0,0,0,0,0,0,0,0
0.026511,0,0,0,0,0,0,0,0
0.027921,0,0,0,0,0,0,0,0
0.029399,0,0,0,0,0,0,0,0
0.031265,0,0,0,0,0,0,0,0
0.032739,0,0,0,0,0,0,0,0
0.034197,0,0,0,0,0,0,0,0
0.035650,0,0,0,0,0,0,0,0
0.037098,0,0,0,0,0,0,0,0
0.038591,0,0,0,0,0,0,0,0
0.040014,0,0,0,0,0,0,0,0
0.042269,0,0,0,0,0,0,0,0
0.043701,0,0,0,0,0,0,0,0
0.045128,0,0,0,0,0,0,0,0
0.046613,0,0,0,0,0,0,0,0
0.048041,0,0,0,0,0,0,0,0
0.049469,0,0,0,0,0,0,0,0
0.050898,0,0,0,0,0,0,0,0
0.052333,0,0,0,0,0,0,0,0
0.053810,0,0,0,0,0,0,0,0
0.055225,0,0,0,0,0,0,0,0
0.056636,0,0,0,0,0,0,0,0
0.058047,0,0,0,0,0,0,0,0
0.059456,0,0,0,0,0,0,0,0
0.060867,0,0,0,0,0,0,0,0
0.062277,0,0,0,0,0,0,0,0
0.063693,0,0,0,0,0,0,0,0
0.065102,0,0,0,0,0,0,0,0
0.066598,0,0,0,0,0,0,0,0
0.068007,0,0,0,0,0,0,0,0
0.069787,0,0,0,0,0,0,0,0
0.071160,0,0,0,0,0,0,0,0
0.072528,0,0,0,0,0,0,0,0
0.073908,0,0,0,0,0,0,0,0
0.075277,0,0,0,0,0,0,0,0
0.076647,0,0,0,0,0,0,0,0
0.078018,0,0,0,0,0,0,0,0
0.079388,0,0,0,0,0,0,0,0
0.080758,0,0,0,0,0,0,0,0
0.082125,0,0,0,0,0,0,0,0
0.083461,0,0,0,0,0,0,0,0
0.084791,0,0,0,0,0,0,0,0
0.086132,0,0,0,0,0,0,0,0
0.087410,0,0,0,0,0,0,0,0
0.088681,0,0,0,0,0,0,0,0
0.090002,0,0,0,0,0,0,0,0
0.091383,0,0,0,0,0,0,0,0
0.092762,0,0,0,0,0,0,0,0
0.094084,0,0,0,0,0,0,0,0
0.095472,0,0,0,0,0,0,0,0
0.096741,0,0,0,0,876,1074,0,0
0.098279,0,0,0,0,0,0,0,0
0.099714,0,0,0,0,0,0,0,0
0.101033,0,0,0,0,0,0,0,0
0.102403,0,0,0,0,0,0,0,0
0.103724,0,0,0,0,0,0,0,0
0.105045,0,0,0,0,0,0,0,0
0.106464,0,0,0,0,0,0,0,0
0.107872,0,0,0,0,0,0,0,0
0.109280,0,0,0,0,0,0,0,0
0.110691,0,0,0,0,0,0,0,0
0.112190,0,0,0,0,0,0,0,0
0.113788,0,0,0,0,0,0,0,0
0.115219,0,0,0,0,1038,1323,12,0
0.116442,0,0,0,0,1185,1467,48,0
0.117722,0,0,0,0,1275,1569,54,0
0.118941,0,0,0,0,1176,1464,48,0
0.120159,0,0,0,0,1176,1542,48,0
0.121376,0,0,0,0,1224,1464,48,0
0.122598,0,0,0,0,1176,1464,48,0
0.123815,0,0,0,0,1176,1464,48,0
0.125033,0,0,0,0,1176,1464,48,0
0.126252,0,0,0,0,1176,1464,48,0
0.127469,0,0,0,0,1176,1464,48,0
0.128686,0,0,0,0,1176,1464,48,0
0.129907,0,0,0,0,1176,1464,48,0
0.131129,0,0,0,0,1176,1464,48,0
0.132345,0,0,0,0,1176,1464,48,0
0.133564,0,0,0,0,1275,1569,54,0
0.134823,0,0,0,0,1176,1464,48,0
0.136040,0,0,0,0,1176,1542,48,0
0.137257,0,0,0,0,1224,1464,48,0
0.138507,0,0,0,0,1176,1464,48,0
0.139724,0,0,0,0,1176,1464,48,0
0.140941,0,0,0,0,1176,1464,48,0
0.142159,0,0,0,0,1176,1464,48,0
0.143376,0,0,0,0,1176,1464,48,0
0.144593,0,0,0,0,1176,1464,54,0
0.145811,0,0,0,0,1275,1569,48,0
0.147028,0,0,0,0,1176,1464,48,0
0.148250,0,0,0,0,1176,1464,48,0
0.149466,0,0,0,0,1176,1542,48,0
0.150813,0,0,0,0,1371,1647,54,0
0.152157,0,0,0,0,1422,1752,60,0
0.153713,0,0,0,0,1527,1896,48,0
0.155196,0,0,0,0,0,0,0,0
0.156634,0,0,0,0,0,0,0,0
0.158043,0,0,0,0,0,0,0,0
0.160274,0,0,0,0,0,0,0,0
0.161705,0,0,0,0,0,0,0,0
0.163095,0,0,0,0,0,0,0,0
0.164456,0,0,0,0,0,0,0,0
0.165929,0,0,0,0,0,0,0,0
0.167289,0,0,0,0,0,0,0,0
0.168647,0,0,0,0,0,0,0,0
0.170004,0,0,0,0,0,0,0,0
0.171360,0,0,0,0,0,0,0,0
0.172714,0,0,0,0,0,0,0,0
0.174183,0,0,0,0,0,0,0,0
0.175650,0,0,0,0,0,0,0,0
0.177029,0,0,0,0,0,0,0,0
0.178496,0,0,0,0,0,0,0,0
0.179874,0,0,0,0,0,0,0,0
0.181237,0,0,0,0,0,0,0,0
0.182597,0,0,0,0,0,0,0,0
0.183939,0,0,0,0,0,0,0,0
0.185273,0,0,0,0,0,0,0,0
0.186606,0,0,0,0,0,0,0,0
0.187947,0,0,0,0,0,0,0,0
0.189281,0,0,0,0,0,0,0,0
0.190745,0,0,0,0,0,0,0,0
0.192104,0,0,0,0,0,0,0,0
0.193444,0,0,0,0,0,0,0,0
0.194775,0,0,0,0,0,0,0,0
0.196105,0,0,0,0,0,0,0,0
0.197485,0,0,0,0,0,0,0,0
0.198866,0,0,0,0,0,0,0,0
0.200180,0,0,0,0,0,0,0,0
0.201493,0,0,0,0,0,0,0,0
0.202802,0,0,0,0,0,0,0,0
0.204128,0,0,0,0,0,0,0,0
0.206477,0,0,0,0,0,0,0,0
0.207841,0,0,0,0,0,0,0,0
0.209207,0,0,0,0,0,0,0,0
0.211774,0,0,0,0,0,0,0,0
0.213134,0,0,0,0,0,0,0,0
0.214747,0,0,0,0,0,0,0,0
0.216189,0,0,0,0,0,0,0,0
0.217572,0,0,0,0,0,0,0,0
0.218993,0,0,0,0,0,0,0,0
0.220391,0,0,0,0,0,0,0,0
0.221774,0,0,0,0,0,0,0,0
0.223150,0,0,0,0,0,0,0,0
0.224526,0,0,0,0,0,0,0,0
0.225902,0,0,0,0,0,0,0,0
0.227278,0,0,0,0,0,0,0,0
0.228654,0,0,0,0,0,0,0,0
0.230040,0,0,0,0,0,0,0,0
0.231461,0,0,0,0,0,0,0,0
0.232869,0,0,0,0,0,0,0,0
0.234279,0,0,0,0,0,0,0,0
0.235686,0,0,0,0,0,0,0,0
0.237094,0,0,0,0,0,0,0,0
0.238503,0,0,0,0,0,0,0,0
0.240038,0,0,0,0,0,0,0,0
0.241623,0,0,0,0,0,0,0,0
0.243195,0,0,0,0,0,0,0,0
0.244764,0,0,0,0,0,0,0,0
0.246379,0,0,0,0,0,0,0,0
0.247951,0,0,0,0,0,0,0,0
0.249524,0,0,0,0,0,0,0,0
0.251095,0,0,0,0,0,0,0,0
0.252680,0,0,0,0,0,0,0,0
0.254251,0,0,0,0,0,0,0,0
0.255824,0,0,0,0,0,0,0,0
0.257396,0,0,0,0,0,0,0,0
0.258968,0,0,0,0,0,0,0,0
0.260538,0,0,0,0,0,0,0,0
0.262154,0,0,0,0,0,0,0,0
0.263740,0,0,0,0,0,0,0,0
0.265313,0,0,0,0,0,0,0,0
0.266886,0,0,0,0,0,0,0,0
0.268456,0,0,0,0,0,0,0,0
0.270028,0,0,0,0,0,0,0,0
0.271600,0,0,0,0,0,0,0,0
0.273170,0,0,0,0,0,0,0,0
0.274759,0,0,0,0,0,0,0,0
0.276329,0,0,0,0,0,0,0,0
0.277945,0,0,0,0,0,0,0,0
0.279517,0,0,0,0,0,0,0,0
0.281087,0,0,0,0,0,0,0,0
0.282662,0,0,0,0,0,0,0,0
0.284233,0,0,0,0,0,0,0,0
0.285820,0,0,0,0,0,0,0,0
0.287392,0,0,0,0,0,0,0,0
0.288962,0,0,0,0,0,0,0,0
0.290510,0,0,0,0,0,0,0,0
0.292051,0,0,0,0,0,0,0,0
0.293623,0,0,0,0,0,0,0,0
0.295195,0,0,0,0,0,0,0,0
0.296778,0,0,0,0,0,0,0,0
0.298350,0,0,0,0,0,0,0,0
0.299922,0,0,0,0,0,0,0,0
0.301494,0,0,0,0,0,0,0,0
0.302946,0,0,0,0,0,0,0,0
0.304492,0,0,0,0,0,0,0,0
0.306066,0,0,0,0,0,0,0,0
0.307651,0,0,0,0,0,0,0,0
0.309221,0,0,0,0,0,0,0,0
0.310837,0,0,0,0,0,0,0,0
0.312408,0,0,0,0,0,0,0,0
0.313982,0,0,0,0,0,0,0,0
0.315554,0,0,0,0,0,0,0,0
0.317125,0,0,0,0,0,0,0,0
0.318716,0,0,0,0,0,0,0,0
0.320287,0,0,0,0,0,0,0,0
0.321860,0,0,0,0,0,0,0,0
0.323430,0,0,0,0,0,0,0,0
0.325000,0,0,0,0,0,0,0,0
0.326577,0,0,0,0,0,0,0,0
0.328147,0,0,0,0,0,0,0,0
0.329733,0,0,0,0,0,0,0,0
0.331306,0,0,0,0,0,0,0,0
0.332876,0,0,0,0,0,0,0,0
0.334448,0,0,0,0,0,0,0,0
0.336019,0,0,0,0,0,0,0,0
0.337593,0,0,0,0,0,0,0,0
0.339165,0,0,0,0,0,0,0,0
0.340748,0,0,0,0,0,0,0,0
0.342364,0,0,0,0,0,0,0,0
0.343936,0,0,0,0,0,0,0,0
0.345509,0,0,0,0,0,0,0,0
0.347081,0,0,0,0,0,0,0,0
0.348651,0,0,0,0,0,0,0,0
0.350224,0,0,0,0,0,0,0,0
0.351810,0,0,0,0,0,0,0,0
0.353384,0,0,0,0,0,0,0,0
0.354956,0,0,0,0,0,0,0,0
0.356527,0,0,0,0,0,0,0,0
0.358144,0,0,0,0,0,0,0,0
0.359717,0,0,0,0,0,0,0,0
0.361370,0,0,0,0,0,0,0,0
0.362935,0,0,0,0,0,0,0,0
0.364351,0,0,0,0,0,0,0,0
0.365890,0,0,0,0,0,0,0,0
0.367460,0,0,0,0,0,0,0,0
0.369029,0,0,0,0,0,0,0,0
0.370603,0,0,0,0,0,0,0,0
0.372173,0,0,0,0,0,0,0,0
0.373801,0,0,0,0,0,0,0,0
0.375373,0,0,0,0,0,0,0,0
0.376943,0,0,0,0,0,0,0,0
0.378604,0,0,0,0,0,0,0,0
0.380173,0,0,0,0,0,0,0,0
0.381746,0,0,0,0,0,0,0,0
0.383316,0,0,0,0,0,0,0,0
0.384899,0,0,0,0,0,0,0,0
0.386522,0,0,0,0,0,0,0,0
0.388093,0,0,0,0,0,0,0,0
0.389666,0,0,0,0,0,0,0,0
0.391239,0,0,0,0,0,0,0,0
0.392809,0,0,0,0,0,0,0,0
0.394381,0,0,0,0,0,0,0,0
0.395967,0,0,0,0,0,0,0,0
0.397540,0,0,0,0,0,0,0,0
0.399113,0,0,0,0,0,0,0,0
0.400682,0,0,0,0,0,0,0,0
0.402254,0,0,0,0,0,0,0,0
0.403817,0,0,0,0,0,0,0,0
0.405499,0,0,0,0,0,0,0,0
0.406997,0,0,0,0,0,0,0,0
0.408411,0,0,0,0,0,0,0,0
0.409823,0,0,0,0,0,0,0,0
0.411232,0,0,0,0,0,0,0,0
0.412638,0,0,0,0,0,0,0,0
0.414047,0,0,0,0,0,0,0,0
0.415582,0,0,0,0,0,0,0,0
0.417164,0,0,0,0,0,0,0,0
0.418740,0,0,0,0,0,0,0,0
0.420310,0,0,0,0,0,0,0,0
0.421924,0,0,0,0,0,0,0,0
0.423495,0,0,0,0,0,0,0,0
0.425065,0,0,0,0,0,0,0,0
0.426640,0,0,0,0,0,0,0,0
0.428223,0,0,0,0,0,0,0,0
0.429795,0,0,0,0,0,0,0,0
