elapsed_s,PC_US_BV2BR_SWITCH,PC_US_BR2BV_SWITCH,PC_US_STALL_CYCLES_PC_S,PC_RESERVED_51,PC_RESERVED_52,PC_RESERVED_53,PC_RESERVED_54,PC_RESERVED_55
0.001101,0,0,0,0,0,0,0,0
0.002757,0,0,0,0,0,0,0,0
0.004142,0,0,0,0,0,0,0,0
0.005509,0,0,0,0,0,0,0,0
0.006878,0,0,0,0,0,0,0,0
0.008262,0,0,0,0,0,0,0,0
0.009671,0,0,0,0,0,0,0,0
0.011035,0,0,0,0,0,0,0,0
0.012442,0,0,0,0,0,0,0,0
0.013832,0,0,0,0,0,0,0,0
0.015207,0,0,0,0,0,0,0,0
0.016570,0,0,0,0,0,0,0,0
0.017992,0,0,0,0,0,0,0,0
0.019374,0,0,0,0,0,0,0,0
0.020796,0,0,0,0,0,0,0,0
0.022140,0,0,0,0,0,0,0,0
0.023474,0,0,0,0,0,0,0,0
0.024808,0,0,0,0,0,0,0,0
0.026144,0,0,0,0,0,0,0,0
0.027478,0,0,0,0,0,0,0,0
0.028812,0,0,0,0,0,0,0,0
0.030158,0,0,0,0,0,0,0,0
0.031493,0,0,0,0,0,0,0,0
0.032857,0,0,0,0,0,0,0,0
0.034194,0,0,0,0,0,0,0,0
0.035527,0,0,0,0,0,0,0,0
0.036864,0,0,0,0,0,0,0,0
0.038235,0,0,0,0,0,0,0,0
0.039510,0,0,0,0,0,0,0,0
0.040787,0,0,0,0,0,0,0,0
0.042072,0,0,0,0,0,0,0,0
0.043347,0,0,0,0,0,0,0,0
0.044619,0,0,0,0,0,0,0,0
0.045910,0,0,0,0,0,0,0,0
0.047182,0,0,0,0,0,0,0,0
0.048454,0,0,0,0,0,0,0,0
0.049728,0,0,0,0,0,0,0,0
0.051053,0,0,0,0,0,0,0,0
0.052332,0,0,0,0,0,0,0,0
0.053796,0,0,0,0,0,0,0,0
0.055167,0,0,0,0,0,0,0,0
0.056548,0,0,0,0,0,0,0,0
0.057999,0,0,0,0,0,0,0,0
0.059366,0,0,0,0,0,0,0,0
0.060737,0,0,0,0,0,0,0,0
0.062171,0,0,0,0,0,0,0,0
0.063535,0,0,0,0,0,0,0,0
0.064906,0,0,0,0,0,0,0,0
0.066291,0,0,0,0,0,0,0,0
0.067729,0,0,0,0,0,0,0,0
0.069213,0,0,0,0,0,0,0,0
0.070655,0,0,0,0,0,0,0,0
0.072066,0,0,0,0,0,0,0,0
0.073496,0,0,0,0,0,0,0,0
0.074907,0,0,0,0,0,0,0,0
0.076315,0,0,0,0,0,0,0,0
0.077721,0,0,0,0,0,0,0,0
0.078982,0,0,0,0,0,0,0,0
0.080449,0,0,0,0,0,0,0,0
0.081875,0,0,0,0,0,0,0,0
0.083283,0,0,0,0,0,0,0,0
0.084750,0,0,0,0,0,0,0,0
0.086245,0,0,0,0,0,0,0,0
0.089642,0,0,0,0,0,0,0,0
0.091077,0,0,0,0,0,0,0,0
0.092483,0,0,0,0,0,0,0,0
0.096007,0,0,0,0,0,0,0,0
0.100005,0,0,0,0,0,0,0,0
0.101410,0,0,0,0,0,0,0,0
0.102813,0,0,0,0,0,0,0,0
0.104263,0,0,0,0,0,0,0,0
0.105662,0,0,0,0,0,0,0,0
0.107061,0,0,0,0,0,0,0,0
0.108479,0,0,0,0,0,0,0,0
0.109880,0,0,0,0,0,0,0,0
0.111280,0,0,0,0,0,0,0,0
0.112681,0,0,0,0,0,0,0,0
0.114086,0,0,0,0,0,0,0,0
0.115494,0,0,0,0,0,0,0,0
0.117023,0,0,0,0,0,0,0,0
0.118424,0,0,0,0,0,0,0,0
0.120063,0,0,0,0,0,0,0,0
0.121483,0,0,0,0,0,0,0,0
0.122910,0,0,0,0,0,0,0,0
0.124400,0,0,0,0,0,0,0,0
0.125803,0,0,0,0,0,0,0,0
0.127209,0,0,0,0,0,0,0,0
0.128614,0,0,0,0,0,0,0,0
0.130031,0,0,0,0,0,0,0,0
0.131436,0,0,0,0,0,0,0,0
0.132879,0,0,0,0,0,0,0,0
0.134290,0,0,0,0,0,0,0,0
0.135695,0,0,0,0,0,0,0,0
0.137103,0,0,0,0,0,0,0,0
0.138637,0,0,0,0,0,0,0,0
0.140219,0,0,0,0,0,0,0,0
0.141788,0,0,0,0,0,0,0,0
0.143357,0,0,0,0,0,0,0,0
0.144874,0,0,0,0,0,0,0,0
0.146341,0,0,0,0,0,0,0,0
0.147751,0,0,0,0,0,0,0,0
0.149203,0,0,0,0,0,0,0,0
0.150625,0,0,0,0,0,0,0,0
0.152032,0,0,0,0,0,0,0,0
0.153441,0,0,0,0,0,0,0,0
0.154969,0,0,0,0,0,0,0,0
0.156537,0,0,0,0,0,0,0,0
0.158160,0,0,0,0,0,0,0,0
0.159728,0,0,0,0,0,0,0,0
0.161188,0,0,0,0,0,0,0,0
0.162730,0,0,0,0,0,0,0,0
0.164299,0,0,0,0,0,0,0,0
0.165914,0,0,0,0,0,0,0,0
0.167484,0,0,0,0,0,0,0,0
0.169056,0,0,0,0,0,0,0,0
0.170626,0,0,0,0,0,0,0,0
0.172206,0,0,0,0,0,0,0,0
0.173776,0,0,0,0,0,0,0,0
0.175345,0,0,0,0,0,0,0,0
0.176916,0,0,0,0,0,0,0,0
0.178487,0,0,0,0,0,0,0,0
0.180054,0,0,0,0,0,0,0,0
0.181496,0,0,0,0,0,0,0,0
0.183045,0,0,0,0,0,0,0,0
0.184613,0,0,0,0,0,0,0,0
0.186187,0,0,0,0,0,0,0,0
0.187756,0,0,0,0,0,0,0,0
0.189327,0,0,0,0,0,0,0,0
0.190899,0,0,0,0,0,0,0,0
0.192467,0,0,0,0,0,0,0,0
0.194098,0,0,0,0,0,0,0,0
0.195668,0,0,0,0,0,0,0,0
0.197282,0,0,0,0,0,0,0,0
0.198850,0,0,0,0,0,0,0,0
0.200416,0,0,0,0,0,0,0,0
0.201860,0,0,0,0,0,0,0,0
0.203278,0,0,0,0,0,0,0,0
0.204693,0,0,0,0,0,0,0,0
0.206080,0,0,0,0,0,0,0,0
0.207490,0,0,0,0,0,0,0,0
0.208900,0,0,0,0,0,0,0,0
0.210437,0,0,0,0,0,0,0,0
0.212007,0,0,0,0,0,0,0,0
0.213582,0,0,0,0,0,0,0,0
0.215167,0,0,0,0,0,0,0,0
0.216737,0,0,0,0,0,0,0,0
0.218313,0,0,0,0,0,0,0,0
0.219883,0,0,0,0,0,0,0,0
0.221456,0,0,0,0,0,0,0,0
0.223027,0,0,0,0,0,0,0,0
0.224597,0,0,0,0,0,0,0,0
0.226180,0,0,0,0,0,0,0,0
0.227742,0,0,0,0,0,0,0,0
0.229183,0,0,0,0,0,0,0,0
0.230724,0,0,0,0,0,0,0,0
0.232293,0,0,0,0,0,0,0,0
0.233865,0,0,0,0,0,0,0,0
0.235437,0,0,0,0,0,0,0,0
0.237023,0,0,0,0,0,0,0,0
0.238594,0,0,0,0,0,0,0,0
0.240162,0,0,0,0,0,0,0,0
0.241735,0,0,0,0,0,0,0,0
0.243305,0,0,0,0,0,0,0,0
0.244920,0,0,0,0,0,0,0,0
0.246536,0,0,0,0,0,0,0,0
0.248120,0,0,0,0,0,0,0,0
0.249692,0,0,0,0,0,0,0,0
0.251263,0,0,0,0,0,0,0,0
0.252899,0,0,0,0,0,0,0,0
0.254535,0,0,0,0,0,0,0,0
0.256103,0,0,0,0,0,0,0,0
0.257675,0,0,0,0,0,0,0,0
0.259259,0,0,0,0,0,0,0,0
0.260874,0,0,0,0,0,0,0,0
0.262447,0,0,0,0,0,0,0,0
0.264017,0,0,0,0,0,0,0,0
0.265590,0,0,0,0,0,0,0,0
0.267162,0,0,0,0,0,0,0,0
0.268731,0,0,0,0,0,0,0,0
0.270321,0,0,0,0,0,0,0,0
0.271891,0,0,0,0,0,0,0,0
0.273463,0,0,0,0,0,0,0,0
0.275036,0,0,0,0,0,0,0,0
0.276649,0,0,0,0,0,0,0,0
0.278225,0,0,0,0,0,0,0,0
0.279794,0,0,0,0,0,0,0,0
0.281258,0,0,0,0,0,0,0,0
0.282803,0,0,0,0,0,0,0,0
0.284371,0,0,0,0,0,0,0,0
0.285941,0,0,0,0,0,0,0,0
0.287513,0,0,0,0,0,0,0,0
0.289086,0,0,0,0,0,0,0,0
0.290659,0,0,0,0,0,0,0,0
0.292240,0,0,0,0,0,0,0,0
0.293810,0,0,0,0,0,0,0,0
0.295417,0,0,0,0,0,0,0,0
0.296794,0,0,0,0,0,0,0,0
0.298304,0,0,0,0,0,0,0,0
0.299680,0,0,0,0,0,0,0,0
0.301044,0,0,0,0,0,0,0,0
0.302418,0,0,0,0,0,0,0,0
0.303773,0,0,0,0,0,0,0,0
0.305178,0,0,0,0,0,0,0,0
0.306550,0,0,0,0,0,0,0,0
0.307908,0,0,0,0,0,0,0,0
0.309309,0,0,0,0,0,0,0,0
0.310636,0,0,0,0,0,0,0,0
0.311961,0,0,0,0,0,0,0,0
0.313679,0,0,0,0,0,0,0,0
0.315016,0,0,0,0,0,0,0,0
0.316350,0,0,0,0,0,0,0,0
0.317681,0,0,0,0,0,0,0,0
0.319012,0,0,0,0,0,0,0,0
0.320343,0,0,0,0,0,0,0,0
0.321673,0,0,0,0,0,0,0,0
0.323004,0,0,0,0,0,0,0,0
0.324342,0,0,0,0,0,0,0,0
0.325707,0,0,0,0,0,0,0,0
0.327020,0,0,0,0,0,0,0,0
0.328343,0,0,0,0,0,0,0,0
0.329656,0,0,0,0,0,0,0,0
0.330973,0,0,0,0,0,0,0,0
0.332284,0,0,0,0,0,0,0,0
0.333646,0,0,0,0,0,0,0,0
0.334966,0,0,0,0,0,0,0,0
0.336278,0,0,0,0,0,0,0,0
0.337593,0,0,0,0,0,0,0,0
0.338906,0,0,0,0,0,0,0,0
0.340219,0,0,0,0,0,0,0,0
0.341570,0,0,0,0,0,0,0,0
0.342946,0,0,0,0,0,0,0,0
0.344322,0,0,0,0,0,0,0,0
0.345702,0,0,0,0,0,0,0,0
0.347078,0,0,0,0,0,0,0,0
0.348454,0,0,0,0,0,0,0,0
0.349722,0,0,0,0,0,0,0,0
0.351097,0,0,0,0,0,0,0,0
0.352524,0,0,0,0,0,0,0,0
0.353971,0,0,0,0,0,0,0,0
0.355253,0,0,0,0,0,0,0,0
0.356649,0,0,0,0,0,0,0,0
0.357999,0,0,0,0,0,0,0,0
0.359360,0,0,0,0,0,0,0,0
0.360720,0,0,0,0,0,0,0,0
0.362179,0,0,0,0,0,0,0,0
0.363568,0,0,0,0,0,0,0,0
0.364938,0,0,0,0,0,0,0,0
0.366175,0,0,0,0,0,0,0,0
0.367567,0,0,0,0,0,0,0,0
0.369067,0,0,0,0,0,0,0,0
0.370490,0,0,0,0,0,0,0,0
0.371859,0,0,0,0,0,0,0,0
0.373244,0,0,0,0,0,0,0,0
0.374682,0,0,0,0,0,0,0,0
0.375991,0,0,0,0,0,0,0,0
0.377424,0,0,0,0,0,0,0,0
0.378847,0,0,0,0,0,0,0,0
0.380258,0,0,0,0,0,0,0,0
0.381665,0,0,0,0,0,0,0,0
0.383073,0,0,0,0,0,0,0,0
0.384480,0,0,0,0,0,0,0,0
0.385886,0,0,0,0,0,0,0,0
0.387289,0,0,0,0,0,0,0,0
0.388734,0,0,0,0,0,0,0,0
0.390411,0,0,0,0,0,0,0,0
0.391815,0,0,0,0,0,0,0,0
0.396916,0,0,0,0,0,0,0,0
0.398324,0,0,0,0,0,0,0,0
0.399726,0,0,0,0,0,0,0,0
0.401147,0,0,0,0,0,0,0,0
0.402556,0,0,0,0,0,0,0,0
0.403968,0,0,0,0,0,0,0,0
0.405372,0,0,0,0,0,0,0,0
0.406774,0,0,0,0,0,0,0,0
0.408173,0,0,0,0,0,0,0,0
0.409581,0,0,0,0,0,0,0,0
0.410988,0,0,0,0,0,0,0,0
0.412491,0,0,0,0,0,0,0,0
0.413979,0,0,0,0,0,0,0,0
0.415344,0,0,0,0,0,0,0,0
0.416707,0,0,0,0,0,0,0,0
0.418071,0,0,0,0,0,0,0,0
0.419432,0,0,0,0,0,0,0,0
0.420817,0,0,0,0,0,0,0,0
0.422223,0,0,0,0,0,0,0,0
0.423768,0,0,0,0,0,0,0,0
0.425340,0,0,0,0,0,0,0,0
0.426911,0,0,0,0,0,0,0,0
0.428479,0,0,0,0,0,0,0,0
0.430105,0,0,0,0,0,0,0,0
0.431682,0,0,0,0,0,0,0,0
0.433255,0,0,0,0,0,0,0,0
0.434714,0,0,0,0,0,0,0,0
0.436256,0,0,0,0,0,0,0,0
0.437700,0,0,0,0,0,0,0,0
0.439243,0,0,0,0,0,0,0,0
0.440812,0,0,0,0,0,0,0,0
0.442444,0,0,0,0,0,0,0,0
0.444013,0,0,0,0,0,0,0,0
0.445599,0,0,0,0,0,0,0,0
0.447170,0,0,0,0,0,0,0,0
0.448739,0,0,0,0,0,0,0,0
0.450310,0,0,0,0,0,0,0,0
0.451872,0,0,0,0,0,0,0,0
0.453312,0,0,0,0,0,0,0,0
0.454852,0,0,0,0,0,0,0,0
0.456433,0,0,0,0,0,0,0,0
0.458002,0,0,0,0,0,0,0,0
0.459571,0,0,0,0,0,0,0,0
0.461143,0,0,0,0,0,0,0,0
0.462714,0,0,0,0,0,0,0,0
0.464283,0,0,0,0,0,0,0,0
0.465853,0,0,0,0,0,0,0,0
0.467433,0,0,0,0,0,0,0,0
0.469048,0,0,0,0,0,0,0,0
0.470617,0,0,0,0,0,0,0,0
0.472183,0,0,0,0,0,0,0,0
0.473750,0,0,0,0,0,0,0,0
0.475319,0,0,0,0,0,0,0,0
0.476889,0,0,0,0,0,0,0,0
0.478593,0,0,0,0,0,0,0,0
0.480162,0,0,0,0,0,0,0,0
0.481732,0,0,0,0,0,0,0,0
0.483304,0,0,0,0,0,0,0,0
0.484920,0,0,0,0,0,0,0,0
0.486493,0,0,0,0,0,0,0,0
0.488063,0,0,0,0,0,0,0,0
0.489650,0,0,0,0,0,0,0,0
0.491266,0,0,0,0,0,0,0,0
0.492926,0,0,0,0,0,0,0,0
0.494513,0,0,0,0,0,0,0,0
0.495926,0,0,0,0,0,0,0,0
0.497466,0,0,0,0,0,0,0,0
0.499038,0,0,0,0,0,0,0,0
0.500662,0,0,0,0,0,0,0,0
0.502234,0,0,0,0,0,0,0,0
0.503805,0,0,0,0,0,0,0,0
0.505378,0,0,0,0,0,0,0,0
0.506951,0,0,0,0,0,0,0,0
0.508548,0,0,0,0,0,0,0,0
0.510056,0,0,0,0,0,0,0,0
0.511476,0,0,0,0,0,0,0,0
0.512888,0,0,0,0,0,0,0,0
0.514292,0,0,0,0,0,0,0,0
0.515693,0,0,0,0,0,0,0,0
0.517098,0,0,0,0,0,0,0,0
0.518665,0,0,0,0,0,0,0,0
0.520235,0,0,0,0,0,0,0,0
0.521820,0,0,0,0,0,0,0,0
0.523392,0,0,0,0,0,0,0,0
0.524964,0,0,0,0,0,0,0,0
0.526535,0,0,0,0,0,0,0,0
0.528105,0,0,0,0,0,0,0,0
0.529678,0,0,0,0,0,0,0,0
0.531251,0,0,0,0,0,0,0,0
0.532877,0,0,0,0,0,0,0,0
0.534450,0,0,0,0,0,0,0,0
0.536019,0,0,0,0,0,0,0,0
0.537593,0,0,0,0,0,0,0,0
0.539156,0,0,0,0,0,0,0,0
0.540717,0,0,0,0,0,0,0,0
0.542311,0,0,0,0,0,0,0,0
0.543740,0,0,0,0,0,0,0,0
0.545279,0,0,0,0,0,0,0,0
0.547264,0,0,0,0,0,0,0,0
0.548750,0,0,0,0,0,0,0,0
0.550162,0,0,0,0,0,0,0,0
0.551566,0,0,0,0,0,0,0,0
0.552968,0,0,0,0,0,0,0,0
0.554384,0,0,0,0,0,0,0,0
0.555772,0,0,0,0,0,0,0,0
0.557172,0,0,0,0,0,0,0,0
0.558701,0,0,0,0,0,0,0,0
0.560263,0,0,0,0,0,0,0,0
0.561704,0,0,0,0,0,0,0,0
0.563245,0,0,0,0,0,0,0,0
0.564746,0,0,0,0,0,0,0,0
0.566293,0,0,0,0,0,0,0,0
0.567861,0,0,0,0,0,0,0,0
0.569433,0,0,0,0,0,0,0,0
0.571004,0,0,0,0,0,0,0,0
0.572571,0,0,0,0,0,0,0,0
0.574146,0,0,0,0,0,0,0,0
0.575728,0,0,0,0,0,0,0,0
0.577300,0,0,0,0,0,0,0,0
0.578872,0,0,0,0,0,0,0,0
0.580439,0,0,0,0,0,0,0,0
0.582006,0,0,0,0,0,0,0,0
0.583545,0,0,0,0,0,0,0,0
0.585118,0,0,0,0,0,0,0,0
0.586702,0,0,0,0,0,0,0,0
0.588270,0,0,0,0,0,0,0,0
0.589714,0,0,0,0,0,0,0,0
0.591125,0,0,0,0,0,0,0,0
0.592526,0,0,0,0,0,0,0,0
0.594022,0,0,0,0,0,0,0,0
0.595425,0,0,0,0,0,0,0,0
0.596993,0,0,0,0,0,0,0,0
0.598396,0,0,0,0,0,0,0,0
0.599796,0,0,0,0,0,0,0,0
0.601194,0,0,0,0,0,0,0,0
0.602601,0,0,0,0,0,0,0,0
0.604006,0,0,0,0,0,0,0,0
0.605406,0,0,0,0,0,0,0,0
0.606804,0,0,0,0,0,0,0,0
0.608212,0,0,0,0,0,0,0,0
0.609610,0,0,0,0,0,0,0,0
0.611010,0,0,0,0,0,0,0,0
0.612408,0,0,0,0,0,0,0,0
0.613788,0,0,0,0,0,0,0,0
0.615161,0,0,0,0,0,0,0,0
0.616534,0,0,0,0,0,0,0,0
0.617974,0,0,0,0,0,0,0,0
0.619354,0,0,0,0,0,0,0,0
0.620726,0,0,0,0,0,0,0,0
0.622381,0,0,0,0,0,0,0,0
0.623756,0,0,0,0,0,0,0,0
0.625258,0,0,0,0,0,0,0,0
0.626635,0,0,0,0,0,0,0,0
0.628008,0,0,0,0,0,0,0,0
0.629378,0,0,0,0,0,0,0,0
0.630803,0,0,0,0,0,0,0,0
0.632227,0,0,0,0,0,0,0,0
0.633652,0,0,0,0,0,0,0,0
0.635093,0,0,0,0,0,0,0,0
0.636519,0,0,0,0,0,0,0,0
0.637951,0,0,0,0,0,0,0,0
0.639380,0,0,0,0,0,0,0,0
0.640812,0,0,0,0,0,0,0,0
0.642244,0,0,0,0,0,0,0,0
0.643671,0,0,0,0,0,0,0,0
0.645059,0,0,0,0,0,0,0,0
0.646487,0,0,0,0,0,0,0,0
0.647756,0,0,0,0,0,0,0,0
0.649182,0,0,0,0,0,0,0,0
0.650562,0,0,0,0,0,0,0,0
0.651838,0,0,0,0,0,0,0,0
0.653215,0,0,0,0,0,0,0,0
0.654592,0,0,0,0,0,0,0,0
0.656023,0,0,0,0,0,0,0,0
0.657449,0,0,0,0,0,0,0,0
0.658825,0,0,0,0,0,0,0,0
0.660201,0,0,0,0,0,0,0,0
0.661617,0,0,0,0,0,0,0,0
0.662977,0,0,0,0,0,0,0,0
0.664329,0,0,0,0,0,0,0,0
0.665685,0,0,0,0,0,0,0,0
0.667047,0,0,0,0,0,0,0,0
0.668412,0,0,0,0,0,0,0,0
0.669632,0,0,0,0,0,0,0,0
0.671074,0,0,0,0,0,0,0,0
0.672513,0,0,0,0,0,0,0,0
0.674012,0,0,0,0,0,0,0,0
0.675427,0,0,0,0,0,0,0,0
0.676897,0,0,0,0,0,0,0,0
0.678387,0,0,0,0,0,0,0,0
0.679794,0,0,0,0,0,0,0,0
0.681962,0,0,0,0,0,0,0,0
0.683378,0,0,0,0,0,0,0,0
0.684779,0,0,0,0,0,0,0,0
0.686205,0,0,0,0,0,0,0,0
0.687603,0,0,0,0,0,0,0,0
0.689001,0,0,0,0,0,0,0,0
0.690399,0,0,0,0,0,0,0,0
0.691801,0,0,0,0,0,0,0,0
0.693202,0,0,0,0,0,0,0,0
0.694608,0,0,0,0,0,0,0,0
0.696009,0,0,0,0,0,0,0,0
0.697411,0,0,0,0,0,0,0,0
0.698813,0,0,0,0,0,0,0,0
0.700214,0,0,0,0,0,0,0,0
0.701617,0,0,0,0,0,0,0,0
0.703026,0,0,0,0,0,0,0,0
0.704432,0,0,0,0,0,0,0,0
0.705846,0,0,0,0,0,0,0,0
0.707248,0,0,0,0,0,0,0,0
0.708706,0,0,0,0,0,0,0,0
0.710177,0,0,0,0,0,0,0,0
0.711705,0,0,0,0,0,0,0,0
0.713143,0,0,0,0,0,0,0,0
0.714557,0,0,0,0,0,0,0,0
0.715976,0,0,0,0,0,0,0,0
0.717386,0,0,0,0,0,0,0,0
0.718792,0,0,0,0,0,0,0,0
0.720198,0,0,0,0,0,0,0,0
0.721604,0,0,0,0,0,0,0,0
0.723137,0,0,0,0,0,0,0,0
0.724747,0,0,0,0,0,0,0,0
0.726333,0,0,0,0,0,0,0,0
0.727901,0,0,0,0,0,0,0,0
0.729471,0,0,0,0,0,0,0,0
0.731041,0,0,0,0,0,0,0,0
0.732649,0,0,0,0,0,0,0,0
0.734224,0,0,0,0,0,0,0,0
0.735790,0,0,0,0,0,0,0,0
0.737370,0,0,0,0,0,0,0,0
0.739074,0,0,0,0,0,0,0,0
0.740685,0,0,0,0,0,0,0,0
0.742259,0,0,0,0,0,0,0,0
0.743826,0,0,0,0,0,0,0,0
0.745397,0,0,0,0,0,0,0,0
0.746967,0,0,0,0,0,0,0,0
0.748548,0,0,0,0,0,0,0,0
0.750004,0,0,0,0,0,0,0,0
0.751550,0,0,0,0,0,0,0,0
0.753123,0,0,0,0,0,0,0,0
0.754685,0,0,0,0,0,0,0,0
0.756245,0,0,0,0,0,0,0,0
0.757682,0,0,0,0,0,0,0,0
0.759109,0,0,0,0,0,0,0,0
0.760640,0,0,0,0,0,0,0,0
0.762227,0,0,0,0,0,0,0,0
0.763795,0,0,0,0,0,0,0,0
0.765366,0,0,0,0,0,0,0,0
0.766935,0,0,0,0,0,0,0,0
0.768503,0,0,0,0,0,0,0,0
0.770168,0,0,0,0,0,0,0,0
0.771736,0,0,0,0,0,0,0,0
0.773350,0,0,0,0,0,0,0,0
0.774922,0,0,0,0,0,0,0,0
0.776371,0,0,0,0,0,0,0,0
0.777916,0,0,0,0,0,0,0,0
0.779486,0,0,0,0,0,0,0,0
0.781069,0,0,0,0,0,0,0,0
0.782639,0,0,0,0,0,0,0,0
0.784208,0,0,0,0,0,0,0,0
0.785777,0,0,0,0,0,0,0,0
0.787347,0,0,0,0,0,0,0,0
0.788962,0,0,0,0,0,0,0,0
0.790532,0,0,0,0,0,0,0,0
0.792114,0,0,0,0,0,0,0,0
0.793684,0,0,0,0,0,0,0,0
0.795255,0,0,0,0,0,0,0,0
0.796823,0,0,0,0,0,0,0,0
0.798461,0,0,0,0,0,0,0,0
0.799873,0,0,0,0,0,0,0,0
0.801413,0,0,0,0,0,0,0,0
0.802874,0,0,0,0,0,0,0,0
0.804421,0,0,0,0,0,0,0,0
0.806090,0,0,0,0,0,0,0,0
0.807660,0,0,0,0,0,0,0,0
0.809232,0,0,0,0,0,0,0,0
0.810803,0,0,0,0,0,0,0,0
0.812371,0,0,0,0,0,0,0,0
0.813956,0,0,0,0,0,0,0,0
0.815527,0,0,0,0,0,0,0,0
