elapsed_s,PC_US_STALL_CYCLES_COMPUTE_GFX,PC_US_STALL_CYCLES_GFX_COMPUTE,PC_US_PREDRAW_STALLS,PC_US_DP0_INPUT_STALLS,PC_US_DP1_INPUT_STALLS,PC_US_BR_STALLS_BV_WORKLOAD,PC_US_BV_STALLS_BR_WORKLOAD,PC_US_PASSPAIR_STALL
0.001095,0,0,0,0,0,0,0,0
0.002736,0,0,0,0,0,0,0,0
0.004170,0,0,0,0,0,0,0,0
0.005563,0,0,0,0,0,0,0,0
0.006926,0,0,0,0,0,0,0,0
0.008289,0,0,0,0,0,0,0,0
0.009876,0,0,0,0,0,0,0,0
0.011268,0,0,0,0,0,0,0,0
0.012676,0,0,0,0,0,0,0,0
0.014008,0,0,0,0,0,0,0,0
0.015389,0,0,0,0,0,0,0,0
0.016795,0,0,0,0,0,0,0,0
0.018213,0,0,0,0,0,0,0,0
0.019561,0,0,0,0,0,0,0,0
0.020952,0,0,0,0,0,0,0,0
0.022272,0,0,0,0,0,0,0,0
0.023588,0,0,0,0,0,0,0,0
0.024909,0,0,0,0,0,0,0,0
0.026223,0,0,0,0,0,0,0,0
0.027536,0,0,0,0,0,0,0,0
0.028888,0,0,0,0,0,0,0,0
0.030161,0,0,0,0,0,0,0,0
0.031437,0,0,0,0,0,0,0,0
0.032709,0,0,0,0,0,0,0,0
0.033981,0,0,0,0,0,0,0,0
0.035252,0,0,0,0,0,0,0,0
0.036546,0,0,0,0,0,0,0,0
0.038021,0,0,0,0,0,0,0,0
0.039441,0,0,0,0,0,0,0,0
0.040856,0,0,0,0,0,0,0,0
0.042295,0,0,0,0,0,0,0,0
0.043703,0,0,0,0,0,0,0,0
0.045382,0,0,0,0,0,0,0,0
0.046810,0,0,0,0,0,0,0,0
0.048282,0,0,0,0,0,0,0,0
0.049764,0,0,0,0,0,0,0,0
0.051179,0,0,0,0,0,0,0,0
0.052631,0,0,0,0,0,0,0,0
0.054088,0,0,0,0,0,0,0,0
0.055493,0,0,0,0,0,0,0,0
0.056899,0,0,0,0,0,0,0,0
0.058330,0,0,0,0,0,0,0,0
0.059734,0,0,0,0,0,0,0,0
0.061138,0,0,0,0,0,0,0,0
0.062543,0,0,0,0,0,0,0,0
0.063966,0,0,0,0,0,0,0,0
0.065373,0,0,0,0,0,0,0,0
0.066778,0,0,0,0,0,0,0,0
0.068522,385304,0,0,0,0,0,0,0
0.069930,0,0,0,0,0,0,0,0
0.071340,0,0,0,0,0,0,0,0
0.072753,0,0,0,0,0,0,0,0
0.074173,0,0,0,0,0,0,0,0
0.075581,0,0,0,0,0,0,0,0
0.076989,0,0,0,0,0,0,0,0
0.078397,0,0,0,0,0,0,0,0
0.079806,0,0,0,0,0,0,0,0
0.081210,0,0,0,0,0,0,0,0
0.082618,0,0,0,0,0,0,0,0
0.084020,0,0,0,0,0,0,0,0
0.085591,0,0,0,0,0,0,0,0
0.086992,0,0,0,0,0,0,0,0
0.088440,0,0,0,0,0,0,0,0
0.089839,0,0,0,0,0,0,0,0
0.091236,0,0,0,0,0,0,0,0
0.092818,0,0,0,0,0,0,0,0
0.094293,0,0,0,0,0,0,0,0
0.095711,0,0,0,0,0,0,0,0
0.097111,0,0,0,0,0,0,0,0
0.098513,0,0,0,0,0,0,0,0
0.099913,0,0,0,0,0,0,0,0
0.101352,0,0,0,0,0,0,0,0
0.102755,0,0,0,0,0,0,0,0
0.104156,0,0,0,0,0,0,0,0
0.105541,0,0,0,0,0,0,0,0
0.106955,0,0,0,0,0,0,0,0
0.108536,0,0,0,0,0,0,0,0
0.110381,0,0,0,0,0,0,0,0
0.111951,0,0,0,0,0,0,0,0
0.113392,0,0,0,0,0,0,0,0
0.114932,0,0,0,0,0,0,0,0
0.116545,0,0,0,0,0,0,0,0
0.118128,0,0,0,0,0,0,0,0
0.119696,0,0,0,0,0,0,0,0
0.121266,0,0,0,0,0,0,0,0
0.122836,0,0,0,0,0,0,0,0
0.124449,0,0,0,0,0,0,0,0
0.126018,0,0,0,0,0,0,0,0
0.127587,0,0,0,0,0,0,0,0
0.129170,0,0,0,0,0,0,0,0
0.130740,0,0,0,0,0,0,0,0
0.132353,0,0,0,0,0,0,0,0
0.133924,0,0,0,0,0,0,0,0
0.135492,0,0,0,0,0,0,0,0
0.137063,0,0,0,0,0,0,0,0
0.138634,0,0,0,0,0,0,0,0
0.140259,0,0,0,0,0,0,0,0
0.141833,0,0,0,0,0,0,0,0
0.143400,0,0,0,0,0,0,0,0
0.144971,0,0,0,0,0,0,0,0
0.146541,0,0,0,0,0,0,0,0
0.148148,0,0,0,0,0,0,0,0
0.149687,0,0,0,0,0,0,0,0
0.151108,0,0,0,0,0,0,0,0
0.152647,0,0,0,0,0,0,0,0
0.154177,0,0,0,0,0,0,0,0
0.155590,0,0,0,0,0,0,0,0
0.156994,0,0,0,0,0,0,0,0
0.160603,0,0,0,0,0,0,0,0
0.165613,0,0,0,0,0,0,0,0
0.167036,0,0,0,0,0,0,0,0
0.168445,0,0,0,0,0,0,0,0
0.169845,0,0,0,0,0,0,0,0
0.171246,0,0,0,0,0,0,0,0
0.172650,0,0,0,0,0,0,0,0
0.174060,0,0,0,0,0,0,0,0
0.175467,0,0,0,0,0,0,0,0
0.176886,0,0,0,0,0,0,0,0
0.178294,0,0,0,0,0,0,0,0
0.179702,0,0,0,0,0,0,0,0
0.181145,0,0,0,0,0,0,0,0
0.182553,0,0,0,0,0,0,0,0
0.183959,0,0,0,0,0,0,0,0
0.185496,0,0,0,0,0,0,0,0
0.186956,0,0,0,0,0,0,0,0
0.188416,0,0,0,0,0,0,0,0
0.189827,0,0,0,0,0,0,0,0
0.191235,0,0,0,0,0,0,0,0
0.192644,0,0,0,0,0,0,0,0
0.194051,0,0,0,0,0,0,0,0
0.195468,0,0,0,0,0,0,0,0
0.197055,0,0,0,0,0,0,0,0
0.198516,0,0,0,0,0,0,0,0
0.199930,0,0,0,0,0,0,0,0
0.201342,0,0,0,0,0,0,0,0
0.202752,0,0,0,0,0,0,0,0
0.204198,0,0,0,0,0,0,0,0
0.205610,0,0,0,0,0,0,0,0
0.207147,0,0,0,0,0,0,0,0
0.208733,0,0,0,0,0,0,0,0
0.210305,0,0,0,0,0,0,0,0
0.211876,0,0,0,0,0,0,0,0
0.213450,0,0,0,0,0,0,0,0
0.215022,0,0,0,0,0,0,0,0
0.216596,0,0,0,0,0,0,0,0
0.218167,0,0,0,0,0,0,0,0
0.219750,0,0,0,0,0,0,0,0
0.221322,0,0,0,0,0,0,0,0
0.222775,0,0,0,0,0,0,0,0
0.224196,0,0,0,0,0,0,0,0
0.225611,0,0,0,0,0,0,0,0
0.227019,0,0,0,0,0,0,0,0
0.228471,0,0,0,0,0,0,0,0
0.229893,0,0,0,0,0,0,0,0
0.231300,0,0,0,0,0,0,0,0
0.232840,0,0,0,0,0,0,0,0
0.234412,0,0,0,0,0,0,0,0
0.235981,0,0,0,0,0,0,0,0
0.237574,0,0,0,0,0,0,0,0
0.239116,0,0,0,0,0,0,0,0
0.240701,0,0,0,0,0,0,0,0
0.242272,0,0,0,0,0,0,0,0
0.243841,0,0,0,0,0,0,0,0
0.245456,0,0,0,0,0,0,0,0
0.247071,0,0,0,0,0,0,0,0
0.248644,0,0,0,0,0,0,0,0
0.250215,0,0,0,0,0,0,0,0
0.251740,0,0,0,0,0,0,0,0
