elapsed_s,PC_S_TESS_SETUP_ACTIVE,PC_S_TESS_PID_ACTIVE,PC_S_TESS_PRIM_GEN_ACTIVE,PC_S_TESS_FACTOR_TRANS,PC_S_TESS_PC_UV_TRANS,PC_S_TESS_PC_UV_PATCHES,PC_S_MESH_VS_WAVES
0.001094,0,0,0,0,0,0,0
0.002417,0,0,0,0,0,0,0
0.003960,0,0,0,0,0,0,0
0.005207,0,0,0,0,0,0,0
0.006612,0,0,0,0,0,0,0
0.007943,0,0,0,0,0,0,0
0.009205,0,0,0,0,0,0,0
0.010523,0,0,0,0,0,0,0
0.011773,0,0,0,0,0,0,0
0.013022,0,0,0,0,0,0,0
0.014295,0,0,0,0,0,0,0
0.015624,0,0,0,0,0,0,0
0.016818,0,0,0,0,0,0,0
0.018017,0,0,0,0,0,0,0
0.019254,0,0,0,0,0,0,0
0.020443,0,0,0,0,0,0,0
0.021631,0,0,0,0,0,0,0
0.022818,0,0,0,0,0,0,0
0.024112,0,0,0,0,0,0,0
0.025270,0,0,0,0,0,0,0
0.026427,0,0,0,0,0,0,0
0.027633,0,0,0,0,0,0,0
0.028796,0,0,0,0,0,0,0
0.029953,0,0,0,0,0,0,0
0.031158,0,0,0,0,0,0,0
0.032315,0,0,0,0,0,0,0
0.033472,0,0,0,0,0,0,0
0.034628,0,0,0,0,0,0,0
0.035785,0,0,0,0,0,0,0
0.036942,0,0,0,0,0,0,0
0.038099,0,0,0,0,0,0,0
0.039258,0,0,0,0,0,0,0
0.040428,0,0,0,0,0,0,0
0.041592,0,0,0,0,0,0,0
0.042913,0,0,0,0,0,0,0
0.044209,0,0,0,0,0,0,0
0.045545,0,0,0,0,0,0,0
0.047104,0,0,0,0,0,0,0
0.048414,0,0,0,0,0,0,0
0.049717,0,0,0,0,0,0,0
0.051005,0,0,0,0,0,0,0
0.052282,0,0,0,0,0,0,0
0.053557,0,0,0,0,0,0,0
0.054830,0,0,0,0,0,0,0
0.056339,0,0,0,0,0,0,0
0.057558,0,0,0,0,0,0,0
0.058949,0,0,0,0,0,0,0
0.060269,0,0,0,0,0,0,0
0.061584,0,0,0,0,0,0,0
0.062898,0,0,0,0,0,0,0
0.064249,0,0,0,0,0,0,0
0.065563,0,0,0,0,0,0,0
0.066876,0,0,0,0,0,0,0
0.068201,0,0,0,0,0,0,0
0.069542,0,0,0,0,0,0,0
0.070890,0,0,0,0,0,0,0
0.072246,0,0,0,0,0,0,0
0.073506,0,0,0,0,0,0,0
0.074761,0,0,0,0,0,0,0
0.076154,0,0,0,0,0,0,0
0.077409,0,0,0,0,0,0,0
0.078663,0,0,0,0,0,0,0
0.080502,0,0,0,0,0,0,0
0.081759,0,0,0,0,0,0,0
0.083149,0,0,0,0,0,0,0
0.084280,0,0,0,0,0,0,0
0.085539,0,0,0,0,0,0,0
0.086797,0,0,0,0,0,0,0
0.088142,0,0,0,0,0,0,0
0.089400,0,0,0,0,0,0,0
0.090658,0,0,0,0,0,0,0
0.091917,0,0,0,0,0,0,0
0.093174,0,0,0,0,0,0,0
0.094430,0,0,0,0,0,0,0
0.095723,0,0,0,0,0,0,0
0.097300,0,0,0,0,0,0,0
0.098701,0,0,0,0,0,0,0
0.100163,0,0,0,0,0,0,0
0.101559,0,0,0,0,0,0,0
0.103035,0,0,0,0,0,0,0
0.104425,0,0,0,0,0,0,0
0.105794,0,0,0,0,0,0,0
0.107165,0,0,0,0,0,0,0
0.108543,0,0,0,0,0,0,0
0.109913,0,0,0,0,0,0,0
0.111283,0,0,0,0,0,0,0
0.112653,0,0,0,0,0,0,0
0.114074,0,0,0,0,0,0,0
0.115495,0,0,0,0,0,0,0
0.116917,0,0,0,0,0,0,0
0.118339,0,0,0,0,0,0,0
0.119766,0,0,0,0,0,0,0
0.121190,0,0,0,0,0,0,0
0.122614,0,0,0,0,0,0,0
0.124042,0,0,0,0,0,0,0
0.125310,0,0,0,0,0,0,0
0.126681,0,0,0,0,0,0,0
0.128092,0,0,0,0,0,0,0
0.129446,0,0,0,0,0,0,0
0.130822,0,0,0,0,0,0,0
0.132196,0,0,0,0,0,0,0
0.133548,0,0,0,0,0,0,0
0.134900,0,0,0,0,0,0,0
0.136354,0,0,0,0,0,0,0
0.137754,0,0,0,0,0,0,0
0.139149,0,0,0,0,0,0,0
0.140544,0,0,0,0,0,0,0
0.141950,0,0,0,0,0,0,0
0.143509,0,0,0,0,0,0,0
0.144905,0,0,0,0,0,0,0
0.146427,0,0,0,0,0,0,0
0.147862,0,0,0,0,0,0,0
0.149397,0,0,0,0,0,0,0
0.150963,0,0,0,0,0,0,0
0.152416,0,0,0,0,0,0,0
0.153951,0,0,0,0,0,0,0
0.155517,0,0,0,0,0,0,0
0.157082,0,0,0,0,0,0,0
0.159139,0,0,0,0,0,0,0
0.162211,0,0,0,0,0,0,0
0.163658,0,0,0,0,0,0,0
0.165067,0,0,0,0,0,0,0
