elapsed_s,PC_NEVER_COUNT,PC_US_BUSY_CYCLES,PC_US_WORKING_CYCLES,PC_US_UCHE_OUTSTANDING_TRANS,PC_US_PASS1_TF_STALL_CYCLES,PC_US_STARVE_CYCLES_FOR_INDEX,PC_US_STARVE_CYCLES_FOR_TF,PC_US_STARVE_CYCLES_FOR_VIZ_STREAM
0.001094,0,0,0,0,0,0,0,0
0.002572,0,0,0,0,0,0,0,0
0.004026,0,0,0,0,0,0,0,0
0.005480,0,0,0,0,0,0,0,0
0.006945,0,0,0,0,0,0,0,0
0.008384,0,0,0,0,0,0,0,0
0.009755,0,0,0,0,0,0,0,0
0.011096,0,0,0,0,0,0,0,0
0.012512,0,0,0,0,0,0,0,0
0.013882,0,0,0,0,0,0,0,0
0.015205,0,0,0,0,0,0,0,0
0.016591,0,0,0,0,0,0,0,0
0.017919,0,0,0,0,0,0,0,0
0.019315,0,0,0,0,0,0,0,0
0.020639,0,0,0,0,0,0,0,0
0.021959,0,0,0,0,0,0,0,0
0.023354,0,0,0,0,0,0,0,0
0.024625,0,0,0,0,0,0,0,0
0.025945,0,0,0,0,0,0,0,0
0.027225,0,0,0,0,0,0,0,0
0.028525,0,0,0,0,0,0,0,0
0.029821,0,0,0,0,0,0,0,0
0.031186,0,0,0,0,0,0,0,0
0.032604,0,0,0,0,0,0,0,0
0.034021,0,0,0,0,0,0,0,0
0.035452,0,0,0,0,0,0,0,0
0.036862,0,0,0,0,0,0,0,0
0.038271,0,0,0,0,0,0,0,0
0.039642,0,0,0,0,0,0,0,0
0.041007,0,0,0,0,0,0,0,0
0.042384,0,0,0,0,0,0,0,0
0.043758,0,0,0,0,0,0,0,0
0.045125,0,0,0,0,0,0,0,0
0.046486,0,0,0,0,0,0,0,0
0.047932,0,0,0,0,0,0,0,0
0.049375,0,0,0,0,0,0,0,0
0.051269,0,268,357,0,0,0,0,0
0.052697,0,0,0,0,0,0,0,0
0.054108,0,0,0,0,0,0,0,0
0.055547,0,0,0,0,0,0,0,0
