elapsed_s,TSE_FE_OUTPUT_VISIBLE_PRIM,TSE_FE_CINVOCATION,TSE_FE_CPRIMITIVES,TSE_FE_CLIP_PLANES
0.001121,0,0,0,0
0.002659,0,0,0,0
0.004131,0,0,0,0
0.005670,0,0,0,0
0.007132,0,0,0,0
0.008556,0,0,0,0
0.009966,0,0,0,0
0.011438,0,0,0,0
0.012861,0,0,0,0
0.014328,0,0,0,0
0.015778,0,0,0,0
0.017178,0,0,0,0
0.018717,0,0,0,0
0.020248,0,0,0,0
0.021811,0,0,0,0
0.023400,0,0,0,0
0.024879,0,0,0,0
0.026417,0,0,0,0
0.027897,0,0,0,0
0.029430,0,0,0,0
0.030919,0,0,0,0
0.032258,0,0,0,0
0.033599,0,0,0,0
0.034936,0,0,0,0
0.036278,0,0,0,0
0.037624,0,0,0,0
0.038971,0,0,0,0
0.040329,0,0,0,0
0.041667,0,0,0,0
0.043070,0,0,0,0
0.044485,0,0,0,0
0.046013,0,0,0,0
0.047465,0,0,0,0
0.048825,0,0,0,0
0.050177,0,0,0,0
0.051544,0,0,0,0
0.052887,0,0,0,0
0.054370,0,0,0,0
0.055802,0,0,0,0
0.057194,0,0,0,0
0.058579,0,0,0,0
0.059962,0,0,0,0
0.061394,0,0,0,0
0.062794,0,0,0,0
0.064179,0,0,0,0
0.065584,0,0,0,0
0.066836,0,0,0,0
0.068236,0,0,0,0
0.069705,0,0,0,0
0.071139,0,0,0,0
0.072523,0,0,0,0
0.073916,0,0,0,0
0.075371,0,0,0,0
0.076756,0,0,0,0
0.078262,0,0,0,0
0.079778,0,0,0,0
0.081163,0,0,0,0
0.082543,0,0,0,0
0.083933,0,0,0,0
0.085357,0,0,0,0
0.086864,0,0,0,0
0.091361,0,0,0,0
0.092742,0,0,0,0
0.094131,0,0,0,0
0.095512,0,0,0,0
0.096837,0,0,0,0
0.098151,0,0,0,0
0.099465,0,0,0,0
0.100777,0,0,0,0
0.102102,0,0,0,0
0.103556,0,0,0,0
0.104944,0,0,0,0
0.106574,0,0,0,0
0.107957,0,0,0,0
0.109373,0,0,0,0
0.110755,0,0,0,0
0.112272,0,0,0,0
0.113823,0,0,0,0
0.115438,0,0,0,0
0.116989,0,0,0,0
0.118587,0,0,0,0
0.120139,0,0,0,0
0.121687,0,0,0,0
0.123236,0,0,0,0
0.124786,0,0,0,0
0.126390,0,0,0,0
0.127941,0,0,0,0
0.129489,0,0,0,0
0.131039,0,0,0,0
0.132589,0,0,0,0
0.134139,0,0,0,0
0.135542,0,0,0,0
0.136943,0,0,0,0
0.138460,0,0,0,0
0.140009,0,0,0,0
0.141600,0,0,0,0
0.143151,0,0,0,0
0.144701,0,0,0,0
0.146252,0,0,0,0
0.147815,0,0,0,0
0.149405,0,0,0,0
0.150957,0,0,0,0
0.152507,0,0,0,0
0.154055,0,0,0,0
0.155609,0,0,0,0
0.157202,0,0,0,0
0.158767,0,0,0,0
0.160317,0,0,0,0
0.161863,0,0,0,0
0.163358,0,0,0,0
0.164875,0,0,0,0
0.166470,0,0,0,0
0.168045,0,0,0,0
0.169481,0,0,0,0
0.171003,0,0,0,0
0.172553,0,0,0,0
0.174103,0,0,0,0
0.175657,0,0,0,0
0.177209,0,0,0,0
0.178761,0,0,0,0
0.180324,0,0,0,0
0.181990,0,0,0,0
0.183523,0,0,0,0
0.184878,0,0,0,0
0.186219,0,0,0,0
0.187558,0,0,0,0
0.188892,0,0,0,0
0.190279,0,0,0,0
0.191628,0,0,0,0
0.192951,0,0,0,0
0.194419,0,0,0,0
0.195771,0,0,0,0
0.197087,0,0,0,0
0.198358,0,0,0,0
0.199720,0,0,0,0
0.201083,0,0,0,0
0.202495,0,0,0,0
0.203857,0,0,0,0
0.205231,0,0,0,0
0.206721,0,0,0,0
0.208182,0,0,0,0
0.209577,0,0,0,0
0.210969,0,0,0,0
0.212371,0,0,0,0
0.213805,0,0,0,0
0.215384,0,0,0,0
0.216771,0,0,0,0
0.218284,0,0,0,0
0.219724,0,0,0,0
0.221174,0,0,0,0
0.222571,0,0,0,0
0.223959,0,0,0,0
0.225341,0,0,0,0
0.227040,0,0,0,0
0.228856,0,0,0,0
0.230300,0,0,0,0
0.231681,0,0,0,0
0.233076,0,0,0,0
0.236447,0,0,0,0
0.237902,0,0,0,0
0.239391,0,0,0,0
0.240788,0,0,0,0
0.242221,0,0,0,0
0.243685,0,0,0,0
0.245051,0,0,0,0
0.246461,0,0,0,0
0.247845,0,0,0,0
0.249230,0,0,0,0
0.250623,0,0,0,0
0.252007,0,0,0,0
0.253780,0,0,0,0
0.255170,0,0,0,0
0.256547,0,0,0,0
0.257924,0,0,0,0
0.259398,0,0,0,0
0.260773,0,0,0,0
0.262261,0,0,0,0
0.263733,0,0,0,0
0.265117,0,0,0,0
0.266542,0,0,0,0
0.267960,0,0,0,0
0.269380,0,0,0,0
0.270760,0,0,0,0
0.272138,0,0,0,0
0.273516,0,0,0,0
0.274896,0,0,0,0
0.276275,0,0,0,0
0.277829,0,0,0,0
0.279509,0,0,0,0
0.281049,0,0,0,0
0.282468,0,0,0,0
0.283988,0,0,0,0
0.285579,0,0,0,0
0.287131,0,0,0,0
0.288696,0,0,0,0
0.290250,0,0,0,0
0.291801,0,0,0,0
0.293393,0,0,0,0
0.294943,0,0,0,0
0.296493,0,0,0,0
0.298041,0,0,0,0
0.299610,0,0,0,0
0.301202,0,0,0,0
0.302755,0,0,0,0
0.304306,0,0,0,0
0.305855,0,0,0,0
0.307355,0,0,0,0
0.308875,0,0,0,0
0.310484,0,0,0,0
0.312036,0,0,0,0
0.313585,0,0,0,0
0.315137,0,0,0,0
0.316687,0,0,0,0
0.318240,0,0,0,0
0.319792,0,0,0,0
0.321355,0,0,0,0
0.322907,0,0,0,0
0.324341,0,0,0,0
0.325908,0,0,0,0
0.327464,0,0,0,0
0.329014,0,0,0,0
0.330566,0,0,0,0
0.332132,0,0,0,0
0.333725,0,0,0,0
0.335277,0,0,0,0
0.336828,0,0,0,0
0.338381,0,0,0,0
0.339932,0,0,0,0
0.341525,0,0,0,0
0.343087,0,0,0,0
0.344638,0,0,0,0
0.346280,0,0,0,0
0.347846,0,0,0,0
0.349279,0,0,0,0
0.350798,0,0,0,0
0.352349,0,0,0,0
0.353791,0,0,0,0
0.355180,0,0,0,0
0.356562,0,0,0,0
0.357982,0,0,0,0
0.359399,0,0,0,0
0.360817,0,0,0,0
0.362239,0,0,0,0
0.363687,0,0,0,0
0.365073,0,0,0,0
0.366485,0,0,0,0
0.367839,0,0,0,0
0.369191,0,0,0,0
0.370545,0,0,0,0
0.371900,0,0,0,0
0.373288,0,0,0,0
0.374703,0,0,0,0
0.376118,0,0,0,0
0.377527,0,0,0,0
0.378937,0,0,0,0
0.380349,0,0,0,0
0.381773,0,0,0,0
0.383095,0,0,0,0
0.384478,0,0,0,0
0.385869,0,0,0,0
0.387386,0,0,0,0
0.388770,0,0,0,0
0.390243,0,0,0,0
0.391774,0,0,0,0
0.393133,0,0,0,0
0.395401,0,0,0,0
0.396790,0,0,0,0
0.398233,0,0,0,0
0.399623,0,0,0,0
0.401007,0,0,0,0
0.402522,0,0,0,0
0.404156,0,0,0,0
0.405584,0,0,0,0
0.406974,0,0,0,0
0.408372,0,0,0,0
0.409755,0,0,0,0
0.411138,0,0,0,0
0.412617,0,0,0,0
0.413873,0,0,0,0
0.415360,0,0,0,0
0.416760,0,0,0,0
0.418145,0,0,0,0
0.419589,0,0,0,0
0.420973,0,0,0,0
0.422406,0,0,0,0
0.423790,0,0,0,0
0.425175,0,0,0,0
0.426599,0,0,0,0
0.427978,0,0,0,0
0.429399,0,0,0,0
0.430788,0,0,0,0
0.432168,0,0,0,0
0.433548,0,0,0,0
0.434948,0,0,0,0
0.438999,0,0,0,0
0.440375,0,0,0,0
0.441769,0,0,0,0
0.443145,0,0,0,0
0.444527,0,0,0,0
0.445940,0,0,0,0
0.447370,0,0,0,0
0.448748,0,0,0,0
0.450127,0,0,0,0
0.451552,0,0,0,0
0.452940,0,0,0,0
0.454356,0,0,0,0
0.455741,0,0,0,0
0.457126,0,0,0,0
0.458513,0,0,0,0
0.459898,0,0,0,0
0.461958,0,0,0,0
0.463400,0,0,0,0
0.464921,0,0,0,0
0.466472,0,0,0,0
0.468029,0,0,0,0
0.469567,0,0,0,0
0.470972,0,0,0,0
0.472360,0,0,0,0
0.473759,0,0,0,0
0.475147,0,0,0,0
0.476532,0,0,0,0
0.477918,0,0,0,0
0.479331,0,0,0,0
0.480878,0,0,0,0
0.482429,0,0,0,0
0.483865,0,0,0,0
0.485428,0,0,0,0
0.486980,0,0,0,0
0.488529,0,0,0,0
0.490078,0,0,0,0
0.491631,0,0,0,0
0.493221,0,0,0,0
0.494787,0,0,0,0
0.496337,0,0,0,0
0.497886,0,0,0,0
0.499440,0,0,0,0
0.500988,0,0,0,0
0.502584,0,0,0,0
0.504134,0,0,0,0
0.505696,0,0,0,0
0.507245,0,0,0,0
0.508796,0,0,0,0
0.510348,0,0,0,0
0.511898,0,0,0,0
0.513447,0,0,0,0
0.515000,0,0,0,0
0.516563,0,0,0,0
0.518113,0,0,0,0
0.519667,0,0,0,0
0.521215,0,0,0,0
0.522767,0,0,0,0
0.524317,0,0,0,0
0.525908,0,0,0,0
0.527475,0,0,0,0
0.528876,0,0,0,0
