elapsed_s,TSE_SETUP_FMUL_3_WORKING_CYCLE_L3,TSE_SETUP_FMUL_4_WORKING_CYCLE_L3,TSE_SETUP_FMUL_5_WORKING_CYCLE_L3,TSE_EDGE_SETUP_WORKING_CYCLE_L1
0.001301,0,0,0,0
0.002956,0,0,0,0
0.004423,0,0,0,0
0.005953,0,0,0,0
0.007417,0,0,0,0
0.008932,0,0,0,0
0.010357,0,0,0,0
0.011770,0,0,0,0
0.013235,0,0,0,0
0.014650,0,0,0,0
0.016049,0,0,0,0
0.017529,0,0,0,0
0.019006,0,0,0,0
0.020486,0,0,0,0
0.022019,0,0,0,0
0.023500,0,0,0,0
0.024922,0,0,0,0
0.026272,0,0,0,0
0.027611,0,0,0,0
0.029019,0,0,0,0
0.030439,0,0,0,0
0.031911,0,0,0,0
0.033309,0,0,0,0
0.034703,0,0,0,0
0.036090,0,0,0,0
0.037478,0,0,0,0
0.038910,0,0,0,0
0.040320,0,0,0,0
0.041681,0,0,0,0
0.043268,0,0,0,0
0.044638,0,0,0,0
0.046026,0,0,0,0
0.047397,0,0,0,0
0.048849,0,0,0,0
0.050279,273,273,276,0
0.051668,0,0,0,0
0.053052,0,0,0,0
0.054445,0,0,0,0
0.055875,0,0,0,0
0.057258,0,0,0,0
0.058643,0,0,0,0
0.060082,735,735,822,0
0.061342,0,0,0,0
0.062726,0,0,0,0
0.064193,0,0,0,0
0.065618,0,0,0,0
0.067006,0,0,0,0
0.068391,0,0,0,0
0.069891,0,0,0,0
0.071293,0,0,0,0
0.072909,0,0,0,0
0.074386,0,0,0,0
0.075774,0,0,0,0
0.077153,0,0,0,0
0.078529,0,0,0,0
0.079951,0,0,0,0
0.081328,0,0,0,0
0.082705,0,0,0,0
0.084080,0,0,0,0
0.085459,0,0,0,0
0.086847,0,0,0,0
0.088266,0,0,0,0
0.089649,0,0,0,0
0.091168,0,0,0,0
0.092547,0,0,0,0
0.094010,0,0,0,0
0.095390,0,0,0,0
0.096824,0,0,0,0
0.098219,0,0,0,0
0.099735,0,0,0,0
0.101290,0,0,0,0
0.102842,0,0,0,0
0.104434,0,0,0,0
0.105990,0,0,0,0
0.107538,0,0,0,0
