elapsed_s,TSE_FE_STARVE_CYCLES_PC,TSE_FE_INPUT_PRIM,TSE_FE_INPUT_NULL_PRIM,TSE_FE_TRIVAL_REJ_PRIM
1.036345,0,0,0,0
1.037897,0,0,0,0
1.039448,0,0,0,0
1.040877,0,0,0,0
1.042293,0,0,0,0
1.043677,0,0,0,0
1.045233,0,0,0,0
1.046586,0,0,0,0
1.047967,0,0,0,0
1.049350,0,0,0,0
1.050866,0,0,0,0
1.052470,0,0,0,0
1.054023,0,0,0,0
1.055574,0,0,0,0
1.057127,0,0,0,0
1.058680,0,0,0,0
1.060272,0,0,0,0
1.061826,0,0,0,0
1.063391,0,0,0,0
1.064941,0,0,0,0
1.066497,0,0,0,0
1.068088,0,0,0,0
1.069642,0,0,0,0
1.071194,0,0,0,0
1.072743,0,0,0,0
1.074245,0,0,0,0
1.075766,0,0,0,0
1.077363,0,0,0,0
1.078905,0,0,0,0
1.080446,0,0,0,0
1.081864,0,0,0,0
1.083383,0,0,0,0
1.084984,0,0,0,0
1.086421,0,0,0,0
1.087803,0,0,0,0
1.089215,0,0,0,0
1.090652,0,0,0,0
1.092081,0,0,0,0
1.093529,0,0,0,0
1.094934,0,0,0,0
1.096447,0,0,0,0
1.097996,0,0,0,0
1.099545,0,0,0,0
1.100965,0,0,0,0
1.102488,0,0,0,0
1.104035,0,0,0,0
1.105598,0,0,0,0
1.107148,0,0,0,0
1.108738,0,0,0,0
1.110369,0,0,0,0
1.111797,0,0,0,0
1.113195,0,0,0,0
1.114582,0,0,0,0
1.115980,0,0,0,0
1.117368,0,0,0,0
1.118753,0,0,0,0
1.120137,0,0,0,0
1.121653,0,0,0,0
1.123202,0,0,0,0
1.124792,0,0,0,0
1.126233,0,0,0,0
1.127752,0,0,0,0
1.129304,0,0,0,0
1.130853,0,0,0,0
1.132443,0,0,0,0
1.133992,0,0,0,0
1.135542,0,0,0,0
1.136979,0,0,0,0
1.138505,0,0,0,0
1.140094,0,0,0,0
1.141647,0,0,0,0
1.143196,0,0,0,0
1.144744,0,0,0,0
1.146250,0,0,0,0
1.147770,0,0,0,0
1.149233,0,0,0,0
1.150752,0,0,0,0
1.152300,0,0,0,0
1.153850,0,0,0,0
1.155399,0,0,0,0
1.156950,0,0,0,0
1.158516,0,0,0,0
1.160062,0,0,0,0
1.161504,0,0,0,0
1.163032,0,0,0,0
1.164624,0,0,0,0
1.166176,0,0,0,0
1.167727,0,0,0,0
1.169293,0,0,0,0
1.170846,0,0,0,0
1.172438,0,0,0,0
1.173990,0,0,0,0
1.175541,0,0,0,0
1.177095,0,0,0,0
1.178648,0,0,0,0
1.180254,0,0,0,0
1.181808,0,0,0,0
1.183351,0,0,0,0
1.184891,0,0,0,0
1.186462,0,0,0,0
1.188010,0,0,0,0
1.189562,0,0,0,0
1.191126,0,0,0,0
1.192673,0,0,0,0
1.194222,0,0,0,0
1.195770,0,0,0,0
1.197364,0,0,0,0
1.198914,0,0,0,0
1.200462,0,0,0,0
1.202024,0,0,0,0
1.203574,0,0,0,0
1.205127,0,0,0,0
1.206677,0,0,0,0
1.208227,0,0,0,0
1.209778,0,0,0,0
1.211436,0,0,0,0
1.213001,0,0,0,0
1.214557,0,0,0,0
1.216106,0,0,0,0
1.217659,0,0,0,0
1.219202,0,0,0,0
1.220783,0,0,0,0
1.222440,0,0,0,0
1.224006,0,0,0,0
1.225558,0,0,0,0
1.226986,0,0,0,0
1.228552,0,0,0,0
1.230103,0,0,0,0
1.231653,0,0,0,0
1.233205,0,0,0,0
1.234770,0,0,0,0
1.236362,0,0,0,0
1.237917,0,0,0,0
1.239467,0,0,0,0
1.241017,0,0,0,0
1.242571,0,0,0,0
1.244163,0,0,0,0
1.245729,0,0,0,0
1.247281,0,0,0,0
1.248830,0,0,0,0
1.250387,0,0,0,0
1.251937,0,0,0,0
1.253534,0,0,0,0
1.255086,0,0,0,0
1.256648,0,0,0,0
1.258200,0,0,0,0
1.259751,0,0,0,0
1.261349,0,0,0,0
1.262899,0,0,0,0
1.264449,0,0,0,0
1.265999,0,0,0,0
1.267563,0,0,0,0
1.269118,0,0,0,0
1.270669,0,0,0,0
1.272218,0,0,0,0
1.273772,0,0,0,0
1.275325,0,0,0,0
1.276876,0,0,0,0
1.278444,0,0,0,0
1.279994,0,0,0,0
1.281547,0,0,0,0
1.283098,0,0,0,0
1.284691,0,0,0,0
1.286244,0,0,0,0
1.287786,0,0,0,0
1.289260,0,0,0,0
1.290783,0,0,0,0
1.292373,0,0,0,0
1.293924,0,0,0,0
1.295474,0,0,0,0
1.297022,0,0,0,0
1.298617,0,0,0,0
1.300219,0,0,0,0
1.301771,0,0,0,0
1.303321,0,0,0,0
1.304869,0,0,0,0
1.306424,0,0,0,0
1.307972,0,0,0,0
1.309522,0,0,0,0
1.311083,0,0,0,0
1.312509,0,0,0,0
1.314038,0,0,0,0
1.315581,0,0,0,0
1.317256,0,0,0,0
1.318797,0,0,0,0
1.320338,0,0,0,0
1.321770,0,0,0,0
1.323293,0,0,0,0
1.324844,0,0,0,0
1.326400,0,0,0,0
1.327949,0,0,0,0
1.329502,0,0,0,0
1.331055,0,0,0,0
1.332661,0,0,0,0
1.334212,0,0,0,0
1.335765,0,0,0,0
1.337318,0,0,0,0
1.338870,0,0,0,0
1.340463,0,0,0,0
1.342014,0,0,0,0
1.343580,0,0,0,0
1.345134,0,0,0,0
1.346676,0,0,0,0
1.348259,0,0,0,0
1.349680,0,0,0,0
1.351206,0,0,0,0
1.352755,0,0,0,0
1.354374,0,0,0,0
1.355924,0,0,0,0
1.357519,0,0,0,0
1.359067,0,0,0,0
1.360613,0,0,0,0
1.362084,0,0,0,0
1.363613,0,0,0,0
1.365179,0,0,0,0
1.366730,0,0,0,0
1.368278,0,0,0,0
1.369832,0,0,0,0
1.371383,0,0,0,0
1.372934,0,0,0,0
1.374491,0,0,0,0
1.376054,0,0,0,0
1.377607,0,0,0,0
1.379158,0,0,0,0
1.380752,0,0,0,0
1.382364,0,0,0,0
1.383915,0,0,0,0
1.385468,0,0,0,0
1.387032,0,0,0,0
1.388624,0,0,0,0
1.390175,0,0,0,0
1.391715,0,0,0,0
1.393361,0,0,0,0
1.394745,0,0,0,0
1.396179,0,0,0,0
1.397710,0,0,0,0
1.399262,0,0,0,0
1.400813,0,0,0,0
1.402369,0,0,0,0
1.403919,0,0,0,0
1.405517,0,0,0,0
1.407068,0,0,0,0
1.408631,0,0,0,0
1.410182,0,0,0,0
1.411734,0,0,0,0
1.413330,0,0,0,0
1.414881,0,0,0,0
1.416432,0,0,0,0
1.417984,0,0,0,0
1.419548,0,0,0,0
1.421104,0,0,0,0
1.422657,0,0,0,0
1.424204,0,0,0,0
1.425757,0,0,0,0
1.427309,0,0,0,0
1.428859,0,0,0,0
1.430429,0,0,0,0
1.431979,0,0,0,0
1.433533,0,0,0,0
1.435085,0,0,0,0
1.436677,0,0,0,0
1.438229,0,0,0,0
1.439781,0,0,0,0
1.441348,0,0,0,0
1.442900,0,0,0,0
1.444491,0,0,0,0
1.446043,0,0,0,0
1.447595,0,0,0,0
1.449149,0,0,0,0
1.450700,0,0,0,0
1.452306,0,0,0,0
1.453860,0,0,0,0
1.455412,0,0,0,0
1.456997,0,0,0,0
1.458553,0,0,0,0
1.460146,0,0,0,0
1.461699,0,0,0,0
1.463139,0,0,0,0
1.464661,0,0,0,0
1.466213,0,0,0,0
1.467766,0,0,0,0
1.469362,0,0,0,0
1.470915,0,0,0,0
1.472464,0,0,0,0
1.474036,0,0,0,0
1.475581,0,0,0,0
1.477196,0,0,0,0
1.478637,0,0,0,0
1.480188,0,0,0,0
1.481742,0,0,0,0
1.483294,0,0,0,0
1.484858,0,0,0,0
1.486415,0,0,0,0
1.487843,0,0,0,0
1.489263,0,0,0,0
1.490654,0,0,0,0
1.492081,0,0,0,0
1.493471,0,0,0,0
1.494869,0,0,0,0
1.496391,0,0,0,0
1.497854,0,0,0,0
1.501281,0,0,0,0
1.502692,0,0,0,0
1.504037,0,0,0,0
1.505393,0,0,0,0
1.506731,0,0,0,0
1.508087,0,0,0,0
1.509506,0,0,0,0
1.510887,0,0,0,0
1.512267,0,0,0,0
1.513648,0,0,0,0
1.515030,0,0,0,0
1.516458,0,0,0,0
1.517842,0,0,0,0
1.519412,0,0,0,0
1.520963,0,0,0,0
1.522520,0,0,0,0
1.524114,0,0,0,0
1.525668,0,0,0,0
1.527234,0,0,0,0
1.528785,0,0,0,0
1.530341,0,0,0,0
1.531892,0,0,0,0
1.533489,0,0,0,0
1.535042,0,0,0,0
1.536593,0,0,0,0
1.538159,0,0,0,0
1.539702,0,0,0,0
1.541261,0,0,0,0
1.542831,0,0,0,0
1.544372,0,0,0,0
1.545792,0,0,0,0
1.547316,0,0,0,0
1.548877,0,0,0,0
1.550432,0,0,0,0
1.551981,0,0,0,0
1.553534,0,0,0,0
1.555086,0,0,0,0
1.556678,0,0,0,0
1.558231,0,0,0,0
1.559795,0,0,0,0
1.561499,0,0,0,0
1.562973,0,0,0,0
1.564540,0,0,0,0
1.566093,0,0,0,0
1.567646,0,0,0,0
1.569201,0,0,0,0
1.570641,0,0,0,0
1.572209,0,0,0,0
1.573766,0,0,0,0
1.575322,0,0,0,0
1.576876,0,0,0,0
1.578436,0,0,0,0
1.579990,0,0,0,0
1.581561,0,0,0,0
1.583117,0,0,0,0
1.584673,0,0,0,0
1.586227,0,0,0,0
1.587783,0,0,0,0
1.589384,0,0,0,0
1.590939,0,0,0,0
1.592506,0,0,0,0
1.594062,0,0,0,0
1.595618,0,0,0,0
1.597177,0,0,0,0
