elapsed_s,TSE_CLIP_VP_FMUL_0_WORKING_CYCLE_L3,TSE_CLIP_VP_FMUL_1_WORKING_CYCLE_L3,TSE_CLIP_VP_FMUL_2_WORKING_CYCLE_L3,TSE_CLIP_VP_FMUL_3_WORKING_CYCLE_L3
0.001105,0,0,0,0
0.002856,0,0,0,0
0.004422,0,0,0,0
0.005930,0,0,0,0
0.007514,0,0,0,0
0.009011,0,0,0,0
0.010475,0,0,0,0
0.012027,0,0,0,0
0.013465,0,0,0,0
0.014924,0,0,0,0
0.016397,0,0,0,0
0.017828,0,0,0,0
0.019313,0,0,0,0
0.020772,0,0,0,0
0.022298,0,0,0,0
0.023761,0,0,0,0
0.025199,0,0,0,0
0.026607,0,0,0,0
0.027982,0,0,0,0
0.029417,0,0,0,0
0.030921,0,0,0,0
0.032238,0,0,0,0
0.033673,0,0,0,0
0.035107,0,0,0,0
0.036543,0,0,0,0
0.038000,0,0,0,0
0.039399,0,0,0,0
0.040795,0,0,0,0
0.042203,0,0,0,0
0.043604,0,0,0,0
0.045003,0,0,0,0
0.046400,0,0,0,0
0.047974,0,0,0,0
0.049377,0,0,0,0
0.050776,0,0,0,0
0.052260,0,0,0,0
0.053661,0,0,0,0
0.055202,0,0,0,0
0.056604,0,0,0,0
0.058008,0,0,0,0
0.059412,0,0,0,0
0.060816,0,0,0,0
0.062220,0,0,0,0
0.063678,0,0,0,0
0.065081,0,0,0,0
0.066485,0,0,0,0
0.067961,0,0,0,0
0.069372,0,0,0,0
0.070799,0,0,0,0
0.072173,0,0,0,0
0.073571,0,0,0,0
0.074984,0,0,0,0
0.076337,0,0,0,0
0.077681,0,0,0,0
0.079024,0,0,0,0
0.080364,0,0,0,0
0.081704,0,0,0,0
0.083386,0,0,0,0
0.084733,0,0,0,0
0.086116,0,0,0,0
0.087527,0,0,0,0
0.088920,0,0,0,0
0.090307,0,0,0,0
0.091693,0,0,0,0
0.093088,0,0,0,0
0.094355,0,0,0,0
0.095742,0,0,0,0
0.097144,0,0,0,0
0.098533,0,0,0,0
0.099919,0,0,0,0
0.101306,0,0,0,0
0.102734,0,0,0,0
0.104118,0,0,0,0
0.105502,0,0,0,0
0.107136,0,0,0,0
0.108565,0,0,0,0
0.109944,0,0,0,0
0.114945,0,0,0,0
0.116331,0,0,0,0
0.117714,0,0,0,0
0.119302,0,0,0,0
0.120702,0,0,0,0
0.122048,0,0,0,0
0.123391,0,0,0,0
0.124732,0,0,0,0
0.126072,0,0,0,0
0.127410,0,0,0,0
0.128747,0,0,0,0
0.130101,0,0,0,0
0.131441,0,0,0,0
0.132777,0,0,0,0
0.134135,0,0,0,0
0.135517,0,0,0,0
0.137016,0,0,0,0
0.138557,0,0,0,0
0.140239,0,0,0,0
0.141798,0,0,0,0
0.143350,0,0,0,0
0.144900,0,0,0,0
0.146448,0,0,0,0
