elapsed_s,TSE_BE_EARLY_CULL_CLIPPED_PRIM,TSE_BE_BR_STALLS_DUETO_BV_CLIP,TSE_BE_BR_STALLS_DUETO_BV_POLY,TSE_BE_BV_STALLS_DUETO_BR_CLIP
0.001493,0,0,0,0
0.003126,0,0,0,0
0.004684,0,0,0,0
0.006173,0,0,0,0
0.007659,0,0,0,0
0.009141,0,0,0,0
0.010633,0,0,0,0
0.012131,0,0,0,0
0.013613,0,0,0,0
0.015367,0,0,0,0
0.016985,0,0,0,0
0.018556,0,0,0,0
0.020229,0,0,0,0
0.021707,0,0,0,0
0.023167,0,0,0,0
0.024626,0,0,0,0
0.026084,0,0,0,0
0.027677,0,0,0,0
0.029139,0,0,0,0
0.030595,0,0,0,0
0.032113,0,0,0,0
0.033570,0,0,0,0
0.035140,0,0,0,0
0.036711,0,0,0,0
0.038282,0,0,0,0
0.039893,0,0,0,0
0.041465,0,0,0,0
0.043060,0,0,0,0
0.044548,0,0,0,0
0.046124,0,0,0,0
0.047700,0,0,0,0
0.049277,0,0,0,0
0.050825,0,0,0,0
0.052325,0,0,0,0
0.053808,0,0,0,0
0.055339,0,0,0,0
0.056814,0,0,0,0
0.058290,0,0,0,0
0.059881,0,0,0,0
0.061377,0,0,0,0
0.062854,0,0,0,0
0.064254,0,0,0,0
0.065636,0,0,0,0
0.067053,0,0,0,0
0.068396,0,0,0,0
0.069785,0,0,0,0
0.071151,0,0,0,0
0.072511,0,0,0,0
0.073860,0,0,0,0
0.075229,0,0,0,0
0.076627,0,0,0,0
0.078065,0,0,0,0
0.079442,0,0,0,0
0.080827,0,0,0,0
0.082284,0,0,0,0
0.083668,0,0,0,0
0.085108,0,0,0,0
0.086529,0,0,0,0
0.087916,0,0,0,0
0.089298,0,0,0,0
0.090681,0,0,0,0
0.092059,0,0,0,0
0.093453,0,0,0,0
0.094672,0,0,0,0
0.096018,0,0,0,0
0.097374,0,0,0,0
0.099932,0,0,0,0
0.101329,0,0,0,0
0.102723,0,0,0,0
0.104109,0,0,0,0
0.105488,0,0,0,0
0.107309,0,0,0,0
0.108701,0,0,0,0
0.110080,0,0,0,0
0.114898,0,0,0,0
0.116417,0,0,0,0
0.117838,0,0,0,0
0.119205,0,0,0,0
0.120547,0,0,0,0
0.121895,0,0,0,0
0.123234,0,0,0,0
0.124572,0,0,0,0
0.125910,0,0,0,0
0.127315,0,0,0,0
0.128692,0,0,0,0
0.130158,0,0,0,0
0.131503,0,0,0,0
0.132844,0,0,0,0
0.134180,0,0,0,0
0.135517,0,0,0,0
0.136856,0,0,0,0
0.138188,0,0,0,0
0.139524,0,0,0,0
0.140870,0,0,0,0
0.142205,0,0,0,0
0.143538,0,0,0,0
0.144874,0,0,0,0
0.146338,0,0,0,0
0.147961,0,0,0,0
0.149509,0,0,0,0
0.151075,0,0,0,0
0.152626,0,0,0,0
0.154175,0,0,0,0
0.155726,0,0,0,0
0.157277,0,0,0,0
0.158829,0,0,0,0
0.160379,0,0,0,0
0.161983,0,0,0,0
0.163534,0,0,0,0
0.165085,0,0,0,0
0.166633,0,0,0,0
0.168229,0,0,0,0
0.169676,0,0,0,0
0.171227,0,0,0,0
0.172790,0,0,0,0
0.174339,0,0,0,0
0.175839,0,0,0,0
0.177361,0,0,0,0
0.178957,0,0,0,0
0.180508,0,0,0,0
0.182057,0,0,0,0
0.183621,0,0,0,0
0.185172,0,0,0,0
0.186723,0,0,0,0
0.188274,0,0,0,0
0.189823,0,0,0,0
0.191375,0,0,0,0
0.192926,0,0,0,0
0.194362,0,0,0,0
0.195946,0,0,0,0
0.197495,0,0,0,0
0.199047,0,0,0,0
0.200598,0,0,0,0
0.202148,0,0,0,0
0.203700,0,0,0,0
0.205263,0,0,0,0
0.206755,0,0,0,0
0.208133,0,0,0,0
0.209476,0,0,0,0
0.210908,0,0,0,0
0.212241,0,0,0,0
0.213570,0,0,0,0
0.214946,0,0,0,0
0.216296,0,0,0,0
0.217625,0,0,0,0
0.219000,0,0,0,0
0.220332,0,0,0,0
0.221660,0,0,0,0
0.223038,0,0,0,0
0.224366,0,0,0,0
0.225742,0,0,0,0
0.227106,0,0,0,0
0.228412,0,0,0,0
0.229717,0,0,0,0
0.231070,0,0,0,0
0.232375,0,0,0,0
0.233680,0,0,0,0
0.235034,0,0,0,0
0.236338,0,0,0,0
0.237650,0,0,0,0
0.239003,0,0,0,0
0.240308,0,0,0,0
0.241647,0,0,0,0
0.242958,0,0,0,0
0.244211,0,0,0,0
0.245570,0,0,0,0
0.246979,0,0,0,0
0.248342,0,0,0,0
0.249752,0,0,0,0
0.251161,0,0,0,0
0.252521,0,0,0,0
0.253880,0,0,0,0
0.255288,0,0,0,0
0.256647,0,0,0,0
0.258066,0,0,0,0
0.259539,0,0,0,0
0.260960,0,0,0,0
0.262919,0,0,0,0
0.264307,0,0,0,0
0.265689,0,0,0,0
0.267072,0,0,0,0
0.268469,0,0,0,0
0.269870,0,0,0,0
0.274774,0,0,0,0
0.276190,0,0,0,0
0.277540,0,0,0,0
0.278959,0,0,0,0
0.280389,0,0,0,0
0.281746,0,0,0,0
0.283097,0,0,0,0
0.284445,0,0,0,0
0.285792,0,0,0,0
0.287138,0,0,0,0
0.288483,0,0,0,0
0.289840,0,0,0,0
0.294701,0,0,0,0
0.296088,0,0,0,0
0.297469,0,0,0,0
0.298849,0,0,0,0
0.300229,0,0,0,0
0.301618,0,0,0,0
0.302999,0,0,0,0
0.304379,0,0,0,0
0.305834,0,0,0,0
0.307342,0,0,0,0
0.308734,0,0,0,0
0.310079,0,0,0,0
0.311424,0,0,0,0
0.312781,0,0,0,0
0.314120,0,0,0,0
0.315463,0,0,0,0
0.316801,0,0,0,0
0.318139,0,0,0,0
0.319479,0,0,0,0
0.320814,0,0,0,0
0.322282,0,0,0,0
0.323736,0,0,0,0
0.325257,0,0,0,0
0.326811,0,0,0,0
0.328363,0,0,0,0
0.329914,0,0,0,0
0.331466,0,0,0,0
0.333017,0,0,0,0
0.334578,0,0,0,0
0.336135,0,0,0,0
0.337727,0,0,0,0
0.339281,0,0,0,0
0.340832,0,0,0,0
0.342382,0,0,0,0
0.343938,0,0,0,0
0.345502,0,0,0,0
0.347056,0,0,0,0
0.348607,0,0,0,0
0.350157,0,0,0,0
0.351709,0,0,0,0
0.353261,0,0,0,0
0.354814,0,0,0,0
0.356380,0,0,0,0
0.357930,0,0,0,0
0.359485,0,0,0,0
0.361037,0,0,0,0
0.362632,0,0,0,0
0.364124,0,0,0,0
0.365513,0,0,0,0
0.367042,0,0,0,0
0.368584,0,0,0,0
0.370177,0,0,0,0
0.371595,0,0,0,0
0.373024,0,0,0,0
0.374411,0,0,0,0
0.375800,0,0,0,0
0.377196,0,0,0,0
0.378579,0,0,0,0
0.379965,0,0,0,0
0.381545,0,0,0,0
0.383095,0,0,0,0
0.384645,0,0,0,0
0.386234,0,0,0,0
0.387798,0,0,0,0
0.389347,0,0,0,0
0.390795,0,0,0,0
0.392178,0,0,0,0
0.393520,0,0,0,0
0.394859,0,0,0,0
0.396243,0,0,0,0
0.397599,0,0,0,0
0.398957,0,0,0,0
0.400297,0,0,0,0
0.401676,0,0,0,0
0.403070,0,0,0,0
0.404416,0,0,0,0
0.405751,0,0,0,0
0.407086,0,0,0,0
0.408422,0,0,0,0
0.409767,0,0,0,0
0.411101,0,0,0,0
0.412434,0,0,0,0
0.413768,0,0,0,0
0.415192,0,0,0,0
0.416546,0,0,0,0
0.417939,0,0,0,0
0.419301,0,0,0,0
0.420625,0,0,0,0
0.421936,0,0,0,0
0.423247,0,0,0,0
0.424554,0,0,0,0
0.425861,0,0,0,0
0.427215,0,0,0,0
0.428522,0,0,0,0
0.429828,0,0,0,0
0.431190,0,0,0,0
0.432498,0,0,0,0
0.433842,0,0,0,0
0.435183,0,0,0,0
0.436476,0,0,0,0
0.437767,0,0,0,0
0.439107,0,0,0,0
0.440398,0,0,0,0
0.441696,0,0,0,0
0.443035,0,0,0,0
0.444326,0,0,0,0
0.445615,0,0,0,0
0.446954,0,0,0,0
0.448245,0,0,0,0
0.449536,0,0,0,0
0.450879,0,0,0,0
0.452242,0,0,0,0
0.453603,0,0,0,0
0.455012,0,0,0,0
0.456371,0,0,0,0
0.457788,0,0,0,0
0.459208,0,0,0,0
0.460572,0,0,0,0
0.461933,0,0,0,0
0.463298,0,0,0,0
0.464661,0,0,0,0
0.466037,0,0,0,0
0.469530,0,0,0,0
0.471019,0,0,0,0
0.472454,0,0,0,0
0.473868,0,0,0,0
0.475257,0,0,0,0
0.476640,0,0,0,0
0.478024,0,0,0,0
0.479410,0,0,0,0
0.480794,0,0,0,0
0.482180,0,0,0,0
0.484240,0,0,0,0
0.485641,0,0,0,0
0.487028,0,0,0,0
0.488412,0,0,0,0
0.489796,0,0,0,0
0.492334,0,0,0,0
0.493714,0,0,0,0
0.495286,0,0,0,0
0.496677,0,0,0,0
0.498108,0,0,0,0
0.502733,0,0,0,0
0.504197,0,0,0,0
0.505609,0,0,0,0
0.507001,0,0,0,0
0.508381,0,0,0,0
0.509761,0,0,0,0
0.511856,0,0,0,0
0.513269,0,0,0,0
0.514717,0,0,0,0
0.516247,0,0,0,0
0.517623,0,0,0,0
0.518966,0,0,0,0
0.520307,0,0,0,0
0.521646,0,0,0,0
0.522986,0,0,0,0
0.524324,0,0,0,0
0.525663,0,0,0,0
0.527002,0,0,0,0
0.528358,0,0,0,0
0.529891,0,0,0,0
0.531410,0,0,0,0
0.532801,0,0,0,0
0.534187,0,0,0,0
0.535575,0,0,0,0
0.536961,0,0,0,0
0.538345,0,0,0,0
0.539796,0,0,0,0
0.541182,0,0,0,0
0.542566,0,0,0,0
0.543953,0,0,0,0
0.545338,0,0,0,0
0.546761,0,0,0,0
0.548144,0,0,0,0
0.549656,0,0,0,0
0.551268,0,0,0,0
0.552695,0,0,0,0
0.554085,0,0,0,0
0.555474,0,0,0,0
0.556860,0,0,0,0
0.558245,0,0,0,0
0.559632,0,0,0,0
0.561145,0,0,0,0
0.562710,0,0,0,0
0.564260,0,0,0,0
0.565809,0,0,0,0
0.567325,0,0,0,0
0.568789,0,0,0,0
0.570181,0,0,0,0
0.571572,0,0,0,0
0.572969,0,0,0,0
0.574355,0,0,0,0
0.575798,0,0,0,0
0.577405,0,0,0,0
0.579001,0,0,0,0
0.580551,0,0,0,0
0.582098,0,0,0,0
0.583533,0,0,0,0
0.585053,0,0,0,0
0.586601,0,0,0,0
0.588156,0,0,0,0
0.589703,0,0,0,0
0.591254,0,0,0,0
0.592801,0,0,0,0
0.595242,0,0,0,0
0.596667,0,0,0,0
0.598059,0,0,0,0
0.599466,0,0,0,0
0.600845,0,0,0,0
0.602223,0,0,0,0
0.603599,0,0,0,0
0.604989,0,0,0,0
0.606366,0,0,0,0
0.607957,0,0,0,0
0.609336,0,0,0,0
0.610768,0,0,0,0
0.612122,0,0,0,0
0.613475,0,0,0,0
0.614801,0,0,0,0
0.616162,0,0,0,0
0.617515,0,0,0,0
0.618869,0,0,0,0
0.620223,0,0,0,0
0.621577,0,0,0,0
0.622929,0,0,0,0
0.624282,0,0,0,0
0.625671,0,0,0,0
0.627091,0,0,0,0
0.628501,0,0,0,0
0.629910,0,0,0,0
0.631320,0,0,0,0
0.632729,0,0,0,0
0.634031,0,0,0,0
0.635440,0,0,0,0
0.636852,0,0,0,0
0.638265,0,0,0,0
0.639675,0,0,0,0
0.641085,0,0,0,0
0.642526,0,0,0,0
0.644223,0,0,0,0
0.645706,0,0,0,0
0.647204,0,0,0,0
0.648625,0,0,0,0
0.650021,0,0,0,0
0.651415,0,0,0,0
0.652798,0,0,0,0
0.654195,0,0,0,0
0.655637,0,0,0,0
0.657022,0,0,0,0
0.658449,0,0,0,0
0.661411,0,0,0,0
0.662888,0,0,0,0
0.664271,0,0,0,0
0.665514,0,0,0,0
0.666959,0,0,0,0
0.668377,0,0,0,0
0.669761,0,0,0,0
0.671158,0,0,0,0
0.672543,0,0,0,0
0.673970,0,0,0,0
0.675356,0,0,0,0
0.676738,0,0,0,0
0.678119,0,0,0,0
0.680286,0,0,0,0
0.681682,0,0,0,0
0.683062,0,0,0,0
0.684442,0,0,0,0
0.685821,0,0,0,0
0.687736,0,0,0,0
0.689771,0,0,0,0
0.691175,0,0,0,0
0.692543,0,0,0,0
0.693931,0,0,0,0
0.695313,0,0,0,0
0.696690,0,0,0,0
0.698068,0,0,0,0
0.699449,0,0,0,0
0.700837,0,0,0,0
0.702222,0,0,0,0
0.703621,0,0,0,0
0.705729,0,0,0,0
0.708293,0,0,0,0
0.710980,0,0,0,0
0.712617,0,0,0,0
0.714327,0,0,0,0
0.715711,0,0,0,0
0.717129,0,0,0,0
0.718509,0,0,0,0
0.719894,0,0,0,0
0.721310,0,0,0,0
0.722901,0,0,0,0
0.724315,0,0,0,0
0.725660,0,0,0,0
0.727002,0,0,0,0
0.728342,0,0,0,0
0.729682,0,0,0,0
0.731021,0,0,0,0
0.732365,0,0,0,0
0.733704,0,0,0,0
0.735057,0,0,0,0
0.736397,0,0,0,0
0.737870,0,0,0,0
