elapsed_s,TSE_CLIP_VP_FADD_1_WORKING_CYCLE_L3,TSE_CLIP_VP_FADD_2_WORKING_CYCLE_L3,TSE_CLIP_VP_RCP_WORKING_CYCLE_L2,TSE_VP_TRANSFORM_WORKING_CYCLE_L1
0.001100,0,0,0,0
0.002647,0,0,0,0
0.004133,0,0,0,0
0.005612,0,0,0,0
0.007095,0,0,0,0
0.008576,0,0,0,0
0.010071,0,0,0,0
0.011610,0,0,0,0
0.013084,0,0,0,0
0.014564,0,0,0,0
0.016050,0,0,0,0
0.017533,0,0,0,0
0.019012,0,0,0,0
0.020507,0,0,0,0
0.021988,0,0,0,0
0.023468,0,0,0,0
0.025037,0,0,0,0
0.026540,0,0,0,0
0.028089,0,0,0,0
0.029548,0,0,0,0
0.031015,0,0,0,0
0.032474,0,0,0,0
0.033932,0,0,0,0
0.035388,0,0,0,0
0.036913,0,0,0,0
0.038370,0,0,0,0
0.039914,0,0,0,0
0.041380,0,0,0,0
0.042897,0,0,0,0
0.044426,0,0,0,0
0.045969,0,0,0,0
0.047493,0,0,0,0
0.049070,0,0,0,0
0.050525,0,0,0,0
0.051988,0,0,0,0
0.053441,0,0,0,0
0.054896,0,0,0,0
0.056350,0,0,0,0
0.057820,0,0,0,0
0.059294,0,0,0,0
0.060796,0,0,0,0
0.062328,0,0,0,0
0.063710,0,0,0,0
0.065101,0,0,0,0
0.066567,0,0,0,0
0.067901,0,0,0,0
0.069229,0,0,0,0
0.070549,0,0,0,0
0.072051,0,0,0,0
0.073427,0,0,0,0
0.074773,0,0,0,0
0.076185,0,0,0,0
0.077574,0,0,0,0
0.078957,0,0,0,0
0.080344,0,0,0,0
0.081736,0,0,0,0
0.083126,0,0,0,0
0.084527,0,0,0,0
0.085915,0,0,0,0
0.087286,0,0,0,0
0.089424,0,0,0,0
0.090875,0,0,0,0
0.092266,0,0,0,0
0.093652,0,0,0,0
0.095047,0,0,0,0
0.097818,0,0,0,0
0.099538,0,0,0,0
0.100959,0,0,0,0
0.102339,0,0,0,0
0.103741,0,0,0,0
0.108926,0,0,0,0
0.110307,0,0,0,0
0.111734,0,0,0,0
0.113162,0,0,0,0
0.114502,0,0,0,0
0.116020,0,0,0,0
0.117415,0,0,0,0
0.118760,0,0,0,0
0.120121,0,0,0,0
0.121462,0,0,0,0
0.122821,0,0,0,0
0.124207,0,0,0,0
0.125590,0,0,0,0
0.126969,0,0,0,0
0.128351,0,0,0,0
0.129739,0,0,0,0
0.131134,0,0,0,0
0.132523,0,0,0,0
0.133903,0,0,0,0
0.135282,0,0,0,0
0.136664,0,0,0,0
0.138051,0,0,0,0
0.139436,0,0,0,0
0.140952,0,0,0,0
0.142516,0,0,0,0
0.144068,0,0,0,0
0.145620,0,0,0,0
0.147170,0,0,0,0
0.148721,0,0,0,0
0.150273,0,0,0,0
0.151826,0,0,0,0
0.153390,0,0,0,0
0.154983,0,0,0,0
0.156535,0,0,0,0
0.158087,0,0,0,0
0.159638,0,0,0,0
0.161215,0,0,0,0
0.162764,0,0,0,0
0.164329,0,0,0,0
0.165883,0,0,0,0
0.167432,0,0,0,0
0.168988,0,0,0,0
0.170539,0,0,0,0
0.172137,0,0,0,0
0.173687,0,0,0,0
0.175249,0,0,0,0
0.176803,0,0,0,0
0.178353,0,0,0,0
0.179906,0,0,0,0
0.181458,0,0,0,0
0.183008,0,0,0,0
0.184559,0,0,0,0
0.186122,0,0,0,0
0.187676,0,0,0,0
0.189228,0,0,0,0
0.190777,0,0,0,0
0.192329,0,0,0,0
0.193880,0,0,0,0
0.195429,0,0,0,0
0.197000,0,0,0,0
0.198914,0,0,0,0
0.200356,0,0,0,0
