elapsed_s,TSE_REG_PROGRAMMING_ONLY_CYCLE_L0,TSE_COMMON_RAM_WORKING_CYCLE_L2,TSE_COMMON_RAM_RD_WORKING_CYCLE_L3,TSE_COMMON_RAM_WR_WORKING_CYCLE_L3
0.001104,0,0,0,0
0.002934,0,0,0,0
0.004406,0,0,0,0
0.005851,0,0,0,0
0.007369,0,0,0,0
0.008807,0,0,0,0
0.010281,0,0,0,0
0.012013,0,0,0,0
0.013475,0,0,0,0
0.014968,0,0,0,0
0.016424,0,0,0,0
0.017956,0,0,0,0
0.019401,0,0,0,0
0.020851,0,0,0,0
0.022266,0,0,0,0
0.023683,0,0,0,0
0.025119,0,0,0,0
0.026542,0,0,0,0
0.027967,0,0,0,0
0.029382,0,0,0,0
0.030796,0,0,0,0
0.032224,0,0,0,0
0.033697,0,0,0,0
0.035096,0,0,0,0
0.036540,0,0,0,0
0.037940,0,0,0,0
0.039511,0,0,0,0
0.041043,0,0,0,0
0.042585,0,0,0,0
0.044166,0,0,0,0
0.045574,0,0,0,0
0.047105,0,0,0,0
0.048545,0,0,0,0
0.049998,0,0,0,0
0.051562,0,0,0,0
0.053044,0,0,0,0
0.054525,0,0,0,0
0.056000,0,0,0,0
0.057476,0,0,0,0
0.058953,0,0,0,0
0.060446,0,0,0,0
0.061924,0,0,0,0
0.063539,0,0,0,0
0.064903,0,0,0,0
0.066371,0,0,0,0
0.067717,0,0,0,0
0.069060,0,0,0,0
0.070402,0,0,0,0
0.071926,0,0,0,0
0.073302,0,0,0,0
0.074686,0,0,0,0
0.076033,0,0,0,0
0.077378,0,0,0,0
0.078724,0,0,0,0
0.080107,0,0,0,0
0.081375,0,0,0,0
0.082832,0,0,0,0
0.084258,0,0,0,0
0.085690,0,0,0,0
0.087111,0,0,0,0
0.088536,0,0,0,0
0.089955,0,0,0,0
0.091428,0,0,0,0
0.092866,0,0,0,0
0.094129,0,0,0,0
0.095561,0,0,0,0
0.096956,0,0,0,0
0.098378,0,0,0,0
0.099764,0,0,0,0
0.101150,0,0,0,0
0.103256,0,0,0,0
0.104642,0,0,0,0
0.106021,0,0,0,0
0.108141,0,0,0,0
0.109522,0,0,0,0
0.114336,0,0,0,0
0.115730,0,0,0,0
0.117075,0,0,0,0
0.118735,0,0,0,0
0.120124,0,0,0,0
0.121469,0,0,0,0
0.122812,0,0,0,0
0.124151,0,0,0,0
0.125488,0,0,0,0
0.126825,0,0,0,0
0.128163,0,0,0,0
0.129568,0,0,0,0
0.130905,0,0,0,0
0.132239,0,0,0,0
0.133574,0,0,0,0
0.134912,0,0,0,0
0.136249,0,0,0,0
0.137586,0,0,0,0
0.138923,0,0,0,0
0.140271,0,0,0,0
0.141607,0,0,0,0
0.142945,0,0,0,0
0.144280,0,0,0,0
0.145748,0,0,0,0
0.147313,0,0,0,0
0.148863,0,0,0,0
0.150415,0,0,0,0
0.151978,0,0,0,0
0.153527,0,0,0,0
0.154972,0,0,0,0
0.156517,0,0,0,0
0.158066,0,0,0,0
0.159679,0,0,0,0
0.161271,0,0,0,0
0.162835,0,0,0,0
0.164387,0,0,0,0
0.165936,0,0,0,0
0.167489,0,0,0,0
0.169038,0,0,0,0
0.170590,0,0,0,0
0.172141,0,0,0,0
0.173700,0,0,0,0
0.175250,0,0,0,0
0.176799,0,0,0,0
0.178352,0,0,0,0
0.179893,0,0,0,0
0.181433,0,0,0,0
0.182852,0,0,0,0
0.184382,0,0,0,0
0.185931,0,0,0,0
0.187535,0,0,0,0
0.189233,0,0,0,0
0.190912,0,0,0,0
0.192340,0,0,0,0
0.193777,0,0,0,0
0.195181,0,0,0,0
0.196570,0,0,0,0
0.197957,0,0,0,0
0.199346,0,0,0,0
0.200861,0,0,0,0
0.202413,0,0,0,0
0.203962,0,0,0,0
0.205526,0,0,0,0
0.206950,0,0,0,0
0.208336,0,0,0,0
0.209757,0,0,0,0
0.211137,0,0,0,0
0.212516,0,0,0,0
0.213892,0,0,0,0
0.215270,0,0,0,0
0.216660,0,0,0,0
0.218037,0,0,0,0
0.219480,0,0,0,0
0.220858,0,0,0,0
0.222283,0,0,0,0
0.223643,0,0,0,0
0.225020,0,0,0,0
0.226541,0,0,0,0
0.227903,0,0,0,0
0.229257,0,0,0,0
0.230610,0,0,0,0
0.231963,0,0,0,0
0.233316,0,0,0,0
0.234668,0,0,0,0
0.236020,0,0,0,0
0.237372,0,0,0,0
0.238733,0,0,0,0
0.240086,0,0,0,0
0.241476,0,0,0,0
0.242890,0,0,0,0
0.244301,0,0,0,0
0.245710,0,0,0,0
0.247119,0,0,0,0
0.248530,0,0,0,0
0.249947,0,0,0,0
0.251366,0,0,0,0
0.252775,0,0,0,0
0.254184,0,0,0,0
0.255542,0,0,0,0
0.256963,0,0,0,0
0.258282,0,0,0,0
0.259652,0,0,0,0
0.261017,0,0,0,0
0.262427,0,0,0,0
0.263788,0,0,0,0
0.265149,0,0,0,0
0.266558,0,0,0,0
0.267968,0,0,0,0
0.269382,0,0,0,0
0.270798,0,0,0,0
0.272174,0,0,0,0
0.273443,0,0,0,0
0.274842,0,0,0,0
0.276250,0,0,0,0
0.277637,0,0,0,0
0.279044,0,0,0,0
0.280430,0,0,0,0
0.281815,0,0,0,0
0.283172,0,0,0,0
0.284556,0,0,0,0
0.285942,0,0,0,0
0.287481,0,0,0,0
0.288868,0,0,0,0
0.290297,0,0,0,0
0.291682,0,0,0,0
0.293071,0,0,0,0
0.294480,0,0,0,0
0.296215,0,0,0,0
0.297594,0,0,0,0
0.302294,0,0,0,0
0.303897,0,0,0,0
0.305328,0,0,0,0
0.306713,0,0,0,0
0.308096,0,0,0,0
0.309481,0,0,0,0
0.310868,0,0,0,0
0.312248,0,0,0,0
0.313625,0,0,0,0
0.315021,0,0,0,0
0.316401,0,0,0,0
0.317780,0,0,0,0
0.319161,0,0,0,0
0.320548,0,0,0,0
