elapsed_s,TSE_SETUP_CTRL_WORKING_CYCLE_L2,TSE_SETUP_FDP3_WORKING_CYCLE_L2,TSE_SETUP_FDP3_0_WORKING_CYCLE_L3,TSE_SETUP_FDP3_1_WORKING_CYCLE_L3
0.001096,0,0,0,0
0.002669,0,0,0,0
0.004161,0,0,0,0
0.005658,0,0,0,0
0.007134,0,0,0,0
0.008612,0,0,0,0
0.010101,0,0,0,0
0.011583,0,0,0,0
0.013064,0,0,0,0
0.014546,0,0,0,0
0.016031,0,0,0,0
0.017574,0,0,0,0
0.019054,0,0,0,0
0.020548,0,0,0,0
0.022030,0,0,0,0
0.023594,0,0,0,0
0.025053,0,0,0,0
0.026511,0,0,0,0
0.027969,0,0,0,0
0.029488,0,0,0,0
0.030953,0,0,0,0
0.032578,0,0,0,0
0.034035,0,0,0,0
0.035493,0,0,0,0
0.036951,0,0,0,0
0.038410,0,0,0,0
0.039927,0,0,0,0
0.041504,0,0,0,0
0.043078,0,0,0,0
0.044652,0,0,0,0
0.046227,0,0,0,0
0.047800,0,0,0,0
0.049531,0,0,0,0
0.051105,0,0,0,0
0.052556,0,0,0,0
0.054128,0,0,0,0
0.055751,0,0,0,0
0.057279,0,0,0,0
0.058829,0,0,0,0
0.060354,0,0,0,0
0.061878,0,0,0,0
0.063411,0,0,0,0
0.064935,0,0,0,0
0.066351,0,0,0,0
0.067766,0,0,0,0
0.069181,0,0,0,0
0.070597,0,0,0,0
0.072026,0,0,0,0
0.073426,0,0,0,0
0.074797,0,0,0,0
0.076167,0,0,0,0
0.077538,0,0,0,0
0.078908,0,0,0,0
0.080279,0,0,0,0
0.081657,0,0,0,0
0.083077,0,0,0,0
0.084505,105,105,105,105
0.085874,0,0,0,0
0.087259,0,0,0,0
0.088714,0,0,0,0
0.090130,0,0,0,0
0.091560,0,0,0,0
0.093280,0,0,0,0
0.094789,0,0,0,0
0.096181,0,0,0,0
0.097776,567,567,567,567
0.099491,168,168,168,168
0.100880,0,0,0,0
0.102269,0,0,0,0
0.103703,0,0,0,0
0.105109,0,0,0,0
0.106496,0,0,0,0
0.107879,0,0,0,0
0.109258,0,0,0,0
0.110640,0,0,0,0
0.112021,0,0,0,0
0.113760,0,0,0,0
0.115155,0,0,0,0
0.116534,0,0,0,0
0.117911,0,0,0,0
0.119336,0,0,0,0
0.120714,0,0,0,0
0.122092,0,0,0,0
0.123471,0,0,0,0
0.127067,0,0,0,0
0.128468,0,0,0,0
0.129865,0,0,0,0
0.131245,0,0,0,0
0.132722,0,0,0,0
0.134227,0,0,0,0
0.135671,0,0,0,0
0.137054,0,0,0,0
0.138442,0,0,0,0
0.139821,0,0,0,0
0.141203,0,0,0,0
0.142591,0,0,0,0
0.143977,0,0,0,0
0.145367,0,0,0,0
0.146764,0,0,0,0
0.148151,0,0,0,0
0.149540,0,0,0,0
0.150927,0,0,0,0
0.152356,0,0,0,0
0.153751,0,0,0,0
0.155137,0,0,0,0
0.156524,0,0,0,0
0.157919,0,0,0,0
0.159302,0,0,0,0
0.160688,0,0,0,0
0.162202,0,0,0,0
0.163749,0,0,0,0
0.165298,0,0,0,0
0.166848,0,0,0,0
0.168452,0,0,0,0
0.170001,0,0,0,0
0.171550,0,0,0,0
0.173099,0,0,0,0
0.174649,0,0,0,0
0.176196,0,0,0,0
0.177621,0,0,0,0
0.179023,0,0,0,0
0.180544,0,0,0,0
0.182093,0,0,0,0
0.183684,0,0,0,0
0.185233,0,0,0,0
0.186782,0,0,0,0
0.188332,0,0,0,0
0.189895,0,0,0,0
0.191444,0,0,0,0
0.192994,0,0,0,0
0.194545,0,0,0,0
0.196093,0,0,0,0
0.197647,0,0,0,0
0.199237,0,0,0,0
0.200801,0,0,0,0
0.202351,0,0,0,0
0.203898,0,0,0,0
0.205508,0,0,0,0
0.207058,0,0,0,0
0.208609,0,0,0,0
0.210159,0,0,0,0
0.211622,0,0,0,0
0.213173,0,0,0,0
0.214535,0,0,0,0
0.215922,0,0,0,0
0.217388,0,0,0,0
0.218732,0,0,0,0
0.220069,0,0,0,0
0.221419,0,0,0,0
0.222769,0,0,0,0
0.224107,0,0,0,0
0.225502,0,0,0,0
0.226838,0,0,0,0
0.228174,0,0,0,0
0.229511,0,0,0,0
0.230846,0,0,0,0
0.232335,0,0,0,0
0.234995,0,0,0,0
0.236477,0,0,0,0
0.237874,0,0,0,0
0.239235,0,0,0,0
0.240651,0,0,0,0
0.242006,0,0,0,0
0.243359,0,0,0,0
0.244725,0,0,0,0
0.246072,0,0,0,0
0.247473,0,0,0,0
0.248781,0,0,0,0
0.250083,0,0,0,0
0.251493,0,0,0,0
0.252795,0,0,0,0
0.254207,0,0,0,0
0.255620,0,0,0,0
0.257032,0,0,0,0
0.258443,0,0,0,0
0.259854,0,0,0,0
0.261266,0,0,0,0
0.262639,0,0,0,0
0.264098,0,0,0,0
0.265506,0,0,0,0
0.266908,0,0,0,0
0.268366,0,0,0,0
0.269752,0,0,0,0
0.271144,0,0,0,0
0.272586,0,0,0,0
0.274054,105,105,105,105
0.275440,0,0,0,0
0.280303,0,0,0,0
0.281708,0,0,0,0
0.283089,441,441,441,441
0.284372,294,294,294,294
0.285788,0,0,0,0
0.287177,0,0,0,0
0.288562,0,0,0,0
0.289948,0,0,0,0
0.291331,0,0,0,0
0.292726,0,0,0,0
0.294109,0,0,0,0
0.295493,0,0,0,0
0.297517,0,0,0,0
0.298894,0,0,0,0
0.300297,0,0,0,0
0.301737,0,0,0,0
0.303123,0,0,0,0
0.304511,0,0,0,0
0.305894,0,0,0,0
0.307273,0,0,0,0
0.309601,0,0,0,0
0.311788,0,0,0,0
0.313207,0,0,0,0
0.314732,0,0,0,0
0.316362,0,0,0,0
0.317918,0,0,0,0
0.320385,0,0,0,0
0.322330,0,0,0,0
0.324244,0,0,0,0
0.325608,0,0,0,0
0.326989,0,0,0,0
0.328412,0,0,0,0
0.329798,0,0,0,0
0.331181,0,0,0,0
0.332569,0,0,0,0
0.333954,0,0,0,0
0.335350,0,0,0,0
0.336736,0,0,0,0
0.338207,0,0,0,0
0.339566,0,0,0,0
0.340911,0,0,0,0
0.342252,0,0,0,0
0.343616,0,0,0,0
0.345011,0,0,0,0
0.346414,0,0,0,0
0.347929,0,0,0,0
0.349572,0,0,0,0
0.351122,0,0,0,0
0.352674,0,0,0,0
0.354225,0,0,0,0
0.355775,0,0,0,0
0.357209,0,0,0,0
0.358778,0,0,0,0
0.360333,0,0,0,0
0.361885,0,0,0,0
0.363434,0,0,0,0
0.368279,0,0,0,0
0.369702,0,0,0,0
0.371101,0,0,0,0
0.372491,0,0,0,0
0.373873,0,0,0,0
0.375358,0,0,0,0
0.376743,0,0,0,0
0.378130,0,0,0,0
0.379516,0,0,0,0
0.380916,0,0,0,0
0.382302,0,0,0,0
0.383688,0,0,0,0
0.385076,0,0,0,0
0.386462,0,0,0,0
0.387848,0,0,0,0
0.389235,0,0,0,0
0.390621,0,0,0,0
0.392053,0,0,0,0
0.393442,0,0,0,0
0.394828,0,0,0,0
0.396420,0,0,0,0
0.397796,0,0,0,0
0.399180,0,0,0,0
0.400569,0,0,0,0
0.401947,0,0,0,0
0.403333,0,0,0,0
0.404709,0,0,0,0
0.406086,0,0,0,0
0.407500,0,0,0,0
0.408875,0,0,0,0
0.410255,0,0,0,0
0.411632,0,0,0,0
0.413010,0,0,0,0
0.414396,0,0,0,0
0.415771,0,0,0,0
0.417148,0,0,0,0
0.418524,0,0,0,0
0.419900,0,0,0,0
0.421277,0,0,0,0
0.422654,0,0,0,0
0.424082,0,0,0,0
0.425445,0,0,0,0
0.426799,0,0,0,0
0.428152,0,0,0,0
0.429634,0,0,0,0
0.430986,0,0,0,0
0.432339,0,0,0,0
0.433693,0,0,0,0
0.435047,0,0,0,0
0.436517,0,0,0,0
0.437874,0,0,0,0
0.439265,0,0,0,0
0.440606,0,0,0,0
0.441946,0,0,0,0
0.443285,0,0,0,0
0.444629,0,0,0,0
0.445967,0,0,0,0
0.447311,0,0,0,0
0.448649,0,0,0,0
0.449988,0,0,0,0
0.451326,0,0,0,0
0.452664,0,0,0,0
0.454002,0,0,0,0
0.455370,0,0,0,0
0.456782,0,0,0,0
0.458196,0,0,0,0
0.459608,0,0,0,0
0.461018,0,0,0,0
0.462432,0,0,0,0
0.463843,0,0,0,0
0.465256,0,0,0,0
0.466667,0,0,0,0
0.468079,0,0,0,0
0.469383,0,0,0,0
0.470793,0,0,0,0
0.472203,0,0,0,0
0.474296,0,0,0,0
0.475683,0,0,0,0
0.477096,0,0,0,0
0.478474,105,105,105,105
0.479929,0,0,0,0
0.482944,0,0,0,0
0.484327,0,0,0,0
0.485708,0,0,0,0
0.487087,0,0,0,0
0.488535,735,735,735,735
0.490641,0,0,0,0
0.492029,0,0,0,0
0.493418,0,0,0,0
0.494804,0,0,0,0
0.496187,0,0,0,0
0.497587,0,0,0,0
0.498963,0,0,0,0
0.500358,0,0,0,0
0.501750,0,0,0,0
0.503130,0,0,0,0
0.504557,0,0,0,0
0.505933,0,0,0,0
0.507307,0,0,0,0
0.508684,0,0,0,0
0.510062,0,0,0,0
0.511439,0,0,0,0
0.512827,0,0,0,0
0.514671,0,0,0,0
0.516050,0,0,0,0
0.517430,0,0,0,0
0.518807,0,0,0,0
0.520352,0,0,0,0
0.521803,0,0,0,0
0.523235,0,0,0,0
0.524617,0,0,0,0
0.525997,0,0,0,0
0.527376,0,0,0,0
0.528776,0,0,0,0
0.530259,0,0,0,0
0.531802,0,0,0,0
0.533681,0,0,0,0
0.535259,0,0,0,0
0.536809,0,0,0,0
0.538234,0,0,0,0
0.539759,0,0,0,0
0.541310,0,0,0,0
0.542851,0,0,0,0
0.544495,0,0,0,0
0.545922,0,0,0,0
0.547432,0,0,0,0
0.548850,0,0,0,0
0.550369,0,0,0,0
0.551959,0,0,0,0
0.553511,0,0,0,0
0.555058,0,0,0,0
0.556621,0,0,0,0
0.558169,0,0,0,0
0.559716,0,0,0,0
0.561142,0,0,0,0
0.562663,0,0,0,0
0.564211,0,0,0,0
0.565912,0,0,0,0
0.567514,0,0,0,0
0.569064,0,0,0,0
