elapsed_s,TSE_EDGE_SETUP_IMUL_WORKING_CYCLE_L2,TSE_RAS_INTF_WORKING_CYCLE_L1,TSE_LRZ_Z_INTF_WORKING_CYCLE_L1,TSE_LRZ_BARY_INTF_WORKING_CYCLE_L1
0.001102,0,0,0,0
0.002671,0,0,0,0
0.004273,0,0,0,0
0.005736,0,0,0,0
0.007272,0,0,0,0
0.008740,0,0,0,0
0.010166,0,0,0,0
0.011708,0,0,0,0
0.013168,0,0,0,0
0.014578,0,0,0,0
0.016046,0,0,0,0
0.017669,0,0,0,0
0.019148,0,0,0,0
0.020630,0,0,0,0
0.022111,0,0,0,0
0.023620,0,0,0,0
0.025091,0,0,0,0
0.026499,0,0,0,0
0.027902,0,0,0,0
0.029315,0,0,0,0
0.030724,0,0,0,0
0.032146,0,0,0,0
0.033608,0,0,0,0
0.035039,0,0,0,0
0.036780,0,0,0,0
0.038183,0,0,0,0
0.039614,0,0,0,0
0.040973,0,0,0,0
0.042321,0,0,0,0
0.043667,0,0,0,0
0.045079,0,0,0,0
0.046500,0,0,0,0
0.047945,0,0,0,0
0.049445,0,0,0,0
0.050832,0,0,0,0
0.052329,78,0,0,2384
0.053940,0,0,0,0
0.055303,0,0,0,0
0.056650,0,0,0,0
0.057996,0,0,0,0
0.059339,0,0,0,0
0.060683,0,0,0,0
0.062026,0,0,0,0
0.063562,168,0,0,4263
0.065118,0,0,0,0
0.066501,0,0,0,0
0.067891,0,0,0,0
0.069277,0,0,0,0
0.070662,0,0,0,0
0.072097,0,0,0,0
0.073473,0,0,0,0
0.074857,0,0,0,0
0.076259,0,0,0,0
0.077642,0,0,0,0
0.079058,0,0,0,0
0.080461,0,0,0,0
0.081841,0,0,0,0
0.083220,0,0,0,0
0.084607,0,0,0,0
0.085982,0,0,0,0
0.087470,0,0,0,0
0.088847,0,0,0,0
0.090224,0,0,0,0
0.091600,0,0,0,0
0.092982,0,0,0,0
0.094362,0,0,0,0
0.095786,0,0,0,0
0.097168,0,0,0,0
0.098547,0,0,0,0
0.099926,0,0,0,0
0.101424,0,0,0,0
0.102803,0,0,0,0
0.104298,0,0,0,0
0.105840,0,0,0,0
0.107353,0,0,0,0
0.108906,0,0,0,0
0.110456,0,0,0,0
0.112004,0,0,0,0
0.113561,0,0,0,0
0.115108,0,0,0,0
0.116672,0,0,0,0
0.118222,0,0,0,0
0.119812,0,0,0,0
0.121361,0,0,0,0
0.122911,0,0,0,0
0.124463,0,0,0,0
0.126013,0,0,0,0
0.127615,0,0,0,0
0.129165,0,0,0,0
0.130714,0,0,0,0
0.132266,0,0,0,0
0.133816,0,0,0,0
0.135406,0,0,0,0
0.136957,0,0,0,0
0.138520,0,0,0,0
0.140068,0,0,0,0
0.141622,0,0,0,0
0.143221,0,0,0,0
0.144770,0,0,0,0
0.146319,0,0,0,0
0.147866,0,0,0,0
0.149385,0,0,0,0
0.150904,0,0,0,0
0.152496,0,0,0,0
0.154045,0,0,0,0
0.155499,0,0,0,0
0.156969,0,0,0,0
0.158360,0,0,0,0
0.159799,0,0,0,0
0.161188,0,0,0,0
0.162574,0,0,0,0
0.163959,0,0,0,0
0.165336,0,0,0,0
0.166853,0,0,0,0
0.168502,0,0,0,0
0.170100,0,0,0,0
0.171649,0,0,0,0
0.173200,0,0,0,0
0.174752,0,0,0,0
0.176306,0,0,0,0
0.177859,0,0,0,0
0.179413,0,0,0,0
0.180846,0,0,0,0
0.182236,0,0,0,0
0.183657,0,0,0,0
0.185037,0,0,0,0
0.186416,0,0,0,0
0.187794,0,0,0,0
0.189173,0,0,0,0
0.190553,0,0,0,0
0.191994,0,0,0,0
0.193378,0,0,0,0
0.194736,0,0,0,0
0.196090,0,0,0,0
0.197469,0,0,0,0
0.198822,0,0,0,0
0.200246,0,0,0,0
0.201585,0,0,0,0
0.202929,0,0,0,0
0.204280,0,0,0,0
0.205691,0,0,0,0
0.207030,0,0,0,0
0.208381,0,0,0,0
0.209751,0,0,0,0
0.211112,0,0,0,0
0.212472,0,0,0,0
0.213728,0,0,0,0
0.215088,0,0,0,0
0.216438,0,0,0,0
0.217825,0,0,0,0
0.219214,0,0,0,0
0.220695,0,0,0,0
0.222292,0,0,0,0
0.223677,0,0,0,0
0.225188,0,0,0,0
0.226647,0,0,0,0
0.228041,0,0,0,0
0.229580,0,0,0,0
0.230970,0,0,0,0
0.232399,0,0,0,0
0.233803,24,0,0,684
0.235225,0,0,0,0
0.237937,0,0,0,0
0.240407,0,0,0,0
0.241789,0,0,0,0
0.243170,0,0,0,0
0.244578,168,0,0,4263
0.245973,0,0,0,0
0.247405,0,0,0,0
0.248799,0,0,0,0
0.250183,0,0,0,0
0.251566,0,0,0,0
0.252950,0,0,0,0
0.254331,0,0,0,0
0.255716,0,0,0,0
0.257094,0,0,0,0
0.258473,0,0,0,0
0.259852,0,0,0,0
0.261234,0,0,0,0
0.262615,0,0,0,0
0.264037,0,0,0,0
0.265396,0,0,0,0
0.266782,0,0,0,0
0.268161,0,0,0,0
0.269576,0,0,0,0
0.270954,0,0,0,0
0.272368,0,0,0,0
0.273748,0,0,0,0
0.275128,0,0,0,0
0.276511,0,0,0,0
0.277906,0,0,0,0
0.279329,0,0,0,0
0.280717,0,0,0,0
0.282233,0,0,0,0
0.283791,0,0,0,0
0.285339,0,0,0,0
0.286892,0,0,0,0
0.288504,0,0,0,0
0.290056,0,0,0,0
0.291606,0,0,0,0
0.293158,0,0,0,0
0.294708,0,0,0,0
0.296263,0,0,0,0
0.297815,0,0,0,0
0.299378,0,0,0,0
0.300934,0,0,0,0
0.302487,0,0,0,0
0.304037,0,0,0,0
0.305555,0,0,0,0
0.307075,0,0,0,0
0.308630,0,0,0,0
0.310193,0,0,0,0
0.311785,0,0,0,0
0.313337,0,0,0,0
0.314890,0,0,0,0
0.316442,0,0,0,0
0.317985,0,0,0,0
0.319568,0,0,0,0
0.320998,0,0,0,0
0.322518,0,0,0,0
0.323946,0,0,0,0
0.325473,0,0,0,0
0.327021,0,0,0,0
0.328617,0,0,0,0
0.330167,0,0,0,0
0.331729,0,0,0,0
0.333279,0,0,0,0
0.334829,0,0,0,0
0.336380,0,0,0,0
0.337929,0,0,0,0
0.339475,0,0,0,0
0.341039,0,0,0,0
0.342606,0,0,0,0
0.344156,0,0,0,0
0.345708,0,0,0,0
0.347255,0,0,0,0
0.348806,0,0,0,0
0.350356,0,0,0,0
0.351947,0,0,0,0
0.353388,0,0,0,0
0.354948,0,0,0,0
0.356603,0,0,0,0
0.358014,0,0,0,0
0.359440,0,0,0,0
0.360821,0,0,0,0
0.362200,0,0,0,0
0.363589,0,0,0,0
0.364968,0,0,0,0
0.366346,0,0,0,0
0.367773,0,0,0,0
0.369128,0,0,0,0
0.370483,0,0,0,0
