elapsed_s,RBBM_S_RAS_BUSY
0.001093,0
0.002515,0
0.003907,0
0.005298,0
0.006689,0
0.008077,0
0.009464,0
0.010918,0
0.012317,0
0.013779,0
0.015185,0
0.016581,0
0.017981,0
0.019305,0
0.020624,0
0.022014,0
0.023380,0
0.024701,0
0.026022,0
0.027345,0
0.028667,0
0.029988,0
0.031324,0
0.032594,0
0.033972,0
0.035238,0
0.036505,0
0.037778,0
0.039155,0
0.040398,0
0.041639,0
0.043342,0
0.044732,0
0.046164,0
0.047538,0
0.048905,0
0.050272,0
0.051689,0
0.053054,0
0.054472,0
0.055875,0
0.057256,0
0.058623,0
0.059995,0
0.061362,0
0.062763,0
0.064185,0
0.065566,0
0.066990,0
0.068357,0
0.069848,0
0.072186,0
0.073551,0
0.075627,0
0.076852,0
0.078262,0
0.079644,0
0.080842,0
0.082087,0
0.083310,0
0.084533,0
0.085762,0
0.087067,0
0.088462,0
0.089691,0
0.090836,0
0.092257,0
0.093627,0
0.095090,0
0.096459,0
0.097970,0
0.099398,0
0.100776,0
0.102191,0
0.103555,0
0.104916,0
0.109777,0
0.111163,0
0.112546,0
0.113947,0
0.115326,0
0.116654,0
0.117982,0
0.119367,0
0.120954,0
0.122322,0
0.123703,0
0.125073,0
0.126477,0
0.127841,0
0.129414,0
0.130874,0
0.132236,0
0.133600,0
0.135074,0
0.136571,0
0.138105,0
0.139638,0
0.141168,0
0.142743,0
0.144276,0
0.145823,0
0.147273,0
0.148930,0
0.150366,0
0.151739,0
0.153107,0
0.154530,0
0.155940,0
0.157311,0
0.158848,0
0.160382,0
0.161916,0
0.163451,0
0.164983,0
0.166453,0
0.167959,0
0.169491,0
0.171027,0
0.172559,0
0.174095,0
0.175630,0
0.177176,0
0.178710,0
0.180245,0
0.181779,0
0.183313,0
0.184845,0
0.186381,0
0.187929,0
0.189462,0
0.191001,0
0.192533,0
0.194068,0
0.195593,0
0.197117,0
0.198533,0
0.200043,0
0.201573,0
0.203110,0
0.204667,0
0.206333,0
0.207729,0
0.209118,0
0.210492,0
0.211862,0
0.213231,0
0.214642,0
0.216139,0
0.217670,0
0.219259,0
0.220684,0
0.222258,0
0.223789,0
0.225320,0
0.226853,0
0.228385,0
0.229933,0
0.231510,0
0.232918,0
0.234423,0
0.235956,0
0.237487,0
0.239025,0
0.240569,0
0.242103,0
0.243635,0
0.245166,0
0.246743,0
0.248276,0
0.249810,0
0.251356,0
0.252887,0
0.254465,0
0.255997,0
0.257527,0
0.258960,0
0.260334,0
0.261843,0
0.263421,0
0.264952,0
0.269781,0
0.271188,0
0.272584,0
0.274035,0
0.275373,0
0.276698,0
0.278021,0
0.279424,0
0.280798,0
0.282172,0
0.283534,0
0.284906,0
0.286315,0
0.287685,0
0.289054,0
0.290424,0
0.291791,0
0.293287,0
0.294755,0
0.296132,0
0.297504,0
0.298875,0
0.300239,0
0.301602,0
0.303042,0
0.304410,0
0.305788,0
0.307156,0
0.308523,0
0.309894,0
0.311296,0
0.312664,0
0.314032,0
0.315528,0
0.317071,0
0.318646,0
0.320179,0
0.321791,0
0.323156,0
0.324528,0
0.326028,0
0.327618,0
0.329149,0
0.330680,0
0.332213,0
0.333746,0
0.335278,0
0.336808,0
0.338355,0
0.339887,0
0.341417,0
0.342954,0
0.344485,0
