elapsed_s,RBBM_NEVER_COUNT,RBBM_US_ALWAYS_COUNT,RBBM_US_ALWAYS_ON,RBBM_US_STATUS_MASKED
0.001097,0,267594,3773,3176
0.002556,0,283141,4001,3547
0.003974,0,271451,3830,3649
0.005392,0,270648,3818,3553
0.006808,0,271436,3829,3187
0.008217,0,263967,3717,3138
0.009618,0,262667,3703,7556
0.011010,0,248132,3490,3479
0.012381,0,264317,3725,3312
0.013774,0,260099,3664,3402
0.015141,0,264522,3729,3383
0.016519,0,262534,3696,3490
0.017860,0,257004,3619,7625
0.019192,0,286906,4055,7627
0.020599,0,260721,3674,3006
0.021938,0,259137,3650,7228
0.023272,0,257366,3623,2976
0.024592,0,255309,3590,3047
0.025882,0,241807,3399,3133
0.027192,0,256981,3632,3047
0.028494,0,248873,3488,3113
0.029785,0,243327,3420,3199
0.031080,0,250274,3522,7193
0.032369,0,233959,3311,2308
0.033623,0,224918,3213,2426
0.034877,0,226379,3234,2344
0.036154,0,257199,3692,2390
0.037494,0,264002,3720,2467
0.038833,0,313526,4504,2388
0.040331,0,274373,3933,2764
0.041772,0,259038,3706,2468
0.043161,0,258824,3647,2720
0.045292,0,338734,4868,2453
0.046813,0,261030,3738,2505
0.048239,0,319487,4586,1875
0.049723,0,262541,3762,1879
0.051117,0,380378,5470,1885
0.052752,0,270297,3871,1877
0.054156,0,261671,3746,1878
0.055549,0,299402,4297,2020
0.056999,0,513415,7351,83684
0.058384,0,268892,3850,1952
0.061399,0,261084,3740,1966
0.062799,0,260138,3723,1937
0.064224,0,259025,3708,1875
0.065607,0,259800,3721,1896
0.066990,0,1247350,12019,1051230
0.068229,0,1362618,11892,1362636
0.069467,0,1360102,11870,1360085
0.070705,0,1363603,11900,1363602
0.071990,0,1414627,12346,1414646
0.073230,0,1363914,11903,1363913
0.074470,0,1362384,11890,1362368
0.075707,0,1360508,11874,1360524
0.076945,0,1363004,11895,1362989
0.078183,0,1362021,11887,1362020
0.079446,0,1437919,12549,1437918
0.080732,0,1367697,11937,1367785
0.081975,0,1366889,11929,1366860
0.083221,0,1369777,11954,1369735
0.084491,0,533795,4554,109678
0.085879,0,424057,3594,2522
0.087394,0,465170,3987,2512
0.088839,0,410703,3514,2503
0.090512,0,426642,3652,2506
0.091906,0,430213,3684,2495
0.093292,0,418592,3584,2499
0.094693,0,420462,3596,2512
0.096079,0,413247,3536,2610
0.097459,0,423272,3623,2502
0.098838,0,413368,3537,2756
0.103253,0,452947,3882,2503
0.104662,0,400644,3426,2536
0.106066,0,440342,3737,2508
0.107590,0,437781,3749,2507
0.108976,0,414897,3550,2511
0.110318,0,418791,3584,2509
0.111675,0,413576,3538,2514
0.113059,0,395861,3384,2592
0.114438,0,425008,3638,2549
0.115819,0,413804,3540,2507
0.117207,0,397996,3403,2510
0.118586,0,414126,3542,2499
0.120000,0,412961,3533,2517
0.121381,0,412955,3531,2554
0.122761,0,413100,3533,2510
0.124142,0,417905,3576,2503
0.125527,0,428515,3668,2512
0.127041,0,434369,3720,2515
0.128610,0,429298,3676,2609
0.130157,0,429424,3678,2538
0.131709,0,430940,3690,2527
0.133259,0,439064,3762,2502
0.134807,0,430163,3683,2507
0.136400,0,429845,3681,2509
0.137995,0,449034,3848,2542
0.139463,0,424711,3637,2505
0.140863,0,406603,3477,2500
0.142251,0,418238,3579,2500
0.143681,0,417321,3570,2511
0.145068,0,418111,3578,2511
0.146453,0,386201,3300,2512
0.147940,0,429566,3679,2502
0.149490,0,429602,3677,2520
0.151052,0,433022,3709,2506
0.152606,0,437172,3744,2511
0.154040,0,423886,3630,2500
0.155569,0,426098,3646,2509
0.157111,0,425503,3643,2502
0.158651,0,426948,3655,2512
0.160072,0,408738,3497,2505
0.161601,0,438649,3721,2507
0.163142,0,569249,4860,2510
0.164691,0,419574,3590,2654
0.166212,0,431564,3696,2511
0.167809,0,430736,3687,2498
0.169359,0,431773,3698,2501
0.170908,0,436701,3741,2556
0.172476,0,431548,3695,2501
0.174026,0,430155,3683,2500
0.175622,0,430655,3687,2502
0.177174,0,431466,3694,2511
0.178723,0,430542,3687,2509
0.180274,0,441761,3784,2506
0.181825,0,432012,3699,2513
0.183391,0,434020,3716,2507
0.184944,0,430429,3685,2512
0.186494,0,430684,3688,2508
0.188045,0,433035,3709,2503
0.189597,0,431216,3692,2505
0.191146,0,457438,3921,2656
0.192721,0,430649,3687,2653
0.194283,0,431060,3693,2513
0.195836,0,434083,3717,2506
0.197387,0,431350,3692,2499
0.198937,0,436247,3737,2653
0.200489,0,427389,3660,2512
0.202029,0,425978,3647,2503
0.203516,0,422258,3614,2490
0.205049,0,430865,3689,2502
0.206598,0,434164,3717,2510
0.208193,0,431776,3697,2508
0.209744,0,430941,3690,2503
0.211296,0,432544,3705,2507
0.212891,0,431692,3696,2503
0.214441,0,430812,3688,2509
