elapsed_s,VPC_FE_VPCRAM_FULL_CYCLES,VPC_FE_NUM_VPCRAM_WRITE,VPC_FE_STALL_CYCLES_TSE_FE,VPC_FE_STALL_CYCLES_VPC_US,VPC_FE_TSE_FE_PRIMITIVES,VPC_FE_GS_PRIMITIVES
0.001109,0,0,0,0,0,0
0.002660,0,0,0,0,0,0
0.004175,0,0,0,0,0,0
0.005688,0,0,0,0,0,0
0.007246,0,0,0,0,0,0
0.008757,0,0,0,0,0,0
0.010282,0,0,0,0,0,0
0.011794,0,0,0,0,0,0
0.013304,0,0,0,0,0,0
0.014901,0,0,0,0,0,0
0.016390,0,0,0,0,0,0
0.017886,0,0,0,0,0,0
0.019436,0,0,0,0,0,0
0.020932,0,0,0,0,0,0
0.022420,0,0,0,0,0,0
0.023907,0,0,0,0,0,0
0.025395,0,0,0,0,0,0
0.026960,0,0,0,0,0,0
0.028446,0,0,0,0,0,0
0.029957,0,0,0,0,0,0
0.031503,0,0,0,0,0,0
0.032974,0,0,0,0,0,0
0.034445,0,0,0,0,0,0
0.035917,0,0,0,0,0,0
0.037390,0,0,0,0,0,0
0.038862,0,0,0,0,0,0
0.040336,0,0,0,0,0,0
0.041901,0,0,0,0,0,0
0.043374,0,0,0,0,0,0
0.044850,0,0,0,0,0,0
0.046380,0,0,0,0,0,0
0.047815,0,0,0,0,0,0
0.049246,0,0,0,0,0,0
0.050677,0,0,0,0,0,0
0.052175,0,0,0,0,0,0
0.053610,0,0,0,0,0,0
0.055060,0,0,0,0,0,0
0.056496,0,0,0,0,0,0
0.057933,0,0,0,0,0,0
0.059365,0,0,0,0,0,0
0.060796,0,0,0,0,0,0
0.062240,0,0,0,0,0,0
0.063553,0,0,0,0,0,0
0.064989,0,0,0,0,0,0
0.066462,0,0,0,0,0,0
0.067818,0,0,0,0,0,0
0.069158,0,0,0,0,0,0
0.070491,0,0,0,0,0,0
0.071823,0,0,0,0,0,0
0.073163,0,0,0,0,0,0
0.074491,0,0,0,0,0,0
0.075817,0,0,0,0,0,0
0.077143,0,0,0,0,0,0
0.078490,0,0,0,0,0,0
0.079843,0,0,0,0,0,0
0.081199,0,0,0,0,0,0
0.082599,0,0,0,0,0,0
0.083973,0,0,0,0,0,0
0.085328,0,0,0,0,0,0
0.086682,0,0,0,0,0,0
0.088034,0,0,0,0,0,0
0.089240,0,0,0,0,0,0
0.090445,0,0,0,0,0,0
0.091651,0,0,0,0,0,0
0.092856,0,0,0,0,0,0
0.094061,0,0,0,0,0,0
0.095324,0,0,0,0,0,0
0.096529,0,0,0,0,0,0
0.097734,0,0,0,0,0,0
0.098947,0,0,0,0,0,0
0.100152,0,0,0,0,0,0
0.101358,0,0,0,0,0,0
0.102566,0,0,0,0,0,0
0.103772,0,0,0,0,0,0
0.104978,0,0,0,0,0,0
0.106216,0,0,0,0,0,0
0.107595,0,0,0,0,0,0
0.108857,0,0,0,0,0,0
0.110295,0,0,0,0,0,0
0.111698,0,0,0,0,0,0
0.112985,0,0,0,0,0,0
0.114273,0,0,0,0,0,0
0.115560,0,0,0,0,0,0
0.116859,0,0,0,0,0,0
0.118147,0,0,0,0,0,0
0.119487,0,0,0,0,0,0
0.120774,0,0,0,0,0,0
0.122060,0,0,0,0,0,0
0.123347,0,0,0,0,0,0
0.124635,0,0,0,0,0,0
0.125922,0,0,0,0,0,0
0.127274,0,0,0,0,0,0
0.128609,0,0,0,0,0,0
0.130052,0,0,0,0,0,0
0.131384,0,0,0,0,0,0
0.132714,0,0,0,0,0,0
0.134156,0,0,0,0,0,0
0.135486,0,0,0,0,0,0
0.136867,0,0,0,0,0,0
0.138218,0,0,0,0,0,0
0.139551,0,0,0,0,0,0
0.140881,0,0,0,0,0,0
0.142246,0,0,0,0,0,0
0.143639,0,0,0,0,0,0
0.145030,0,0,0,0,0,0
0.146423,0,0,0,0,0,0
0.147815,0,0,0,0,0,0
0.149214,0,0,0,0,0,0
0.150581,0,0,0,0,0,0
0.152105,0,0,0,0,0,0
0.153663,0,0,0,0,0,0
0.155228,0,0,0,0,0,0
0.156786,0,0,0,0,0,0
0.158293,0,0,0,0,0,0
0.159742,0,0,0,0,0,0
0.161271,0,0,0,0,0,0
0.162833,0,0,0,0,0,0
0.164393,0,0,0,0,0,0
0.165954,0,0,0,0,0,0
0.167515,0,0,0,0,0,0
0.169074,0,0,0,0,0,0
0.170646,0,0,0,0,0,0
0.172207,0,0,0,0,0,0
0.173766,0,0,0,0,0,0
0.175371,0,0,0,0,0,0
0.176931,0,0,0,0,0,0
0.178493,0,0,0,0,0,0
0.180053,0,0,0,0,0,0
0.181627,0,0,0,0,0,0
0.183188,0,0,0,0,0,0
0.184746,0,0,0,0,0,0
0.186308,0,0,0,0,0,0
0.187868,0,0,0,0,0,0
0.189427,0,0,0,0,0,0
0.190862,0,0,0,0,0,0
0.192400,0,0,0,0,0,0
0.193962,0,0,0,0,0,0
0.195523,0,0,0,0,0,0
0.197081,0,0,0,0,0,0
0.198890,0,0,0,0,0,0
0.200453,0,0,0,0,0,0
0.205960,0,0,0,0,0,0
0.207468,0,0,0,0,0,0
0.208862,0,0,0,0,0,0
0.210274,0,0,0,0,0,0
0.211667,0,0,0,0,0,0
0.213056,0,0,0,0,0,0
0.214452,0,0,0,0,0,0
0.215848,0,0,0,0,0,0
0.217244,0,0,0,0,0,0
0.218653,0,0,0,0,0,0
0.220066,0,0,0,0,0,0
0.221464,0,0,0,0,0,0
0.222925,0,0,0,0,0,0
0.224342,0,0,0,0,0,0
0.225884,0,0,0,0,0,0
0.227284,0,0,0,0,0,0
0.228697,0,0,0,0,0,0
0.230209,0,0,0,0,0,0
0.231770,0,0,0,0,0,0
0.233327,0,0,0,0,0,0
0.234888,0,0,0,0,0,0
0.236449,0,0,0,0,0,0
0.238012,0,0,0,0,0,0
0.239588,0,0,0,0,0,0
0.241146,0,0,0,0,0,0
0.242707,0,0,0,0,0,0
0.244268,0,0,0,0,0,0
0.245829,0,0,0,0,0,0
0.247390,0,0,0,0,0,0
0.248949,0,0,0,0,0,0
0.250523,0,0,0,0,0,0
0.252084,0,0,0,0,0,0
0.253644,0,0,0,0,0,0
0.255209,0,0,0,0,0,0
0.256768,0,0,0,0,0,0
0.258626,0,0,0,0,0,0
0.260075,0,0,0,0,0,0
0.261610,0,0,0,0,0,0
0.263066,0,0,0,0,0,0
0.264588,0,0,0,0,0,0
0.266020,0,0,0,0,0,0
0.267550,0,0,0,0,0,0
0.269110,0,0,0,0,0,0
0.270714,0,0,0,0,0,0
0.272289,0,0,0,0,0,0
0.273851,0,0,0,0,0,0
0.275413,0,0,0,0,0,0
0.276973,0,0,0,0,0,0
0.278535,0,0,0,0,0,0
0.280096,0,0,0,0,0,0
0.281533,0,0,0,0,0,0
0.282961,0,0,0,0,0,0
0.284543,0,0,0,0,0,0
0.286549,0,0,0,0,0,0
0.287993,0,0,0,0,0,0
0.289450,0,0,0,0,0,0
0.290890,0,0,0,0,0,0
0.293973,0,0,0,0,0,0
0.295428,0,0,0,0,0,0
0.296956,0,0,0,0,0,0
0.298386,0,0,0,0,0,0
0.299850,0,0,0,0,0,0
0.301381,0,0,0,0,0,0
0.302816,0,0,0,0,0,0
0.304346,0,0,0,0,0,0
0.305921,0,0,0,0,0,0
0.307483,0,0,0,0,0,0
0.309043,0,0,0,0,0,0
0.310607,0,0,0,0,0,0
0.312168,0,0,0,0,0,0
0.313729,0,0,0,0,0,0
0.315296,0,0,0,0,0,0
0.316869,0,0,0,0,0,0
0.318477,0,0,0,0,0,0
0.320040,0,0,0,0,0,0
0.321599,0,0,0,0,0,0
0.323165,0,0,0,0,0,0
0.324726,0,0,0,0,0,0
0.326290,0,0,0,0,0,0
0.327866,0,0,0,0,0,0
0.329426,0,0,0,0,0,0
0.330860,0,0,0,0,0,0
0.332391,0,0,0,0,0,0
0.334677,0,0,0,0,0,0
0.336092,0,0,0,0,0,0
0.337493,0,0,0,0,0,0
0.338951,0,0,0,0,0,0
0.340350,0,0,0,0,0,0
0.341747,0,0,0,0,0,0
0.343147,0,0,0,0,0,0
0.344671,0,0,0,0,0,0
0.346234,0,0,0,0,0,0
0.347795,0,0,0,0,0,0
0.349368,0,0,0,0,0,0
0.350974,0,0,0,0,0,0
0.352536,0,0,0,0,0,0
0.354100,0,0,0,0,0,0
0.355662,0,0,0,0,0,0
0.357222,0,0,0,0,0,0
0.358783,0,0,0,0,0,0
0.360236,0,0,0,0,0,0
0.361767,0,0,0,0,0,0
0.363246,0,0,0,0,0,0
0.364649,0,0,0,0,0,0
0.366178,0,0,0,0,0,0
0.367741,0,0,0,0,0,0
0.369301,0,0,0,0,0,0
0.370877,0,0,0,0,0,0
0.372438,0,0,0,0,0,0
0.374001,0,0,0,0,0,0
0.375563,0,0,0,0,0,0
0.377123,0,0,0,0,0,0
0.378685,0,0,0,0,0,0
0.380246,0,0,0,0,0,0
0.381823,0,0,0,0,0,0
0.383384,0,0,0,0,0,0
0.384944,0,0,0,0,0,0
0.386508,0,0,0,0,0,0
0.388069,0,0,0,0,0,0
0.389629,0,0,0,0,0,0
0.391217,0,0,0,0,0,0
0.392790,0,0,0,0,0,0
0.394354,0,0,0,0,0,0
0.395916,0,0,0,0,0,0
0.397476,0,0,0,0,0,0
0.399093,0,0,0,0,0,0
0.400652,0,0,0,0,0,0
0.402216,0,0,0,0,0,0
0.403792,0,0,0,0,0,0
0.405352,0,0,0,0,0,0
0.406913,0,0,0,0,0,0
0.408476,0,0,0,0,0,0
0.410039,0,0,0,0,0,0
0.411602,0,0,0,0,0,0
0.413162,0,0,0,0,0,0
0.414779,0,0,0,0,0,0
0.416341,0,0,0,0,0,0
0.417904,0,0,0,0,0,0
0.419467,0,0,0,0,0,0
0.421027,0,0,0,0,0,0
0.422590,0,0,0,0,0,0
0.424152,0,0,0,0,0,0
0.425725,0,0,0,0,0,0
0.427288,0,0,0,0,0,0
0.428846,0,0,0,0,0,0
0.430451,0,0,0,0,0,0
0.432012,0,0,0,0,0,0
0.433571,0,0,0,0,0,0
0.435135,0,0,0,0,0,0
0.436707,0,0,0,0,0,0
0.438269,0,0,0,0,0,0
0.439829,0,0,0,0,0,0
0.441388,0,0,0,0,0,0
0.442948,0,0,0,0,0,0
0.444508,0,0,0,0,0,0
0.446070,0,0,0,0,0,0
0.447689,0,0,0,0,0,0
0.449247,0,0,0,0,0,0
0.450808,0,0,0,0,0,0
0.452369,0,0,0,0,0,0
0.453930,0,0,0,0,0,0
0.455490,0,0,0,0,0,0
0.457049,0,0,0,0,0,0
0.458621,0,0,0,0,0,0
0.460181,0,0,0,0,0,0
