elapsed_s,VPC_BE_TSE_BE_PRIMITIVES,VPC_BE_TSE_BE_TRANSACTIONS,VPC_BE_STARVE_CYCLES_LRZ,VPC_BE_LRZ_ASSIGN_PRIMITIVES,VPC_BE_RB_VISIBLE_PRIMITIVES,VPC_BE_STARVE_CYCLES_RB
0.001117,0,0,0,0,0,0
0.002591,0,0,0,0,0,0
0.004028,0,0,0,0,0,0
0.005463,0,0,0,0,0,0
0.006897,0,0,0,0,0,0
0.008330,0,0,0,0,0,0
0.010530,0,0,0,0,0,0
0.011966,0,0,0,0,0,0
0.013400,0,0,0,0,0,0
0.014833,0,0,0,0,0,0
0.016265,0,0,0,0,0,0
0.017724,0,0,0,0,0,0
0.019181,0,0,0,0,0,0
0.020762,0,0,0,0,0,0
0.022224,0,0,0,0,0,0
0.023614,0,0,0,0,0,0
0.025078,0,0,0,0,0,0
0.026596,0,0,0,0,0,0
0.028029,0,0,0,0,0,0
0.029427,0,0,0,0,0,0
0.030846,0,0,0,0,0,0
0.032239,0,0,0,0,0,0
0.033631,0,0,0,0,0,0
0.035024,0,0,0,0,0,0
0.036415,0,0,0,0,0,0
0.037851,0,0,0,0,0,0
0.039296,0,0,0,0,0,0
0.040689,0,0,0,0,0,0
0.042243,0,0,0,0,0,0
0.043610,0,0,0,0,0,0
0.045006,0,0,0,0,0,0
0.046414,0,0,0,0,0,0
0.047796,0,0,0,0,0,0
0.049165,0,0,0,0,0,0
0.050531,0,0,0,0,0,0
0.051894,0,0,0,0,0,0
0.053341,0,0,0,0,0,0
0.054828,0,0,0,0,0,0
0.056298,0,0,0,0,0,0
0.057865,0,0,0,0,0,0
0.059318,0,0,0,0,0,0
0.060747,0,0,0,0,0,0
0.062216,0,0,0,0,0,0
0.063678,0,0,0,0,0,0
0.065108,0,0,0,0,0,0
0.066542,0,0,0,0,0,0
0.067969,0,0,0,0,0,0
0.069394,0,0,0,0,0,0
0.070821,0,0,0,0,0,0
0.072248,0,0,0,0,0,0
0.073676,0,0,0,0,0,0
0.075060,0,0,0,0,0,0
0.076562,0,0,0,0,0,0
0.077946,0,0,0,0,0,0
0.079334,0,0,0,0,0,0
0.080719,0,0,0,0,0,0
0.082184,0,0,0,0,0,0
0.083568,0,0,0,0,0,0
0.084959,0,0,0,0,0,0
0.086407,0,0,0,0,0,0
0.087862,0,0,0,0,0,0
0.089320,0,0,0,0,0,0
0.090646,0,0,0,0,0,0
0.092021,0,0,0,0,0,0
0.093396,0,0,0,0,0,0
0.094768,0,0,0,0,0,0
0.096142,0,0,0,0,0,0
0.097563,0,0,0,0,0,0
0.098935,0,0,0,0,0,0
0.100306,0,0,0,0,0,0
0.101677,0,0,1893,0,0,0
0.103063,0,0,0,0,0,0
0.104433,0,0,0,0,0,0
0.105855,0,0,0,0,0,0
0.107279,0,0,0,0,0,0
0.108697,0,0,0,0,0,0
0.110214,0,0,0,0,0,0
0.111604,0,0,0,0,0,0
0.113051,0,0,0,0,0,0
0.114442,0,0,0,0,0,0
0.115834,0,0,0,0,0,0
0.117227,0,0,2085,0,0,0
0.118576,0,0,8046,0,0,0
0.119783,0,0,8046,0,0,0
0.120993,0,0,8046,0,0,0
0.122209,0,0,8046,0,0,0
0.123415,0,0,7872,0,0,0
0.124620,0,0,8046,0,0,0
0.125827,0,0,8046,0,0,0
0.127034,0,0,7773,0,0,0
0.128239,0,0,8046,0,0,0
0.129448,0,0,8046,0,0,0
0.130656,0,0,8046,0,0,0
0.131862,0,0,8046,0,0,0
0.133070,0,0,8046,0,0,0
0.134276,0,0,8046,0,0,0
0.135514,0,0,2358,0,0,0
0.136895,0,0,0,0,0,0
0.138290,0,0,0,0,0,0
0.139617,0,0,0,0,0,0
0.140940,0,0,0,0,0,0
0.142272,0,0,0,0,0,0
0.143595,0,0,0,0,0,0
0.144917,0,0,0,0,0,0
0.146251,0,0,0,0,0,0
0.147573,0,0,0,0,0,0
0.148894,0,0,0,0,0,0
0.150219,0,0,0,0,0,0
0.151541,0,0,0,0,0,0
0.152863,0,0,0,0,0,0
0.154228,0,0,0,0,0,0
0.155516,0,0,0,0,0,0
0.156809,0,0,0,0,0,0
0.158153,0,0,0,0,0,0
0.159460,0,0,0,0,0,0
0.160745,0,0,0,0,0,0
0.162059,0,0,0,0,0,0
0.163401,0,0,0,0,0,0
