elapsed_s,VPC_BE_PS_BUSY_CYCLES,VPC_BE_PS_WORKING_CYCLES,VPC_BE_STALL_CYCLES_CCHE,VPC_BE_STARVE_CYCLES_CCHE,VPC_BE_LM_FULL_WAIT_FOR_INTP_END,VPC_BE_CCHE_REQBUF_FULL
0.001493,0,0,0,8485062,0,0
0.002904,0,0,0,3989328,0,0
0.004141,0,0,0,3894360,0,0
0.005377,0,0,0,3893364,0,0
0.006611,0,0,0,3887628,0,0
0.007845,0,0,0,3884838,0,0
0.009139,0,0,0,4076796,0,0
0.010386,0,0,0,3929622,0,0
0.011620,0,0,0,3885318,0,0
0.012853,0,0,0,3884016,0,0
0.014087,0,0,0,3886644,0,0
0.015319,0,0,0,3883200,0,0
0.016665,0,0,0,4259226,0,0
0.017917,0,0,0,3937176,0,0
0.019176,0,0,0,3953742,0,0
0.020423,0,0,0,4114188,0,0
0.021774,0,0,0,4068426,0,0
0.023007,0,0,0,3882054,0,0
0.024239,0,0,0,3881706,0,0
0.025528,0,0,0,4061364,0,0
0.026761,0,0,0,3882870,0,0
0.027993,0,0,0,3879252,0,0
0.029227,0,0,0,3890250,0,0
0.030472,0,0,0,3919944,0,0
0.031704,0,0,0,3881898,0,0
0.032936,0,0,0,3880242,0,0
0.034170,0,0,0,3887136,0,0
0.035403,0,0,0,3883182,0,0
0.036635,0,0,0,3904686,0,0
0.037882,0,0,0,3904524,0,0
0.039113,0,0,0,3877296,0,0
0.040345,0,0,0,3879258,0,0
0.041666,0,0,0,4157502,0,0
0.042887,0,0,0,3844488,0,0
0.044107,0,0,0,3843804,0,0
0.045329,0,0,0,3849240,0,0
0.046551,0,0,0,3849396,0,0
0.047772,0,0,0,3845304,0,0
0.048993,0,0,0,3847596,0,0
0.050216,0,0,0,3852168,0,0
0.051437,0,0,0,3845316,0,0
0.052838,0,0,0,4413936,0,0
0.054061,0,0,0,3851196,0,0
0.055283,0,0,0,3851538,0,0
0.056514,0,0,0,3875640,0,0
0.057798,0,0,0,4044150,0,0
0.059002,0,0,0,3777030,0,0
0.060197,0,0,0,3766062,0,0
0.061393,0,0,0,3765888,0,0
0.062588,0,0,0,3767364,0,0
0.063799,0,0,0,3847602,0,0
0.065014,0,0,0,4013742,0,0
0.066220,0,0,0,3800028,0,0
0.067427,0,0,0,3799836,0,0
0.068633,0,0,0,3799620,0,0
0.069839,0,0,0,3797208,0,0
0.071045,0,0,0,3798690,0,0
0.072251,0,0,0,3799404,0,0
0.073473,0,0,0,3880374,0,0
0.074693,0,0,0,3815634,0,0
0.075900,0,0,0,3801162,0,0
0.077114,0,0,0,3837834,0,0
0.078279,0,0,0,3657228,0,0
0.079438,0,0,0,3648378,0,0
0.080644,0,0,0,3800244,0,0
0.081803,0,0,0,3649584,0,0
0.082960,0,0,0,3646110,0,0
0.084118,0,0,0,3645342,0,0
0.085329,0,0,0,3815154,0,0
0.086535,0,0,0,3798366,0,0
0.087740,105,141,0,3801786,0,0
0.088947,0,0,0,3792762,0,0
0.090102,0,0,0,3641244,0,0
0.091258,0,0,0,3640896,0,0
0.092467,0,0,0,3866592,0,0
0.093652,0,0,0,3682824,0,0
0.094812,0,0,0,3647196,0,0
0.095977,0,0,0,3671010,0,0
0.097137,0,0,0,3699318,0,0
0.098341,0,0,0,3821328,0,0
0.099548,0,0,0,3779664,0,0
0.100790,0,0,0,3909708,0,0
0.101980,234,345,0,4288902,0,0
0.103239,1275,1632,0,7578396,0,0
0.104383,1275,1632,0,7401960,0,0
0.105523,1275,1632,0,7673748,0,0
0.106667,1275,1632,0,7551282,0,0
0.107812,1275,1632,0,7549866,0,0
0.108955,1275,1632,0,7548654,0,0
0.110099,1275,1632,0,7546866,0,0
0.111243,1275,1632,0,7548654,0,0
0.112386,1275,1632,0,7394166,0,0
0.113507,1275,1632,0,7552242,0,0
0.114651,1275,1632,0,7552194,0,0
0.115795,1275,1632,0,7549866,0,0
0.116940,1275,1632,0,7550994,0,0
0.118084,1275,1614,0,7550646,0,0
0.119227,1275,1632,0,7551978,0,0
0.120421,201,255,0,7874892,0,0
0.121596,0,0,0,7943766,0,0
0.122813,0,0,0,8037750,0,0
0.124031,0,0,0,8039778,0,0
0.125250,0,0,0,8045304,0,0
0.126469,0,0,0,8037378,0,0
0.127687,0,0,0,8046126,0,0
0.128906,0,0,0,8046246,0,0
0.130125,0,0,0,8047620,0,0
0.131357,0,0,0,8129088,0,0
0.132577,0,0,0,8046282,0,0
0.133795,0,0,0,8043024,0,0
0.135013,0,0,0,8034492,0,0
0.136231,0,0,0,8046444,0,0
0.137500,0,0,0,8317686,0,0
0.138700,0,0,0,7911084,0,0
0.139898,0,0,0,7904160,0,0
0.141095,0,0,0,7902582,0,0
0.142303,0,0,0,7973844,0,0
0.143501,0,0,0,7904100,0,0
0.144698,0,0,0,7905546,0,0
0.145897,0,0,0,7906380,0,0
0.147095,0,0,0,7907670,0,0
0.148292,0,0,0,7904598,0,0
0.149538,0,0,0,8218296,0,0
0.150735,0,0,0,7899522,0,0
0.151932,0,0,0,7907856,0,0
0.153152,0,0,0,8066418,0,0
0.154400,0,0,0,8186904,0,0
0.155635,0,0,0,8146344,0,0
0.156868,0,0,0,8134638,0,0
0.158100,0,0,0,8127822,0,0
0.159332,0,0,0,8133252,0,0
0.160923,0,0,0,13473132,0,0
0.162629,0,0,0,8302968,0,0
0.163876,0,0,0,8212968,0,0
0.165472,0,0,0,10541046,0,0
0.166706,0,0,0,8139120,0,0
0.167938,0,0,0,8132610,0,0
0.169274,0,0,0,9075708,0,0
0.170555,0,0,0,8229498,0,0
0.171798,0,0,0,8206818,0,0
0.173043,0,0,0,8218044,0,0
0.174296,0,0,0,8268540,0,0
0.175542,0,0,0,8222730,0,0
0.176786,0,0,0,8213574,0,0
0.178030,0,0,0,8208192,0,0
0.179274,0,0,0,8206446,0,0
0.180509,0,0,0,8233098,0,0
0.181767,0,0,0,8232228,0,0
0.183057,0,0,0,8512752,0,0
0.184310,0,0,0,8503356,0,0
0.185672,0,0,0,8805534,0,0
0.186935,0,0,0,8330958,0,0
0.188197,0,0,0,8328672,0,0
0.189461,0,0,0,8364312,0,0
0.190728,0,0,0,8355798,0,0
0.191993,0,0,0,8347746,0,0
0.193261,0,0,0,8370216,0,0
0.194536,0,0,0,8407614,0,0
0.195801,0,0,0,8348724,0,0
0.197068,0,0,0,8365272,0,0
0.198333,0,0,0,8353230,0,0
0.199599,0,0,0,8352360,0,0
0.200901,0,0,0,8589414,0,0
0.202166,0,0,0,8351358,0,0
0.203431,0,0,0,8342550,0,0
0.204705,0,0,0,8417580,0,0
0.205971,0,0,0,8350752,0,0
0.207236,0,0,0,8351472,0,0
0.208503,0,0,0,8357532,0,0
0.209767,0,0,0,8350566,0,0
0.211031,0,0,0,8338290,0,0
0.212295,0,0,0,8674230,0,0
0.213612,0,0,0,8357340,0,0
0.214884,0,0,0,8394342,0,0
0.216148,0,0,0,8348550,0,0
0.217448,0,0,0,8576394,0,0
0.218712,0,0,0,8345454,0,0
0.219977,0,0,0,8344716,0,0
0.221243,0,0,0,8349702,0,0
0.222507,0,0,0,8347842,0,0
0.223771,0,0,0,8339424,0,0
0.225045,0,0,0,8408652,0,0
0.226309,0,0,0,8344680,0,0
0.227573,0,0,0,8341512,0,0
0.228839,0,0,0,8355342,0,0
0.230103,0,0,0,8347140,0,0
0.231367,0,0,0,8343192,0,0
0.232633,0,0,0,8352264,0,0
0.233898,0,0,0,8351538,0,0
0.235170,0,0,0,8393358,0,0
0.236434,0,0,0,8478102,0,0
0.237719,0,0,0,8346618,0,0
0.238983,0,0,0,8339850,0,0
0.240246,0,0,0,8339940,0,0
0.241510,0,0,0,8339484,0,0
0.242775,0,0,0,8345046,0,0
0.244038,0,0,0,8341866,0,0
0.245312,0,0,0,8407866,0,0
0.246577,0,0,0,8344704,0,0
0.247841,0,0,0,8342304,0,0
0.249140,0,0,0,8577894,0,0
0.250405,0,0,0,8346522,0,0
0.251669,0,0,0,8342388,0,0
0.252934,0,0,0,8349720,0,0
0.254199,0,0,0,8346798,0,0
0.255471,0,0,0,8397996,0,0
0.256737,0,0,0,8352006,0,0
0.258001,0,0,0,8347248,0,0
0.259265,0,0,0,8346000,0,0
0.260531,0,0,0,8350470,0,0
0.261795,0,0,0,8344698,0,0
0.263059,0,0,0,8337132,0,0
0.264323,0,0,0,8355774,0,0
0.265632,0,0,0,8629266,0,0
0.266897,0,0,0,8345778,0,0
0.268160,0,0,0,8340546,0,0
0.269428,0,0,0,8364738,0,0
0.270693,0,0,0,8347584,0,0
0.271956,0,0,0,8343546,0,0
0.273222,0,0,0,8345994,0,0
0.274486,0,0,0,8346204,0,0
0.275759,0,0,0,8399592,0,0
0.277024,0,0,0,8348556,0,0
0.278288,0,0,0,8347668,0,0
0.279552,0,0,0,8341884,0,0
0.280818,0,0,0,8355966,0,0
0.282083,0,0,0,8342814,0,0
0.283346,0,0,0,8343618,0,0
0.284612,0,0,0,8348148,0,0
0.286039,0,0,0,9441222,0,0
0.287307,0,0,0,8352876,0,0
0.288574,0,0,0,8363856,0,0
0.289839,0,0,0,8346738,0,0
0.291104,0,0,0,8350224,0,0
0.292369,0,0,0,8357964,0,0
0.293636,0,0,0,8352444,0,0
0.294901,0,0,0,8341596,0,0
0.296173,0,0,0,8403114,0,0
0.297474,0,0,0,8595786,0,0
0.298747,0,0,0,8411568,0,0
0.300016,0,0,0,8360688,0,0
0.301284,0,0,0,8361240,0,0
0.302550,0,0,0,8355744,0,0
0.303815,0,0,0,8351112,0,0
0.305081,0,0,0,8361768,0,0
0.306357,0,0,0,8418870,0,0
0.307623,0,0,0,8351106,0,0
0.308890,0,0,0,8358072,0,0
0.310155,0,0,0,8356746,0,0
0.311421,0,0,0,8354724,0,0
0.312688,0,0,0,8361126,0,0
0.313953,0,0,0,8339496,0,0
0.315215,0,0,0,8337372,0,0
0.316490,0,0,0,8418600,0,0
0.317756,0,0,0,8352972,0,0
0.319021,0,0,0,8338632,0,0
0.320284,0,0,0,8347218,0,0
0.321606,0,0,0,8722296,0,0
0.322870,0,0,0,8348838,0,0
0.324135,0,0,0,8348100,0,0
0.325402,0,0,0,8362188,0,0
0.326676,0,0,0,8409036,0,0
0.327941,0,0,0,8348466,0,0
0.329242,0,0,0,8582760,0,0
0.330507,0,0,0,8350620,0,0
0.331773,0,0,0,8354550,0,0
0.333039,0,0,0,8356236,0,0
0.334305,0,0,0,8353662,0,0
0.335570,0,0,0,8346816,0,0
0.336844,0,0,0,8412954,0,0
0.338109,0,0,0,8350314,0,0
0.339374,0,0,0,8343726,0,0
0.340640,0,0,0,8360004,0,0
0.341906,0,0,0,8348532,0,0
0.343170,0,0,0,8346984,0,0
0.344435,0,0,0,8576742,0,0
0.345741,0,0,0,8393628,0,0
0.347014,0,0,0,8404104,0,0
0.348280,0,0,0,8356818,0,0
0.349583,0,0,0,8596890,0,0
0.350849,0,0,0,8354556,0,0
0.352114,0,0,0,8355312,0,0
0.353380,0,0,0,8350230,0,0
0.354646,0,0,0,8353752,0,0
0.355910,0,0,0,8343810,0,0
0.357185,0,0,0,8397486,0,0
0.358446,0,0,0,8326026,0,0
0.359707,0,0,0,8322180,0,0
0.361069,0,0,0,9359952,0,0
0.362388,0,0,0,8351250,0,0
0.363653,0,0,0,8342418,0,0
0.364918,0,0,0,8352060,0,0
0.366183,0,0,0,8342934,0,0
0.367454,0,0,0,8390112,0,0
0.368719,0,0,0,8353128,0,0
0.369983,0,0,0,8339490,0,0
0.371246,0,0,0,8337384,0,0
0.372512,0,0,0,8351376,0,0
