elapsed_s,RAS_STARVE_CYCLES_TSE,RAS_SUPER_TILES,RAS_8X4_TILES,RAS_MASKGEN_ACTIVE
0.001095,12027,0,0,0
0.002547,12642,0,0,0
0.004017,13188,0,0,0
0.005436,13302,0,0,0
0.006851,12828,0,0,0
0.008267,12741,0,0,0
0.009694,12729,0,0,0
0.011107,13200,0,0,0
0.012523,13212,0,0,0
0.013935,13164,0,0,0
0.015350,12744,0,0,0
0.016766,13233,0,0,0
0.018182,12714,0,0,0
0.019660,12489,0,0,0
0.021064,13260,0,0,0
0.022460,13137,0,0,0
0.023852,13059,0,0,0
0.025244,12840,0,0,0
0.026635,13206,0,0,0
0.028026,12054,0,0,0
0.029417,13143,0,0,0
0.030809,11943,0,0,0
0.032247,12711,0,0,0
0.033638,11754,0,0,0
0.035043,12507,0,0,0
0.036477,11751,0,0,0
0.037820,11940,0,0,0
0.039182,13095,0,0,0
0.040484,12303,0,0,0
0.041776,12633,0,0,0
0.043232,11793,0,0,0
0.044521,11562,0,0,0
0.045811,11838,0,0,0
0.047155,12462,0,0,0
0.048446,11886,0,0,0
0.049735,12354,0,0,0
0.051073,12984,0,0,0
0.052363,12135,0,0,0
0.053657,10869,0,0,0
0.054947,10437,0,0,0
0.056305,8910,0,0,0
0.057561,8814,0,0,0
0.058997,8619,0,0,0
0.060319,8796,0,0,0
0.061578,9204,0,0,0
0.062834,8946,0,0,0
0.064164,9228,0,0,0
0.065528,9717,0,0,0
0.066894,9156,0,0,0
0.068160,9288,0,0,0
0.069525,8841,0,0,0
0.070829,8946,0,0,0
0.072211,11754,0,0,0
0.073586,11721,0,0,0
0.075068,25572,0,0,0
0.076538,10530,0,0,0
0.077950,11250,0,0,0
0.079336,10344,0,0,0
0.080716,10500,0,0,0
0.082073,11763,0,0,0
0.083476,10209,0,0,0
0.084921,11556,0,0,0
0.086358,12441,0,0,0
0.087778,30795,0,0,0
0.089376,2649,0,0,0
0.090616,2694,0,0,0
0.091856,2712,0,0,0
0.093096,2916,0,0,0
0.094335,2829,0,0,0
0.096238,4068,0,0,0
0.097479,2934,0,0,0
0.098720,2829,0,0,0
0.100187,3033,0,0,0
0.101427,2916,0,0,0
0.102666,2811,0,0,0
0.103907,2694,0,0,0
0.105151,2694,0,0,0
0.106394,2880,0,0,0
0.107640,2793,0,0,0
0.108881,2712,0,0,0
0.110121,2676,0,0,0
0.111675,3372,0,0,0
0.112918,2916,0,0,0
0.114160,2793,0,0,0
0.115447,2898,0,0,0
0.116690,2658,0,0,0
0.117932,2820,0,0,0
0.119175,2712,0,0,0
0.120416,2676,0,0,0
0.121658,2916,0,0,0
0.122899,2811,0,0,0
0.124143,2712,0,0,0
0.125384,2712,0,0,0
0.126626,2916,0,0,0
0.127866,23973,0,0,0
0.129327,18996,0,0,0
0.130707,16575,0,0,0
0.132194,13806,0,0,0
0.133572,15819,0,0,0
0.134950,15111,0,0,0
0.136326,14688,0,0,0
0.137704,14334,0,0,0
0.139092,14589,0,0,0
0.140473,13248,0,0,0
0.141850,15006,0,0,0
0.143230,13644,0,0,0
0.144610,13182,0,0,0
0.145988,13209,0,0,0
0.147366,13398,0,0,0
0.148723,14406,0,0,0
0.150086,13728,0,0,0
0.151441,14478,0,0,0
0.152797,14268,0,0,0
0.154151,15237,0,0,0
0.155522,14184,0,0,0
0.156867,13758,0,0,0
0.158183,15498,0,0,0
0.159567,13197,0,0,0
0.160931,13197,0,0,0
0.162250,14859,0,0,0
0.163612,14763,0,0,0
0.164893,14208,0,0,0
0.166171,15195,0,0,0
0.167497,14166,0,0,0
0.168773,15108,0,0,0
0.170050,14454,0,0,0
0.171341,14469,0,0,0
0.172672,13536,0,0,0
0.173998,15570,0,0,0
0.175824,15285,0,0,0
0.177152,14115,0,0,0
0.178477,14547,0,0,0
0.179806,15489,0,0,0
0.181225,14034,0,0,0
0.182596,16902,0,0,0
0.183942,15624,0,0,0
0.185286,13278,0,0,0
0.186628,14220,0,0,0
0.187969,13608,0,0,0
0.189311,14229,0,0,0
0.190652,14097,0,0,0
0.191994,14163,0,0,0
0.193344,13983,0,0,0
0.194688,13491,0,0,0
0.196077,13662,0,0,0
0.197463,13962,0,0,0
0.198847,13968,0,0,0
0.200418,14226,0,0,0
0.202558,14136,0,0,0
0.204591,14028,0,0,0
0.205983,13158,0,0,0
0.207367,13986,0,0,0
0.208752,14151,0,0,0
0.210135,14229,0,0,0
0.211694,14094,0,0,0
0.213242,14352,0,0,0
0.214802,13176,0,0,0
0.216354,13863,0,0,0
0.217783,13971,0,0,0
0.219323,14814,0,0,0
0.221064,14079,0,0,0
0.222561,14538,0,0,0
0.223953,15663,0,0,0
0.225477,14151,0,0,0
0.227027,13989,0,0,0
0.228573,14934,0,0,0
0.229996,14967,0,0,0
0.231520,14271,0,0,0
0.233071,14292,0,0,0
0.234620,14082,0,0,0
0.236183,14448,0,0,0
0.237733,13569,0,0,0
0.239285,14562,0,0,0
0.240835,14685,0,0,0
0.242383,14364,0,0,0
0.243976,14664,0,0,0
0.245527,14757,0,0,0
0.247092,15357,0,0,0
0.248633,13791,0,0,0
0.250174,13782,0,0,0
0.251591,14334,0,0,0
0.253112,13530,0,0,0
0.254661,13572,0,0,0
0.256262,14262,0,0,0
0.257825,14703,0,0,0
0.259378,14184,0,0,0
0.260928,14865,0,0,0
0.262477,13842,0,0,0
0.264027,14760,0,0,0
0.265576,15135,0,0,0
0.267127,13665,0,0,0
0.268691,14787,0,0,0
0.270240,14340,0,0,0
0.271791,15384,0,0,0
0.273342,14541,0,0,0
0.274890,14484,0,0,0
0.276445,14307,0,0,0
0.277994,15183,0,0,0
0.279606,13536,0,0,0
0.281156,14499,0,0,0
0.282704,13581,0,0,0
0.284216,14082,0,0,0
0.285735,13299,0,0,0
0.287287,13704,0,0,0
0.288838,15180,0,0,0
0.290399,14199,0,0,0
0.291993,14067,0,0,0
0.293545,13851,0,0,0
0.295097,14625,0,0,0
0.296647,13839,0,0,0
0.298195,14427,0,0,0
0.299746,14400,0,0,0
0.301311,13758,0,0,0
0.302860,13320,0,0,0
0.304413,13632,0,0,0
0.305961,14430,0,0,0
0.307556,14568,0,0,0
0.309108,14211,0,0,0
0.310656,13611,0,0,0
0.312158,16479,0,0,0
0.313678,14820,0,0,0
0.315230,14697,0,0,0
0.316780,14985,0,0,0
0.318329,15471,0,0,0
0.319879,14946,0,0,0
0.321429,14976,0,0,0
0.322990,14205,0,0,0
0.324651,14109,0,0,0
0.326042,14616,0,0,0
0.327559,14241,0,0,0
0.329109,14385,0,0,0
0.330658,14097,0,0,0
0.332267,13638,0,0,0
0.333831,14307,0,0,0
0.335384,15045,0,0,0
0.336933,13941,0,0,0
0.338482,13632,0,0,0
0.340078,14277,0,0,0
0.341629,14757,0,0,0
0.343181,13650,0,0,0
0.344745,14667,0,0,0
0.346292,14766,0,0,0
0.347842,14055,0,0,0
0.349391,14184,0,0,0
0.350938,15117,0,0,0
0.352492,14148,0,0,0
0.354038,13614,0,0,0
0.355645,14196,0,0,0
0.357194,14196,0,0,0
0.358740,14763,0,0,0
0.360288,14760,0,0,0
0.361835,14862,0,0,0
0.363385,14880,0,0,0
0.364932,13557,0,0,0
0.366492,15009,0,0,0
0.368040,14100,0,0,0
0.369589,14907,0,0,0
0.371139,13563,0,0,0
0.372732,14085,0,0,0
0.374278,13803,0,0,0
0.375828,14430,0,0,0
0.377391,14376,0,0,0
0.378938,13884,0,0,0
0.380493,13815,0,0,0
0.382040,14625,0,0,0
0.383591,14385,0,0,0
0.385139,14559,0,0,0
0.386686,14613,0,0,0
0.388212,14265,0,0,0
0.389607,14646,0,0,0
0.391031,13560,0,0,0
0.392417,15114,0,0,0
0.393802,14715,0,0,0
0.395189,14814,0,0,0
0.396575,14919,0,0,0
0.398087,13890,0,0,0
0.399652,15024,0,0,0
0.401201,14127,0,0,0
0.402748,13641,0,0,0
0.404215,14211,0,0,0
0.405734,14895,0,0,0
0.407285,13677,0,0,0
0.408834,13698,0,0,0
0.410395,13929,0,0,0
0.411944,14232,0,0,0
0.413493,14826,0,0,0
0.415044,13656,0,0,0
0.416592,14049,0,0,0
0.418139,13788,0,0,0
0.419732,14841,0,0,0
0.421292,14079,0,0,0
0.422715,14595,0,0,0
0.424212,15057,0,0,0
0.425727,13902,0,0,0
0.427278,13560,0,0,0
0.428828,13842,0,0,0
0.430376,14715,0,0,0
0.431938,13980,0,0,0
0.433487,15000,0,0,0
0.435039,13701,0,0,0
0.436589,14826,0,0,0
0.438137,14727,0,0,0
0.439689,14505,0,0,0
0.441238,13758,0,0,0
0.442800,14943,0,0,0
0.444354,13719,0,0,0
0.445902,14952,0,0,0
0.447453,14025,0,0,0
0.449002,15015,0,0,0
0.450550,13536,0,0,0
0.452144,14178,0,0,0
0.453708,14034,0,0,0
0.455260,13614,0,0,0
0.456810,13887,0,0,0
0.458358,15072,0,0,0
0.459908,13752,0,0,0
0.461458,13971,0,0,0
0.463085,13788,0,0,0
0.464486,14094,0,0,0
0.465871,14952,0,0,0
0.467254,13980,0,0,0
0.468811,14685,0,0,0
0.470360,14121,0,0,0
0.471910,14754,0,0,0
0.473460,13512,0,0,0
0.475024,13719,0,0,0
0.476575,14526,0,0,0
0.478122,14223,0,0,0
0.479673,14973,0,0,0
0.481222,14151,0,0,0
0.482770,13560,0,0,0
0.484325,14028,0,0,0
0.485886,14643,0,0,0
0.487439,14808,0,0,0
0.488988,13941,0,0,0
0.490537,14523,0,0,0
0.492087,14409,0,0,0
0.493637,14592,0,0,0
0.495188,14697,0,0,0
0.496741,13803,0,0,0
0.498281,14253,0,0,0
0.499742,14544,0,0,0
0.501298,15060,0,0,0
0.502845,13632,0,0,0
0.504461,13656,0,0,0
0.506005,14202,0,0,0
0.507440,14376,0,0,0
0.508960,14100,0,0,0
0.510385,13548,0,0,0
0.511907,13698,0,0,0
0.513456,14142,0,0,0
0.515063,14421,0,0,0
0.516736,13923,0,0,0
0.518296,14412,0,0,0
0.519846,14016,0,0,0
0.521393,15138,0,0,0
0.522939,13659,0,0,0
0.524492,14310,0,0,0
0.526038,14937,0,0,0
0.527589,13800,0,0,0
0.529149,14736,0,0,0
0.530696,15036,0,0,0
0.532340,14154,0,0,0
0.533886,14322,0,0,0
0.535437,13950,0,0,0
0.536985,13632,0,0,0
0.538531,14769,0,0,0
0.540092,14532,0,0,0
0.541642,14130,0,0,0
0.543191,14781,0,0,0
0.544737,13797,0,0,0
0.546165,14187,0,0,0
0.547607,13752,0,0,0
0.549121,14394,0,0,0
