elapsed_s,RAS_SAMPLE_MASK_GEN_LANE_11_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_12_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_13_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_14_WORKING_CC_L2
0.001107,0,0,0,0
0.002523,0,0,0,0
0.003902,0,0,0,0
0.005280,0,0,0,0
0.006702,0,0,0,0
0.008076,0,0,0,0
0.009450,0,0,0,0
0.010846,0,0,0,0
0.012228,0,0,0,0
0.013593,0,0,0,0
0.015106,0,0,0,0
0.016535,0,0,0,0
0.017962,0,0,0,0
0.019359,0,0,0,0
0.020753,0,0,0,0
0.022164,0,0,0,0
0.023557,0,0,0,0
0.024950,0,0,0,0
0.026342,0,0,0,0
0.027736,0,0,0,0
0.029128,0,0,0,0
0.030571,0,0,0,0
0.031947,0,0,0,0
0.033330,0,0,0,0
0.034706,0,0,0,0
0.036084,0,0,0,0
0.037462,0,0,0,0
0.038840,0,0,0,0
0.040218,0,0,0,0
0.041596,0,0,0,0
0.043007,0,0,0,0
0.044391,0,0,0,0
0.045769,0,0,0,0
0.047329,0,0,0,0
0.048667,0,0,0,0
0.050025,0,0,0,0
0.051326,0,0,0,0
0.052616,0,0,0,0
0.053955,0,0,0,0
0.055298,0,0,0,0
0.056602,0,0,0,0
0.057947,0,0,0,0
0.059288,0,0,0,0
0.060629,0,0,0,0
0.061966,0,0,0,0
0.063282,0,0,0,0
0.064643,0,0,0,0
0.066278,0,0,0,0
0.067832,0,0,0,0
0.069332,0,0,0,0
0.070824,0,0,0,0
0.072278,0,0,0,0
0.073902,0,0,0,0
0.075359,0,0,0,0
0.076640,0,0,0,0
0.077963,0,0,0,0
0.079642,0,0,0,0
0.081350,0,0,0,0
0.083142,0,0,0,0
0.085790,0,0,0,0
0.087850,0,0,0,0
0.089080,0,0,0,0
0.090450,0,0,0,0
0.091795,0,0,0,0
0.093003,0,0,0,0
0.094207,0,0,0,0
0.095424,0,0,0,0
0.096640,0,0,0,0
0.097876,0,0,0,0
0.099095,0,0,0,0
0.100310,0,0,0,0
0.101545,0,0,0,0
0.102830,0,0,0,0
0.104025,0,0,0,0
0.105207,0,0,0,0
0.106385,0,0,0,0
0.107560,0,0,0,0
0.108735,0,0,0,0
0.110071,0,0,0,0
0.111218,0,0,0,0
