elapsed_s,RAS_STGEN_BOTTLENECK_CYCLES,RAS_MTGEN_BOTTLENECK_CYCLES,RAS_TGEN_BOTTLENECK_CYCLES
0.001144,0,0,0
0.002542,0,0,0
0.003915,0,0,0
0.005286,0,0,0
0.006715,0,0,0
0.008054,0,0,0
0.009378,0,0,0
0.010755,0,0,0
0.012052,0,0,0
0.013413,0,0,0
0.014713,0,0,0
0.015998,0,0,0
0.017281,0,0,0
0.018567,0,0,0
0.019850,0,0,0
0.021258,0,0,0
0.022830,0,0,0
0.024201,0,0,0
0.025541,0,0,0
0.027090,0,0,0
0.028495,0,0,0
0.029956,0,0,0
0.031396,0,0,0
0.032779,0,0,0
0.034161,0,0,0
0.035548,0,0,0
0.036934,0,0,0
0.038464,0,0,0
0.039855,0,0,0
0.041480,0,0,0
0.044456,66,0,0
0.046147,0,0,0
0.047531,0,0,0
0.048912,0,0,0
0.050334,0,0,0
0.051713,0,0,0
0.053091,0,0,0
0.054635,0,0,0
0.055997,60,0,0
0.057191,90,0,0
0.058405,96,0,0
0.059639,96,0,0
0.060872,102,0,0
0.062677,174,0,0
0.064343,102,0,0
0.065716,246,0,0
0.068685,96,0,0
0.069921,96,0,0
0.071160,102,0,0
0.072398,96,0,0
0.073638,102,0,0
0.074911,96,0,0
0.076147,102,0,0
0.077386,102,0,0
0.078622,96,0,0
0.079858,96,0,0
0.081094,96,0,0
0.082368,108,0,0
0.083604,96,0,0
0.084841,96,0,0
0.086080,102,0,0
0.087317,96,0,0
0.088552,102,0,0
0.089818,96,0,0
0.091054,102,0,0
0.092288,96,0,0
0.093526,102,0,0
0.094860,102,0,0
0.096121,0,0,0
0.097503,0,0,0
0.099077,0,0,0
0.100457,0,0,0
0.101835,0,0,0
0.103213,0,0,0
0.104590,0,0,0
0.106030,0,0,0
0.107412,0,0,0
0.108791,0,0,0
0.110172,0,0,0
0.111552,0,0,0
0.112930,0,0,0
0.114346,0,0,0
0.115722,0,0,0
0.117105,0,0,0
0.118521,0,0,0
0.119895,0,0,0
