elapsed_s,CP_LONG_PREEMPTIONS,CP_SQE_I_CACHE_STARVE,CP_SQE_IDLE,CP_SQE_PM4_STARVE_RB,CP_SQE_PM4_STARVE_IB1,CP_SQE_PM4_STARVE_IB2,CP_SQE_PM4_STARVE_IB3,CP_SQE_PM4_STARVE_FSDT,CP_SQE_PM4_STARVE_SDS,CP_SQE_MRB_STARVE,CP_SQE_RRB_STARVE,CP_SQE_VSD_STARVE,CP_VSD_DECODE_STARVE,CP_SQE_PIPE_OUT_STALL
0.001113,0,943,93973,47,0,0,0,0,0,0,51,0,0,0
0.002850,0,826,99302,47,0,0,0,0,0,0,52,0,0,0
0.004515,0,995,97733,47,0,0,0,0,0,0,52,0,0,0
0.006120,0,977,90158,47,0,0,0,0,0,0,51,0,0,0
0.007723,0,948,89843,47,0,0,0,0,0,0,52,0,0,0
0.009538,0,904,105722,47,0,0,0,0,0,0,51,0,0,0
0.011159,0,882,93649,47,0,0,0,0,0,0,52,0,0,0
0.012929,0,1006,99399,47,0,0,0,0,0,0,52,0,0,0
0.014521,0,919,88556,47,0,0,0,0,0,0,52,0,0,0
0.016174,0,924,120528,48,0,0,0,0,0,0,52,0,0,0
0.018092,0,1035,105299,47,0,0,0,0,0,0,51,0,0,0
0.019812,0,829,89823,47,0,0,0,0,0,0,52,0,0,0
0.021489,0,940,103596,47,0,0,0,0,0,0,52,0,0,0
0.023114,0,916,88209,47,0,0,0,0,0,0,52,0,0,0
0.024770,0,851,101321,47,0,0,0,0,0,0,52,0,0,0
0.026392,0,843,100038,47,0,0,0,0,0,0,52,0,0,0
0.028011,0,803,103583,48,0,0,0,0,0,0,52,0,0,0
0.029542,0,681,79452,48,0,0,0,0,0,0,52,0,0,0
0.030962,0,604,73875,47,0,0,0,0,0,0,52,0,0,0
0.032376,0,658,76051,47,0,0,0,0,0,0,51,0,0,0
0.033803,0,633,73621,47,0,0,0,0,0,0,52,0,0,0
0.035216,0,591,73728,47,0,0,0,0,0,0,51,0,0,0
0.036644,0,648,61760,46,0,0,0,0,0,0,52,0,0,0
0.038014,0,565,63137,47,0,0,0,0,0,0,52,0,0,0
0.039383,0,620,63238,47,0,0,0,0,0,0,52,0,0,0
0.040808,0,585,66619,47,0,0,0,0,0,0,51,0,0,0
