elapsed_s,CP_PM4_DATA,CP_PM4_HEADERS,CP_VBIF_READ_BEATS,CP_VBIF_WRITE_BEATS,CP_SQE_INSTR_COUNTER,CP_CLUSTER_FE_US_FULL,CP_CLUSTER_FE_S_FULL,CP_CLUSTER_SP_VS_FULL,CP_CLUSTER_VPC_US_FULL,CP_CLUSTER_VPC_VS_FULL,CP_CLUSTER_GRAS_FULL,CP_CLUSTER_SP_PS_FULL,CP_CLUSTER_VPC_PS_FULL,CP_CLUSTER_PS_FULL
0.001303,0,0,34,1,387,0,0,0,0,0,0,0,0,0
0.003084,0,0,34,1,265,0,0,0,0,0,0,0,0,0
0.004789,0,0,34,1,375,0,0,0,0,0,0,0,0,0
0.006425,0,0,34,1,349,0,0,0,0,0,0,0,0,0
0.008283,0,0,34,1,281,0,0,0,0,0,0,0,0,0
0.010007,0,0,34,1,287,0,0,0,0,0,0,0,0,0
0.011621,0,0,34,1,369,0,0,0,0,0,0,0,0,0
0.013374,0,0,34,1,365,0,0,0,0,0,0,0,0,0
0.015003,0,0,34,1,359,0,0,0,0,0,0,0,0,0
0.016718,0,0,34,1,261,0,0,0,0,0,0,0,0,0
0.018270,0,0,34,1,265,0,0,0,0,0,0,0,0,0
0.019766,0,0,34,1,273,0,0,0,0,0,0,0,0,0
0.021450,0,0,34,1,335,0,0,0,0,0,0,0,0,0
0.022992,0,0,34,1,287,0,0,0,0,0,0,0,0,0
0.024542,0,0,34,1,223,0,0,0,0,0,0,0,0,0
0.025945,0,0,36,1,233,0,0,0,0,0,0,0,0,0
0.027361,0,0,36,1,291,0,0,0,0,0,0,0,0,0
0.028775,0,0,36,1,311,0,0,0,0,0,0,0,0,0
0.030111,0,0,36,1,229,0,0,0,0,0,0,0,0,0
0.031456,0,0,36,1,221,0,0,0,0,0,0,0,0,0
0.032841,0,0,36,1,291,0,0,0,0,0,0,0,0,0
0.034313,0,0,34,1,255,0,0,0,0,0,0,0,0,0
0.035788,0,0,36,1,257,0,0,0,0,0,0,0,0,0
0.037279,0,0,34,1,239,0,0,0,0,0,0,0,0,0
0.038751,0,0,34,1,247,0,0,0,0,0,0,0,0,0
0.040213,0,0,34,1,217,0,0,0,0,0,0,0,0,0
0.041782,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.043213,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.044614,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.046089,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.047524,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.048982,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.050385,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.051795,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.053318,32,41,390,26,3781,0,0,0,0,0,0,0,0,0
0.054911,0,0,40,1,230,0,0,0,0,0,0,0,0,0
0.056311,0,0,36,1,221,0,0,0,0,0,0,0,0,0
0.057759,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.059153,0,0,36,1,221,0,0,0,0,0,0,0,0,0
0.060554,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.061964,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.063360,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.064771,182,192,715,12,272810,0,0,0,0,0,0,0,0,0
0.066078,88,104,80,0,858629,0,0,0,0,0,0,0,0,0
0.067373,94,112,96,0,856085,0,0,0,0,0,0,0,0,0
0.069132,128,152,128,0,1163185,0,0,0,0,0,0,0,0,0
0.070573,102,121,104,0,962618,0,0,0,0,0,0,0,0,0
0.072420,135,160,136,0,1215547,0,0,0,0,0,0,0,0,0
0.073728,94,112,96,0,860529,0,0,0,0,0,0,0,0,0
0.075024,88,104,88,0,854973,0,0,0,0,0,0,0,0,0
0.076436,108,128,104,0,937908,0,0,0,0,0,0,0,0,0
0.077740,88,105,96,0,857917,0,0,0,0,0,0,0,0,0
0.079036,95,112,88,0,855846,0,0,0,0,0,0,0,0,0
0.080336,101,120,104,0,887123,0,0,0,0,0,0,0,0,0
0.081673,94,112,96,0,856644,0,0,0,0,0,0,0,0,0
0.082970,95,112,88,0,856982,0,0,0,0,0,0,0,0,0
0.084269,88,104,96,0,858154,0,0,0,0,0,0,0,0,0
0.085564,94,113,88,0,856287,0,0,0,0,0,0,0,0,0
0.086860,95,112,19,0,856719,0,0,0,0,0,0,0,0,0
0.088288,60,77,24,0,896729,0,0,0,0,0,0,0,0,0
0.089894,13,15,47,13,6350,0,0,0,0,0,0,0,0,0
