elapsed_s,RAS_SAMPLE_MASK_GEN_LANE_15_WORKING_CC_L2,RAS_EMPTY_SBLOCK_SCAN_CYCLE_PERFCOUNTER,RAS_STEGN_STALL_BY_LATENCY_FIFO,RAS_STALL_CYCLES_LRZ_PREFETCH
0.001107,0,0,0,0
0.002659,0,0,0,0
0.004175,0,0,0,0
0.005697,0,0,0,0
0.007180,0,0,0,0
0.008855,0,0,0,0
0.010657,0,0,0,0
0.012169,0,0,0,0
0.013623,0,0,0,0
0.015087,0,0,0,0
0.016530,0,0,0,0
0.017971,0,0,0,0
0.019413,0,0,0,0
0.020873,0,0,0,0
0.022315,0,0,0,0
0.023755,0,0,0,0
0.025223,0,0,0,0
0.026760,0,0,0,0
0.028221,0,0,0,0
0.029728,0,0,0,0
0.031205,0,0,0,0
0.032665,0,0,0,0
0.034124,0,0,0,0
0.035582,0,0,0,0
0.037040,0,0,0,0
0.038498,0,0,0,0
0.039956,0,0,0,0
0.041486,0,0,0,0
0.042982,0,0,0,0
0.044554,0,0,0,0
0.046130,0,0,0,0
0.047705,0,0,0,0
0.049148,0,0,0,0
0.050798,0,0,0,0
0.052379,0,0,0,0
0.053824,0,0,0,0
0.055269,0,0,0,0
0.056764,0,0,0,0
0.058291,0,0,0,0
0.059816,0,0,0,0
0.061341,0,0,0,0
0.062893,0,0,0,0
0.064297,0,0,0,0
0.065702,0,0,0,0
0.067105,0,0,0,0
0.068509,0,0,0,0
0.069912,0,0,0,0
0.071317,0,0,0,0
0.072764,0,0,0,0
0.074216,0,0,0,0
0.075612,0,0,0,0
0.077045,0,0,0,0
0.078498,0,0,0,0
0.079878,0,0,0,0
0.081229,0,0,0,0
0.082573,0,0,0,0
0.083923,0,0,0,0
0.085292,0,0,0,0
0.086712,0,0,0,0
0.087931,0,0,0,0
0.089296,0,0,0,0
0.090879,0,0,0,0
0.092272,0,0,0,0
0.093674,0,0,0,0
0.095105,0,0,0,0
0.096503,0,0,0,0
0.098371,0,0,0,0
0.100795,0,0,0,0
0.102183,0,0,0,0
0.103570,0,0,0,0
0.105010,0,0,0,0
0.106396,0,0,0,0
0.107794,0,0,0,0
0.109177,0,0,0,0
0.110555,0,0,0,0
0.111934,0,0,0,0
0.113314,0,0,0,0
0.114997,0,0,0,0
0.116375,0,0,0,0
0.117751,0,0,0,0
0.119138,0,0,0,0
0.120518,0,0,0,0
0.121940,0,0,0,0
0.123318,0,0,0,0
0.124697,0,0,0,0
0.126270,0,0,0,0
0.127650,0,0,0,0
0.129030,0,0,0,0
0.130418,0,0,0,0
0.131797,0,0,0,0
0.133176,0,0,0,0
0.134556,0,0,0,0
0.136055,0,0,0,0
0.137687,0,0,0,0
0.139246,0,0,0,0
0.140652,0,0,0,0
0.142036,0,0,0,0
0.143418,0,0,0,0
0.144798,0,0,0,0
0.146181,0,0,0,0
0.147568,0,0,0,0
0.149083,0,0,0,0
0.150635,0,0,0,0
0.152199,0,0,0,0
0.153753,0,0,0,0
0.155305,0,0,0,0
0.156855,0,0,0,0
0.158408,0,0,0,0
0.159961,0,0,0,0
0.161511,0,0,0,0
0.163081,0,0,0,0
0.164630,0,0,0,0
0.166183,0,0,0,0
0.167727,0,0,0,0
0.169310,0,0,0,0
0.170994,0,0,0,0
0.172544,0,0,0,0
0.174110,0,0,0,0
0.175662,0,0,0,0
0.177211,0,0,0,0
0.178763,0,0,0,0
0.180315,0,0,0,0
0.181868,0,0,0,0
0.183419,0,0,0,0
0.185023,0,0,0,0
0.186575,0,0,0,0
0.188127,0,0,0,0
0.189680,0,0,0,0
0.191232,0,0,0,0
0.192780,0,0,0,0
0.194331,0,0,0,0
0.195894,0,0,0,0
0.197444,0,0,0,0
0.198974,0,0,0,0
0.200495,0,0,0,0
0.202092,0,0,0,0
0.203645,0,0,0,0
0.205195,0,0,0,0
0.206759,0,0,0,0
0.208310,0,0,0,0
0.209864,0,0,0,0
0.211417,0,0,0,0
0.212841,0,0,0,0
0.214234,0,0,0,0
0.215615,0,0,0,0
0.217050,0,0,0,0
0.218430,0,0,0,0
0.219808,0,0,0,0
0.221185,0,0,0,0
0.222564,0,0,0,0
0.223942,0,0,0,0
0.225319,0,0,0,0
0.226801,0,0,0,0
0.228190,0,0,0,0
0.229566,0,0,0,0
0.231039,0,0,0,0
