elapsed_s,RAS_SAMPLE_MASK_GEN_LANE_11_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_12_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_13_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_14_WORKING_CC_L2
0.001102,0,0,0,0
0.002929,0,0,0,0
0.004400,0,0,0,0
0.005843,0,0,0,0
0.007285,0,0,0,0
0.008746,0,0,0,0
0.010220,0,0,0,0
0.011753,0,0,0,0
0.013196,0,0,0,0
0.014635,0,0,0,0
0.016079,0,0,0,0
0.017603,0,0,0,0
0.019065,0,0,0,0
0.020494,0,0,0,0
0.021929,0,0,0,0
0.023393,0,0,0,0
0.024811,0,0,0,0
0.026225,0,0,0,0
0.027739,0,0,0,0
0.029151,0,0,0,0
0.030574,0,0,0,0
0.031988,0,0,0,0
0.033457,0,0,0,0
0.034855,0,0,0,0
0.036254,0,0,0,0
0.037780,0,0,0,0
0.039308,0,0,0,0
0.040867,0,0,0,0
0.042269,0,0,0,0
0.043700,0,0,0,0
0.045247,0,0,0,0
0.046778,0,0,0,0
0.048179,0,0,0,0
0.049629,0,0,0,0
0.051163,0,0,0,0
0.052654,0,0,0,0
0.054129,0,0,0,0
0.055606,0,0,0,0
0.057082,0,0,0,0
0.058608,0,0,0,0
0.060091,0,0,0,0
0.061575,0,0,0,0
0.063044,0,0,0,0
0.064416,0,0,0,0
0.065855,0,0,0,0
0.067194,0,0,0,0
0.068602,0,0,0,0
0.069945,0,0,0,0
0.071293,0,0,0,0
0.072658,0,0,0,0
0.074002,0,0,0,0
0.075390,0,0,0,0
0.076732,0,0,0,0
0.078074,0,0,0,0
0.079443,0,0,0,0
0.080688,0,0,0,0
0.082090,0,0,0,0
0.083642,0,0,0,0
0.085145,0,0,0,0
0.086678,0,0,0,0
0.088130,0,0,0,0
0.089585,0,0,0,0
0.091611,0,0,0,0
0.093393,0,0,0,0
0.094781,0,0,0,0
0.096169,0,0,0,0
0.097600,0,0,0,0
0.098985,0,0,0,0
0.100372,0,0,0,0
0.101755,0,0,0,0
0.103634,0,0,0,0
0.105026,0,0,0,0
0.106863,0,0,0,0
0.108249,0,0,0,0
0.109636,0,0,0,0
0.111017,0,0,0,0
0.112395,0,0,0,0
0.113776,0,0,0,0
0.115165,0,0,0,0
0.116541,0,0,0,0
0.117917,0,0,0,0
0.119293,0,0,0,0
0.120671,0,0,0,0
0.122051,0,0,0,0
0.123503,0,0,0,0
0.124881,0,0,0,0
0.126270,0,0,0,0
0.127834,0,0,0,0
0.129223,0,0,0,0
0.130709,0,0,0,0
0.132096,0,0,0,0
0.133475,0,0,0,0
0.134854,0,0,0,0
0.136361,0,0,0,0
0.137913,0,0,0,0
0.139334,0,0,0,0
0.140854,0,0,0,0
0.142407,0,0,0,0
0.143958,0,0,0,0
0.145551,0,0,0,0
0.147104,0,0,0,0
0.148668,0,0,0,0
0.150218,0,0,0,0
0.151773,0,0,0,0
0.153323,0,0,0,0
0.154876,0,0,0,0
0.156426,0,0,0,0
0.157976,0,0,0,0
0.159604,0,0,0,0
0.161152,0,0,0,0
0.162750,0,0,0,0
0.164300,0,0,0,0
0.165850,0,0,0,0
0.167401,0,0,0,0
0.168952,0,0,0,0
0.170518,0,0,0,0
0.172070,0,0,0,0
0.173618,0,0,0,0
0.175169,0,0,0,0
0.176721,0,0,0,0
0.178271,0,0,0,0
0.179761,0,0,0,0
0.181290,0,0,0,0
0.182843,0,0,0,0
0.184395,0,0,0,0
0.185944,0,0,0,0
0.187493,0,0,0,0
0.189041,0,0,0,0
0.190594,0,0,0,0
0.192032,0,0,0,0
0.193596,0,0,0,0
0.195148,0,0,0,0
0.196698,0,0,0,0
0.198247,0,0,0,0
0.199803,0,0,0,0
0.201352,0,0,0,0
0.202918,0,0,0,0
0.204470,0,0,0,0
0.205937,0,0,0,0
0.207320,0,0,0,0
0.208665,0,0,0,0
0.210046,0,0,0,0
0.211438,0,0,0,0
0.212793,0,0,0,0
0.214128,0,0,0,0
0.215467,0,0,0,0
0.216797,0,0,0,0
0.218125,0,0,0,0
0.219480,0,0,0,0
0.220811,0,0,0,0
0.222140,0,0,0,0
0.223468,0,0,0,0
0.224809,0,0,0,0
0.226191,0,0,0,0
0.227507,0,0,0,0
0.228816,0,0,0,0
0.230126,0,0,0,0
0.231440,0,0,0,0
0.232750,0,0,0,0
0.234068,0,0,0,0
0.235380,0,0,0,0
0.236688,0,0,0,0
0.237996,0,0,0,0
0.239306,0,0,0,0
0.240620,0,0,0,0
0.241962,0,0,0,0
0.243257,0,0,0,0
0.244567,0,0,0,0
0.245862,0,0,0,0
0.247157,0,0,0,0
0.248455,0,0,0,0
0.249749,0,0,0,0
0.251043,0,0,0,0
0.252337,0,0,0,0
0.253631,0,0,0,0
0.254931,0,0,0,0
0.256224,0,0,0,0
0.257547,0,0,0,0
0.258959,0,0,0,0
0.260320,0,0,0,0
0.261680,0,0,0,0
0.263040,0,0,0,0
0.264402,0,0,0,0
0.265765,0,0,0,0
0.267136,0,0,0,0
0.268551,0,0,0,0
0.269916,0,0,0,0
0.271328,0,0,0,0
0.272582,0,0,0,0
0.273958,0,0,0,0
0.275381,0,0,0,0
0.276821,0,0,0,0
0.278214,0,0,0,0
