elapsed_s,CP_S_SKEW_BUFFER_ABOVE_THRESH,CP_ECACHE_HITS,CP_ECACHE_KILLS,CP_ECACHE_REQS,CP_ECACHE_EVEN_REQS,CP_ECACHE_STALLS_RAP,CP_ECACHE_BUSY
0.001088,0,0,0,0,0,0,0
0.002524,0,0,0,0,0,0,0
0.003931,0,0,0,0,0,0,0
0.005338,0,0,0,0,0,0,0
0.006747,0,0,0,0,0,0,0
0.008163,0,0,0,0,0,0,0
0.009564,0,0,0,0,0,0,0
0.010991,0,0,0,0,0,0,0
0.012389,0,0,0,0,0,0,0
0.013789,0,0,0,0,0,0,0
0.015189,0,0,0,0,0,0,0
0.016655,0,0,0,0,0,0,0
0.018361,0,0,0,0,0,0,0
0.019856,0,0,0,0,0,0,0
0.021358,0,0,0,0,0,0,0
0.022844,0,0,0,0,0,0,0
0.024375,0,0,0,0,0,0,0
0.025853,0,0,0,0,0,0,0
0.027332,0,0,0,0,0,0,0
0.029007,0,0,0,0,0,0,0
0.030580,0,0,0,0,0,0,0
0.032084,0,0,0,0,0,0,0
0.033641,0,0,0,0,0,0,0
0.035244,0,0,0,0,0,0,0
0.036936,0,0,0,0,0,0,0
0.038447,0,0,0,0,0,0,0
0.040373,0,0,0,0,0,0,0
0.042081,0,0,0,0,0,0,0
0.044048,0,0,0,0,0,0,0
0.046032,0,0,0,0,0,0,0
0.047961,0,0,0,0,0,0,0
0.054766,0,0,0,0,0,0,0
0.056922,0,0,0,0,0,0,0
0.058493,0,0,0,0,0,0,0
0.060063,0,0,0,0,0,0,0
0.061586,0,0,0,0,0,0,0
0.063214,0,0,0,0,0,0,0
0.064614,0,0,0,0,0,0,0
0.066000,0,0,0,0,0,0,0
0.067386,0,0,0,0,0,0,0
0.068849,0,0,0,0,0,0,0
0.070236,0,0,0,0,0,0,0
0.071677,0,0,0,0,0,0,0
0.073052,0,0,0,0,0,0,0
0.074545,0,0,0,0,0,0,0
0.076030,0,0,0,0,0,0,0
0.077401,0,0,0,0,0,0,0
0.078771,0,0,0,0,0,0,0
0.080139,0,0,0,0,0,0,0
0.081509,0,0,0,0,0,0,0
0.082994,0,0,0,0,0,0,0
0.084363,0,0,0,0,0,0,0
0.085736,0,0,0,0,0,0,0
0.087217,0,0,0,0,0,0,0
0.088588,0,0,0,0,0,0,0
0.089971,0,0,0,0,0,0,0
0.091453,0,0,0,0,0,0,0
0.092860,0,0,0,0,0,0,0
0.094360,0,0,0,0,0,0,0
0.095849,0,0,0,0,0,0,0
0.097335,0,0,0,0,0,0,0
0.098820,0,0,0,0,0,0,0
0.100306,0,0,0,0,0,0,0
0.101790,0,0,0,0,0,0,0
0.103273,0,0,0,0,0,0,0
0.104835,0,0,0,0,0,0,0
0.106317,0,0,0,0,0,0,0
0.107539,0,0,0,0,0,0,0
0.109005,0,0,0,0,0,0,0
0.110487,0,0,0,0,0,0,0
0.111970,0,0,0,0,0,0,0
0.113452,0,0,0,0,0,0,0
0.114820,0,0,0,0,0,0,0
0.116313,0,0,0,0,0,0,0
0.117805,0,0,0,0,0,0,0
0.119288,0,0,0,0,0,0,0
0.120827,0,0,0,0,0,0,0
0.122311,0,0,0,0,0,0,0
0.123795,0,0,0,0,0,0,0
0.125203,0,0,0,0,0,0,0
0.126645,0,0,0,0,0,0,0
0.127853,0,0,0,0,0,0,0
0.129252,0,0,0,0,0,0,0
0.130636,0,0,0,0,0,0,0
0.132070,0,0,0,0,0,0,0
0.133453,0,0,0,0,0,0,0
0.134837,0,0,0,0,0,0,0
0.136269,0,0,0,0,0,0,0
0.137709,0,0,0,0,0,0,0
0.139091,0,0,0,0,0,0,0
0.140521,0,0,0,0,0,0,0
0.141792,0,0,0,0,0,0,0
0.143172,0,0,0,0,0,0,0
0.144554,0,0,0,0,0,0,0
0.145937,0,0,0,0,0,0,0
0.147320,0,0,0,0,0,0,0
0.148707,0,0,0,0,0,0,0
0.150091,0,0,0,0,0,0,0
0.151543,0,0,0,0,0,0,0
0.152867,0,0,0,0,0,0,0
0.154159,0,0,0,0,0,0,0
0.155451,0,0,0,0,0,0,0
0.156748,0,0,0,0,0,0,0
0.158040,0,0,0,0,0,0,0
0.159342,0,0,0,0,0,0,0
0.160634,0,0,0,0,0,0,0
0.161926,0,0,0,0,0,0,0
0.163218,0,0,0,0,0,0,0
0.164510,0,0,0,0,0,0,0
0.165809,0,0,0,0,0,0,0
0.167100,0,0,0,0,0,0,0
0.168414,0,0,0,0,0,0,0
0.169780,0,0,0,0,0,0,0
0.171136,0,0,0,0,0,0,0
0.172490,0,0,0,0,0,0,0
0.173864,0,0,0,0,0,0,0
0.175221,0,0,0,0,0,0,0
0.176611,0,0,0,0,0,0,0
0.177964,0,0,0,0,0,0,0
0.179341,0,0,0,0,0,0,0
0.180761,0,0,0,0,0,0,0
0.182116,0,0,0,0,0,0,0
0.183472,0,0,0,0,0,0,0
0.184913,0,0,0,0,0,0,0
0.186330,0,0,0,0,0,0,0
0.187738,0,0,0,0,0,0,0
0.189142,0,0,0,0,0,0,0
0.190673,0,0,0,0,0,0,0
0.192139,0,0,0,0,0,0,0
0.193549,0,0,0,0,0,0,0
0.194953,0,0,0,0,0,0,0
0.196359,0,0,0,0,0,0,0
0.197760,0,0,0,0,0,0,0
0.199162,0,0,0,0,0,0,0
0.200564,0,0,0,0,0,0,0
0.202095,0,0,0,0,0,0,0
0.203548,0,0,0,0,0,0,0
0.205090,0,0,0,0,0,0,0
0.206655,0,0,0,0,0,0,0
0.208226,0,0,0,0,0,0,0
0.209794,0,0,0,0,0,0,0
0.211361,0,0,0,0,0,0,0
0.212933,0,0,0,0,0,0,0
0.214385,0,0,0,0,0,0,0
0.215968,0,0,0,0,0,0,0
0.217537,0,0,0,0,0,0,0
0.219104,0,0,0,0,0,0,0
0.220672,0,0,0,0,0,0,0
0.222241,0,0,0,0,0,0,0
0.223811,0,0,0,0,0,0,0
0.225394,0,0,0,0,0,0,0
0.226960,0,0,0,0,0,0,0
0.228530,0,0,0,0,0,0,0
0.230098,0,0,0,0,0,0,0
0.231711,0,0,0,0,0,0,0
0.233270,0,0,0,0,0,0,0
0.234808,0,0,0,0,0,0,0
0.236261,0,0,0,0,0,0,0
0.237798,0,0,0,0,0,0,0
0.239364,0,0,0,0,0,0,0
0.240938,0,0,0,0,0,0,0
0.242505,0,0,0,0,0,0,0
0.244075,0,0,0,0,0,0,0
0.245644,0,0,0,0,0,0,0
0.247222,0,0,0,0,0,0,0
0.248792,0,0,0,0,0,0,0
0.250360,0,0,0,0,0,0,0
0.251992,0,0,0,0,0,0,0
0.253563,0,0,0,0,0,0,0
0.255132,0,0,0,0,0,0,0
0.256701,0,0,0,0,0,0,0
0.258284,0,0,0,0,0,0,0
0.259855,0,0,0,0,0,0,0
0.261426,0,0,0,0,0,0,0
0.262995,0,0,0,0,0,0,0
0.264566,0,0,0,0,0,0,0
0.266137,0,0,0,0,0,0,0
0.267708,0,0,0,0,0,0,0
0.269292,0,0,0,0,0,0,0
0.270907,0,0,0,0,0,0,0
0.272479,0,0,0,0,0,0,0
0.274049,0,0,0,0,0,0,0
0.275618,0,0,0,0,0,0,0
0.277235,0,0,0,0,0,0,0
0.278644,0,0,0,0,0,0,0
0.280236,0,0,0,0,0,0,0
0.281807,0,0,0,0,0,0,0
0.283375,0,0,0,0,0,0,0
0.284950,0,0,0,0,0,0,0
0.286518,0,0,0,0,0,0,0
0.288089,0,0,0,0,0,0,0
0.289659,0,0,0,0,0,0,0
0.291239,0,0,0,0,0,0,0
0.292809,0,0,0,0,0,0,0
0.294379,0,0,0,0,0,0,0
0.295993,0,0,0,0,0,0,0
0.297564,0,0,0,0,0,0,0
0.299133,0,0,0,0,0,0,0
