elapsed_s,CP_NEVER_COUNT,CP_ALWAYS_COUNT,CP_BUSY_GFX_CORE_IDLE,CP_BUSY_CYCLES,CP_NUM_PREEMPTIONS,CP_PREEMPTION_REACTION_DELAY,CP_PREEMPTION_SWITCH_OUT_TIME,CP_PREEMPTION_SWITCH_IN_TIME,CP_DEAD_DRAWS_IN_BIN_RENDER,CP_PREDICATED_DRAWS_KILLED,CP_MODE_SWITCH,CP_ZPASS_DONE,CP_CONTEXT_DONE,CP_CACHE_FLUSH
0.001019,0,124173,1565,1564,0,0,0,0,0,0,0,0,0,0
0.002521,0,119272,1427,1426,0,0,0,0,0,0,0,0,0,0
0.004012,0,117314,1293,1292,0,0,0,0,0,0,0,0,0,0
0.005455,0,110740,1356,1355,0,0,0,0,0,0,0,0,0,0
0.006927,0,106254,1317,1316,0,0,0,0,0,0,0,0,0,0
0.008356,0,108882,1309,1308,0,0,0,0,0,0,0,0,0,0
0.009848,0,107785,1293,1292,0,0,0,0,0,0,0,0,0,0
0.011333,0,156133,40651,74434,0,0,0,0,0,0,0,0,51,5
0.012613,0,102341,11146,22852,0,696,14525,0,0,0,0,0,0,0
0.013904,0,173490,52044,71042,1,0,6723,13187,0,0,0,0,30,3
0.015458,0,116667,1215,1214,0,0,0,0,0,0,0,0,0,0
0.016879,0,106743,1272,1271,0,0,0,0,0,0,0,0,0,0
0.018300,0,104892,1262,1261,0,0,0,0,0,0,0,0,0,0
0.019719,0,106878,1281,1280,0,0,0,0,0,0,0,0,0,0
0.021139,0,106342,1304,1304,0,0,0,0,0,0,0,0,0,0
0.022609,0,106837,1221,1220,0,0,0,0,0,0,0,0,0,0
0.024033,0,107074,1251,1250,0,0,0,0,0,0,0,0,0,0
0.025506,0,107148,1239,1238,0,0,0,0,0,0,0,0,0,0
0.026980,0,108303,1237,1237,0,0,0,0,0,0,0,0,0,0
0.028515,0,271526,86996,128654,1,665,21148,15442,0,0,0,0,33,3
0.029941,0,106749,1214,1213,0,0,0,0,0,0,0,0,0,0
0.031409,0,106902,1236,1235,0,0,0,0,0,0,0,0,0,0
0.032877,0,113484,1267,1266,0,0,0,0,0,0,0,0,0,0
0.034296,0,106952,1245,1244,0,0,0,0,0,0,0,0,0,0
0.035727,0,107973,1264,1263,0,0,0,0,0,0,0,0,0,0
0.037149,0,106412,1234,1233,0,0,0,0,0,0,0,0,0,0
0.038582,0,106636,1240,1239,0,0,0,0,0,0,0,0,0,0
0.040065,0,103621,1270,1269,0,0,0,0,0,0,0,0,0,0
0.041550,0,90711,1213,1212,0,0,0,0,0,0,0,0,0,0
0.043025,0,100768,1212,1211,0,0,0,0,0,0,0,0,0,0
0.044557,0,98444,1195,1194,0,0,0,0,0,0,0,0,0,0
0.045999,0,226649,41339,85110,0,0,0,0,0,0,0,0,51,5
0.047533,0,120745,1195,1194,0,0,0,0,0,0,0,0,0,0
0.048955,0,107033,1252,1251,0,0,0,0,0,0,0,0,0,0
0.050385,0,109551,1249,1248,0,0,0,0,0,0,0,0,0,0
0.052136,0,151469,1242,1241,0,0,0,0,0,0,0,0,0,0
