elapsed_s,RB_2D_ALIVE_CYCLES,RB_2D_STARVE_CYCLES_SP,RB_2D_VALID_PIXELS,RB_3D_PIXELS,RB_BLENDER_WORKING_CYCLES,RB_ZPROC_WORKING_CYCLES,RB_CPROC_WORKING_CYCLES,RB_SAMPLER_WORKING_CYCLES
0.001092,0,0,0,0,0,0,0,0
0.002555,0,0,0,0,0,0,0,0
0.004001,0,0,0,0,0,0,0,0
0.005361,0,0,0,0,0,0,0,0
0.006764,0,0,0,0,0,0,0,0
0.008130,0,0,0,0,0,0,0,0
0.009505,0,0,0,0,0,0,0,0
0.010868,0,0,0,0,0,0,0,0
0.012236,0,0,0,0,0,0,0,0
0.013598,0,0,0,0,0,0,0,0
0.015019,0,0,0,0,0,0,0,0
0.016411,0,0,0,0,0,0,0,0
0.017779,0,0,0,0,0,0,0,0
0.019200,0,0,0,0,0,0,0,0
0.020582,0,0,0,0,0,0,0,0
0.021993,0,0,0,0,0,0,0,0
0.023414,0,0,0,0,0,0,0,0
0.024800,0,0,0,0,0,0,0,0
0.026134,0,0,0,0,0,0,0,0
0.027513,0,0,0,0,0,0,0,0
0.028845,0,0,0,0,0,0,0,0
0.030175,0,0,0,0,0,0,0,0
0.031563,0,0,0,0,0,0,0,0
0.032896,0,0,0,0,0,0,0,0
0.034226,0,0,0,0,0,0,0,0
0.035603,0,0,0,0,0,0,0,0
0.036934,0,0,0,0,0,0,0,0
0.038264,0,0,0,0,0,0,0,0
0.039630,0,0,0,0,0,0,0,0
0.040913,0,0,0,0,0,0,0,0
0.042188,0,0,0,0,0,0,0,0
0.043508,0,0,0,0,0,0,0,0
0.044780,0,0,0,0,0,0,0,0
0.046052,0,0,0,0,0,0,0,0
0.047373,0,0,0,0,0,0,0,0
0.048645,0,0,0,0,0,0,0,0
0.049917,0,0,0,0,0,0,0,0
0.051238,0,0,0,0,0,0,0,0
0.052518,0,0,0,0,0,0,0,0
0.053786,0,0,0,0,0,0,0,0
0.055134,0,0,0,0,0,0,0,0
0.056502,0,0,0,0,0,0,0,0
0.057865,0,0,0,0,0,0,0,0
0.059226,0,0,0,0,0,0,0,0
0.060593,0,0,0,0,0,0,0,0
0.061959,0,0,0,0,0,0,0,0
0.063340,0,0,0,0,0,0,0,0
0.064752,0,0,0,0,0,0,0,0
0.066119,0,0,0,0,0,0,0,0
0.067490,0,0,0,0,0,1386,2982,660
0.068860,0,0,0,0,0,0,0,0
0.070226,0,0,0,0,0,0,0,0
0.071606,0,0,0,0,0,0,0,0
0.073046,0,0,0,0,0,0,0,0
0.074471,0,0,0,0,0,0,0,0
0.075957,0,0,0,0,0,0,0,0
0.077449,0,0,0,0,0,1290,2727,600
0.078896,0,0,0,0,0,7956,1827922,4188
0.080348,0,0,0,0,0,0,0,0
0.081760,0,0,0,0,0,0,0,0
0.083170,0,0,0,0,0,0,0,0
0.084591,0,0,0,0,0,0,0,0
0.086000,0,0,0,0,0,0,0,0
0.089980,0,0,0,0,0,0,0,0
0.091389,0,0,0,0,0,0,0,0
0.092792,0,0,0,0,0,0,0,0
0.094194,0,0,0,0,0,0,0,0
0.095605,0,0,0,0,0,0,0,0
0.097007,0,0,0,0,0,0,0,0
0.098408,0,0,0,0,0,0,0,0
0.099825,0,0,0,0,0,0,0,0
0.101314,0,0,0,0,0,0,0,0
0.104071,0,0,0,0,0,0,0,0
0.105484,0,0,0,0,0,0,0,0
0.106912,0,0,0,0,0,0,0,0
0.108328,0,0,0,0,0,0,0,0
0.109729,0,0,0,0,0,0,0,0
0.111128,0,0,0,0,0,0,0,0
0.112530,0,0,0,0,0,0,0,0
0.113930,0,0,0,0,0,0,0,0
0.115333,0,0,0,0,0,0,0,0
0.116740,0,0,0,0,0,0,0,0
0.118170,0,0,0,0,0,0,0,0
0.119579,0,0,0,0,0,0,0,0
0.120987,0,0,0,0,0,0,0,0
0.122392,0,0,0,0,0,0,0,0
0.123799,0,0,0,0,0,0,0,0
0.125205,0,0,0,0,0,0,0,0
0.126610,0,0,0,0,0,0,0,0
0.128146,0,0,0,0,0,0,0,0
0.129734,0,0,0,0,0,0,0,0
0.131287,0,0,0,0,0,0,0,0
0.132732,0,0,0,0,0,0,0,0
0.134272,0,0,0,0,0,0,0,0
0.135888,0,0,0,0,0,0,0,0
0.137459,0,0,0,0,0,0,0,0
0.139032,0,0,0,0,0,0,0,0
0.140617,0,0,0,0,0,0,0,0
0.142187,0,0,0,0,0,0,0,0
0.143759,0,0,0,0,0,0,0,0
0.145330,0,0,0,0,0,0,0,0
0.146903,0,0,0,0,0,0,0,0
0.148475,0,0,0,0,0,0,0,0
0.150044,0,0,0,0,0,0,0,0
0.151630,0,0,0,0,0,0,0,0
0.153202,0,0,0,0,0,0,0,0
0.154772,0,0,0,0,0,0,0,0
0.156214,0,0,0,0,0,0,0,0
0.157754,0,0,0,0,0,0,0,0
0.159326,0,0,0,0,0,0,0,0
0.160897,0,0,0,0,0,0,0,0
0.162355,0,0,0,0,0,0,0,0
0.163899,0,0,0,0,0,0,0,0
0.165469,0,0,0,0,0,0,0,0
0.167084,0,0,0,0,0,0,0,0
0.168658,0,0,0,0,0,0,0,0
0.170227,0,0,0,0,0,0,0,0
0.171798,0,0,0,0,0,0,0,0
0.173375,0,0,0,0,0,0,0,0
0.174992,0,0,0,0,0,0,0,0
0.176598,0,0,0,0,0,0,0,0
0.178168,0,0,0,0,0,0,0,0
0.179740,0,0,0,0,0,0,0,0
0.181313,0,0,0,0,0,0,0,0
0.182929,0,0,0,0,0,0,0,0
0.184517,0,0,0,0,0,0,0,0
0.186087,0,0,0,0,0,0,0,0
0.187659,0,0,0,0,0,0,0,0
0.189231,0,0,0,0,0,0,0,0
0.190869,0,0,0,0,0,0,0,0
0.192504,0,0,0,0,0,0,0,0
0.194074,0,0,0,0,0,0,0,0
0.195658,0,0,0,0,0,0,0,0
0.197230,0,0,0,0,0,0,0,0
0.198846,0,0,0,0,0,0,0,0
0.200418,0,0,0,0,0,0,0,0
0.201988,0,0,0,0,0,0,0,0
0.203560,0,0,0,0,0,0,0,0
0.205133,0,0,0,0,0,0,0,0
0.206717,0,0,0,0,0,0,0,0
0.208294,0,0,0,0,0,0,0,0
0.209864,0,0,0,0,0,0,0,0
0.211438,0,0,0,0,0,0,0,0
0.213011,0,0,0,0,0,0,0,0
0.214961,0,0,0,0,0,0,0,0
0.216556,0,0,0,0,0,0,0,0
0.217987,0,0,0,0,0,0,0,0
0.219530,0,0,0,0,0,0,0,0
0.221092,0,0,0,0,0,0,0,0
0.222654,0,0,0,0,0,0,0,0
0.224064,0,0,0,0,0,0,0,0
0.225470,0,0,0,0,0,0,0,0
0.227039,0,0,0,0,0,0,0,0
0.228624,0,0,0,0,0,0,0,0
0.230196,0,0,0,0,0,0,0,0
0.231768,0,0,0,0,0,0,0,0
0.233339,0,0,0,0,0,0,0,0
0.234913,0,0,0,0,0,0,0,0
0.237544,0,0,0,0,0,0,0,0
0.242915,0,0,0,0,0,0,0,0
0.244397,0,0,0,0,0,0,0,0
0.245802,0,0,0,0,0,0,0,0
0.247210,0,0,0,0,0,0,0,0
0.248663,0,0,0,0,0,0,0,0
0.250071,0,0,0,0,0,0,0,0
0.251493,0,0,0,0,0,0,0,0
0.252894,0,0,0,0,0,0,0,0
0.254295,0,0,0,0,0,0,0,0
0.255697,0,0,0,0,0,0,0,0
0.257099,0,0,0,0,0,0,0,0
0.258500,0,0,0,0,0,0,0,0
0.259965,0,0,0,0,0,0,0,0
0.261373,0,0,0,0,0,0,0,0
0.262836,0,0,0,0,0,0,0,0
0.264348,0,0,0,0,0,0,0,0
0.265755,0,0,0,0,0,0,0,0
0.267165,0,0,0,0,0,0,0,0
0.268566,0,0,0,0,0,0,0,0
0.269966,0,0,0,0,0,0,0,0
0.271371,0,0,0,0,0,0,0,0
0.272918,0,0,0,0,0,0,0,0
0.274487,0,0,0,0,0,0,0,0
0.276112,0,0,0,0,0,0,0,0
0.277681,0,0,0,0,0,0,0,0
0.279295,0,0,0,0,0,0,0,0
0.280969,0,0,0,0,0,0,0,0
0.282539,0,0,0,0,0,0,0,0
0.284128,0,0,0,0,0,0,0,0
0.285696,0,0,0,0,0,0,0,0
0.287266,0,0,0,0,0,0,0,0
0.288837,0,0,0,0,0,0,0,0
0.290405,0,0,0,0,0,0,0,0
0.291973,0,0,0,0,0,0,0,0
0.293420,0,0,0,0,0,0,0,0
0.295168,0,0,0,0,0,0,0,0
0.296651,0,0,0,0,0,0,0,0
0.298051,0,0,0,0,0,0,0,0
0.299452,0,0,0,0,0,0,0,0
0.300851,0,0,0,0,0,0,0,0
0.302251,0,0,0,0,0,0,0,0
0.303650,0,0,0,0,0,0,0,0
0.305060,0,0,0,0,0,0,0,0
0.306461,0,0,0,0,0,0,0,0
0.307859,0,0,0,0,0,0,0,0
0.309259,0,0,0,0,0,0,0,0
0.310707,0,0,0,0,0,0,0,0
0.312088,0,0,0,0,0,0,0,0
0.313461,0,0,0,0,0,0,0,0
0.314841,0,0,0,0,0,0,0,0
0.316221,0,0,0,0,0,0,0,0
0.317593,0,0,0,0,0,0,0,0
0.318993,0,0,0,0,0,0,0,0
0.320366,0,0,0,0,0,0,0,0
0.321738,0,0,0,0,0,0,0,0
0.323110,0,0,0,0,0,0,0,0
0.324492,0,0,0,0,0,0,0,0
0.325883,0,0,0,0,0,0,0,0
0.327255,0,0,0,0,0,0,0,0
0.328679,0,0,0,0,0,0,0,0
0.330104,0,0,0,0,0,0,0,0
0.331529,0,0,0,0,0,0,0,0
0.332952,0,0,0,0,0,0,0,0
0.334377,0,0,0,0,0,0,0,0
0.335802,0,0,0,0,0,0,0,0
0.337227,0,0,0,0,0,0,0,0
0.338656,0,0,0,0,0,0,0,0
0.340018,0,0,0,0,0,0,0,0
0.341450,0,0,0,0,0,0,0,0
0.342847,0,0,0,0,0,0,0,0
0.344214,0,0,0,0,0,0,0,0
0.345595,0,0,0,0,0,0,0,0
0.346959,0,0,0,0,0,0,0,0
0.348327,0,0,0,0,0,0,0,0
0.349709,0,0,0,0,0,0,0,0
0.351072,0,0,0,0,0,0,0,0
0.352429,0,0,0,0,0,0,0,0
0.353789,0,0,0,0,0,1386,2982,660
0.355205,0,0,0,0,0,0,0,0
0.356597,0,0,0,0,0,0,0,0
0.357963,0,0,0,0,0,0,0,0
0.359371,0,0,0,0,0,0,0,0
0.360850,0,0,0,0,0,0,0,0
0.362259,0,0,0,0,0,0,0,0
0.363664,0,0,0,0,0,0,0,0
0.365090,0,0,0,0,0,9282,1823966,4788
0.366378,0,0,0,0,0,0,0,0
0.367787,0,0,0,0,0,0,0,0
0.369196,0,0,0,0,0,0,0,0
0.370604,0,0,0,0,0,0,0,0
0.372020,0,0,0,0,0,0,0,0
