elapsed_s,RB_STALL_CYCLES_CCU_COLOR_READ,RB_STALL_CYCLES_CCU_COLOR_WRITE,RB_STALL_CYCLES_CCU_DEPTH_READ,RB_STALL_CYCLES_CCU_DEPTH_WRITE,RB_STALL_CYCLES_VPC_BE,RB_BLENDED_FP32_COMPONENTS,RB_COLOR_PIX_TILES,RB_STALL_CYCLES_CCU
0.001098,0,0,0,0,0,0,0,0
0.002668,0,0,0,0,0,0,0,0
0.004247,0,0,0,0,0,0,0,0
0.005661,0,0,0,0,0,0,0,0
0.007071,0,0,0,0,0,0,0,0
0.008496,0,0,0,0,0,0,0,0
0.009995,0,0,0,0,0,0,0,0
0.011510,0,0,0,0,0,0,0,0
0.012922,0,0,0,0,0,0,0,0
0.014327,0,0,0,0,0,0,0,0
0.015792,0,0,0,0,0,0,0,0
0.017244,0,0,0,0,0,0,0,0
0.018678,0,0,0,0,0,0,0,0
0.020168,0,0,0,0,0,0,0,0
0.021594,0,0,0,0,0,0,0,0
0.023121,0,0,0,0,0,0,0,0
0.024547,0,0,0,0,0,0,0,0
0.025974,0,0,0,0,0,0,0,0
0.027400,0,0,0,0,0,0,0,0
0.028826,0,0,0,0,0,0,0,0
0.030260,0,0,0,0,0,0,0,0
0.031673,0,0,0,0,0,0,0,0
0.033041,0,0,0,0,0,0,0,0
0.034408,0,0,0,0,0,0,0,0
0.035777,0,0,0,0,0,0,0,0
0.037147,0,0,0,0,0,0,0,0
0.038626,0,0,0,0,0,0,0,0
0.039993,0,0,0,0,0,0,0,0
0.041365,0,0,0,0,0,0,0,0
0.042733,0,0,0,0,0,0,0,0
0.044127,0,0,0,0,0,0,0,0
0.045503,0,0,0,0,0,0,0,0
0.046895,0,0,0,0,0,0,0,0
0.048373,0,0,0,0,0,0,0,0
0.049790,0,0,0,0,0,0,0,0
0.051192,0,0,0,0,0,0,0,0
0.052883,0,0,0,0,0,0,0,0
0.054304,0,0,0,0,0,0,0,0
0.055676,0,0,0,0,0,0,0,0
0.057151,0,0,0,0,0,0,0,0
0.058553,0,0,0,0,0,0,0,0
0.059923,0,0,0,0,0,0,0,0
0.061291,0,0,0,0,0,0,0,0
0.062671,0,0,0,0,0,0,0,0
0.064370,0,0,0,0,0,0,0,0
0.065962,0,0,0,0,0,0,0,0
0.067379,0,0,0,0,0,0,0,0
0.068788,0,0,0,0,0,0,0,0
0.070191,0,0,0,0,0,0,0,0
0.071595,0,0,0,0,0,0,0,0
0.073007,0,0,0,0,0,0,0,0
0.074596,0,0,0,0,0,0,0,0
0.075938,0,0,0,0,0,0,0,0
0.077361,0,0,0,0,0,0,0,0
0.078813,0,0,0,0,0,0,0,0
0.080267,0,0,0,0,0,0,0,0
0.081672,0,0,0,0,0,0,0,0
0.083147,0,0,0,0,0,0,0,0
0.084936,0,0,0,0,0,0,0,0
0.086350,0,0,0,0,0,0,0,0
0.087755,0,0,0,0,0,0,0,0
0.089156,0,0,0,0,0,0,0,0
0.090557,0,0,0,0,0,0,0,0
0.095168,0,0,0,0,0,0,0,0
0.096606,0,0,0,0,0,0,0,0
0.097975,0,0,0,0,0,0,0,0
0.099394,0,0,0,0,0,0,0,0
0.100794,0,0,0,0,0,0,0,0
0.102196,0,0,0,0,0,0,0,0
0.103605,0,0,0,0,0,0,0,0
0.105011,0,0,0,0,0,0,0,0
0.106417,0,0,0,0,0,0,0,0
0.107833,0,0,0,0,0,0,0,0
0.109234,0,0,0,0,0,0,0,0
0.110635,0,0,0,0,0,0,0,0
0.112081,0,0,0,0,0,0,0,0
0.113482,0,0,0,0,0,0,0,0
0.114885,0,0,0,0,0,0,0,0
0.116384,0,0,0,0,0,0,0,0
0.117790,0,0,0,0,0,0,0,0
0.119207,0,0,0,0,0,0,0,0
0.120613,0,0,0,0,0,0,0,0
0.122018,0,0,0,0,0,0,0,0
0.123425,0,0,0,0,0,0,0,0
0.124832,0,0,0,0,0,0,0,0
