elapsed_s,ALWAYSON
0.816788,25509
0.818112,25451
0.819437,25411
0.820760,25391
0.822082,25385
0.823404,25383
0.824726,25387
0.826049,25395
0.827377,25495
0.828699,25382
0.830021,25390
0.831374,25605
0.832664,26808
0.834060,26835
0.835458,26824
0.836855,26809
0.838258,26966
0.839656,26856
0.841061,24876
0.842356,27008
0.843714,26002
0.845062,25885
0.846420,26057
0.847782,26158
0.849147,26209
0.850495,25885
0.851843,25899
0.853248,29238
0.854723,26059
0.856072,25864
0.857468,26805
0.858815,23788
0.860110,26947
0.861513,27043
0.862884,24147
0.864124,25879
0.865512,25716
0.866899,26357
0.868264,26226
0.869709,37350
0.871580,26379
0.872950,26267
0.874316,26249
0.875684,26246
0.877050,26269
0.878964,37241
0.880371,38609
0.882370,26213
0.883733,26156
0.885094,28761
0.889426,80915
0.890838,26697
0.892198,26170
0.894553,47297
0.896026,26182
0.897415,27258
0.898811,26286
0.900178,26253
0.901624,28178
0.902982,25683
0.904305,25374
0.905626,25359
0.906946,25357
0.908266,25314
0.909585,25321
0.911036,28564
0.912475,27030
0.913855,26440
0.915225,26297
0.916593,26238
0.917962,26300
0.919330,26245
0.920696,26229
0.922194,29250
0.923615,26876
0.924989,26326
0.926361,26339
0.927771,27072
0.929139,26282
0.930506,26146
0.931866,26076
0.933511,32117
0.935052,29609
0.936581,29341
0.938112,29439
0.939644,29385
0.941174,29405
0.942706,29389
0.944112,26624
0.945686,29723
0.947044,26468
0.948410,26179
0.949785,26828
0.951311,29418
0.952843,29407
0.954375,29396
0.955919,29666
0.957455,29499
0.959031,30255
0.960563,29401
0.962097,29481
0.963632,29448
0.965163,29465
0.966588,26867
0.968090,29257
0.969625,29476
0.971157,29415
0.972689,29406
0.974221,29414
0.975758,29488
0.977300,29683
0.978834,29411
0.980366,29378
0.981899,29383
0.985029,60212
0.986528,28353
0.987913,26528
0.989282,26290
0.990650,27077
0.992060,26248
0.993429,25712
0.994896,29167
0.996425,29372
0.997961,29527
0.999507,29660
1.001037,29363
1.002630,30624
1.004163,29411
1.005697,29452
1.007273,30241
1.008803,29393
1.010348,29651
1.011880,29453
1.013416,29380
1.014940,29238
1.016461,29241
1.017860,26525
1.019363,29266
1.020907,29648
1.022440,29464
1.023976,29468
1.025512,29513
1.027047,29440
1.028578,29387
1.030112,29499
1.031660,29690
1.033192,33270
1.034798,26499
1.036164,26170
1.037528,26283
1.039071,30067
1.040603,29423
1.042151,29723
1.043685,29441
1.045217,29515
1.046755,29409
1.048286,29422
1.049821,29515
1.051356,29445
1.052900,29661
1.054435,29452
1.055970,29451
1.057504,29503
1.059039,29440
1.060571,29399
1.062107,29521
1.063654,29682
1.065186,29897
1.066744,29420
1.068276,29427
1.069811,29494
1.071388,30251
1.072920,29412
1.074467,29707
1.076000,29430
1.077536,29509
1.079070,29444
1.080602,29420
1.082138,29503
1.083672,29428
1.085217,29738
1.086754,30328
1.088332,29410
1.089868,29488
1.091401,29437
1.092933,29427
1.094468,29461
1.096015,29699
1.097550,29481
1.099084,29409
1.100614,29403
1.102149,29491
1.103727,30280
1.105259,29508
1.106811,29704
1.108343,29420
1.109878,29400
1.111403,29241
1.112925,29228
1.114327,27786
1.115898,29385
1.117444,29709
1.119021,30275
1.120554,29419
1.122088,29489
1.123622,29428
1.125153,29486
1.126691,29452
1.128237,29689
1.129774,29507
1.131308,29416
1.132839,29417
1.134373,29438
1.135908,29500
1.137444,29402
1.138983,29526
1.140506,29221
1.141901,26396
1.143394,29053
1.144796,26158
1.146150,26444
1.147657,29370
1.149200,29716
1.150738,30359
1.152319,29447
1.153855,29485
1.155390,29460
1.156921,29409
1.158456,29447
1.160004,29730
1.161538,29468
1.163072,29467
1.164605,29401
1.166140,29495
1.167718,30281
1.169249,29504
1.170677,26911
1.172180,29254
1.173716,29496
1.175249,29441
1.176781,29401
1.178315,29449
1.179848,29438
1.181395,29712
1.182972,30265
1.184505,29433
1.186041,29523
1.187575,29423
1.189106,29493
1.190644,29421
1.192188,29679
1.193724,29487
1.195301,30270
1.196833,29403
1.198366,29436
1.199901,29474
1.201436,29501
1.202983,29674
1.204514,29410
1.206050,29484
1.207583,29436
1.209116,29509
1.210654,29443
1.212185,29381
1.213732,29722
1.215309,30290
1.216842,29414
1.218375,29442
1.219908,29421
1.221442,29466
1.222975,29422
1.224520,29666
1.226055,29490
1.227588,29425
1.229120,29490
1.230657,30293
1.232234,29404
1.233768,29490
1.235316,29686
1.236847,29398
1.238380,29452
1.239913,29428
1.241448,29383
1.242972,29255
1.244494,29226
1.245908,26786
1.247454,30118
1.248985,29395
1.250518,29425
1.252051,29413
1.253584,29477
1.255116,29400
1.256660,29644
1.258194,29464
1.259726,29398
1.261256,29476
1.262793,30285
1.264369,29384
1.265902,29451
1.267448,29662
1.268855,27766
1.270304,27320
1.271746,26992
1.273129,26580
1.274503,26357
1.275870,26225
1.277236,26265
1.278614,27229
1.280021,26228
1.281389,26240
1.282884,29168
1.284414,29373
1.285947,29481
1.287480,29391
1.289772,46571
1.291306,26492
1.293777,47851
1.295217,27218
1.296587,26290
1.297958,26285
1.299334,27128
1.300738,26279
1.302107,26284
1.303474,26273
1.304842,26232
1.306211,26274
1.307576,26243
1.308943,26213
1.310449,29400
1.311984,29459
1.313519,29483
1.315052,29440
1.316585,29426
1.318121,29504
1.319655,29420
1.321199,30050
1.322755,29493
1.324287,29403
1.325822,29510
1.327400,30278
1.328933,29425
1.330467,29450
1.332014,29702
1.333550,29484
1.335082,29420
1.336614,29430
1.338150,29404
1.339675,29245
1.341196,33268
1.342818,27604
1.344281,27458
1.345672,26555
1.347047,26287
1.348543,29183
1.350077,29469
1.351609,29406
1.353153,29733
1.354689,29415
1.356220,29394
1.357754,29464
1.359331,30264
1.360863,29417
1.362396,29433
1.363941,29673
1.365476,29381
1.367001,29272
1.368523,29201
1.369927,26701
1.371431,29218
1.372960,29371
1.374503,29630
1.376036,29412
1.377569,29460
1.379101,29375
1.380629,29370
1.382162,29447
1.383694,29392
1.385237,29715
1.386773,29419
1.388304,29384
1.389837,29445
1.391413,30254
1.392943,29376
1.394476,29415
1.396021,29660
1.397554,29457
1.399086,29367
1.400614,29376
1.402071,27863
1.403596,29370
1.405125,29433
1.406671,30489
1.408246,29380
1.409780,29458
1.411312,29388
1.412842,29388
1.414247,26558
1.415748,29232
1.417291,29716
1.418828,29420
1.420358,29377
1.421891,29465
1.423467,30226
1.424997,29365
1.426528,29421
1.428073,29646
1.429606,29471
1.431139,29397
1.432669,29397
1.434204,29468
1.435736,29410
1.437267,29494
1.438816,30531
1.440393,29381
1.441926,29471
1.443459,29411
1.444989,29341
1.446521,29428
1.448052,29384
1.449598,29710
1.451129,29399
1.452659,29393
1.454195,29485
1.455729,29408
1.457258,29502
1.458796,29339
1.460335,29603
1.461867,29415
1.463398,29920
1.464836,26786
1.466343,29241
1.467874,29401
1.469406,29438
1.470994,30473
1.472523,29355
1.474057,29452
1.475588,29391
1.477117,29434
1.478652,29411
1.480183,29376
1.481729,29697
1.483260,29393
1.484790,29377
1.486322,29403
1.487854,29401
1.489385,29403
1.490915,29336
1.492330,26786
1.493713,26630
1.495217,29259
1.496749,29401
1.498157,26634
1.499660,29263
1.501191,30664
1.502803,30568
1.504381,29423
1.505917,29494
1.507451,29431
1.508982,29418
1.510517,29471
1.512051,29455
1.513601,29764
1.515135,29436
1.516668,29431
1.518203,29525
1.519740,29453
1.521271,29515
1.522810,29435
1.524355,29658
1.525890,29419
1.527415,29238
1.528937,29222
1.530671,33023
1.532174,29140
1.533573,26451
1.535122,30169
1.536645,29230
1.538046,26551
1.539547,29228
1.541076,29426
1.542610,29360
1.544137,29311
1.545569,27413
1.546964,26509
1.548337,26277
1.549836,29283
1.551412,30252
1.552943,29393
1.554475,29418
1.556022,29696
1.557558,29500
1.559091,29436
1.560622,29374
1.562156,29484
1.563689,29415
1.565220,29484
1.566769,30546
1.568347,29395
1.569881,29475
1.571415,29449
1.572946,29383
1.574479,29437
1.576011,29432
1.577560,29701
1.579090,29369
1.580618,29350
1.582152,29501
1.583730,30262
1.585261,29503
1.586799,29415
1.589696,122527
1.595660,47543
1.597054,26450
1.598481,27296
1.599889,27015
1.601252,26658
1.602643,26272
1.604011,26259
1.605381,26295
1.606748,26245
1.608114,26249
1.609503,26628
1.610869,26255
1.612235,26240
1.613605,26307
1.615047,27671
1.616414,26259
1.617783,26275
1.619150,26251
1.620533,26562
1.621902,26200
1.623264,26132
1.624751,28975
1.626148,27058
1.627682,29306
1.629211,29481
1.630760,30504
1.632335,29329
1.633867,29483
1.635400,29403
1.636930,29359
1.638461,29433
1.639993,29407
1.641542,29740
1.643074,29430
1.644606,29376
1.646139,29475
1.647716,30258
1.649247,29492
1.650785,29414
1.652328,29642
1.653862,29468
1.655395,29415
1.656925,29371
1.658456,29416
1.659865,26619
1.661377,29462
1.662968,30542
1.664499,29393
1.666033,29455
1.667565,29411
1.669095,29438
1.670630,29389
1.672159,29370
1.673705,29689
1.675237,29407
1.676766,29350
1.678298,29429
1.680013,33010
1.681550,29422
1.683082,29414
1.684626,29642
1.686160,29467
1.687692,29415
1.689223,29487
1.690760,29387
1.692290,29379
1.693823,29489
1.695412,30481
1.696943,29370
1.698475,29430
1.700007,29409
1.701541,29473
1.703073,29383
1.704602,29368
1.706150,29752
1.707683,29416
1.709214,29475
1.710762,30670
1.712225,26627
1.713709,27707
1.715043,26357
1.716417,26353
1.717783,26288
1.719151,26249
1.720516,26395
1.721900,26422
1.723399,29197
1.724930,29384
1.726461,29397
1.728005,29654
1.729540,29462
1.731071,29396
1.732601,29385
1.734134,29442
1.735665,29372
1.737195,29795
1.738752,29493
1.740282,29368
1.741815,29429
1.743388,30190
1.744916,30081
1.746363,26757
1.747743,26336
1.749250,29486
1.750785,29378
1.752315,29375
1.753848,29455
1.755381,29424
1.756911,29363
1.758443,29455
1.759990,29672
1.761523,29450
1.763055,29397
1.764585,29371
1.766118,29453
1.767650,29387
1.769179,31209
1.770679,26566
1.772180,29195
1.773713,29433
1.775288,30250
1.776817,29365
1.778349,29415
1.779881,29426
1.781428,29695
1.782959,29396
1.784489,29350
1.786021,29437
1.787552,29385
1.789081,29474
1.790618,30241
1.792205,29613
1.793738,29439
1.795268,29406
1.796798,29382
1.798330,29406
1.799862,29385
1.801394,29472
1.802939,29639
1.804470,29364
1.806002,29440
1.807578,30266
1.809110,29466
1.810644,29394
1.812175,29383
1.813597,26887
1.815099,29223
1.816500,26509
1.818003,29306
1.819536,29409
1.821066,29479
1.822603,30250
1.824072,26918
1.825620,29590
1.826997,26616
1.828369,26277
1.829869,29267
1.831401,29433
1.832933,29408
1.834478,29657
1.836010,29409
1.837545,29469
1.839121,30277
1.840653,29395
1.842188,29483
1.843721,29404
1.845264,29740
1.846801,29414
1.848332,29383
1.849865,29478
1.851398,29416
1.852929,29375
1.854462,29435
1.856007,29662
1.857541,29482
1.859073,29395
1.860603,29400
1.862140,29469
1.863671,29402
1.865201,29492
1.866752,29684
1.868284,29397
1.869818,29477
1.871394,30255
1.872925,29386
1.874457,29424
1.875989,29391
1.877412,26952
1.878919,29319
1.880451,29424
1.881987,29488
1.883399,26766
1.884906,29295
1.886442,29490
1.887991,29724
1.889529,29559
1.891065,29487
1.892600,29447
1.894138,29555
1.895673,29462
1.897204,29474
1.898755,29668
1.900288,29442
1.901824,29534
1.903406,30331
1.904939,29448
1.906474,29470
1.908009,29458
1.909558,29784
1.911094,29470
1.912627,29435
1.914094,28024
1.915704,31235
1.917102,26679
1.918500,26635
1.919896,25991
1.921240,26390
1.922610,26240
1.923977,27696
1.925554,29328
1.927090,29465
1.928623,29567
1.930833,42004
1.932217,26431
1.933591,26372
1.935001,27071
1.936369,26267
1.937740,25463
1.939196,29246
1.940627,27104
1.942046,27620
1.943580,29466
1.945113,29517
1.946529,26757
1.948037,29290
1.949573,29488
1.951035,27694
1.952540,29299
1.954078,29522
1.955613,29464
1.957146,29526
1.958685,29466
1.960218,29425
1.961768,29775
1.963303,29467
1.964837,29439
1.966372,29473
1.967908,29472
1.969444,29521
1.970979,29480
1.972527,29689
1.974063,29527
1.975599,29470
1.977132,29528
1.978673,29496
1.980206,29434
1.981743,29523
1.983334,30551
1.984868,29428
1.986403,29487
1.987938,29450
1.989474,29532
1.991010,29461
1.992543,29447
1.994093,29777
1.995629,29477
1.997163,29516
1.998702,29499
2.000237,29424
2.001773,29524
2.003308,29469
2.004855,29708
2.006391,29485
2.007926,29478
2.009464,29536
2.010999,29437
2.012532,29441
2.014068,29522
2.015661,30579
2.017196,28587
2.018572,26902
2.019947,26327
2.021448,29284
2.022982,29423
2.024391,26769
2.025786,26659
2.027286,29138
2.028848,30009
2.030252,26642
2.031760,29369
2.033296,29584
2.034837,29482
2.036385,29742
2.037924,29450
2.039451,29310
2.040976,29304
2.042378,26549
2.043882,29294
2.045418,29529
2.047010,30559
2.048545,29454
2.050082,29519
2.051616,29457
2.053150,29523
2.054689,29449
2.056221,29445
2.057772,29795
2.059308,29462
2.060841,29446
2.062378,29483
2.063914,29507
2.065451,29519
2.066987,29457
2.068532,29693
2.070069,29528
2.071605,29468
2.073138,29534
2.074677,29455
2.076211,29433
2.077747,29542
2.079692,37486
2.081110,28495
2.082708,29155
2.084233,29277
2.085648,26862
2.087156,29350
2.088691,29467
2.090111,26846
2.091615,29283
2.093147,29499
2.094685,30287
2.096261,29410
2.097797,29500
2.099330,29447
2.100884,29802
2.102417,29443
2.103950,29463
2.105486,29514
2.107022,29457
2.108555,29434
2.110092,29509
2.111681,30530
2.113215,29537
2.114754,29450
2.116287,29411
2.117823,29511
2.119357,29444
2.120889,29413
2.122437,29735
2.123972,29459
2.125508,29518
2.127087,30290
2.128621,29459
2.130157,29518
2.131693,29465
2.133239,29747
2.134772,29249
2.136294,29240
2.137754,28776
2.139318,29348
2.140848,29406
2.142381,29427
2.143801,26838
2.145303,28081
2.146652,26783
2.148161,29285
2.149698,29532
2.151233,29455
2.152766,29435
2.154313,29709
2.155848,29479
2.157386,29539
2.158965,30299
2.160499,29448
2.162035,29511
2.163571,29456
2.165116,29761
2.166650,29265
2.168173,29243
2.170358,43336
2.171822,26942
2.173223,26391
2.174594,26228
2.176011,27184
2.177383,30248
2.178952,42633
2.181171,26254
2.183510,45123
2.184894,26250
2.186266,26401
2.187762,29190
2.189292,29486
2.190829,30288
2.192407,29380
2.193939,29476
2.195472,29394
2.196890,26843
2.198268,26425
2.199638,26292
2.201006,26272
2.202376,26300
2.203744,26271
2.205111,26252
2.206610,30076
2.208201,29686
2.209737,29502
2.211271,29447
2.212803,29425
2.214338,29480
2.215872,29454
2.217408,29464
2.218789,26155
2.220295,29316
2.221834,29572
2.223416,30379
2.224953,29480
2.226489,29510
2.228026,29499
2.229579,29819
2.231116,29524
2.232652,29475
2.234191,29565
2.235728,29483
2.237263,29581
2.238806,30431
2.240402,29737
2.241940,29548
2.243477,29481
2.245012,29483
2.246419,26591
2.247925,29338
2.249464,29561
2.250886,26875
2.252392,29311
2.253930,29563
2.255511,30347
2.257046,29463
2.259693,50966
2.261084,28870
2.262604,26518
2.263981,26358
2.265393,27132
2.266767,26312
2.268135,26219
2.269571,30183
2.271443,33445
2.272868,28288
2.274292,26386
2.275663,26305
2.277031,26266
2.279193,41733
2.281225,39793
2.282829,31464
2.284314,27030
2.285704,26477
2.287113,27025
2.288478,26166
2.289840,26188
2.291205,26179
2.292568,26171
2.293931,26174
2.295304,26375
2.296668,26162
2.298033,26293
2.299401,26255
2.300769,26255
2.302139,26332
2.303543,26915
2.305040,29213
2.306643,30795
2.308176,29427
2.309713,29541
2.311249,29468
2.312782,29442
2.314318,29480
2.315852,29471
2.317399,29650
2.318845,29002
2.320316,26654
2.321695,26428
2.323066,26315
2.324435,26283
2.325806,26303
2.327174,26269
2.328553,26486
2.330056,29298
2.331590,29446
2.333122,29518
2.334661,30348
2.336188,28697
2.337763,30652
2.339211,26834
2.340591,26325
2.341959,26236
2.343325,26915
2.344726,26190
2.346090,27124
2.347508,26371
2.348877,26214
2.350388,28986
2.351789,26939
2.353154,27547
2.354590,26203
2.355954,26177
2.357316,25901
2.358668,26276
2.360167,29276
2.361718,29785
2.363256,29513
2.364792,29504
2.366330,29530
2.367869,29524
2.369407,29550
2.370945,29530
2.372494,29719
2.374032,29540
2.375568,29510
2.377104,29544
2.378644,29503
2.380180,29494
2.381720,29473
2.383178,27607
2.384676,29140
2.386079,26594
2.387583,29284
2.389116,29573
2.390652,29364
2.392179,29193
2.393596,26956
2.395103,29274
2.396631,29357
2.398165,29455
2.399742,30290
2.401275,29540
2.402816,29462
2.404362,29707
2.405898,29493
2.407310,26742
2.408817,29298
2.410352,29477
2.411887,29468
2.413423,29527
2.414846,26879
2.416351,29300
2.417888,29507
2.419423,29465
2.420955,29431
2.422491,29504
2.424027,29449
2.425575,29772
2.427110,29454
2.428643,29438
2.430180,29524
2.431717,29466
2.433249,29532
2.434789,29465
2.436335,29702
2.437873,29523
2.439408,29477
2.440941,29435
2.442520,30308
2.444055,29487
2.445593,29527
2.447185,30552
2.448718,29445
2.450254,29486
2.451789,29468
2.453323,29541
2.454737,26650
2.456110,26307
2.457622,29524
2.459157,29457
2.460692,29453
2.462227,29480
2.463763,29475
2.465296,29461
2.466833,29501
2.468256,27068
2.469791,29912
2.471354,30002
2.472916,29982
2.474479,30021
2.476042,30002
2.477607,30046
2.479231,31181
2.480820,30539
2.482388,30083
2.483952,30016
2.485516,30053
2.487079,29832
2.488632,29972
2.490208,30252
2.491769,29956
2.493201,29610
2.494730,27753
2.496307,29799
2.497873,30074
2.499437,30010
2.501012,30267
2.502631,31067
2.504194,30010
2.505758,30049
2.507323,30014
2.508884,29976
2.510448,30042
2.512026,30306
2.513592,30064
2.515156,30016
2.516717,29962
2.518280,30019
2.519844,30031
2.521408,29955
2.522980,30253
2.524542,29987
2.526106,30019
2.527538,27116
2.529067,31671
2.530735,30093
2.532296,29978
2.533875,30328
2.535438,30005
2.537000,29987
2.538426,26953
2.539958,29830
2.541521,30036
2.543134,30960
2.544709,30220
2.546271,29967
2.547703,27232
2.549241,29922
2.550805,29845
2.552358,29813
2.553779,26950
2.555325,30113
2.556887,29994
2.558451,30028
2.560016,30038
2.561580,30060
2.563144,29993
2.564705,29983
2.566282,30305
2.567846,29997
2.569411,30078
2.570975,30000
2.572536,29990
2.574101,30053
2.575714,30946
2.577289,30365
2.578858,29986
2.580419,29976
2.581983,30078
2.583548,30016
2.585109,30059
2.586675,29978
2.588249,30222
2.589814,30080
2.591428,30959
2.592990,30001
2.594417,26953
2.595949,29848
2.597515,30078
2.599091,30255
2.600653,29992
2.602219,30067
2.603783,30006
2.605344,31055
2.607012,30967
