elapsed_s,SP_TTU_GPR_WR_REQ,SP_GPR_CACHE_SRC0_GPR_RDCNT,SP_GPR_CACHE_SRC0_GPR_CACHE_HIT_RDCNT,SP_GPR_CACHE_SRC0_GPR_CACHE_HINT_RDCNT,SP_GPR_CACHE_SRC1_RDCNT,SP_GPR_CACHE_SRC1_GPR_CACHE_HIT_RDCNT,SP_GPR_CACHE_SRC1_GPR_CACHE_HINT_RDCNT,SP_GPR_CACHE_SRC2_RDCNT,SP_GPR_CACHE_SRC2_GPR_CACHE_HIT_RDCNT,SP_GPR_CACHE_SRC2_GPR_CACHE_HINT_RDCNT,SP_UCHE_READ_BURST,SP_UCHE_WRITE_BURST,SP_LDST_GMEM_REQ_NUM
0.001132,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002665,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004148,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005653,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007109,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008628,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010084,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011539,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012997,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014555,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016049,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017628,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019246,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020746,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022222,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023694,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025164,0,0,0,0,0,0,0,0,0,0,0,0,0
0.026639,0,0,0,0,0,0,0,0,0,0,0,0,0
0.028110,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029653,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031125,0,0,0,0,0,0,0,0,0,0,0,0,0
0.032611,0,0,0,0,0,0,0,0,0,0,0,0,0
0.034128,0,0,0,0,0,0,0,0,0,0,0,0,0
0.036594,0,0,0,0,0,0,0,0,0,0,0,0,0
0.040325,0,0,0,0,0,0,0,0,0,0,0,0,0
0.041793,0,0,0,0,0,0,0,0,0,0,0,0,0
0.043248,0,0,0,0,0,0,0,0,0,0,0,0,0
0.044701,0,0,0,0,0,0,0,0,0,0,0,0,0
0.046154,0,0,0,0,0,0,0,0,0,0,0,0,0
0.047610,0,0,0,0,0,0,0,0,0,0,0,0,0
0.049107,0,0,0,0,0,0,0,0,0,0,0,0,0
0.050642,0,0,0,0,0,0,0,0,0,0,0,0,0
0.052329,0,0,0,0,0,0,0,0,0,0,0,0,0
0.053998,0,0,0,0,0,0,0,0,0,0,0,0,0
0.055518,0,0,0,0,0,0,0,0,0,0,0,0,0
0.057039,0,0,0,0,0,0,0,0,0,0,0,0,0
0.058562,0,0,0,0,0,0,0,0,0,0,0,0,0
0.060083,0,0,0,0,0,0,0,0,0,0,0,0,0
0.061625,0,0,0,0,0,0,0,0,0,0,0,0,0
0.063146,0,0,0,0,0,0,0,0,0,0,0,0,0
0.064666,0,0,0,0,0,0,0,0,0,0,0,0,0
0.066206,0,0,0,0,0,0,0,0,0,0,0,0,0
0.067823,0,0,0,0,0,0,0,0,0,0,0,0,0
0.069291,0,0,0,0,0,0,0,0,0,0,0,0,0
0.070657,0,0,0,0,0,0,0,0,0,0,0,0,0
0.072042,0,0,0,0,0,0,0,0,0,0,0,0,0
0.073409,0,0,0,0,0,0,0,0,0,0,0,0,0
0.074778,0,0,0,0,0,0,0,0,0,0,0,0,0
