elapsed_s,VFD_ATTR_INFO_FIFO_FULL,VFD_DECODED_ATTRIBUTE_BYTES,VFD_NUM_ATTRIBUTES,VFD_UPPER_SHADER_FIBERS,VFD_LOWER_SHADER_FIBERS,VFD_MODE_0_FIBERS,VFD_MODE_1_FIBERS,VFD_MODE_2_FIBERS
0.001104,0,0,0,0,0,0,0,0
0.002775,0,0,0,0,0,0,0,0
0.004320,0,0,0,0,0,0,0,0
0.005893,0,0,0,0,0,0,0,0
0.007442,0,0,0,0,0,0,0,0
0.008949,0,0,0,0,0,0,0,0
0.010711,0,0,0,0,0,0,0,0
0.012231,0,0,0,0,0,0,0,0
0.013727,0,0,0,0,0,0,0,0
0.015204,0,0,0,0,0,0,0,0
0.016677,0,0,0,0,0,0,0,0
0.018181,0,0,0,0,0,0,0,0
0.019678,0,0,0,0,0,0,0,0
0.021182,0,0,0,0,0,0,0,0
0.022660,0,0,0,0,0,0,0,0
0.024133,0,0,0,0,0,0,0,0
0.025606,0,0,0,0,0,0,0,0
0.027084,0,0,0,0,0,0,0,0
0.028557,0,0,0,0,0,0,0,0
0.030043,0,0,0,0,0,0,0,0
0.031573,0,0,0,0,0,0,0,0
0.033076,0,0,0,0,0,0,0,0
0.034643,0,0,0,0,0,0,0,0
0.036172,0,0,0,0,0,0,0,0
0.037672,0,0,0,0,0,0,0,0
0.039175,0,0,0,0,0,0,0,0
0.040674,0,0,0,0,0,0,0,0
0.042186,0,0,0,0,0,0,0,0
0.043688,0,0,0,0,0,0,0,0
0.045190,0,0,0,0,0,0,0,0
0.046746,0,0,0,0,0,0,0,0
0.048214,0,0,0,0,0,0,0,0
0.049679,0,0,0,0,0,0,0,0
0.051145,0,0,0,0,0,0,0,0
0.052629,0,0,0,0,0,0,0,0
0.054099,0,0,0,0,0,0,0,0
0.055589,0,0,0,0,0,0,0,0
0.057057,0,0,0,0,0,0,0,0
0.058587,0,0,0,0,0,0,0,0
0.060029,0,0,0,0,0,0,0,0
0.061477,0,0,0,0,0,0,0,0
0.062823,0,0,0,0,0,0,0,0
0.064112,0,0,0,0,0,0,0,0
0.065444,0,0,0,0,0,0,0,0
0.066724,0,0,0,0,0,0,0,0
0.068005,0,0,0,0,0,0,0,0
0.069302,0,0,0,0,0,0,0,0
0.070651,0,0,0,0,0,0,0,0
0.072001,0,0,0,0,0,0,0,0
0.073347,0,0,0,0,0,0,0,0
0.074732,0,0,0,0,0,0,0,0
0.076111,0,0,0,0,0,0,0,0
0.077487,0,0,0,0,0,0,0,0
0.078977,0,0,0,0,0,0,0,0
0.080469,0,0,0,0,0,0,0,0
0.081848,0,0,0,0,0,0,0,0
0.083345,0,0,0,0,0,0,0,0
0.084837,0,0,0,0,0,0,0,0
0.086213,0,0,0,0,0,0,0,0
0.087600,0,0,0,0,0,0,0,0
0.089057,0,0,0,0,0,0,0,0
0.090595,0,0,0,0,0,0,0,0
0.091926,0,0,0,0,0,0,0,0
0.093255,0,0,0,0,0,0,0,0
0.094645,0,0,0,0,0,0,0,0
0.095973,0,0,0,0,0,0,0,0
0.097305,0,0,0,0,0,0,0,0
0.098700,0,0,0,0,0,0,0,0
0.100078,0,0,0,0,0,0,0,0
0.101453,0,0,0,0,0,0,0,0
0.102830,0,0,0,0,0,0,0,0
0.104210,0,0,0,0,0,0,0,0
0.105628,0,0,0,0,0,0,0,0
0.107112,0,0,0,0,0,0,0,0
0.108601,0,0,0,0,0,0,0,0
0.109917,0,0,0,0,0,0,0,0
0.111358,0,0,0,0,0,0,0,0
0.112793,0,0,0,0,0,0,0,0
0.114120,0,0,0,0,0,0,0,0
0.115555,0,0,0,0,0,0,0,0
0.116999,0,0,0,0,0,0,0,0
0.118439,0,0,0,0,0,0,0,0
0.119875,0,0,0,0,0,0,0,0
0.121311,0,0,0,0,0,0,0,0
0.122747,0,0,0,0,0,0,0,0
0.124188,0,0,0,0,0,0,0,0
0.125625,0,0,0,0,0,0,0,0
0.127065,0,0,0,0,0,0,0,0
0.128501,0,0,0,0,0,0,0,0
0.129947,0,0,0,0,0,0,0,0
0.131383,0,0,0,0,0,0,0,0
0.132819,0,0,0,0,0,0,0,0
0.134258,0,0,0,0,0,0,0,0
0.135696,0,0,0,0,0,0,0,0
0.137023,0,0,0,0,0,0,0,0
0.138464,0,0,0,0,0,0,0,0
0.139902,0,0,0,0,0,0,0,0
0.141341,0,0,0,0,0,0,0,0
0.142759,0,0,0,0,0,0,0,0
0.144136,0,0,0,0,0,0,0,0
0.145500,0,0,0,0,0,0,0,0
0.146861,0,0,0,0,0,0,0,0
0.148221,0,0,0,0,0,0,0,0
0.149641,0,0,0,0,0,0,0,0
0.151002,0,0,0,0,0,0,0,0
0.152360,0,0,0,0,0,0,0,0
0.153721,0,0,0,0,0,0,0,0
0.155081,0,0,0,0,0,0,0,0
0.156440,0,0,0,0,0,0,0,0
0.157813,0,0,0,0,0,0,0,0
0.159334,0,0,0,0,0,0,0,0
0.160793,0,0,0,0,0,0,0,0
0.162213,0,0,0,0,0,0,0,0
0.163623,0,0,0,0,0,0,0,0
0.165031,0,0,0,0,0,0,0,0
0.166443,0,0,0,0,0,0,0,0
0.167851,0,0,0,0,0,0,0,0
