elapsed_s,RB_EARLY_Z_ARB3_GRANT,RB_LATE_Z_ARB3_GRANT,RB_EARLY_Z_SKIP_GRANT,RB_VRS_1X1_QUADS,RB_VRS_2X1_QUADS,RB_VRS_1X2_QUADS,RB_VRS_2X2_QUADS,RB_VRS_2X4_QUADS
0.001123,0,0,0,0,0,0,0,0
0.002605,0,0,0,0,0,0,0,0
0.004060,0,0,0,0,0,0,0,0
0.005558,0,0,0,0,0,0,0,0
0.007011,0,0,0,0,0,0,0,0
0.008462,0,0,0,0,0,0,0,0
0.009964,0,0,0,0,0,0,0,0
0.011550,0,0,0,0,0,0,0,0
0.013016,0,0,0,0,0,0,0,0
0.014446,0,0,0,0,0,0,0,0
0.015830,0,0,0,0,0,0,0,0
0.017226,0,0,0,0,0,0,0,0
0.018624,0,0,0,0,0,0,0,0
0.020071,0,0,0,0,0,0,0,0
0.021571,0,0,0,0,0,0,0,0
0.022958,0,0,0,0,0,0,0,0
0.024341,0,0,0,0,0,0,0,0
0.025722,0,0,0,0,0,0,0,0
0.027104,0,0,0,0,0,0,0,0
0.028484,0,0,0,0,0,0,0,0
0.029899,0,0,0,0,0,0,0,0
0.031223,0,0,0,0,0,0,0,0
0.032542,0,0,0,0,0,0,0,0
0.033863,0,0,0,0,0,0,0,0
0.035197,0,0,0,0,0,0,0,0
0.036519,0,0,0,0,0,0,0,0
0.037908,0,0,0,0,0,0,0,0
0.039176,0,0,0,0,0,0,0,0
0.040446,0,0,0,0,0,0,0,0
0.041790,0,0,0,0,0,0,0,0
0.043149,0,0,0,0,0,0,0,0
0.044507,0,0,0,0,0,0,0,0
0.045938,0,0,0,0,0,0,0,0
0.047390,0,0,0,0,0,0,0,0
0.048810,0,0,0,0,0,0,0,0
0.050350,0,0,0,0,0,0,0,0
0.052779,0,0,0,0,0,0,0,0
0.054477,0,0,0,0,0,0,0,0
0.056010,0,0,0,0,0,0,0,0
0.057648,0,0,0,0,0,0,0,0
0.059298,0,0,0,0,0,0,0,0
0.060827,0,0,0,0,0,0,0,0
0.062850,0,0,0,0,0,0,0,0
0.064275,0,0,0,0,0,0,0,0
0.065639,0,0,0,0,0,0,0,0
0.066962,0,0,0,0,0,0,0,0
0.068281,0,0,0,0,0,0,0,0
0.069642,0,0,0,0,0,0,0,0
0.070979,0,0,0,0,0,0,0,0
0.072316,0,0,0,0,0,0,0,0
0.073653,0,0,0,0,0,0,0,0
0.074993,0,0,0,0,0,0,0,0
0.076191,0,0,0,0,0,0,0,0
0.077389,0,0,0,0,0,0,0,0
0.078679,0,0,0,0,0,0,0,0
0.079953,0,0,0,0,0,0,0,0
0.081225,0,0,0,0,0,0,0,0
0.082498,0,0,0,0,0,0,0,0
0.083759,0,0,0,0,0,0,0,0
0.085021,0,0,0,0,0,0,0,0
0.086320,0,0,0,0,0,0,0,0
0.087586,0,0,0,0,0,0,0,0
0.088851,0,0,0,0,0,0,0,0
0.090174,0,0,0,0,0,0,0,0
0.091439,0,0,0,0,0,0,0,0
0.092705,0,0,0,0,0,0,0,0
0.094115,0,0,0,0,0,0,0,0
0.095538,0,0,0,0,0,0,0,0
0.096946,0,0,0,0,0,0,0,0
0.098375,0,0,0,0,0,0,0,0
0.099782,0,0,0,0,0,0,0,0
0.101268,0,0,0,0,0,0,0,0
0.102730,0,0,0,0,0,0,0,0
0.104148,0,0,0,0,0,0,0,0
0.105555,0,0,0,0,0,0,0,0
0.106957,0,0,0,0,0,0,0,0
0.108360,0,0,0,0,0,0,0,0
0.113144,0,0,0,0,0,0,0,0
0.114560,0,0,0,0,0,0,0,0
0.115987,0,0,0,0,0,0,0,0
0.117387,0,0,0,0,0,0,0,0
0.118837,0,0,0,0,0,0,0,0
0.120239,0,0,0,0,0,0,0,0
0.121640,0,0,0,0,0,0,0,0
0.123042,0,0,0,0,0,0,0,0
0.124442,0,0,0,0,0,0,0,0
0.125896,0,0,0,0,0,0,0,0
0.127296,0,0,0,0,0,0,0,0
0.128694,0,0,0,0,0,0,0,0
0.130500,0,0,0,0,0,0,0,0
