elapsed_s,VPC_BE_CCHE_NUM_POS_REQ,VPC_BE_STALL_CYCLES_LM_ACK,VPC_BE_STALL_CYCLES_PRG_END_VPCPS,VPC_BE_POS_OVERFETCH_ATTR,VPC_BE_BOTTLENECK
0.001238,0,0,0,0,0
0.002727,0,0,0,0,0
0.004082,0,0,0,0,0
0.005428,0,0,0,0,0
0.006770,0,0,0,0,0
0.008160,0,0,0,0,0
0.009524,0,0,0,0,0
0.010866,0,0,0,0,0
0.012209,0,0,0,0,0
0.013548,0,0,0,0,0
0.014935,0,0,0,0,0
0.016421,0,0,0,0,0
0.017815,0,0,0,0,0
0.019192,0,0,0,0,0
0.020570,0,0,0,0,0
0.021932,0,0,0,0,0
0.023292,0,0,0,0,0
0.024651,0,0,0,0,0
0.026010,0,0,0,0,0
0.027369,0,0,0,0,0
0.028728,0,0,0,0,0
0.030087,0,0,0,0,0
0.031452,0,0,0,0,0
0.032851,0,0,0,0,0
0.034265,0,0,0,0,0
0.035679,0,0,0,0,0
0.037093,0,0,0,0,0
0.038506,0,0,0,0,0
0.039920,0,0,0,0,0
0.041227,0,0,0,0,0
0.042645,0,0,0,0,0
0.044061,0,0,0,0,0
0.045474,0,0,0,0,0
0.046887,0,0,0,0,0
0.049507,0,0,0,0,0
0.051029,0,0,0,0,0
0.052441,0,0,0,0,0
0.053854,0,0,0,0,0
0.055252,0,0,0,0,0
0.057010,0,0,0,0,0
0.060144,0,0,0,0,0
0.061684,0,0,0,0,0
0.063073,0,0,0,0,0
0.064474,0,0,0,0,0
0.065861,0,0,0,0,0
0.067248,0,0,0,0,0
0.068634,0,0,0,0,0
0.070022,0,0,0,0,0
0.071317,0,0,0,0,0
0.072735,0,0,0,0,0
0.074135,0,0,0,0,0
0.075509,0,0,0,0,0
0.076877,0,0,0,0,0
0.078229,0,0,0,0,0
0.079597,0,0,0,0,0
0.081034,0,0,0,0,0
0.082422,0,0,0,0,0
0.083855,0,0,0,0,0
0.085240,0,0,0,0,0
0.086635,0,0,0,0,0
0.088020,0,0,0,0,0
0.089402,0,0,0,0,0
0.090783,0,0,0,0,0
0.092212,0,0,0,0,0
0.093596,0,0,0,0,0
0.094981,0,0,0,0,0
0.096369,0,0,0,0,0
0.097767,0,0,0,0,0
0.099162,0,0,0,0,0
0.100558,0,0,0,0,0
0.101945,0,0,0,0,0
0.103330,0,0,0,0,0
0.104716,0,0,0,0,0
0.106100,0,0,0,0,0
0.107609,0,0,0,0,0
0.109034,0,0,0,0,0
0.110562,0,0,0,0,0
0.112168,0,0,0,0,0
0.113724,0,0,0,0,0
0.115276,0,0,0,0,0
0.116830,0,0,0,0,0
0.118384,0,0,0,0,0
0.119953,0,0,0,0,0
0.121508,0,0,0,0,0
0.123061,0,0,0,0,0
0.124614,0,0,0,0,0
0.126169,0,0,0,0,0
0.127848,0,0,0,0,0
0.129406,0,0,0,0,0
0.130875,0,0,0,0,0
0.133291,0,0,0,0,0
0.134686,0,0,0,0,0
0.136074,0,0,0,0,0
0.137465,0,0,0,0,0
0.138854,0,0,0,0,0
0.140246,0,0,0,0,0
0.141776,0,0,0,0,0
0.143329,0,0,0,0,0
0.144929,0,0,0,0,0
0.146485,0,0,0,0,0
0.148041,0,0,0,0,0
0.149593,0,0,0,0,0
0.151100,0,0,0,0,0
0.152514,0,0,0,0,0
0.154038,0,0,0,0,0
0.155591,0,0,0,0,0
0.157166,0,0,0,0,0
0.158721,0,0,0,0,0
0.160319,0,0,0,0,0
0.161874,0,0,0,0,0
0.163314,0,0,0,0,0
0.164842,0,0,0,0,0
0.166389,0,0,0,0,0
0.168100,0,0,0,0,0
0.169487,0,0,0,0,0
0.170885,0,0,0,0,0
0.172408,0,0,0,0,0
0.173976,0,0,0,0,0
0.175571,0,0,0,0,0
0.177132,0,0,0,0,0
0.178685,0,0,0,0,0
0.180242,0,0,0,0,0
0.181798,0,0,0,0,0
0.183354,0,0,0,0,0
0.184793,0,0,0,0,0
0.186319,0,0,0,0,0
0.187877,0,0,0,0,0
0.189433,0,0,0,0,0
0.190986,0,0,0,0,0
0.192545,0,0,0,0,0
0.194102,0,0,0,0,0
0.195669,0,0,0,0,0
0.197231,0,0,0,0,0
0.198785,0,0,0,0,0
0.200342,0,0,0,0,0
0.203100,0,0,0,0,0
0.204540,0,0,0,0,0
0.205952,0,0,0,0,0
0.207347,0,0,0,0,0
0.208785,0,0,0,0,0
0.210177,0,0,0,0,0
0.211569,0,0,0,0,0
0.213091,0,0,0,0,0
0.214644,0,0,0,0,0
0.216214,0,0,0,0,0
0.217770,0,0,0,0,0
0.219325,0,0,0,0,0
0.220881,0,0,0,0,0
0.222437,0,0,0,0,0
0.224036,0,0,0,0,0
0.225594,0,0,0,0,0
0.227162,0,0,0,0,0
0.228718,0,0,0,0,0
0.230273,0,0,0,0,0
0.231831,0,0,0,0,0
0.233387,0,0,0,0,0
0.234942,0,0,0,0,0
0.236500,0,0,0,0,0
0.238069,0,0,0,0,0
0.239666,0,0,0,0,0
0.241225,0,0,0,0,0
0.242778,0,0,0,0,0
0.244337,0,0,0,0,0
0.245893,0,0,0,0,0
0.247446,0,0,0,0,0
0.248977,0,0,0,0,0
0.250503,0,0,0,0,0
0.252060,0,0,0,0,0
0.253618,0,0,0,0,0
0.255171,0,0,0,0,0
0.256727,0,0,0,0,0
0.258283,0,0,0,0,0
0.259854,0,0,0,0,0
0.261409,0,0,0,0,0
0.262962,0,0,0,0,0
0.264518,0,0,0,0,0
0.266073,0,0,0,0,0
0.267625,0,0,0,0,0
0.269179,0,0,0,0,0
0.270736,0,0,0,0,0
0.272160,0,0,0,0,0
0.273682,0,0,0,0,0
0.275235,0,0,0,0,0
0.276789,0,0,0,0,0
0.278341,0,0,0,0,0
0.279857,0,0,0,0,0
0.281399,0,0,0,0,0
0.282952,0,0,0,0,0
0.284505,0,0,0,0,0
0.285938,0,0,0,0,0
0.287330,0,0,0,0,0
0.288717,0,0,0,0,0
0.290102,0,0,0,0,0
0.291494,0,0,0,0,0
0.292961,0,0,0,0,0
0.294343,0,0,0,0,0
0.295725,0,0,0,0,0
0.297376,0,0,0,0,0
0.298763,0,0,0,0,0
0.300146,0,0,0,0,0
0.301539,0,0,0,0,0
0.302920,0,0,0,0,0
0.304297,0,0,0,0,0
0.305656,0,0,0,0,0
0.307014,0,0,0,0,0
0.308371,0,0,0,0,0
0.309729,0,0,0,0,0
0.311088,0,0,0,0,0
0.312453,0,0,0,0,0
0.313811,0,0,0,0,0
0.315168,0,0,0,0,0
0.316527,0,0,0,0,0
0.317890,0,0,0,0,0
0.319251,0,0,0,0,0
0.320641,0,0,0,0,0
0.321984,0,0,0,0,0
0.323362,0,0,0,0,0
0.324706,0,0,0,0,0
0.326051,0,0,0,0,0
0.327396,0,0,0,0,0
0.328740,0,0,0,0,0
0.330085,0,0,0,0,0
0.331427,0,0,0,0,0
0.332770,0,0,0,0,0
0.334120,0,0,0,0,0
0.335463,0,0,0,0,0
0.336781,0,0,0,0,0
0.338195,0,0,0,0,0
0.339610,0,0,0,0,0
0.341024,0,0,0,0,0
0.342445,0,0,0,0,0
0.343751,0,0,0,0,0
0.345168,0,0,0,0,0
0.346620,0,0,0,0,0
0.348048,0,0,0,0,0
0.349420,0,0,0,0,0
0.350784,0,0,0,0,0
0.354036,0,0,0,0,0
0.355874,0,0,0,0,0
0.357538,0,0,0,0,0
0.359087,0,0,0,0,0
0.360484,0,0,0,0,0
0.361877,0,0,0,0,0
0.363267,0,0,0,0,0
0.364653,0,0,0,0,0
0.366057,0,0,0,0,0
0.367443,0,0,0,0,0
0.368983,0,0,0,0,0
0.370231,0,0,0,0,0
0.371621,0,0,0,0,0
0.373065,0,0,0,0,0
0.374455,0,0,0,0,0
0.375878,0,0,0,0,0
0.378217,0,0,0,0,0
0.379607,0,0,0,0,0
0.380990,0,0,0,0,0
0.382471,0,0,0,0,0
0.383945,0,0,0,0,0
0.386794,0,0,0,0,0
0.391820,0,0,0,0,0
0.393219,0,0,0,0,0
0.394607,0,0,0,0,0
0.396391,0,0,0,0,0
0.398025,0,0,0,0,0
0.399414,0,0,0,0,0
0.400920,0,0,0,0,0
0.402310,0,0,0,0,0
0.403717,0,0,0,0,0
0.405107,0,0,0,0,0
0.406491,0,0,0,0,0
0.407887,0,0,0,0,0
0.409274,0,0,0,0,0
0.410790,0,0,0,0,0
0.412186,0,0,0,0,0
0.413539,0,0,0,0,0
0.414909,0,0,0,0,0
0.416277,0,0,0,0,0
0.417673,0,0,0,0,0
0.419062,0,0,0,0,0
0.420584,0,0,0,0,0
0.422138,0,0,0,0,0
0.423692,0,0,0,0,0
0.425139,0,0,0,0,0
0.426535,0,0,0,0,0
0.427930,0,0,0,0,0
0.429321,0,0,0,0,0
0.430711,0,0,0,0,0
0.432146,0,0,0,0,0
0.433537,0,0,0,0,0
0.435055,0,0,0,0,0
0.436502,0,0,0,0,0
0.438028,0,0,0,0,0
0.439582,0,0,0,0,0
0.441105,0,0,0,0,0
0.442628,0,0,0,0,0
0.444184,0,0,0,0,0
0.445739,0,0,0,0,0
0.447304,0,0,0,0,0
0.448902,0,0,0,0,0
0.450575,0,0,0,0,0
0.452135,0,0,0,0,0
0.453692,0,0,0,0,0
0.455245,0,0,0,0,0
0.456801,0,0,0,0,0
0.458372,0,0,0,0,0
0.459929,0,0,0,0,0
0.461485,0,0,0,0,0
0.463039,0,0,0,0,0
0.464599,0,0,0,0,0
0.466155,0,0,0,0,0
0.467709,0,0,0,0,0
0.469321,0,0,0,0,0
0.470877,0,0,0,0,0
0.472433,0,0,0,0,0
0.473989,0,0,0,0,0
0.475543,0,0,0,0,0
0.477100,0,0,0,0,0
0.478645,0,0,0,0,0
0.480587,0,0,0,0,0
0.482127,0,0,0,0,0
0.483681,0,0,0,0,0
0.485242,0,0,0,0,0
0.486797,0,0,0,0,0
0.488355,0,0,0,0,0
0.489912,0,0,0,0,0
0.491478,0,0,0,0,0
0.493038,0,0,0,0,0
0.494593,0,0,0,0,0
0.496194,0,0,0,0,0
0.497752,0,0,0,0,0
0.499307,0,0,0,0,0
0.500863,0,0,0,0,0
0.502433,0,0,0,0,0
0.503992,0,0,0,0,0
0.505548,0,0,0,0,0
