elapsed_s,TP_DIVERGENT_QUADS_RECEIVED,TP_PRT_NON_RESIDENT_EVENTS,TP_OUTPUT_PIXELS_POINT,TP_OUTPUT_PIXELS_BILINEAR,TP_OUTPUT_PIXELS_MIP,TP_OUTPUT_PIXELS_ANISO,TP_OUTPUT_PIXELS_ZERO_LOD,TP_FLAG_CACHE_REQUESTS,TP_FLAG_CACHE_MISSES,TP_L1_5_L2_REQUESTS,TP_2D_OUTPUT_PIXELS,TP_2D_OUTPUT_PIXELS_POINT
0.001103,0,0,0,0,0,0,0,0,0,0,0,0
0.003046,0,0,0,0,0,0,0,0,0,0,0,0
0.004660,0,0,0,0,0,0,0,0,0,0,0,0
0.006239,0,0,0,0,0,0,0,0,0,0,0,0
0.007808,0,0,0,0,0,0,0,0,0,0,0,0
0.009476,0,0,0,0,0,0,0,0,0,0,0,0
0.011132,0,0,0,0,0,0,0,0,0,0,0,0
0.012672,0,0,0,0,0,0,0,0,0,0,0,0
0.014291,0,0,0,0,0,0,0,0,0,0,0,0
0.015836,0,0,0,0,0,0,0,0,0,0,0,0
0.017562,0,0,0,0,0,0,0,0,0,0,0,0
0.019112,0,0,0,0,0,0,0,0,0,0,0,0
0.020879,0,0,0,0,0,0,0,0,0,0,0,0
0.022550,0,0,0,0,0,0,0,0,0,0,0,0
0.024224,0,0,0,0,0,0,0,0,0,0,0,0
0.025766,0,0,0,0,0,0,0,0,0,0,0,0
0.027371,0,0,0,0,0,0,0,0,0,0,0,0
0.029060,0,0,0,0,0,0,0,0,0,0,0,0
0.030710,0,0,0,0,0,0,0,0,0,0,0,0
0.032368,0,0,0,0,0,0,0,0,0,0,0,0
0.034018,0,0,0,0,0,0,0,0,0,0,0,0
0.035667,0,0,0,0,0,0,0,0,0,0,0,0
0.037325,0,0,0,0,0,0,0,0,0,0,0,0
0.038976,0,0,0,0,0,0,0,0,0,0,0,0
0.040629,0,0,0,0,0,0,0,0,0,0,0,0
0.042292,0,0,0,0,0,0,0,0,0,0,0,0
0.043984,0,0,0,0,0,0,0,0,0,0,0,0
0.045579,0,0,0,0,0,0,0,0,0,0,0,0
0.047168,0,0,0,0,0,0,0,0,0,0,0,0
0.048875,0,0,0,0,0,0,0,0,0,0,0,0
0.050343,0,0,0,0,0,0,0,0,0,0,0,0
0.051810,0,0,0,0,0,0,0,0,0,0,0,0
0.053328,0,0,0,0,0,0,0,0,0,0,0,0
0.054801,0,0,0,0,0,0,0,0,0,0,0,0
0.056317,0,0,0,0,0,0,0,0,0,0,0,0
0.057785,0,0,0,0,0,0,0,0,0,0,0,0
0.059317,0,0,0,0,0,0,0,0,0,0,0,0
0.060854,0,0,0,0,0,0,0,0,0,0,0,0
0.062411,0,0,0,0,0,0,0,0,0,0,0,0
0.063964,0,0,0,0,0,0,0,0,0,0,0,0
0.065356,0,0,0,0,0,0,0,0,0,0,0,0
0.066854,0,0,0,0,0,0,0,0,0,0,0,0
0.068343,0,0,0,0,0,0,0,0,0,0,0,0
0.069827,0,0,0,0,0,0,0,0,0,0,0,0
0.071312,0,0,0,0,0,0,0,0,0,0,0,0
0.072829,0,0,0,0,0,0,0,0,0,0,0,0
0.074324,0,0,0,0,0,0,0,0,0,0,0,0
0.075929,0,0,0,0,0,0,0,0,0,0,0,0
0.077323,0,0,0,0,0,0,0,0,0,0,0,0
0.078717,0,0,0,0,0,0,0,0,0,0,0,0
0.080164,0,0,0,0,0,0,0,0,0,0,0,0
0.081561,0,0,0,0,0,0,0,0,0,0,0,0
0.082951,0,0,0,0,0,0,0,0,0,0,0,0
0.084341,0,0,0,0,0,0,0,0,0,0,0,0
0.085752,0,0,65536,0,0,0,65536,0,0,8192,0,0
0.087022,0,0,0,0,0,0,0,0,0,0,0,0
0.088472,0,0,0,0,0,0,0,0,0,0,0,0
0.089934,0,0,0,0,0,0,0,0,0,0,0,0
0.091374,0,0,0,0,0,0,0,0,0,0,0,0
0.092808,0,0,0,0,0,0,0,0,0,0,0,0
0.094243,0,0,0,0,0,0,0,0,0,0,0,0
0.095673,0,0,0,0,0,0,0,0,0,0,0,0
0.097207,0,0,0,0,0,0,0,0,0,0,0,0
0.098619,0,0,0,0,0,0,0,0,0,0,0,0
0.100005,0,0,0,0,0,0,0,0,0,0,0,0
0.101412,0,0,0,0,0,0,0,0,0,0,0,0
0.102797,0,0,0,0,0,0,0,0,0,0,0,0
0.104180,0,0,0,0,0,0,0,0,0,0,0,0
0.105561,0,0,0,0,0,0,0,0,0,0,0,0
0.106995,0,0,0,0,0,0,0,0,0,0,0,0
0.108452,0,0,0,0,0,0,0,0,0,0,0,0
0.110011,0,0,0,0,0,0,0,0,0,0,0,0
0.111449,0,0,0,0,0,0,0,0,0,0,0,0
0.112989,0,0,0,0,0,0,0,0,0,0,0,0
0.114392,0,0,0,0,0,0,0,0,0,0,0,0
0.115778,0,0,0,0,0,0,0,0,0,0,0,0
0.117164,0,0,0,0,0,0,0,0,0,0,0,0
0.118561,0,0,0,0,0,0,0,0,0,0,0,0
0.119945,0,0,0,0,0,0,0,0,0,0,0,0
0.121332,0,0,0,0,0,0,0,0,0,0,0,0
0.122822,0,0,0,0,0,0,0,0,0,0,0,0
0.124290,0,0,0,0,0,0,0,0,0,0,0,0
0.125772,0,0,0,0,0,0,0,0,0,0,0,0
0.127173,0,0,0,0,0,0,0,0,0,0,0,0
0.128579,0,0,0,0,0,0,0,0,0,0,0,0
0.129963,0,0,0,0,0,0,0,0,0,0,0,0
0.131344,0,0,0,0,0,0,0,0,0,0,0,0
0.132724,0,0,0,0,0,0,0,0,0,0,0,0
0.134104,0,0,0,0,0,0,0,0,0,0,0,0
0.135485,0,0,0,0,0,0,0,0,0,0,0,0
0.136870,0,0,0,0,0,0,0,0,0,0,0,0
0.138250,0,0,0,0,0,0,0,0,0,0,0,0
0.139861,0,0,0,0,0,0,0,0,0,0,0,0
0.141460,0,0,0,0,0,0,0,0,0,0,0,0
0.143045,0,0,0,0,0,0,0,0,0,0,0,0
0.144505,0,0,0,0,0,0,0,0,0,0,0,0
