elapsed_s,VPC_US_STARVE_CYCLES_TSE_FE,VPC_US_PTUS_FULL,VPC_US_COMP_INVIS_PRIM_COUNT,VPC_US_STALL_CYCLES_VSC,VPC_US_STALL_CYCLES_VPC_BE,VPC_US_STALL_CYCLES_UCHE
0.001100,0,0,0,0,0,0
0.002554,0,0,0,0,0,0
0.003990,0,0,0,0,0,0
0.005425,0,0,0,0,0,0
0.006912,0,0,0,0,0,0
0.008353,0,0,0,0,0,0
0.009811,0,0,0,0,0,0
0.011245,0,0,0,0,0,0
0.012679,0,0,0,0,0,0
0.014178,0,0,0,0,0,0
0.015608,0,0,0,0,0,0
0.017036,0,0,0,0,0,0
0.018448,0,0,0,0,0,0
0.019830,0,0,0,0,0,0
0.021199,0,0,0,0,0,0
0.022580,0,0,0,0,0,0
0.023961,0,0,0,0,0,0
0.025329,0,0,0,0,0,0
0.026697,0,0,0,0,0,0
0.028060,0,0,0,0,0,0
0.029475,0,0,0,0,0,0
0.030851,0,0,0,0,0,0
0.032156,0,0,0,0,0,0
0.033461,0,0,0,0,0,0
0.034766,0,0,0,0,0,0
0.036070,0,0,0,0,0,0
0.037436,0,0,0,0,0,0
0.038712,0,0,0,0,0,0
0.040083,0,0,0,0,0,0
0.041480,0,0,0,0,0,0
0.042824,0,0,0,0,0,0
0.044171,0,0,0,0,0,0
0.045522,0,0,0,0,0,0
0.047026,0,0,0,0,0,0
0.048555,0,0,0,0,0,0
0.049945,0,0,0,0,0,0
0.051363,0,0,0,0,0,0
0.052961,0,0,0,0,0,0
0.054482,0,0,0,0,0,0
0.055895,0,0,0,0,0,0
0.057292,0,0,0,0,0,0
0.058695,0,0,0,0,0,0
0.060092,0,0,0,0,0,0
0.061732,78,0,0,0,0,0
0.063163,0,0,0,0,0,0
0.064563,0,0,0,0,0,0
0.065959,0,0,0,0,0,0
0.067355,0,0,0,0,0,0
0.068748,0,0,0,0,0,0
0.070184,0,0,0,0,0,0
0.071672,36,0,0,0,0,0
0.073350,528,0,0,0,0,0
0.074600,504,0,0,0,0,0
0.075851,504,0,0,0,0,0
0.077100,525,0,0,0,0,0
0.078443,525,0,0,0,0,0
0.079693,522,0,0,0,0,0
0.080943,507,0,0,0,0,0
0.082197,504,0,0,0,0,0
0.083454,522,0,0,0,0,0
0.084709,507,0,0,0,0,0
0.085965,279,0,0,0,0,0
0.087362,0,0,0,0,0,0
0.088844,0,0,0,0,0,0
0.090329,0,0,0,0,0,0
0.091728,0,0,0,0,0,0
0.093125,0,0,0,0,0,0
0.094592,0,0,0,0,0,0
0.095987,0,0,0,0,0,0
0.097571,0,0,0,0,0,0
0.099061,0,0,0,0,0,0
0.100491,0,0,0,0,0,0
0.104955,0,0,0,0,0,0
0.106465,0,0,0,0,0,0
0.107878,0,0,0,0,0,0
0.109375,0,0,0,0,0,0
0.110899,0,0,0,0,0,0
0.112237,0,0,0,0,0,0
0.113566,0,0,0,0,0,0
0.114891,0,0,0,0,0,0
0.116214,0,0,0,0,0,0
0.117550,0,0,0,0,0,0
0.118952,0,0,0,0,0,0
0.120343,0,0,0,0,0,0
0.121736,0,0,0,0,0,0
0.123134,0,0,0,0,0,0
0.124531,0,0,0,0,0,0
0.125965,0,0,0,0,0,0
0.127362,0,0,0,0,0,0
0.129003,0,0,0,0,0,0
0.130459,0,0,0,0,0,0
0.131863,0,0,0,0,0,0
0.133265,0,0,0,0,0,0
0.134707,0,0,0,0,0,0
0.136106,0,0,0,0,0,0
0.137505,0,0,0,0,0,0
0.139029,0,0,0,0,0,0
0.140603,0,0,0,0,0,0
0.142208,0,0,0,0,0,0
0.143769,0,0,0,0,0,0
0.145367,0,0,0,0,0,0
0.146804,0,0,0,0,0,0
0.148208,0,0,0,0,0,0
0.149653,0,0,0,0,0,0
0.151066,0,0,0,0,0,0
0.152465,0,0,0,0,0,0
0.153864,0,0,0,0,0,0
0.155432,0,0,0,0,0,0
0.156983,0,0,0,0,0,0
0.158447,0,0,0,0,0,0
0.159849,0,0,0,0,0,0
0.161261,0,0,0,0,0,0
0.162787,0,0,0,0,0,0
0.164345,0,0,0,0,0,0
0.165949,0,0,0,0,0,0
0.167508,0,0,0,0,0,0
0.169066,0,0,0,0,0,0
0.170631,0,0,0,0,0,0
0.172201,0,0,0,0,0,0
0.173805,0,0,0,0,0,0
0.175363,0,0,0,0,0,0
0.176920,0,0,0,0,0,0
0.178482,0,0,0,0,0,0
0.180038,0,0,0,0,0,0
0.181643,0,0,0,0,0,0
