elapsed_s,VPC_FE_POSRAM_FULL_CYCLES,VPC_FE_GMEM_NOP_FULL_CYCLES,VPC_FE_GMEM_POS_FULL_CYCLES,VPC_FE_BOTTLENECK,VPC_US_BUSY_CYCLES,VPC_US_WORKING_CYCLES
0.001096,0,0,0,0,0,0
0.002563,0,0,0,0,0,0
0.004221,0,0,0,0,0,0
0.005670,0,0,0,0,0,0
0.007190,0,0,0,0,0,0
0.008624,0,0,0,0,0,0
0.010067,0,0,0,0,0,0
0.011728,0,0,0,0,0,0
0.013457,0,0,0,0,0,0
0.015108,0,0,0,0,0,0
0.016713,0,0,0,0,0,0
0.018233,0,0,0,0,0,0
0.019683,0,0,0,0,0,0
0.021162,0,0,0,0,0,0
0.022663,0,0,0,0,0,0
0.024057,0,0,0,0,0,0
0.025495,0,0,0,0,0,0
0.026958,0,0,0,0,0,0
0.028382,0,0,0,0,0,0
0.029782,0,0,0,0,0,0
0.031193,0,0,0,0,0,0
0.032586,0,0,0,0,0,0
0.033978,0,0,0,0,0,0
0.035370,0,0,0,0,0,0
0.036760,0,0,0,0,0,0
0.038143,0,0,0,0,0,0
0.039509,0,0,0,0,0,0
0.040873,0,0,0,0,0,0
0.042248,0,0,0,0,0,0
0.043614,0,0,0,0,0,0
0.044979,0,0,0,0,0,0
0.046345,0,0,0,0,0,0
0.047710,0,0,0,0,0,0
0.049075,0,0,0,0,0,0
0.050442,0,0,0,0,0,0
0.051827,0,0,0,0,0,0
0.053203,0,0,0,0,0,0
0.054594,0,0,0,0,0,0
0.055924,0,0,0,0,0,0
0.057228,0,0,0,0,0,0
0.058598,0,0,0,0,0,0
0.059902,0,0,0,0,0,0
0.061209,0,0,0,0,0,0
0.062512,0,0,0,0,0,0
0.063830,0,0,0,0,0,0
0.065096,0,0,0,0,0,0
0.066471,0,0,0,0,0,0
0.067736,0,0,0,0,0,0
0.069013,0,0,0,0,0,0
0.070300,0,0,0,0,0,0
0.071642,0,0,0,0,0,0
0.073000,0,0,0,0,0,0
0.074382,0,0,0,0,0,0
0.075742,0,0,0,0,0,0
0.077104,0,0,0,0,0,0
0.078519,0,0,0,0,0,0
0.079958,0,0,0,0,0,0
0.081364,0,0,0,0,0,0
0.082859,0,0,0,12,151,148
0.084457,0,0,0,0,0,0
0.085828,0,0,0,0,0,0
0.087258,0,0,0,0,0,0
0.088656,0,0,0,0,0,0
0.090055,0,0,0,0,0,0
0.091459,0,0,0,0,0,0
0.092858,0,0,0,0,0,0
0.094270,0,0,0,30,530,592
0.095649,0,0,0,144,2305,2376
0.096900,0,0,0,144,2280,2376
0.099074,0,0,0,252,3996,4164
0.100326,0,0,0,144,2353,2442
0.102115,0,0,0,210,3255,3402
0.103372,0,0,0,144,2350,2439
0.104625,0,0,0,150,2305,2412
0.106145,0,0,0,174,2755,2871
0.107397,0,0,0,144,2280,2439
0.108628,0,0,0,18,426,356
0.110053,0,0,0,0,0,0
0.111474,0,0,0,0,0,0
0.112896,0,0,0,0,0,0
0.114208,0,0,0,0,0,0
0.115629,0,0,0,0,0,0
0.117051,0,0,0,0,0,0
0.118491,0,0,0,0,0,0
0.119924,0,0,0,0,0,0
0.121244,0,0,0,0,0,0
0.122654,0,0,0,0,0,0
0.124093,0,0,0,0,0,0
0.125525,0,0,0,0,0,0
0.126954,0,0,0,0,0,0
0.128384,0,0,0,0,0,0
0.129815,0,0,0,0,0,0
0.131250,0,0,0,0,0,0
0.132682,0,0,0,0,0,0
0.134126,0,0,0,0,0,0
0.135496,0,0,0,0,0,0
0.136865,0,0,0,0,0,0
0.138234,0,0,0,0,0,0
0.139697,0,0,0,0,0,0
0.141185,0,0,0,0,0,0
0.142587,0,0,0,0,0,0
0.144058,0,0,0,0,0,0
0.145642,0,0,0,0,0,0
0.147103,0,0,0,0,0,0
0.148475,0,0,0,0,0,0
0.149843,0,0,0,0,0,0
0.151275,0,0,0,0,0,0
0.152677,0,0,0,0,0,0
0.154072,0,0,0,0,0,0
0.155677,0,0,0,0,0,0
0.157236,0,0,0,0,0,0
0.158884,0,0,0,0,0,0
0.160443,0,0,0,0,0,0
0.162005,0,0,0,0,0,0
0.166930,0,0,0,0,0,0
0.168405,0,0,0,0,0,0
0.169811,0,0,0,0,0,0
0.171164,0,0,0,0,0,0
0.172513,0,0,0,0,0,0
0.173863,0,0,0,0,0,0
0.175211,0,0,0,0,0,0
0.176559,0,0,0,0,0,0
0.177920,0,0,0,0,0,0
0.179269,0,0,0,0,0,0
0.180617,0,0,0,0,0,0
0.182099,0,0,0,0,0,0
0.183673,0,0,0,0,0,0
0.185231,0,0,0,0,0,0
0.186849,0,0,0,0,0,0
0.188294,0,0,0,0,0,0
0.189697,0,0,0,0,0,0
0.191096,0,0,0,0,0,0
0.192491,0,0,0,0,0,0
0.193889,0,0,0,0,0,0
0.195284,0,0,0,0,0,0
0.196679,0,0,0,0,0,0
0.198249,0,0,0,0,0,0
0.199821,0,0,0,0,0,0
0.201379,0,0,0,0,0,0
0.202943,0,0,0,0,0,0
0.204500,0,0,0,0,0,0
0.206060,0,0,0,0,0,0
0.207620,0,0,0,0,0,0
0.209178,0,0,0,0,0,0
0.210812,0,0,0,0,0,0
0.212370,0,0,0,0,0,0
0.213973,0,0,0,0,0,0
0.215532,0,0,0,0,0,0
0.217089,0,0,0,0,0,0
0.218649,0,0,0,0,0,0
0.220208,0,0,0,0,0,0
0.221782,0,0,0,0,0,0
0.223341,0,0,0,0,0,0
0.224960,0,0,0,0,0,0
0.226394,0,0,0,0,0,0
0.227924,0,0,0,0,0,0
0.229483,0,0,0,0,0,0
0.231121,0,0,0,0,0,0
0.232694,0,0,0,0,0,0
0.234256,0,0,0,0,0,0
0.235817,0,0,0,0,0,0
0.237376,0,0,0,0,0,0
0.238940,0,0,0,0,0,0
0.240500,0,0,0,0,0,0
0.242062,0,0,0,0,0,0
0.243634,0,0,0,0,0,0
0.245192,0,0,0,0,0,0
0.246815,0,0,0,0,0,0
0.248373,0,0,0,0,0,0
0.249936,0,0,0,0,0,0
0.251496,0,0,0,0,0,0
0.253056,0,0,0,0,0,0
0.254630,0,0,0,0,0,0
0.256190,0,0,0,0,0,0
0.257751,0,0,0,0,0,0
0.259191,0,0,0,0,0,0
0.260720,0,0,0,0,0,0
0.262192,0,0,0,0,0,0
0.263724,0,0,0,0,0,0
0.265298,0,0,0,0,0,0
0.266862,0,0,0,0,0,0
0.268422,0,0,0,0,0,0
0.269985,0,0,0,0,0,0
0.271546,0,0,0,0,0,0
0.273106,0,0,0,0,0,0
0.274667,0,0,0,0,0,0
0.276241,0,0,0,0,0,0
0.277803,0,0,0,0,0,0
0.279409,0,0,0,0,0,0
0.280968,0,0,0,0,0,0
0.282529,0,0,0,0,0,0
0.284133,0,0,0,0,0,0
0.285697,0,0,0,0,0,0
0.287271,0,0,0,0,0,0
0.288831,0,0,0,0,0,0
0.290392,0,0,0,0,0,0
0.291943,0,0,0,0,0,0
0.293493,0,0,0,0,0,0
0.295153,0,0,0,0,0,0
0.296555,0,0,0,0,0,0
0.298092,0,0,0,0,0,0
0.299652,0,0,0,0,0,0
0.301210,0,0,0,0,0,0
0.302823,0,0,0,0,0,0
0.304381,0,0,0,0,0,0
0.305942,0,0,0,0,0,0
0.307501,0,0,0,0,0,0
0.309072,0,0,0,0,0,0
0.310674,0,0,0,0,0,0
0.312234,0,0,0,0,0,0
0.313794,0,0,0,0,0,0
0.315353,0,0,0,0,0,0
0.316909,0,0,0,0,0,0
0.318469,0,0,0,0,0,0
0.320043,0,0,0,0,0,0
0.321604,0,0,0,0,0,0
0.323217,0,0,0,0,0,0
0.324687,0,0,0,0,0,0
0.326181,0,0,0,0,0,0
0.327627,0,0,0,0,0,0
0.329077,0,0,0,0,0,0
0.330541,0,0,0,0,0,0
0.333673,0,0,0,0,0,0
0.335042,0,0,0,0,0,0
0.336437,0,0,0,0,0,0
0.337841,0,0,0,0,0,0
0.339397,0,0,0,0,0,0
0.340967,0,0,0,0,0,0
0.342571,0,0,0,0,0,0
0.344132,0,0,0,0,0,0
0.345693,0,0,0,0,0,0
0.347252,0,0,0,0,0,0
0.348810,0,0,0,0,0,0
0.350371,0,0,0,0,0,0
0.351820,0,0,0,0,0,0
0.353224,0,0,0,0,0,0
0.354683,0,0,0,0,0,0
0.356075,0,0,0,0,0,0
0.357466,0,0,0,0,0,0
0.358876,0,0,0,0,0,0
0.360277,0,0,0,0,0,0
0.361807,0,0,0,0,0,0
0.363256,0,0,0,0,0,0
0.364788,0,0,0,0,0,0
0.366350,0,0,0,0,0,0
0.367910,0,0,0,0,0,0
0.369470,0,0,0,0,0,0
0.371032,0,0,0,0,0,0
0.372591,0,0,0,0,0,0
0.374557,0,0,0,0,0,0
0.376023,0,0,0,0,0,0
0.377443,0,0,0,0,0,0
0.378829,0,0,0,0,0,0
0.380328,0,0,0,0,0,0
0.381782,0,0,0,0,0,0
0.383246,0,0,0,0,0,0
0.384895,0,0,0,0,0,0
0.386482,0,0,0,0,0,0
0.388048,0,0,0,0,0,0
0.389653,0,0,0,0,0,0
0.391104,0,0,0,0,0,0
0.392502,0,0,0,0,0,0
0.393903,0,0,0,0,0,0
0.395319,0,0,0,0,0,0
0.396717,0,0,0,0,0,0
0.398114,0,0,0,0,0,0
0.399638,0,0,0,0,0,0
0.401197,0,0,0,0,0,0
0.402822,0,0,0,0,0,0
0.404380,0,0,0,0,0,0
0.406000,0,0,0,0,0,0
0.407561,0,0,0,0,0,0
0.409120,0,0,0,0,0,0
0.410681,0,0,0,0,0,0
0.412242,0,0,0,0,0,0
0.413805,0,0,0,0,0,0
0.415366,0,0,0,0,0,0
0.416939,0,0,0,0,0,0
0.418498,0,0,0,0,0,0
0.420060,0,0,0,0,0,0
0.421622,0,0,0,0,0,0
0.423226,0,0,0,0,0,0
0.424786,0,0,0,0,0,0
0.426348,0,0,0,0,0,0
0.427922,0,0,0,0,0,0
0.429481,0,0,0,0,0,0
0.430908,0,0,0,0,0,0
0.432306,0,0,0,0,0,0
0.433702,0,0,0,0,0,0
0.435225,0,0,0,0,0,0
0.436781,0,0,0,0,0,0
0.438396,0,0,0,0,0,0
0.439956,0,0,0,0,0,0
0.441514,0,0,0,0,0,0
0.443125,0,0,0,0,0,0
0.444683,0,0,0,0,0,0
0.446243,0,0,0,0,0,0
0.447802,0,0,0,0,0,0
0.449373,0,0,0,0,0,0
0.450936,0,0,0,0,0,0
0.452494,0,0,0,0,0,0
0.454098,0,0,0,0,0,0
0.455657,0,0,0,0,0,0
0.457215,0,0,0,0,0,0
0.458860,0,0,0,0,0,0
0.460406,0,0,0,0,0,0
0.461969,0,0,0,0,0,0
0.463529,0,0,0,0,0,0
0.465088,0,0,0,0,0,0
0.466649,0,0,0,0,0,0
0.468209,0,0,0,0,0,0
0.469772,0,0,0,0,0,0
0.471392,0,0,0,0,0,0
0.472951,0,0,0,0,0,0
0.474513,0,0,0,0,0,0
0.476073,0,0,0,0,0,0
0.477635,0,0,0,0,0,0
0.479196,0,0,0,0,0,0
0.480755,0,0,0,0,0,0
0.482330,0,0,0,0,0,0
0.483891,0,0,0,0,0,0
0.485451,0,0,0,0,0,0
0.487018,0,0,0,0,0,0
0.488577,0,0,0,0,0,0
0.490139,0,0,0,0,0,0
0.491701,0,0,0,0,0,0
0.493274,0,0,0,0,0,0
0.494839,0,0,0,0,0,0
0.496399,0,0,0,0,0,0
0.497961,0,0,0,0,0,0
0.499523,0,0,0,0,0,0
0.501082,0,0,0,0,0,0
0.502687,0,0,0,0,0,0
0.504262,0,0,0,0,0,0
0.505824,0,0,0,0,0,0
0.507386,0,0,0,0,0,0
0.508946,0,0,0,0,0,0
0.510507,0,0,0,0,0,0
0.512068,0,0,0,0,0,0
0.513631,0,0,0,0,0,0
0.515195,0,0,0,0,0,0
0.516746,0,0,0,0,0,0
0.518178,0,0,0,0,0,0
0.519740,0,0,0,0,0,0
0.521299,0,0,0,0,0,0
0.522862,0,0,0,0,0,0
0.524422,0,0,0,0,0,0
0.525998,0,0,0,0,0,0
0.527559,0,0,0,0,0,0
0.529117,0,0,0,0,0,0
0.530678,0,0,0,0,0,0
0.532239,0,0,0,0,0,0
0.533802,0,0,0,0,0,0
0.535399,0,0,0,0,0,0
0.536962,0,0,0,0,0,0
0.538390,0,0,0,0,0,0
0.539919,0,0,0,0,0,0
0.541478,0,0,0,0,0,0
0.543108,0,0,0,0,0,0
0.544667,0,0,0,0,0,0
0.546228,0,0,0,0,0,0
0.547799,0,0,0,0,0,0
0.549357,0,0,0,0,0,0
0.550919,0,0,0,0,0,0
0.552477,0,0,0,0,0,0
0.554038,0,0,0,0,0,0
0.555597,0,0,0,0,0,0
0.557155,0,0,0,0,0,0
0.558668,0,0,0,0,0,0
0.560200,0,0,0,0,0,0
0.561760,0,0,0,0,0,0
0.563320,0,0,0,0,0,0
0.564878,0,0,0,0,0,0
0.566482,0,0,0,0,0,0
0.568042,0,0,0,0,0,0
0.569617,0,0,0,0,0,0
0.571177,0,0,0,0,0,0
0.572736,0,0,0,0,0,0
0.574296,0,0,0,0,0,0
0.575856,0,0,0,0,0,0
0.577414,0,0,0,0,0,0
0.578978,0,0,0,0,0,0
0.580548,0,0,0,0,0,0
0.582153,0,0,0,0,0,0
0.583714,0,0,0,0,0,0
0.585271,0,0,0,0,0,0
0.586876,0,0,0,0,0,0
0.588433,0,0,0,0,0,0
0.589994,0,0,0,0,0,0
0.591568,0,0,0,0,0,0
0.593127,0,0,0,0,0,0
0.594686,0,0,0,0,0,0
0.596246,0,0,0,0,0,0
0.597807,0,0,0,0,0,0
0.599412,0,0,0,0,0,0
0.600970,0,0,0,0,0,0
0.602543,0,0,0,0,0,0
0.604102,0,0,0,0,0,0
0.605664,0,0,0,0,0,0
0.607223,0,0,0,0,0,0
0.608780,0,0,0,0,0,0
0.610340,0,0,0,0,0,0
0.611897,0,0,0,0,0,0
0.613344,0,0,0,0,0,0
0.614762,0,0,0,0,0,0
0.616286,0,0,0,0,0,0
0.617715,0,0,0,0,0,0
0.619246,0,0,0,0,0,0
0.620805,0,0,0,0,0,0
0.622367,0,0,0,0,0,0
0.623941,0,0,0,0,0,0
0.625501,0,0,0,0,0,0
0.627115,0,0,0,0,0,0
0.628674,0,0,0,0,0,0
0.630281,0,0,0,0,0,0
0.631841,0,0,0,0,0,0
0.633400,0,0,0,0,0,0
0.634979,0,0,0,0,0,0
0.636539,0,0,0,0,0,0
0.638099,0,0,0,0,0,0
0.639650,0,0,0,0,0,0
0.641200,0,0,0,0,0,0
0.642891,0,0,0,0,0,0
0.644448,0,0,0,0,0,0
0.646066,0,0,0,0,0,0
0.647625,0,0,0,0,0,0
0.649182,0,0,0,0,0,0
0.650790,0,0,0,0,0,0
0.652348,0,0,0,0,0,0
0.653908,0,0,0,0,0,0
0.655466,0,0,0,0,0,0
0.657037,0,0,0,0,0,0
0.658594,0,0,0,0,0,0
0.660044,0,0,0,0,0,0
0.661583,0,0,0,0,0,0
0.663145,0,0,0,0,0,0
0.664703,0,0,0,0,0,0
0.666265,0,0,0,0,0,0
0.667840,0,0,0,0,0,0
0.669399,0,0,0,0,0,0
0.670964,0,0,0,0,0,0
0.672523,0,0,0,0,0,0
0.674085,0,0,0,0,0,0
0.675647,0,0,0,0,0,0
0.677205,0,0,0,0,0,0
0.678718,0,0,0,0,0,0
0.680248,0,0,0,0,0,0
0.681810,0,0,0,0,0,0
0.683370,0,0,0,0,0,0
0.684930,0,0,0,0,0,0
0.686489,0,0,0,0,0,0
0.688049,0,0,0,0,0,0
0.689505,0,0,0,0,0,0
