elapsed_s,VPC_RESERVED_42,VPC_RESERVED_43,VPC_RESERVED_44,VPC_BE_BUSY_CYCLES,VPC_BE_WORKING_CYCLES,VPC_BE_STALL_CYCLES_TSE_BE
0.001095,0,0,0,0,0,0
0.002610,0,0,0,0,0,0
0.004048,0,0,0,0,0,0
0.005484,0,0,0,0,0,0
0.007009,0,0,0,0,0,0
0.008448,0,0,0,0,0,0
0.009961,0,0,0,0,0,0
0.011482,0,0,0,0,0,0
0.012896,0,0,0,0,0,0
0.014307,0,0,0,0,0,0
0.015744,0,0,0,0,0,0
0.017331,0,0,0,0,0,0
0.018769,0,0,0,0,0,0
0.020168,0,0,0,0,0,0
0.021530,0,0,0,0,0,0
0.023002,0,0,0,0,0,0
0.024365,0,0,0,0,0,0
0.025731,0,0,0,0,0,0
0.027106,0,0,0,0,0,0
0.028414,0,0,0,0,0,0
0.029720,0,0,0,0,0,0
0.031049,0,0,0,0,0,0
0.032315,0,0,0,0,0,0
0.033689,0,0,0,0,0,0
0.034954,0,0,0,0,0,0
0.036218,0,0,0,0,0,0
0.037483,0,0,0,0,0,0
0.038770,0,0,0,0,0,0
0.040126,0,0,0,0,0,0
0.041503,0,0,0,0,0,0
0.042938,0,0,0,0,0,0
0.044374,0,0,0,0,0,0
0.045768,0,0,0,0,0,0
0.047282,0,0,0,0,0,0
0.049236,0,0,0,0,0,0
0.050646,0,0,0,0,0,0
0.052027,0,0,0,0,0,0
0.053432,0,0,0,0,0,0
0.054828,0,0,0,0,0,0
0.056231,0,0,0,0,0,0
0.057653,0,0,0,0,0,0
0.059045,0,0,0,2502,882,0
0.060447,0,0,0,0,0,0
0.061950,0,0,0,0,0,0
0.063539,0,0,0,0,0,0
0.064936,0,0,0,0,0,0
0.066371,0,0,0,0,0,0
0.067764,0,0,0,0,0,0
0.069171,0,0,0,12777,7059,0
0.070422,0,0,0,13320,7704,0
0.071671,0,0,0,13320,7704,0
0.072919,0,0,0,13326,7704,0
0.074171,0,0,0,14220,8265,0
0.075471,0,0,0,13536,7785,0
0.076726,0,0,0,13326,7704,0
0.077982,0,0,0,13329,7944,0
0.079233,0,0,0,13659,7704,0
0.080483,0,0,0,13536,7785,0
0.082077,0,0,0,10815,6132,0
0.083710,0,0,0,0,0,0
0.085120,0,0,0,0,0,0
0.086561,0,0,0,0,0,0
0.087960,0,0,0,0,0,0
0.089357,0,0,0,0,0,0
0.090800,0,0,0,0,0,0
0.092198,0,0,0,0,0,0
0.093605,0,0,0,0,0,0
0.095020,0,0,0,0,0,0
0.096415,0,0,0,0,0,0
0.097863,0,0,0,0,0,0
0.103035,0,0,0,0,0,0
0.104437,0,0,0,0,0,0
0.106012,0,0,0,0,0,0
0.107518,0,0,0,0,0,0
