elapsed_s,LRZ_NEVER_COUNT,LRZ_BUSY_CYCLES,LRZ_STARVE_CYCLES_RAS
0.001098,0,0,1382181
0.002758,0,0,803041
0.004154,0,0,733174
0.005521,0,0,727882
0.006886,0,0,729614
0.008309,0,0,756135
0.009674,0,0,726574
0.011083,0,0,748177
0.012441,0,0,724370
0.013799,0,0,722977
0.015365,0,0,859003
0.016791,0,0,739835
0.018165,0,0,729958
0.019577,0,0,750211
0.020936,0,0,723776
0.022310,0,0,731491
0.023716,0,0,750082
0.025075,0,0,723559
0.026432,0,0,723174
0.027832,0,0,738983
0.029168,0,0,711199
0.030502,0,0,711251
0.031887,0,0,738758
0.033234,0,0,718033
0.034572,0,0,712946
0.035910,0,0,712729
0.037258,0,0,717845
0.038595,0,0,712516
0.039981,0,0,743857
0.041329,0,0,713708
0.042668,0,0,728508
0.044084,0,0,720746
0.045367,0,0,683567
0.046649,0,0,682883
0.047931,0,0,682927
0.049212,0,0,683183
0.050495,0,0,683265
0.051776,0,0,682454
0.053058,0,0,683009
0.054394,0,0,710996
0.055673,0,0,946345
0.056923,0,0,1165881
0.058172,0,0,1166113
0.059445,0,0,1234496
0.060779,0,0,1243216
0.062114,0,0,1246669
0.063448,0,0,1244106
0.064804,0,0,1269807
0.066146,0,0,1248390
0.067482,0,0,1243470
0.068815,0,0,1246197
0.070150,0,0,1243697
0.071484,0,0,1178021
0.072914,0,0,747290
0.074323,0,0,775262
0.075791,0,0,774510
0.077212,0,0,755402
0.078636,0,0,756164
0.080044,0,0,751123
0.081454,0,0,752239
0.082863,0,0,759225
0.084291,0,0,750789
0.085741,848,854,1040246
0.087322,120497,121919,1810819
0.088756,0,0,1689655
0.090137,0,0,1671501
0.091517,0,0,1671842
0.092898,0,0,1670073
0.094276,0,0,1669945
0.095705,0,0,1731439
0.097102,0,0,1685029
0.098479,0,0,1667246
0.099851,0,0,1662380
0.101551,0,0,2060479
0.102928,0,0,2914622
0.105334,0,0,1667082
0.106709,0,0,1664187
0.108241,0,0,1860065
0.109866,0,0,2198117
0.112423,0,0,2899716
0.113837,0,0,1692064
0.116430,0,0,3150708
0.117889,0,0,1779721
0.119321,0,0,1734344
0.120730,0,0,1666312
0.122105,0,0,1664563
0.123484,0,0,1667182
0.124856,0,0,1664403
0.126230,0,0,1663756
0.127605,0,0,1664901
0.128980,0,0,1665339
0.130372,0,0,1686032
0.131749,0,0,1673142
0.133131,0,0,1673287
0.134511,0,0,1671151
0.135896,0,0,1676723
0.137277,0,0,1672813
0.138658,0,0,1718330
0.140128,0,0,1735476
0.141518,0,0,1682705
0.142899,0,0,1671811
0.144278,0,0,1665889
0.145653,0,0,1663982
0.147038,0,0,1684235
0.148550,0,0,1856111
0.150093,0,0,1869808
0.151640,0,0,1874231
0.153199,0,0,1887393
0.154786,0,0,1927684
0.156335,0,0,1870736
0.157880,0,0,1869599
0.159428,0,0,1878177
0.160975,0,0,1871682
0.162519,0,0,1870194
0.163951,0,0,1708307
0.165468,0,0,1862405
0.167083,0,0,2112875
0.168631,0,0,1690885
0.170016,0,0,1674787
0.171530,0,0,1862908
0.173075,0,0,1871102
0.174633,0,0,1886359
0.176179,0,0,1872537
0.177725,0,0,1870198
0.179272,0,0,1874920
0.180817,0,0,1871291
0.182361,0,0,1869192
0.183906,0,0,1872090
0.185465,0,0,1886314
0.187053,0,0,1925583
0.188599,0,0,1871209
0.190143,0,0,1869742
0.191690,0,0,1873888
0.193235,0,0,1871504
0.194780,0,0,1875542
0.196344,0,0,1888703
0.197888,0,0,1868335
0.199435,0,0,1875261
0.200981,0,0,1872016
0.202525,0,0,1923233
0.204115,0,0,1873040
0.205661,0,0,1871533
0.207223,0,0,1891474
0.208768,0,0,1870824
0.210312,0,0,1869257
0.211857,0,0,1870758
0.213401,0,0,1871587
0.214946,0,0,1866089
0.216570,0,0,2030015
0.218043,0,0,1694327
0.219435,0,0,1706030
0.220968,0,0,1859809
0.222502,0,0,1859329
0.223917,0,0,1694487
0.225434,0,0,1862202
0.226979,0,0,1936680
0.228593,0,0,1889232
0.230137,0,0,1868269
0.231684,0,0,1875431
0.233231,0,0,1872534
0.234819,0,0,1953239
0.236390,0,0,1871323
0.237934,0,0,1870820
0.239493,0,0,1884086
0.241031,0,0,1860971
0.242566,0,0,1858532
0.243986,0,0,1703924
0.245506,0,0,1860295
0.247053,0,0,1873969
0.248596,0,0,1869852
0.250151,0,0,1881997
0.251698,0,0,1873959
0.253243,0,0,1869987
0.254785,0,0,1873588
0.256334,0,0,1869209
0.257876,0,0,1868528
0.259422,0,0,1873083
0.260980,0,0,1886293
0.262523,0,0,1869113
0.264068,0,0,1870246
0.265613,0,0,1870472
0.267202,0,0,1927148
0.268747,0,0,1867947
0.270290,0,0,1868382
0.271848,0,0,1886072
0.273515,0,0,2023472
0.275065,0,0,1876093
0.276610,0,0,1870658
0.278154,0,0,1868996
0.279700,0,0,1873680
0.281246,0,0,1870953
0.282844,0,0,1942058
0.284395,0,0,1871363
0.285938,0,0,1868579
0.287485,0,0,1875338
0.289031,0,0,1871453
0.290575,0,0,1869404
0.292166,0,0,1927638
0.293726,0,0,1887508
0.295272,0,0,1874707
0.296819,0,0,1872452
0.298363,0,0,1868669
0.299907,0,0,1870420
0.301326,0,0,1692960
0.302713,0,0,1788914
0.304204,0,0,1688491
0.305580,0,0,1664358
0.306953,0,0,1626819
0.308297,0,0,1664075
0.309670,0,0,1662110
0.311097,0,0,1728261
0.312470,0,0,1662633
0.313843,0,0,1661996
0.315218,0,0,1649233
0.316568,0,0,1633363
0.317916,0,0,1632151
0.319264,0,0,1634222
0.320613,0,0,1633705
0.321963,0,0,1632655
0.323311,0,0,1633463
0.324660,0,0,1633939
0.326015,0,0,1640488
0.327364,0,0,1633974
0.328713,0,0,1632639
0.330060,0,0,1631960
0.331405,0,0,1618360
0.332739,0,0,1615566
0.334073,0,0,1614952
0.335407,0,0,1615777
0.336747,0,0,1623874
0.338082,0,0,1615409
0.339416,0,0,1617424
0.340752,0,0,1616620
0.342086,0,0,1615834
0.343473,0,0,1679823
0.344808,0,0,1615218
0.346141,0,0,1615522
0.347472,0,0,1713497
0.348877,0,0,1701623
0.350282,0,0,1700551
0.351687,0,0,1704299
0.353094,0,0,1703796
0.354500,0,0,1702753
0.355907,0,0,1703616
0.357314,0,0,1704436
0.358724,0,0,1728261
0.360161,0,0,1725907
0.361526,0,0,1645523
0.362897,0,0,1582874
0.364277,0,0,1680603
0.365657,0,0,1666889
0.367117,0,0,1794745
0.368536,0,0,1692935
0.369923,0,0,1712498
0.371329,0,0,1670650
0.372708,0,0,1666982
0.374082,0,0,1663097
0.375601,0,0,1844567
0.376979,0,0,1668195
0.378356,0,0,1661949
0.379732,0,0,1671442
0.381144,121743,122949,1410341
0.382401,0,0,1676787
0.384625,0,0,2693278
0.386005,0,0,1670855
0.387384,0,0,1669007
0.388763,0,0,1669522
0.390141,0,0,1670276
0.391528,0,0,1672150
0.392899,0,0,2195478
0.394753,0,0,1795276
0.396196,0,0,1665682
0.397570,0,0,1663062
0.398943,0,0,1811846
0.403059,0,0,4841429
0.404455,0,0,1686555
0.405831,0,0,1667010
0.407582,0,0,2224929
0.409049,0,0,1674627
0.410428,0,0,1671019
0.411808,0,0,1665596
0.413182,0,0,1663275
0.414572,0,0,1683801
0.415945,0,0,1663984
0.417324,0,0,1674401
0.418703,0,0,1664854
0.420141,0,0,1743872
0.421519,0,0,1670279
0.422898,0,0,1713089
0.424297,0,0,1668495
0.425661,0,0,1636614
0.427016,0,0,1643458
0.428400,0,0,1672167
0.429780,0,0,1671131
0.431200,0,0,1720493
0.432581,0,0,1671445
0.434090,0,0,1855988
0.435637,0,0,1874781
0.437071,0,0,1710184
0.438586,0,0,1859170
0.440130,0,0,1870376
0.441674,0,0,1870272
0.443264,0,0,1926452
0.444810,0,0,1870775
0.446353,0,0,1868901
0.447913,0,0,1891129
0.449460,0,0,1871196
0.451085,0,0,2045315
0.452570,0,0,1697223
0.453956,0,0,1675947
0.455471,0,0,1863536
0.457017,0,0,1870133
0.458573,0,0,1940864
0.460165,0,0,1871859
0.461710,0,0,1870242
0.463256,0,0,1874583
0.464802,0,0,1871514
0.466346,0,0,1868111
0.467890,0,0,1871974
0.469450,0,0,1887040
0.471059,0,0,2025794
0.472667,0,0,1870806
0.474210,0,0,1869112
0.475758,0,0,1875308
0.477303,0,0,1870211
0.478845,0,0,1875026
0.480411,0,0,1888705
0.481955,0,0,1869983
0.483500,0,0,1870902
0.485043,0,0,1868221
0.486585,0,0,1868401
0.488131,0,0,1871437
0.489676,0,0,1871152
0.491154,0,0,1766523
0.492672,0,0,1860911
0.494215,0,0,1869627
0.495763,0,0,1868797
0.497298,0,0,1858740
0.498833,0,0,2064257
0.500418,0,0,1770711
0.501882,0,0,1696105
0.503269,0,0,1679876
0.504652,0,0,1673027
0.506033,0,0,1671995
0.507454,0,0,1722022
0.508964,0,0,1855960
0.510507,0,0,1867980
0.512065,0,0,1888073
0.513611,0,0,1871169
0.515158,0,0,1874932
0.516704,0,0,1870736
0.518246,0,0,1868593
0.519794,0,0,1876186
0.521340,0,0,1870646
0.522938,0,0,1936909
0.524484,0,0,1869243
0.526027,0,0,1867916
