elapsed_s,TSE_BE_FACENESS_CULLED_PRIM,TSE_BE_ZERO_PIXEL_PRIM,TSE_BE_OUTPUT_NULL_PRIM,TSE_BE_OUTPUT_VISIBLE_PRIM
0.001253,0,0,0,0
0.002716,0,0,0,0
0.004106,0,0,0,0
0.005487,0,0,0,0
0.006867,0,0,0,0
0.008261,0,0,0,0
0.009650,0,0,0,0
0.011032,0,0,0,0
0.012413,0,0,0,0
0.013793,0,0,0,0
0.015174,0,0,0,0
0.016555,0,0,0,0
0.017934,0,0,0,0
0.020288,0,0,0,0
0.021711,0,0,0,0
0.023145,0,0,0,0
0.024528,0,0,0,0
0.025908,0,0,0,0
0.027283,0,0,0,0
0.028641,0,0,0,0
0.029998,0,0,0,0
0.031355,0,0,0,0
0.032718,0,0,0,0
0.034074,0,0,0,0
0.035430,0,0,0,0
0.036787,0,0,0,0
0.038144,0,0,0,0
0.039502,0,0,0,0
0.040860,0,0,0,0
0.042217,0,0,0,0
0.043580,0,0,0,0
0.044926,0,0,0,0
0.046271,0,0,0,0
0.047616,0,0,0,0
0.049086,0,0,0,0
0.050547,0,0,0,0
0.051898,0,0,0,0
0.053241,0,0,0,0
0.054589,0,0,0,0
0.055932,0,0,0,0
0.057273,0,0,0,0
0.058649,0,0,0,0
0.059979,0,0,0,0
0.061284,0,0,0,0
0.062591,0,0,0,0
0.063897,0,0,0,0
0.065206,0,0,0,0
0.066511,0,0,0,0
0.067824,0,0,0,0
0.069132,0,0,0,0
0.070445,0,0,0,0
0.071757,0,0,0,0
0.073017,0,0,0,0
0.074274,0,0,0,0
0.075625,0,0,0,0
0.077040,0,0,0,0
0.078429,0,0,0,0
0.080404,0,0,0,0
0.081793,0,0,0,0
0.083622,0,0,0,0
0.085013,0,0,0,0
0.086414,0,0,0,0
0.087799,0,0,0,0
0.089186,0,0,0,0
0.090658,0,0,0,0
0.092089,0,0,0,0
0.093478,0,0,0,0
0.095008,0,0,0,0
0.097453,0,0,0,0
0.098840,0,0,0,0
0.100223,0,0,0,0
0.101608,0,0,0,0
0.102997,0,0,0,0
0.104383,0,0,0,0
0.105762,0,0,0,0
0.107271,0,0,0,0
0.108660,0,0,0,0
0.110045,0,0,0,0
0.113254,0,0,0,0
0.114635,0,0,0,0
0.116140,0,0,0,0
0.117523,0,0,0,0
0.119211,0,0,0,0
0.120598,0,0,0,0
0.121979,0,0,0,0
0.123360,0,0,0,0
0.124740,0,0,0,0
0.126119,0,0,0,0
0.127501,0,0,0,0
0.128888,0,0,0,0
0.130282,0,0,0,0
0.131802,0,0,0,0
0.133349,0,0,0,0
0.134965,0,0,0,0
