elapsed_s,TSE_FE_STARVE_CYCLES_PC,TSE_FE_INPUT_PRIM,TSE_FE_INPUT_NULL_PRIM,TSE_FE_TRIVAL_REJ_PRIM
0.001102,0,0,0,0
0.002704,0,0,0,0
0.004106,0,0,0,0
0.005482,0,0,0,0
0.006906,0,0,0,0
0.008394,0,0,0,0
0.009801,0,0,0,0
0.011173,0,0,0,0
0.012517,0,0,0,0
0.013861,0,0,0,0
0.015255,0,0,0,0
0.016606,0,0,0,0
0.017955,0,0,0,0
0.019301,0,0,0,0
0.020645,0,0,0,0
0.021973,0,0,0,0
0.023350,0,0,0,0
0.024682,0,0,0,0
0.026013,0,0,0,0
0.027381,0,0,0,0
0.028671,0,0,0,0
0.029960,0,0,0,0
0.031305,0,0,0,0
0.032672,0,0,0,0
0.033929,0,0,0,0
0.035209,0,0,0,0
0.036547,0,0,0,0
0.037880,0,0,0,0
0.039271,0,0,0,0
0.040617,0,0,0,0
0.041980,0,0,0,0
0.043343,0,0,0,0
0.044766,0,0,0,0
0.046152,0,0,0,0
0.047961,0,0,0,0
0.049520,0,0,0,0
0.050959,0,0,0,0
0.052383,0,0,0,0
0.053770,0,0,0,0
0.055160,0,0,0,0
0.056543,0,0,0,0
0.058078,4533,0,0,0
0.059774,0,0,0,0
0.061160,0,0,0,0
0.062557,0,0,0,0
0.063960,0,0,0,0
0.065341,0,0,0,0
0.066721,0,0,0,0
0.068144,504,0,0,0
0.069513,3486,0,0,0
0.070892,0,0,0,0
0.072277,0,0,0,0
0.073663,0,0,0,0
0.075047,0,0,0,0
0.076431,0,0,0,0
0.077815,0,0,0,0
0.079199,0,0,0,0
0.080581,0,0,0,0
0.081963,0,0,0,0
0.083595,0,0,0,0
0.084993,0,0,0,0
0.086429,0,0,0,0
0.088330,0,0,0,0
0.089711,0,0,0,0
0.094700,0,0,0,0
0.096164,0,0,0,0
0.097545,0,0,0,0
0.099014,0,0,0,0
0.100367,0,0,0,0
0.101684,0,0,0,0
0.103055,0,0,0,0
0.104413,0,0,0,0
0.105769,0,0,0,0
0.107144,0,0,0,0
0.108523,0,0,0,0
0.109902,0,0,0,0
0.111807,0,0,0,0
0.113186,0,0,0,0
0.114708,0,0,0,0
0.116097,0,0,0,0
0.117493,0,0,0,0
0.118880,0,0,0,0
0.120396,0,0,0,0
0.121944,0,0,0,0
0.123494,0,0,0,0
0.125042,0,0,0,0
0.126588,0,0,0,0
0.128300,0,0,0,0
0.129847,0,0,0,0
0.131398,0,0,0,0
0.132946,0,0,0,0
0.134492,0,0,0,0
0.136043,0,0,0,0
0.137588,0,0,0,0
0.139072,0,0,0,0
0.140593,0,0,0,0
0.142139,0,0,0,0
0.143687,0,0,0,0
0.145235,0,0,0,0
0.146827,0,0,0,0
0.148373,0,0,0,0
0.149932,0,0,0,0
0.151480,0,0,0,0
0.153028,0,0,0,0
0.154709,0,0,0,0
0.156277,0,0,0,0
0.157667,0,0,0,0
0.159183,0,0,0,0
0.160618,0,0,0,0
0.162137,0,0,0,0
0.163731,0,0,0,0
0.165281,0,0,0,0
0.166830,0,0,0,0
0.168377,0,0,0,0
0.169924,0,0,0,0
0.171485,0,0,0,0
0.173033,0,0,0,0
0.174580,0,0,0,0
0.176173,0,0,0,0
0.177719,0,0,0,0
0.179271,0,0,0,0
0.180818,0,0,0,0
0.182378,0,0,0,0
0.183930,0,0,0,0
0.185475,0,0,0,0
0.187066,0,0,0,0
0.188614,0,0,0,0
0.190160,0,0,0,0
0.191706,0,0,0,0
0.193268,0,0,0,0
0.194860,0,0,0,0
0.196408,0,0,0,0
0.197954,0,0,0,0
0.199388,0,0,0,0
0.200996,0,0,0,0
0.202451,0,0,0,0
0.203859,0,0,0,0
0.205249,0,0,0,0
0.206637,0,0,0,0
0.208024,0,0,0,0
0.209410,0,0,0,0
