elapsed_s,TSE_BE_EARLY_CULL_CLIPPED_PRIM,TSE_BE_BR_STALLS_DUETO_BV_CLIP,TSE_BE_BR_STALLS_DUETO_BV_POLY,TSE_BE_BV_STALLS_DUETO_BR_CLIP
0.001099,0,0,0,0
0.002731,0,0,0,0
0.004130,0,0,0,0
0.005556,0,0,0,0
0.006928,0,0,0,0
0.008299,0,0,0,0
0.009697,0,0,0,0
0.011068,0,0,0,0
0.012439,0,0,0,0
0.013859,0,0,0,0
0.015233,0,0,0,0
0.016605,0,0,0,0
0.017977,0,0,0,0
0.019350,0,0,0,0
0.020812,0,0,0,0
0.022219,0,0,0,0
0.023575,0,0,0,0
0.024923,0,0,0,0
0.026270,0,0,0,0
0.027616,0,0,0,0
0.029023,0,0,0,0
0.030372,0,0,0,0
0.031728,0,0,0,0
0.033073,0,0,0,0
0.034466,0,0,0,0
0.035824,0,0,0,0
0.037205,0,0,0,0
0.038495,0,0,0,0
0.039800,0,0,0,0
0.041138,0,0,0,0
0.042431,0,0,0,0
0.043750,0,0,0,0
0.045088,0,0,0,0
0.046371,0,0,0,0
0.047627,0,0,0,0
0.048884,0,0,0,0
0.050234,0,0,0,0
0.051491,0,0,0,0
0.052766,0,0,0,0
0.054060,0,0,0,0
0.055397,0,0,0,0
0.056768,0,0,0,0
0.058118,0,0,0,0
0.059458,0,0,0,0
0.060857,0,0,0,0
0.062241,0,0,0,0
0.063606,0,0,0,0
0.064950,0,0,0,0
0.066387,0,0,0,0
0.067749,0,0,0,0
0.069189,0,0,0,0
0.070608,0,0,0,0
0.072001,0,0,0,0
0.073483,0,0,0,0
0.074879,0,0,0,0
0.076394,0,0,0,0
0.077834,0,0,0,0
0.079218,0,0,0,0
0.080751,0,0,0,0
0.082505,0,0,0,0
0.084251,0,0,0,0
0.085659,0,0,0,0
0.087047,0,0,0,0
0.088432,0,0,0,0
0.089816,0,0,0,0
0.091201,0,0,0,0
0.092582,0,0,0,0
0.093986,0,0,0,0
0.095723,0,0,0,0
0.097115,0,0,0,0
0.098511,0,0,0,0
0.099888,0,0,0,0
0.101266,0,0,0,0
0.102643,0,0,0,0
0.104023,0,0,0,0
0.105402,0,0,0,0
0.106781,0,0,0,0
0.108170,0,0,0,0
0.109554,0,0,0,0
0.110939,0,0,0,0
0.112325,0,0,0,0
0.113713,0,0,0,0
0.115093,0,0,0,0
0.116471,0,0,0,0
0.117896,0,0,0,0
0.119285,0,0,0,0
0.120787,0,0,0,0
0.122341,0,0,0,0
0.123881,0,0,0,0
0.125295,0,0,0,0
0.126815,0,0,0,0
0.128362,0,0,0,0
0.129922,0,0,0,0
0.131471,0,0,0,0
0.133063,0,0,0,0
0.134609,0,0,0,0
0.136153,0,0,0,0
0.137576,0,0,0,0
0.139097,0,0,0,0
0.140659,0,0,0,0
0.142272,0,0,0,0
0.143821,0,0,0,0
0.145372,0,0,0,0
0.146921,0,0,0,0
0.148469,0,0,0,0
0.150063,0,0,0,0
0.151626,0,0,0,0
0.153178,0,0,0,0
0.154728,0,0,0,0
0.156277,0,0,0,0
0.157826,0,0,0,0
0.159376,0,0,0,0
0.160923,0,0,0,0
0.162350,0,0,0,0
0.163873,0,0,0,0
0.165466,0,0,0,0
0.167017,0,0,0,0
0.168566,0,0,0,0
