elapsed_s,TSE_CLIP_CODE_WORKING_CYCLE_L1,TSE_CLIP_WORKING_CYCLE_L1,TSE_CLIP_CTRL_WORKING_CYCLE_L2,TSE_CLIP_VP_FMUL_WORKING_CYCLE_L2
0.001100,0,0,0,0
0.002761,0,0,0,0
0.004161,0,0,0,0
0.005609,0,0,0,0
0.007049,0,0,0,0
0.008427,0,0,0,0
0.009828,0,0,0,0
0.011201,0,0,0,0
0.012574,0,0,0,0
0.013998,0,0,0,0
0.015424,0,0,0,0
0.016795,0,0,0,0
0.018167,0,0,0,0
0.019597,0,0,0,0
0.020989,0,0,0,0
0.022431,0,0,0,0
0.023780,0,0,0,0
0.025127,0,0,0,0
0.026473,0,0,0,0
0.027863,0,0,0,0
0.029224,0,0,0,0
0.030622,0,0,0,0
0.031990,0,0,0,0
0.033332,0,0,0,0
0.034723,0,0,0,0
0.036121,0,0,0,0
0.037485,0,0,0,0
0.038865,0,0,0,0
0.040156,0,0,0,0
0.041445,0,0,0,0
0.042794,0,0,0,0
0.044081,0,0,0,0
0.045369,0,0,0,0
0.046704,0,0,0,0
0.047959,0,0,0,0
0.049215,0,0,0,0
0.050521,0,0,0,0
0.051777,0,0,0,0
0.053036,0,0,0,0
0.054307,0,0,0,0
0.055707,0,0,0,0
0.057055,0,0,0,0
0.058396,0,0,0,0
0.059790,0,0,0,0
0.061138,0,0,0,0
0.062484,0,0,0,0
0.063843,0,0,0,0
0.065185,0,0,0,0
0.066528,0,0,0,0
0.067864,0,0,0,0
0.069205,0,0,0,0
0.070787,0,0,0,0
0.072206,0,0,0,0
0.073595,0,0,0,0
0.074991,0,0,0,0
0.076378,0,0,0,0
0.077761,0,0,0,0
0.079147,0,0,0,0
0.080531,0,0,0,0
0.081774,0,0,0,0
0.083388,0,0,0,0
0.084787,0,0,0,0
0.086240,0,0,0,0
0.087671,0,0,0,0
0.089055,0,0,0,0
0.090508,0,0,0,0
0.091893,0,0,0,0
0.093273,0,0,0,0
0.094649,0,0,0,0
0.096026,0,0,0,0
0.097414,0,0,0,0
0.098792,0,0,0,0
0.100169,0,0,0,0
0.101544,0,0,0,0
0.102921,0,0,0,0
0.104299,0,0,0,0
0.105678,0,0,0,0
0.107062,0,0,0,0
0.108687,0,0,0,0
0.110070,0,0,0,0
0.111616,0,0,0,0
0.112995,0,0,0,0
0.114434,0,0,0,0
0.115819,0,0,0,0
0.117202,0,0,0,0
0.118840,0,0,0,0
0.120408,0,0,0,0
0.121966,0,0,0,0
0.123514,0,0,0,0
0.125063,0,0,0,0
0.126612,0,0,0,0
0.128160,0,0,0,0
0.129707,0,0,0,0
0.131268,0,0,0,0
0.132816,0,0,0,0
0.134410,0,0,0,0
0.135960,0,0,0,0
0.137507,0,0,0,0
0.139057,0,0,0,0
0.140605,0,0,0,0
0.142164,0,0,0,0
0.143717,0,0,0,0
0.145263,0,0,0,0
0.146813,0,0,0,0
0.148361,0,0,0,0
0.149907,0,0,0,0
0.151499,0,0,0,0
0.153062,0,0,0,0
0.154611,0,0,0,0
0.156159,0,0,0,0
0.157705,0,0,0,0
0.159253,0,0,0,0
0.160801,0,0,0,0
0.162347,0,0,0,0
0.163977,0,0,0,0
0.165369,0,0,0,0
0.166929,0,0,0,0
0.168478,0,0,0,0
0.170025,0,0,0,0
0.171625,0,0,0,0
0.173173,0,0,0,0
0.174736,0,0,0,0
0.176285,0,0,0,0
0.177831,0,0,0,0
0.179377,0,0,0,0
0.180926,0,0,0,0
0.182590,0,0,0,0
0.184137,0,0,0,0
0.185696,0,0,0,0
0.187244,0,0,0,0
0.188669,0,0,0,0
0.190189,0,0,0,0
0.191762,0,0,0,0
0.193310,0,0,0,0
0.194858,0,0,0,0
0.196419,0,0,0,0
0.197965,0,0,0,0
0.199609,0,0,0,0
0.201157,0,0,0,0
0.202706,0,0,0,0
0.204254,0,0,0,0
0.205702,0,0,0,0
0.207260,0,0,0,0
0.208808,0,0,0,0
0.210435,0,0,0,0
0.211969,0,0,0,0
0.213358,0,0,0,0
0.214918,0,0,0,0
0.216475,0,0,0,0
0.217964,0,0,0,0
0.219366,0,0,0,0
0.220884,0,0,0,0
0.222435,0,0,0,0
0.223985,0,0,0,0
0.225533,0,0,0,0
0.227084,0,0,0,0
0.228647,0,0,0,0
0.230239,0,0,0,0
0.231794,0,0,0,0
0.233342,0,0,0,0
0.234894,0,0,0,0
0.236445,0,0,0,0
0.237992,0,0,0,0
0.239426,0,0,0,0
0.240948,0,0,0,0
0.242499,0,0,0,0
0.244050,0,0,0,0
0.245599,0,0,0,0
0.247152,0,0,0,0
0.248703,0,0,0,0
0.250264,0,0,0,0
0.251818,0,0,0,0
0.253367,0,0,0,0
0.254903,0,0,0,0
0.256446,0,0,0,0
0.257993,0,0,0,0
0.259544,0,0,0,0
0.261107,0,0,0,0
0.262701,0,0,0,0
0.264251,0,0,0,0
0.265798,0,0,0,0
0.267349,0,0,0,0
0.268899,0,0,0,0
0.270451,0,0,0,0
0.272013,0,0,0,0
0.273560,0,0,0,0
0.275109,0,0,0,0
0.276657,0,0,0,0
0.278245,0,0,0,0
0.279797,0,0,0,0
0.281342,0,0,0,0
0.282905,0,0,0,0
0.284454,0,0,0,0
0.286000,0,0,0,0
0.287419,0,0,0,0
0.288937,0,0,0,0
0.290487,0,0,0,0
0.292034,0,0,0,0
0.293594,0,0,0,0
0.295027,0,0,0,0
0.296445,0,0,0,0
0.297829,0,0,0,0
0.299209,0,0,0,0
0.300586,0,0,0,0
0.301963,0,0,0,0
0.303340,0,0,0,0
0.304730,0,0,0,0
0.306109,0,0,0,0
0.307606,0,0,0,0
0.308984,0,0,0,0
0.310454,0,0,0,0
0.311810,0,0,0,0
0.313284,0,0,0,0
0.314642,0,0,0,0
0.316003,0,0,0,0
0.317357,0,0,0,0
0.318710,0,0,0,0
0.320064,0,0,0,0
0.321417,0,0,0,0
0.322770,0,0,0,0
0.324123,0,0,0,0
0.325475,0,0,0,0
0.326832,0,0,0,0
0.328171,0,0,0,0
0.329510,0,0,0,0
0.330851,0,0,0,0
0.332191,0,0,0,0
0.333530,0,0,0,0
0.334869,0,0,0,0
0.336211,0,0,0,0
0.337557,0,0,0,0
0.338896,0,0,0,0
0.340234,0,0,0,0
0.341572,0,0,0,0
0.342902,0,0,0,0
0.344311,0,0,0,0
0.345719,0,0,0,0
0.347129,0,0,0,0
0.348558,0,0,0,0
0.349975,0,0,0,0
0.351385,0,0,0,0
0.352699,0,0,0,0
0.354002,0,0,0,0
0.355267,0,0,0,0
0.356630,0,0,0,0
0.357992,0,0,0,0
0.359302,0,0,0,0
0.360707,0,0,0,0
0.362127,0,0,0,0
0.363597,0,0,0,0
0.364976,0,0,0,0
0.366448,0,0,0,0
0.367836,0,0,0,0
0.369215,0,0,0,0
0.370605,0,0,0,0
0.371984,0,0,0,0
0.373365,0,0,0,0
0.374748,0,0,0,0
0.376130,0,0,0,0
0.377450,0,0,0,0
0.379744,0,0,0,0
0.381142,0,0,0,0
0.382584,0,0,0,0
0.383970,0,0,0,0
0.385352,0,0,0,0
0.386734,0,0,0,0
0.388112,0,0,0,0
0.389622,0,0,0,0
0.391002,0,0,0,0
0.392390,0,0,0,0
0.393769,0,0,0,0
0.396796,0,0,0,0
0.398179,0,0,0,0
0.399565,0,0,0,0
0.400942,0,0,0,0
0.402318,0,0,0,0
0.403914,0,0,0,0
0.405299,0,0,0,0
0.406744,0,0,0,0
0.408130,0,0,0,0
0.409510,0,0,0,0
0.410890,0,0,0,0
0.412269,0,0,0,0
0.413775,0,0,0,0
0.415208,0,0,0,0
0.416730,0,0,0,0
0.418278,0,0,0,0
0.419833,0,0,0,0
0.421380,0,0,0,0
0.422933,0,0,0,0
0.424482,0,0,0,0
0.426044,0,0,0,0
0.427649,0,0,0,0
0.429197,0,0,0,0
0.430749,0,0,0,0
0.432299,0,0,0,0
0.433847,0,0,0,0
0.435397,0,0,0,0
0.436836,0,0,0,0
0.438402,0,0,0,0
0.439953,0,0,0,0
0.441502,0,0,0,0
0.443053,0,0,0,0
0.444604,0,0,0,0
0.446152,0,0,0,0
0.447720,0,0,0,0
0.449267,0,0,0,0
0.450818,0,0,0,0
0.452369,0,0,0,0
0.453917,0,0,0,0
0.455470,0,0,0,0
0.457019,0,0,0,0
0.458585,0,0,0,0
0.460134,0,0,0,0
0.461682,0,0,0,0
0.463231,0,0,0,0
0.464781,0,0,0,0
0.466329,0,0,0,0
0.467758,0,0,0,0
0.469159,0,0,0,0
0.470722,0,0,0,0
0.472272,0,0,0,0
0.473821,0,0,0,0
0.475371,0,0,0,0
0.476921,0,0,0,0
0.478472,0,0,0,0
0.480035,0,0,0,0
0.481583,0,0,0,0
0.483135,0,0,0,0
0.484685,0,0,0,0
0.486277,0,0,0,0
0.487831,0,0,0,0
0.489379,0,0,0,0
0.490944,0,0,0,0
0.492494,0,0,0,0
0.494042,0,0,0,0
0.495653,0,0,0,0
0.497201,0,0,0,0
0.498752,0,0,0,0
0.500301,0,0,0,0
0.501861,0,0,0,0
0.503457,0,0,0,0
