elapsed_s,TSE_FE_BV_STALLS_DUETO_BR,TSE_BE_STALL_CYCLES_LRZ_PRIM,TSE_FE_EARLY_BFCULL_GBCLIPPED_PRIM,TSE_REG_PROGRAMMING_WORKING_CYCLE_L1
0.001093,0,0,0,0
0.002543,0,0,0,0
0.003954,0,0,0,0
0.005293,0,0,0,0
0.006627,0,0,0,0
0.008010,0,0,0,0
0.009374,0,0,0,0
0.010713,0,0,0,0
0.012101,0,0,0,0
0.013443,0,0,0,0
0.014840,0,0,0,0
0.016180,0,0,0,0
0.017523,0,0,0,0
0.018861,0,0,0,0
0.020305,0,0,0,0
0.021626,0,0,0,0
0.023071,0,0,0,0
0.024493,0,0,0,0
0.025815,0,0,0,0
0.027178,0,0,0,0
0.028502,0,0,0,0
0.029817,0,0,0,0
0.031142,0,0,0,0
0.032464,0,0,0,0
0.033779,0,0,0,0
0.035139,0,0,0,0
0.036409,0,0,0,0
0.037667,0,0,0,0
0.038923,0,0,0,0
0.040181,0,0,0,0
0.041447,0,0,0,0
0.042704,0,0,0,0
0.043961,0,0,0,0
0.045218,0,0,0,0
0.046475,0,0,0,0
0.047780,0,0,0,0
0.049034,0,0,0,0
0.050288,0,0,0,0
0.051703,0,0,0,0
0.053120,0,0,0,0
0.054514,0,0,0,0
0.056011,0,0,0,0
0.057437,0,0,0,0
0.058835,0,0,0,0
0.060983,0,0,0,0
0.064612,0,0,222,216
0.066084,0,0,0,0
0.067552,0,0,0,0
0.068949,0,0,0,0
0.070298,0,0,0,0
0.071648,0,0,0,0
0.072995,0,0,0,0
0.074338,0,0,0,0
0.075743,0,0,2817,2732
0.076942,0,0,0,0
0.078285,0,0,0,0
0.079626,0,0,0,0
0.080967,0,0,0,0
0.082309,0,0,0,0
0.086231,0,0,0,0
0.087623,0,0,0,0
0.089008,0,0,0,0
0.090390,0,0,0,0
0.091938,0,0,0,0
0.093318,0,0,0,0
0.094697,0,0,0,0
0.099477,0,0,0,0
0.100927,0,0,0,0
0.102283,0,0,0,0
0.103625,0,0,0,0
0.104998,0,0,0,0
0.106356,0,0,0,0
0.107696,0,0,0,0
0.109035,0,0,0,0
0.110373,0,0,0,0
0.111732,0,0,0,0
0.113070,0,0,0,0
0.114408,0,0,0,0
0.115822,0,0,0,0
0.117378,0,0,0,0
0.118927,0,0,0,0
0.120477,0,0,0,0
0.121916,0,0,0,0
0.123308,0,0,0,0
0.124700,0,0,0,0
0.126088,0,0,0,0
0.127476,0,0,0,0
0.128863,0,0,0,0
0.130250,0,0,0,0
0.131809,0,0,0,0
0.133375,0,0,0,0
0.134923,0,0,0,0
0.136474,0,0,0,0
0.138025,0,0,0,0
0.139577,0,0,0,0
0.141128,0,0,0,0
0.142676,0,0,0,0
0.144239,0,0,0,0
0.145788,0,0,0,0
0.147474,0,0,0,0
0.148867,0,0,0,0
0.150259,0,0,0,0
0.151777,0,0,0,0
0.153327,0,0,0,0
0.154887,0,0,0,0
0.156438,0,0,0,0
0.157988,0,0,0,0
0.159539,0,0,0,0
0.161090,0,0,0,0
0.162639,0,0,0,0
0.164192,0,0,0,0
0.165631,0,0,0,0
0.167152,0,0,0,0
0.168707,0,0,0,0
0.170255,0,0,0,0
0.171805,0,0,0,0
0.173356,0,0,0,0
0.174905,0,0,0,0
0.176466,0,0,0,0
0.178017,0,0,0,0
0.179611,0,0,0,0
0.181162,0,0,0,0
0.182710,0,0,0,0
0.184260,0,0,0,0
0.185809,0,0,0,0
0.187452,0,0,0,0
0.188985,0,0,0,0
0.190376,0,0,0,0
0.191895,0,0,0,0
0.193445,0,0,0,0
0.194994,0,0,0,0
0.196640,0,0,0,0
0.198202,0,0,0,0
0.199754,0,0,0,0
0.201305,0,0,0,0
0.202853,0,0,0,0
0.204403,0,0,0,0
0.205953,0,0,0,0
0.207505,0,0,0,0
0.209059,0,0,0,0
0.210599,0,0,0,0
0.212017,0,0,0,0
0.213537,0,0,0,0
0.215084,0,0,0,0
0.216635,0,0,0,0
0.218181,0,0,0,0
0.219743,0,0,0,0
0.221292,0,0,0,0
0.222839,0,0,0,0
0.224388,0,0,0,0
0.225937,0,0,0,0
0.227528,0,0,0,0
0.229077,0,0,0,0
0.230638,0,0,0,0
0.232189,0,0,0,0
0.233737,0,0,0,0
0.235283,0,0,0,0
0.236836,0,0,0,0
0.238385,0,0,0,0
0.239935,0,0,0,0
0.241496,0,0,0,0
0.243044,0,0,0,0
0.244642,0,0,0,0
0.246189,0,0,0,0
0.247739,0,0,0,0
0.249286,0,0,0,0
0.250831,0,0,0,0
0.252393,0,0,0,0
0.253941,0,0,0,0
0.255490,0,0,0,0
0.257039,0,0,0,0
0.258586,0,0,0,0
0.260137,0,0,0,0
0.262018,0,0,0,0
0.263653,0,0,0,0
0.265124,0,0,0,0
0.266525,0,0,0,0
0.267940,0,0,0,0
0.269399,0,0,0,0
0.271614,0,0,0,0
0.273808,0,0,0,0
0.275236,0,0,0,0
0.276704,0,0,0,0
0.278089,0,0,0,0
0.279475,0,0,0,0
0.280873,0,0,0,0
0.282256,0,0,0,0
0.283637,0,0,0,0
0.285031,0,0,0,0
0.286414,0,0,0,0
0.287800,0,0,0,0
0.289330,0,0,0,0
0.290771,0,0,0,0
0.292122,0,0,0,0
0.293462,0,0,0,0
0.294798,0,0,0,0
0.296205,0,0,0,0
0.297543,0,0,0,0
0.298879,0,0,0,0
0.300216,0,0,0,0
0.301546,0,0,0,0
0.302877,0,0,0,0
0.304260,0,0,0,0
0.305595,0,0,0,0
0.306935,0,0,0,0
0.308350,0,0,0,0
0.309657,0,0,0,0
0.310962,0,0,0,0
0.312316,0,0,0,0
0.313625,0,0,0,0
0.314930,0,0,0,0
0.316284,0,0,0,0
0.317596,0,0,0,0
0.318901,0,0,0,0
0.320254,0,0,0,0
0.321561,0,0,0,0
0.322867,0,0,0,0
0.324243,0,0,0,0
0.325495,0,0,0,0
0.326747,0,0,0,0
0.328159,0,0,0,0
0.329524,0,0,0,0
0.330883,0,0,0,0
0.332293,0,0,0,0
0.333653,0,0,0,0
0.335012,0,0,0,0
0.336440,0,0,0,0
0.337858,0,0,0,0
0.339311,0,0,0,0
0.340719,0,0,0,0
0.342106,0,0,0,0
0.343609,0,0,0,0
0.347037,0,0,0,0
0.348441,0,0,0,0
0.349898,0,0,222,216
0.351293,0,0,0,0
0.352761,0,0,0,0
0.354146,0,0,0,0
0.355536,0,0,0,0
0.356925,0,0,0,0
0.358310,0,0,0,0
0.359810,0,0,2817,2725
0.361074,0,0,0,0
0.362460,0,0,0,0
0.363844,0,0,0,0
0.365229,0,0,0,0
0.366612,0,0,0,0
0.368882,0,0,0,0
0.370280,0,0,0,0
0.371663,0,0,0,0
0.373045,0,0,0,0
0.374422,0,0,0,0
0.376082,0,0,0,0
0.377475,0,0,0,0
0.379752,0,0,0,0
0.381220,0,0,0,0
0.382603,0,0,0,0
0.386980,0,0,0,0
0.388566,0,0,0,0
0.389926,0,0,0,0
0.391284,0,0,0,0
0.392628,0,0,0,0
0.393966,0,0,0,0
0.395305,0,0,0,0
0.396642,0,0,0,0
0.397979,0,0,0,0
0.399319,0,0,0,0
0.400659,0,0,0,0
0.402010,0,0,0,0
0.403419,0,0,0,0
0.404809,0,0,0,0
0.406193,0,0,0,0
0.407581,0,0,0,0
0.409093,0,0,0,0
0.410639,0,0,0,0
0.412202,0,0,0,0
0.413750,0,0,0,0
0.415296,0,0,0,0
0.416849,0,0,0,0
0.418395,0,0,0,0
0.419946,0,0,0,0
0.421495,0,0,0,0
0.423055,0,0,0,0
0.424665,0,0,0,0
0.426212,0,0,0,0
0.427760,0,0,0,0
0.429308,0,0,0,0
0.430855,0,0,0,0
0.432403,0,0,0,0
0.433839,0,0,0,0
0.435403,0,0,0,0
0.436953,0,0,0,0
0.438500,0,0,0,0
0.440050,0,0,0,0
0.441599,0,0,0,0
0.443146,0,0,0,0
0.444711,0,0,0,0
0.446258,0,0,0,0
0.447822,0,0,0,0
0.449268,0,0,0,0
0.450667,0,0,0,0
0.452185,0,0,0,0
0.453736,0,0,0,0
0.455299,0,0,0,0
0.456853,0,0,0,0
0.458402,0,0,0,0
0.459954,0,0,0,0
0.461505,0,0,0,0
0.463053,0,0,0,0
0.464580,0,0,0,0
0.466108,0,0,0,0
0.467703,0,0,0,0
0.469254,0,0,0,0
0.470803,0,0,0,0
0.472353,0,0,0,0
0.473903,0,0,0,0
0.475455,0,0,0,0
0.477020,0,0,0,0
0.478569,0,0,0,0
0.480121,0,0,0,0
0.481672,0,0,0,0
0.483263,0,0,0,0
0.484819,0,0,0,0
0.486368,0,0,0,0
0.487932,0,0,0,0
0.489482,0,0,0,0
0.491031,0,0,0,0
0.492641,0,0,0,0
0.494192,0,0,0,0
0.495742,0,0,0,0
0.497292,0,0,0,0
0.498853,0,0,0,0
0.500348,0,0,0,0
0.501898,0,0,0,0
0.503450,0,0,0,0
0.504891,0,0,0,0
0.506436,0,0,0,0
0.507987,0,0,0,0
0.509552,0,0,0,0
0.511098,0,0,0,0
0.512652,0,0,0,0
0.514202,0,0,0,0
0.515795,0,0,0,0
