elapsed_s,TSE_BE_BV_STALLS_DUETO_BR_POLY,TSE_BE_BV_STALLS_DUETO_BR,TSE_FE_BUSY_CYCLES,TSE_FE_STALL_CYCLES_VPC_US
0.001092,0,0,0,0
0.002573,0,0,0,0
0.003938,0,0,0,0
0.005283,0,0,0,0
0.006623,0,0,0,0
0.008004,0,0,0,0
0.009327,0,0,0,0
0.010640,0,0,0,0
0.011954,0,0,0,0
0.013265,0,0,0,0
0.014573,0,0,0,0
0.015929,0,0,0,0
0.017227,0,0,0,0
0.018523,0,0,0,0
0.019827,0,0,0,0
0.021121,0,0,0,0
0.022415,0,0,0,0
0.023760,0,0,0,0
0.025016,0,0,0,0
0.026273,0,0,0,0
0.027528,0,0,0,0
0.028797,0,0,0,0
0.030055,0,0,0,0
0.031311,0,0,0,0
0.032621,0,0,0,0
0.034041,0,0,0,0
0.035432,0,0,0,0
0.036864,0,0,0,0
0.038250,0,0,0,0
0.039768,0,0,0,0
0.041814,0,0,0,0
0.043251,0,0,0,0
0.044649,0,0,0,0
0.046122,0,0,0,0
0.047522,0,0,0,0
0.048882,0,0,0,0
0.050270,0,0,0,0
0.051692,0,0,0,0
0.053173,0,0,139,0
0.054751,0,0,390,0
0.056380,0,0,0,0
0.057762,0,0,0,0
0.059140,0,0,0,0
0.060520,0,0,0,0
0.061905,0,0,0,0
0.063302,0,0,0,0
0.064818,0,0,2228,0
0.066061,0,0,771,0
0.067446,0,0,0,0
0.068865,0,0,0,0
0.070247,0,0,0,0
0.071730,0,0,0,0
0.073218,0,0,0,0
0.074614,0,0,0,0
0.075997,0,0,0,0
0.077378,0,0,0,0
0.078781,0,0,0,0
0.080159,0,0,0,0
0.081537,0,0,0,0
0.082916,0,0,0,0
0.084294,0,0,0,0
0.085679,0,0,0,0
0.087055,0,0,0,0
0.088431,0,0,0,0
0.089808,0,0,0,0
0.091185,0,0,0,0
0.092563,0,0,0,0
0.093944,0,0,0,0
0.095324,0,0,0,0
0.096900,0,0,0,0
0.098280,0,0,0,0
0.099896,0,0,0,0
0.101282,0,0,0,0
0.102796,0,0,0,0
0.104350,0,0,0,0
0.105901,0,0,0,0
0.107338,0,0,0,0
0.108926,0,0,0,0
0.110475,0,0,0,0
0.112070,0,0,0,0
0.113620,0,0,0,0
0.115169,0,0,0,0
0.116719,0,0,0,0
0.118275,0,0,0,0
0.119895,0,0,0,0
0.121445,0,0,0,0
0.122994,0,0,0,0
0.124440,0,0,0,0
0.125984,0,0,0,0
0.127576,0,0,0,0
0.129145,0,0,0,0
0.130694,0,0,0,0
0.132246,0,0,0,0
0.133795,0,0,0,0
0.135343,0,0,0,0
0.136852,0,0,0,0
0.138371,0,0,0,0
0.139936,0,0,0,0
0.141486,0,0,0,0
0.143035,0,0,0,0
0.144585,0,0,0,0
0.146135,0,0,0,0
0.147687,0,0,0,0
0.149238,0,0,0,0
0.150799,0,0,0,0
0.152352,0,0,0,0
0.153903,0,0,0,0
0.155453,0,0,0,0
0.157006,0,0,0,0
0.158554,0,0,0,0
0.160148,0,0,0,0
0.161588,0,0,0,0
0.163109,0,0,0,0
0.164659,0,0,0,0
0.166209,0,0,0,0
0.167802,0,0,0,0
0.169353,0,0,0,0
0.170901,0,0,0,0
0.172465,0,0,0,0
0.174015,0,0,0,0
0.175606,0,0,0,0
0.177029,0,0,0,0
0.178446,0,0,0,0
0.179845,0,0,0,0
0.181232,0,0,0,0
0.182628,0,0,0,0
0.184054,0,0,0,0
0.185800,0,0,0,0
0.187432,0,0,0,0
0.188880,0,0,0,0
0.190277,0,0,0,0
0.191703,0,0,0,0
0.193138,0,0,0,0
0.194517,0,0,0,0
0.195898,0,0,0,0
0.197277,0,0,0,0
0.198718,0,0,0,0
0.200153,0,0,0,0
0.201667,0,0,0,0
0.203206,0,0,0,0
0.204636,0,0,0,0
0.206149,0,0,0,0
0.207847,0,0,0,0
0.209387,0,0,0,0
0.210927,0,0,0,0
0.212346,0,0,0,0
0.213867,0,0,0,0
0.215471,0,0,0,0
0.217060,0,0,0,0
0.218452,0,0,0,0
0.219970,0,0,0,0
0.221521,0,0,0,0
0.223070,0,0,0,0
0.224662,0,0,0,0
0.226219,0,0,0,0
0.227871,0,0,0,0
0.229418,0,0,0,0
0.230966,0,0,0,0
0.232515,0,0,0,0
0.234065,0,0,0,0
0.235612,0,0,0,0
0.237215,0,0,0,0
0.238763,0,0,0,0
0.240315,0,0,0,0
0.241865,0,0,0,0
0.243411,0,0,0,0
0.244962,0,0,0,0
0.246507,0,0,0,0
0.247950,0,0,0,0
0.249477,0,0,0,0
0.251024,0,0,0,0
0.252574,0,0,0,0
0.254122,0,0,0,0
0.255716,0,0,0,0
0.257266,0,0,0,0
0.258829,0,0,0,0
0.260380,0,0,0,0
0.261930,0,0,0,0
0.263519,0,0,0,0
0.265071,0,0,0,0
0.266619,0,0,0,0
0.268170,0,0,0,0
0.269608,0,0,0,0
0.271130,0,0,0,0
0.272725,0,0,0,0
0.274276,0,0,0,0
0.275827,0,0,0,0
0.277377,0,0,0,0
0.278824,0,0,0,0
0.280230,0,0,0,0
0.281578,0,0,0,0
0.282916,0,0,0,0
0.284301,0,0,0,0
0.285638,0,0,0,0
0.286973,0,0,0,0
0.288303,0,0,0,0
0.289611,0,0,0,0
0.290925,0,0,0,0
0.292281,0,0,0,0
0.293592,0,0,0,0
0.294901,0,0,0,0
0.296255,0,0,0,0
0.297549,0,0,0,0
0.298843,0,0,0,0
0.300137,0,0,0,0
0.301434,0,0,0,0
0.302724,0,0,0,0
0.304052,0,0,0,0
0.305413,0,0,0,0
0.306774,0,0,0,0
0.308027,0,0,0,0
0.309386,0,0,0,0
0.310745,0,0,0,0
0.312254,0,0,0,0
0.313955,0,0,0,0
0.315412,0,0,0,0
0.316892,0,0,0,0
0.318292,0,0,0,0
0.319750,0,0,0,0
0.321157,0,0,0,0
0.322557,0,0,0,0
0.324005,0,0,0,0
0.325413,0,0,0,0
0.326804,0,0,0,0
0.328191,0,0,0,0
0.329582,0,0,0,0
0.331017,0,0,0,0
0.332504,0,0,519,0
0.333899,0,0,0,0
0.335290,0,0,0,0
0.336776,0,0,0,0
0.338158,0,0,0,0
0.339539,0,0,0,0
0.341023,0,0,0,0
0.342403,0,0,1794,0
0.343762,0,0,1203,0
0.345142,0,0,0,0
0.346543,0,0,0,0
0.347924,0,0,0,0
0.349309,0,0,0,0
0.350738,0,0,0,0
0.352122,0,0,0,0
0.353518,0,0,0,0
0.354900,0,0,0,0
0.356283,0,0,0,0
0.357663,0,0,0,0
0.359043,0,0,0,0
0.360422,0,0,0,0
0.361803,0,0,0,0
0.363181,0,0,0,0
0.364568,0,0,0,0
0.365944,0,0,0,0
0.367319,0,0,0,0
0.368858,0,0,0,0
0.370234,0,0,0,0
0.371610,0,0,0,0
0.373010,0,0,0,0
0.374391,0,0,0,0
0.375830,0,0,0,0
0.377210,0,0,0,0
0.378589,0,0,0,0
0.379972,0,0,0,0
0.381355,0,0,0,0
0.383125,0,0,0,0
0.384715,0,0,0,0
0.386277,0,0,0,0
0.387826,0,0,0,0
0.389374,0,0,0,0
0.390920,0,0,0,0
0.392471,0,0,0,0
0.394020,0,0,0,0
0.395566,0,0,0,0
0.397134,0,0,0,0
0.398679,0,0,0,0
0.400228,0,0,0,0
0.401777,0,0,0,0
0.403324,0,0,0,0
0.404935,0,0,0,0
0.406482,0,0,0,0
0.408087,0,0,0,0
0.409636,0,0,0,0
0.411182,0,0,0,0
0.412731,0,0,0,0
0.414278,0,0,0,0
0.415871,0,0,0,0
0.417420,0,0,0,0
0.418980,0,0,0,0
