elapsed_s,TSE_SETUP_CTRL_WORKING_CYCLE_L2,TSE_SETUP_FDP3_WORKING_CYCLE_L2,TSE_SETUP_FDP3_0_WORKING_CYCLE_L3,TSE_SETUP_FDP3_1_WORKING_CYCLE_L3
0.001094,0,0,0,0
0.002522,0,0,0,0
0.003907,0,0,0,0
0.005289,0,0,0,0
0.006671,0,0,0,0
0.008051,0,0,0,0
0.009789,0,0,0,0
0.011189,0,0,0,0
0.012652,0,0,0,0
0.014072,0,0,0,0
0.015460,0,0,0,0
0.017119,0,0,0,0
0.018656,0,0,0,0
0.020405,0,0,0,0
0.021860,0,0,0,0
0.023224,0,0,0,0
0.024581,0,0,0,0
0.025938,0,0,0,0
0.027295,0,0,0,0
0.028705,0,0,0,0
0.030098,0,0,0,0
0.031453,0,0,0,0
0.032810,0,0,0,0
0.034167,0,0,0,0
0.035523,0,0,0,0
0.036867,0,0,0,0
0.038171,0,0,0,0
0.039476,0,0,0,0
0.040788,0,0,0,0
0.042093,0,0,0,0
0.043398,0,0,0,0
0.044702,0,0,0,0
0.046008,0,0,0,0
0.047284,0,0,0,0
0.048622,0,0,0,0
0.049881,0,0,0,0
0.051140,0,0,0,0
0.052413,0,0,0,0
0.053876,0,0,0,0
0.055306,0,0,0,0
0.056652,0,0,0,0
0.058178,0,0,0,0
0.059592,0,0,0,0
0.062750,0,0,0,0
0.064152,0,0,0,0
0.065662,0,0,0,0
0.067067,273,273,273,273
0.068638,0,0,0,0
0.070035,0,0,0,0
0.071427,0,0,0,0
0.072813,0,0,0,0
0.074205,0,0,0,0
0.075589,0,0,0,0
0.077019,1491,1491,1491,1491
0.079181,0,0,0,0
0.080576,0,0,0,0
0.081962,0,0,0,0
0.083347,0,0,0,0
0.084747,0,0,0,0
0.086132,0,0,0,0
0.088697,0,0,0,0
0.090166,0,0,0,0
0.091551,0,0,0,0
0.092935,0,0,0,0
0.094312,0,0,0,0
0.095697,0,0,0,0
0.097074,0,0,0,0
0.098454,0,0,0,0
0.099833,0,0,0,0
0.101212,0,0,0,0
0.102589,0,0,0,0
0.103965,0,0,0,0
0.105345,0,0,0,0
0.106748,0,0,0,0
0.108132,0,0,0,0
0.109519,0,0,0,0
0.110902,0,0,0,0
0.112313,0,0,0,0
0.113753,0,0,0,0
0.115132,0,0,0,0
0.116662,0,0,0,0
0.118041,0,0,0,0
0.119419,0,0,0,0
0.120800,0,0,0,0
0.122315,0,0,0,0
0.123862,0,0,0,0
0.125412,0,0,0,0
0.126961,0,0,0,0
0.128439,0,0,0,0
0.129865,0,0,0,0
0.131253,0,0,0,0
0.132687,0,0,0,0
0.134074,0,0,0,0
0.135459,0,0,0,0
0.136845,0,0,0,0
0.138358,0,0,0,0
0.139920,0,0,0,0
0.141469,0,0,0,0
0.143017,0,0,0,0
0.144570,0,0,0,0
0.146118,0,0,0,0
0.147666,0,0,0,0
0.149218,0,0,0,0
0.150781,0,0,0,0
0.152328,0,0,0,0
0.153882,0,0,0,0
0.155429,0,0,0,0
0.156980,0,0,0,0
0.158529,0,0,0,0
0.160077,0,0,0,0
0.161511,0,0,0,0
0.163030,0,0,0,0
0.164623,0,0,0,0
0.166174,0,0,0,0
0.167724,0,0,0,0
0.169239,0,0,0,0
0.170641,0,0,0,0
0.172169,0,0,0,0
0.173786,0,0,0,0
0.175335,0,0,0,0
0.176886,0,0,0,0
0.178435,0,0,0,0
0.179982,0,0,0,0
0.181576,0,0,0,0
0.183139,0,0,0,0
0.184571,0,0,0,0
0.185971,0,0,0,0
0.187359,0,0,0,0
0.188746,0,0,0,0
0.190132,0,0,0,0
0.191517,0,0,0,0
0.192902,0,0,0,0
0.194424,0,0,0,0
0.195849,0,0,0,0
0.197374,0,0,0,0
0.198917,0,0,0,0
0.200546,0,0,0,0
0.201971,0,0,0,0
0.203361,0,0,0,0
0.204888,0,0,0,0
0.206439,0,0,0,0
0.208185,0,0,0,0
0.209763,0,0,0,0
0.211313,0,0,0,0
0.212906,0,0,0,0
0.214459,0,0,0,0
0.216022,0,0,0,0
0.217573,0,0,0,0
0.219114,0,0,0,0
0.220705,0,0,0,0
0.222164,0,0,0,0
0.223719,0,0,0,0
0.225193,0,0,0,0
0.226662,0,0,0,0
0.228379,0,0,0,0
0.229948,0,0,0,0
0.231489,0,0,0,0
0.232908,0,0,0,0
0.234427,0,0,0,0
0.235974,0,0,0,0
0.237535,0,0,0,0
0.239110,0,0,0,0
0.240664,0,0,0,0
0.242214,0,0,0,0
0.243763,0,0,0,0
0.245313,0,0,0,0
0.246864,0,0,0,0
0.248706,0,0,0,0
0.250349,0,0,0,0
0.251897,0,0,0,0
0.253447,0,0,0,0
0.254996,0,0,0,0
0.256548,0,0,0,0
0.258097,0,0,0,0
0.259659,0,0,0,0
0.261213,0,0,0,0
0.262763,0,0,0,0
0.264311,0,0,0,0
0.265866,0,0,0,0
0.267414,0,0,0,0
0.268964,0,0,0,0
0.270527,0,0,0,0
0.272075,0,0,0,0
0.273499,0,0,0,0
0.275016,0,0,0,0
0.276711,0,0,0,0
0.278257,0,0,0,0
0.279797,0,0,0,0
0.281227,0,0,0,0
0.282747,0,0,0,0
0.284295,0,0,0,0
0.285844,0,0,0,0
0.287392,0,0,0,0
0.288822,0,0,0,0
0.290350,0,0,0,0
0.291811,0,0,0,0
0.293243,0,0,0,0
0.294582,0,0,0,0
0.295915,0,0,0,0
0.297292,0,0,0,0
0.298623,0,0,0,0
0.299953,0,0,0,0
