elapsed_s,TSE_BE_ST2_SCISSOR_VP_PARAMS_CACHE_MISS,TSE_BE_ILLEGAL_BOUNDING_BOX_PRIM,TSE_BE_VP_OUT_IS_NAN,TSE_BE_EXCLUDED_PRIM
0.001097,0,0,0,0
0.002756,0,0,0,0
0.004168,0,0,0,0
0.005544,0,0,0,0
0.007125,0,0,0,0
0.008530,0,0,0,0
0.009936,0,0,0,0
0.011380,0,0,0,0
0.012802,0,0,0,0
0.014184,0,0,0,0
0.015610,0,0,0,0
0.016979,0,0,0,0
0.018345,0,0,0,0
0.019762,0,0,0,0
0.021142,0,0,0,0
0.022506,0,0,0,0
0.023920,0,0,0,0
0.025290,0,0,0,0
0.026725,0,0,0,0
0.028048,0,0,0,0
0.029394,0,0,0,0
0.030740,0,0,0,0
0.032110,0,0,0,0
0.033476,0,0,0,0
0.034821,0,0,0,0
0.036179,0,0,0,0
0.037527,0,0,0,0
0.038875,0,0,0,0
0.040221,0,0,0,0
0.041568,0,0,0,0
0.042975,0,0,0,0
0.044275,0,0,0,0
0.045565,0,0,0,0
0.046853,0,0,0,0
0.048175,0,0,0,0
0.049466,0,0,0,0
0.050756,0,0,0,0
0.052072,0,0,0,0
0.053367,0,0,0,0
0.054655,0,0,0,0
0.055967,0,0,0,0
0.057258,0,0,0,0
0.058547,0,0,0,0
0.059879,0,0,0,0
0.061252,0,0,0,0
0.062620,0,0,0,0
0.064112,0,0,0,0
0.065466,0,0,0,0
0.066806,0,0,0,0
0.068177,0,0,0,0
0.069516,0,0,0,0
0.070867,0,0,0,0
0.072212,0,0,0,0
0.073550,0,0,0,0
0.075071,0,0,0,0
0.076407,0,0,0,0
0.077806,0,0,0,0
0.079242,0,0,0,0
0.080625,0,0,0,0
0.082010,0,0,0,0
0.083547,0,0,0,0
0.084929,0,0,0,0
0.086450,0,0,0,0
0.087712,0,0,0,0
0.089105,0,0,0,0
0.090545,0,0,0,0
0.092126,0,0,0,0
0.093512,0,0,0,0
0.094898,0,0,0,0
0.096445,0,0,0,0
0.097827,0,0,0,0
0.099998,0,0,0,0
0.101380,0,0,0,0
0.102761,0,0,0,0
0.107019,0,0,0,0
0.108471,0,0,0,0
0.109825,0,0,0,0
0.111173,0,0,0,0
0.112518,0,0,0,0
0.113857,0,0,0,0
0.115198,0,0,0,0
0.116537,0,0,0,0
0.117875,0,0,0,0
0.119226,0,0,0,0
0.120564,0,0,0,0
0.121902,0,0,0,0
0.123375,0,0,0,0
0.124941,0,0,0,0
0.126487,0,0,0,0
0.128036,0,0,0,0
0.129591,0,0,0,0
0.131286,0,0,0,0
0.132674,0,0,0,0
0.134066,0,0,0,0
0.135456,0,0,0,0
0.136843,0,0,0,0
0.138227,0,0,0,0
0.139668,0,0,0,0
0.141183,0,0,0,0
0.142730,0,0,0,0
0.144279,0,0,0,0
0.145739,0,0,0,0
0.147142,0,0,0,0
0.148660,0,0,0,0
0.150096,0,0,0,0
0.151619,0,0,0,0
0.153169,0,0,0,0
0.154760,0,0,0,0
0.156316,0,0,0,0
0.157864,0,0,0,0
0.159416,0,0,0,0
0.160855,0,0,0,0
0.162375,0,0,0,0
0.163925,0,0,0,0
0.165477,0,0,0,0
0.167029,0,0,0,0
0.168579,0,0,0,0
0.170126,0,0,0,0
0.171567,0,0,0,0
0.173090,0,0,0,0
0.174639,0,0,0,0
0.176192,0,0,0,0
0.177739,0,0,0,0
0.179291,0,0,0,0
0.180840,0,0,0,0
0.182401,0,0,0,0
0.183823,0,0,0,0
0.185344,0,0,0,0
0.186937,0,0,0,0
0.188489,0,0,0,0
0.190037,0,0,0,0
0.191590,0,0,0,0
0.193154,0,0,0,0
0.194703,0,0,0,0
0.196258,0,0,0,0
0.197806,0,0,0,0
0.199356,0,0,0,0
0.200906,0,0,0,0
0.202454,0,0,0,0
0.203935,0,0,0,0
0.205456,0,0,0,0
0.207007,0,0,0,0
0.208558,0,0,0,0
0.210107,0,0,0,0
0.211659,0,0,0,0
0.213210,0,0,0,0
0.214770,0,0,0,0
0.216325,0,0,0,0
0.217872,0,0,0,0
0.219467,0,0,0,0
0.221018,0,0,0,0
0.222566,0,0,0,0
0.224074,0,0,0,0
0.225604,0,0,0,0
0.227155,0,0,0,0
0.228705,0,0,0,0
0.230254,0,0,0,0
0.231803,0,0,0,0
0.233353,0,0,0,0
0.234949,0,0,0,0
0.236513,0,0,0,0
0.238061,0,0,0,0
0.239612,0,0,0,0
0.241162,0,0,0,0
0.242711,0,0,0,0
0.244267,0,0,0,0
0.245815,0,0,0,0
0.247379,0,0,0,0
0.248929,0,0,0,0
0.250480,0,0,0,0
0.252074,0,0,0,0
0.253625,0,0,0,0
0.255178,0,0,0,0
0.256729,0,0,0,0
0.258291,0,0,0,0
0.259840,0,0,0,0
0.261390,0,0,0,0
0.262940,0,0,0,0
0.264490,0,0,0,0
0.266037,0,0,0,0
0.267591,0,0,0,0
0.269156,0,0,0,0
0.270705,0,0,0,0
0.272259,0,0,0,0
0.273807,0,0,0,0
0.275360,0,0,0,0
0.276911,0,0,0,0
0.278460,0,0,0,0
0.280022,0,0,0,0
0.281572,0,0,0,0
0.283165,0,0,0,0
0.284717,0,0,0,0
0.286265,0,0,0,0
0.287815,0,0,0,0
0.289366,0,0,0,0
0.290932,0,0,0,0
0.292484,0,0,0,0
0.294032,0,0,0,0
0.295584,0,0,0,0
0.297135,0,0,0,0
0.298727,0,0,0,0
0.300282,0,0,0,0
0.301682,0,0,0,0
0.303062,0,0,0,0
0.304442,0,0,0,0
0.305819,0,0,0,0
0.307196,0,0,0,0
0.308574,0,0,0,0
0.309951,0,0,0,0
0.311329,0,0,0,0
0.312715,0,0,0,0
0.314092,0,0,0,0
0.315466,0,0,0,0
0.316820,0,0,0,0
0.318173,0,0,0,0
