elapsed_s,TSE_CLIP_VP_FADD_1_WORKING_CYCLE_L3,TSE_CLIP_VP_FADD_2_WORKING_CYCLE_L3,TSE_CLIP_VP_RCP_WORKING_CYCLE_L2,TSE_VP_TRANSFORM_WORKING_CYCLE_L1
0.001225,0,0,0,0
0.002700,0,0,0,0
0.004062,0,0,0,0
0.005404,0,0,0,0
0.006895,0,0,0,0
0.008209,0,0,0,0
0.009534,0,0,0,0
0.010850,0,0,0,0
0.012161,0,0,0,0
0.013470,0,0,0,0
0.014829,0,0,0,0
0.016149,0,0,0,0
0.017462,0,0,0,0
0.018775,0,0,0,0
0.020092,0,0,0,0
0.021402,0,0,0,0
0.022765,0,0,0,0
0.024021,0,0,0,0
0.025277,0,0,0,0
0.026533,0,0,0,0
0.027838,0,0,0,0
0.029143,0,0,0,0
0.030455,0,0,0,0
0.031712,0,0,0,0
0.032968,0,0,0,0
0.034225,0,0,0,0
0.035481,0,0,0,0
0.036736,0,0,0,0
0.038990,0,0,0,0
0.040423,0,0,0,0
0.041856,0,0,0,0
0.043283,0,0,0,0
0.044844,0,0,0,0
0.046268,0,0,0,0
0.047664,0,0,0,0
0.049049,0,0,0,0
0.050441,0,0,0,0
0.051842,0,0,0,0
0.053246,0,0,0,0
0.054771,0,0,0,0
0.056158,0,0,0,0
0.057540,0,0,0,0
0.059060,0,0,0,0
0.060452,0,0,0,0
0.061872,0,0,0,0
0.063272,0,0,0,0
0.064867,0,0,0,0
0.066259,0,0,0,0
0.067647,0,0,0,0
0.069034,0,0,0,0
0.070428,0,0,0,0
0.071821,0,0,0,0
0.073226,0,0,0,0
0.074611,0,0,0,0
0.075998,0,0,0,0
0.077375,0,0,0,0
0.079376,0,0,0,0
0.080757,0,0,0,0
0.084231,0,0,0,0
0.086999,0,0,0,0
0.088356,0,0,0,0
0.089699,0,0,0,0
0.091047,0,0,0,0
0.092386,0,0,0,0
0.093726,0,0,0,0
0.095139,0,0,0,0
0.096536,0,0,0,0
0.097894,0,0,0,0
0.099233,0,0,0,0
0.100572,0,0,0,0
0.102006,0,0,0,0
0.103423,0,0,0,0
0.104810,0,0,0,0
0.106197,0,0,0,0
0.107581,0,0,0,0
0.108976,0,0,0,0
0.110363,0,0,0,0
0.112071,0,0,0,0
0.113453,0,0,0,0
0.115054,0,0,0,0
0.116442,0,0,0,0
0.117928,0,0,0,0
0.119324,0,0,0,0
0.120708,0,0,0,0
0.122095,0,0,0,0
0.123479,0,0,0,0
0.124862,0,0,0,0
0.126246,0,0,0,0
0.127843,0,0,0,0
0.129390,0,0,0,0
0.130824,0,0,0,0
0.132344,0,0,0,0
0.133936,0,0,0,0
0.135484,0,0,0,0
0.137031,0,0,0,0
0.138580,0,0,0,0
0.140128,0,0,0,0
0.141688,0,0,0,0
0.143241,0,0,0,0
0.144787,0,0,0,0
0.146337,0,0,0,0
0.147885,0,0,0,0
0.149431,0,0,0,0
0.151124,0,0,0,0
0.152683,0,0,0,0
0.154232,0,0,0,0
0.155659,0,0,0,0
0.157183,0,0,0,0
0.158732,0,0,0,0
0.160281,0,0,0,0
0.161833,0,0,0,0
0.163272,0,0,0,0
0.164793,0,0,0,0
0.166344,0,0,0,0
0.167895,0,0,0,0
0.169443,0,0,0,0
0.170946,0,0,0,0
0.172463,0,0,0,0
0.173922,0,0,0,0
0.175436,0,0,0,0
0.176975,0,0,0,0
0.178392,0,0,0,0
0.179913,0,0,0,0
0.181461,0,0,0,0
0.183062,0,0,0,0
0.184623,0,0,0,0
0.186176,0,0,0,0
0.187726,0,0,0,0
0.189274,0,0,0,0
0.190824,0,0,0,0
0.192375,0,0,0,0
0.193929,0,0,0,0
0.195374,0,0,0,0
0.196896,0,0,0,0
0.198448,0,0,0,0
0.199998,0,0,0,0
0.201545,0,0,0,0
0.203099,0,0,0,0
