elapsed_s,RB_STARVE_CYCLES_CCU,RB_STARVE_CYCLES_Z_PLANE,RB_STARVE_CYCLES_BARY_PLANE,RB_Z_WORKLOAD,RB_HLSQ_ACTIVE,RB_Z_READ,RB_Z_WRITE,RB_C_READ
0.001097,0,0,0,0,0,0,0,0
0.002665,0,0,0,0,0,0,0,0
0.004269,0,0,0,0,0,0,0,0
0.005813,0,0,0,0,0,0,0,0
0.007358,0,0,0,0,0,0,0,0
0.008930,0,0,0,0,0,0,0,0
0.010578,0,0,0,0,0,0,0,0
0.012174,0,0,0,0,0,0,0,0
0.013690,0,0,0,0,0,0,0,0
0.015208,0,0,0,0,0,0,0,0
0.016742,0,0,0,0,0,0,0,0
0.018260,0,0,0,0,0,0,0,0
0.019866,0,0,0,0,0,0,0,0
0.021394,0,0,0,0,0,0,0,0
0.022906,0,0,0,0,0,0,0,0
0.024422,0,0,0,0,0,0,0,0
0.025938,0,0,0,0,0,0,0,0
0.027513,0,0,0,0,0,0,0,0
0.028981,0,0,0,0,0,0,0,0
0.030452,0,0,0,0,0,0,0,0
0.031979,0,0,0,0,0,0,0,0
0.033465,0,0,0,0,0,0,0,0
0.034931,0,0,0,0,0,0,0,0
0.036361,0,0,0,0,0,0,0,0
0.037791,0,0,0,0,0,0,0,0
0.039220,0,0,0,0,0,0,0,0
0.040648,0,0,0,0,0,0,0,0
0.042079,0,0,0,0,0,0,0,0
0.043539,0,0,0,0,0,0,0,0
0.044968,0,0,0,0,0,0,0,0
0.046406,0,0,0,0,0,0,0,0
0.047839,0,0,0,0,0,0,0,0
0.049235,0,0,0,0,0,0,0,0
0.050697,0,0,0,0,0,0,0,0
0.052180,0,0,0,0,0,0,0,0
0.053613,0,0,0,0,0,0,0,0
0.054905,0,0,0,0,0,0,0,0
0.056293,0,0,0,0,0,0,0,0
0.057681,0,0,0,0,0,0,0,0
0.059139,0,0,0,0,0,0,0,0
0.060573,0,0,0,0,0,0,0,0
0.062007,0,0,0,0,0,0,0,0
0.063474,0,0,0,0,0,0,0,0
0.064901,0,0,0,0,0,0,0,0
0.066331,0,48,0,0,48,0,0,0
0.067698,0,0,0,0,0,0,0,0
0.069136,0,0,0,0,0,0,0,0
0.070637,0,0,0,0,0,0,0,0
0.072042,0,0,0,0,0,0,0,0
0.073451,0,0,0,0,0,0,0,0
0.074914,0,0,0,0,0,0,0,0
0.076279,0,0,0,0,0,0,0,0
0.077651,0,0,0,0,0,0,0,0
0.079015,0,0,0,0,0,0,0,0
0.080380,0,0,0,0,0,0,0,0
0.081770,0,240,0,0,240,0,0,0
0.082988,0,924,0,0,924,0,0,0
