elapsed_s,RAS_STARVE_CYCLES_TSE,RAS_SUPER_TILES,RAS_8X4_TILES,RAS_MASKGEN_ACTIVE
0.001111,13284,0,0,0
0.002634,12666,0,0,0
0.004188,14316,0,0,0
0.005669,14424,0,0,0
0.007210,14235,0,0,0
0.008692,14118,0,0,0
0.010187,13920,0,0,0
0.011668,13200,0,0,0
0.013150,13746,0,0,0
0.014630,14439,0,0,0
0.016192,14907,0,0,0
0.017711,13356,0,0,0
0.019265,13956,0,0,0
0.020788,14364,0,0,0
0.022234,14328,0,0,0
0.024339,14490,0,0,0
0.025901,14103,0,0,0
0.027392,14268,0,0,0
0.028875,12732,0,0,0
0.030453,14424,0,0,0
0.032105,14340,0,0,0
0.033585,14208,0,0,0
0.035105,12921,0,0,0
0.036585,12993,0,0,0
0.038062,13959,0,0,0
0.039537,13836,0,0,0
0.040993,13359,0,0,0
0.042458,13779,0,0,0
0.044021,12708,0,0,0
0.045478,13926,0,0,0
0.046956,14358,0,0,0
0.048413,13506,0,0,0
0.049871,12945,0,0,0
0.051329,13845,0,0,0
0.052797,14901,0,0,0
0.054253,13704,0,0,0
0.055774,13530,0,0,0
0.057184,16335,0,0,0
0.058710,13437,0,0,0
0.060191,13083,0,0,0
0.061551,13938,0,0,0
0.063056,9987,0,0,0
0.064422,10101,0,0,0
0.065788,10551,0,0,0
0.067154,10194,0,0,0
0.068519,11040,0,0,0
0.069884,10488,0,0,0
0.071266,10110,0,0,0
0.072662,11493,0,0,0
0.074018,10635,0,0,0
0.075359,9996,0,0,0
0.076699,10218,0,0,0
0.078037,10140,0,0,0
0.079382,10557,0,0,0
0.080726,11079,0,0,0
0.082067,11412,0,0,0
0.083413,10140,0,0,0
0.084764,10002,0,0,0
0.086105,16653,0,0,0
0.087682,10353,0,0,0
0.089105,10221,0,0,0
0.090496,9990,0,0,0
0.091987,9936,0,0,0
0.093372,11502,0,0,0
0.094814,8910,0,0,0
0.096244,9030,0,0,0
0.097662,32013,0,0,0
0.099148,8463,0,0,0
0.100525,7383,0,0,0
0.101777,7383,0,0,0
0.105770,23112,0,0,0
0.107027,7383,0,0,0
0.108271,7266,0,0,0
0.109514,7179,0,0,0
0.110760,7266,0,0,0
0.111999,6933,0,0,0
0.113332,23619,0,0,0
0.114744,15402,0,0,0
0.116155,13413,0,0,0
0.117565,14400,0,0,0
0.118978,15102,0,0,0
0.120302,14055,0,0,0
0.121729,13503,0,0,0
0.123156,14292,0,0,0
0.124583,13560,0,0,0
0.126006,14823,0,0,0
0.127431,14568,0,0,0
0.128857,13614,0,0,0
0.130285,14130,0,0,0
0.131713,14382,0,0,0
0.133138,14148,0,0,0
0.134563,14538,0,0,0
0.135975,14595,0,0,0
0.137319,14202,0,0,0
0.138668,14400,0,0,0
0.140064,14247,0,0,0
0.141405,14439,0,0,0
0.142746,13545,0,0,0
0.144185,14283,0,0,0
0.145525,13275,0,0,0
0.146876,14268,0,0,0
0.148222,14181,0,0,0
0.149564,14202,0,0,0
0.150904,14355,0,0,0
0.152311,14118,0,0,0
0.153706,14115,0,0,0
0.155087,14274,0,0,0
0.156467,14634,0,0,0
0.157981,15039,0,0,0
0.159415,14430,0,0,0
0.160946,13989,0,0,0
0.162329,13419,0,0,0
0.163711,14235,0,0,0
0.165226,14730,0,0,0
0.166777,15135,0,0,0
0.168214,14022,0,0,0
0.169733,14151,0,0,0
0.171283,13551,0,0,0
0.172833,15000,0,0,0
0.174380,15021,0,0,0
0.175930,14025,0,0,0
0.177479,14226,0,0,0
0.178919,16884,0,0,0
0.180439,14517,0,0,0
0.181987,13998,0,0,0
0.183581,14883,0,0,0
0.185131,14475,0,0,0
0.186678,14355,0,0,0
0.188232,14478,0,0,0
0.189793,13506,0,0,0
0.191345,14475,0,0,0
0.192894,14166,0,0,0
0.194442,14370,0,0,0
0.195966,14121,0,0,0
0.197484,14895,0,0,0
0.199035,14598,0,0,0
0.200641,14610,0,0,0
0.202189,14928,0,0,0
0.203739,13953,0,0,0
0.205288,14982,0,0,0
0.206839,15114,0,0,0
0.208388,14016,0,0,0
0.209935,14847,0,0,0
0.211498,14541,0,0,0
0.213048,13833,0,0,0
0.214596,14565,0,0,0
0.216163,13770,0,0,0
0.217702,14328,0,0,0
0.219120,13611,0,0,0
0.220638,13680,0,0,0
0.222197,15015,0,0,0
0.223745,14160,0,0,0
0.225292,13890,0,0,0
0.228354,14271,0,0,0
0.229818,13848,0,0,0
0.231346,14283,0,0,0
0.232756,13485,0,0,0
0.234145,14268,0,0,0
0.235535,13656,0,0,0
0.236923,13698,0,0,0
0.238308,14007,0,0,0
0.239824,14100,0,0,0
0.241373,14157,0,0,0
0.242936,14328,0,0,0
0.244486,14469,0,0,0
0.246034,14844,0,0,0
0.247629,14796,0,0,0
0.249180,14169,0,0,0
0.250727,15144,0,0,0
0.252140,14760,0,0,0
0.253541,13479,0,0,0
0.255061,14349,0,0,0
0.256610,13674,0,0,0
0.258158,14016,0,0,0
0.259707,15486,0,0,0
0.261257,14724,0,0,0
0.262809,13857,0,0,0
0.264412,13902,0,0,0
0.265959,14583,0,0,0
0.267510,15288,0,0,0
0.269060,13722,0,0,0
0.270607,14481,0,0,0
0.272161,14160,0,0,0
0.273708,14565,0,0,0
0.275272,14226,0,0,0
0.276821,13581,0,0,0
0.278369,14091,0,0,0
0.279962,13692,0,0,0
0.281511,14493,0,0,0
0.283063,13935,0,0,0
0.284613,13962,0,0,0
0.286173,13992,0,0,0
0.287723,14055,0,0,0
0.289271,13485,0,0,0
0.290822,13599,0,0,0
0.292363,14436,0,0,0
0.293946,13650,0,0,0
0.295370,13878,0,0,0
0.296900,13614,0,0,0
0.298449,13680,0,0,0
0.300053,13965,0,0,0
0.301601,13584,0,0,0
0.303151,14583,0,0,0
0.304700,14490,0,0,0
0.306248,14259,0,0,0
0.307808,13617,0,0,0
0.309357,15366,0,0,0
0.310908,14184,0,0,0
0.312500,14697,0,0,0
0.314048,14781,0,0,0
0.315600,13719,0,0,0
0.317148,14388,0,0,0
0.318710,13710,0,0,0
0.320295,13653,0,0,0
0.321834,13998,0,0,0
0.323252,14103,0,0,0
0.324770,14037,0,0,0
0.326314,14367,0,0,0
0.327905,14103,0,0,0
0.329466,14079,0,0,0
0.331015,13647,0,0,0
0.332564,14106,0,0,0
0.334109,14850,0,0,0
0.335655,14703,0,0,0
0.337202,13848,0,0,0
0.338830,13608,0,0,0
0.340326,15144,0,0,0
0.341717,14169,0,0,0
0.343277,13845,0,0,0
0.344825,13815,0,0,0
0.346371,13716,0,0,0
0.347919,13635,0,0,0
0.349467,14034,0,0,0
0.351027,14352,0,0,0
0.352574,14460,0,0,0
0.354119,13965,0,0,0
0.355666,14556,0,0,0
0.357213,14673,0,0,0
0.358824,14703,0,0,0
0.360477,13821,0,0,0
0.362035,13899,0,0,0
0.363585,14448,0,0,0
0.365132,14523,0,0,0
0.366692,15135,0,0,0
0.368125,14580,0,0,0
0.369646,13485,0,0,0
0.371197,14211,0,0,0
0.372760,14136,0,0,0
0.374309,14220,0,0,0
0.375901,15117,0,0,0
0.377452,14709,0,0,0
0.379003,15018,0,0,0
0.380553,14871,0,0,0
0.382101,14751,0,0,0
0.383663,14079,0,0,0
0.385213,14460,0,0,0
0.386843,14172,0,0,0
0.388239,14187,0,0,0
0.389629,14160,0,0,0
0.391146,14700,0,0,0
0.392696,14454,0,0,0
0.394257,13953,0,0,0
0.395805,14811,0,0,0
0.397355,14601,0,0,0
0.398907,13545,0,0,0
0.400457,13671,0,0,0
0.402005,13815,0,0,0
0.403557,14922,0,0,0
0.405120,13851,0,0,0
0.406668,13614,0,0,0
0.408224,14082,0,0,0
0.409773,14412,0,0,0
0.411324,14934,0,0,0
0.412874,13581,0,0,0
0.414421,14370,0,0,0
0.416047,14907,0,0,0
0.417596,14163,0,0,0
0.419147,13728,0,0,0
0.420688,14703,0,0,0
0.422227,13794,0,0,0
0.423685,14193,0,0,0
