elapsed_s,HLSQ_VSDP_BR_QUERY_BUSY,HLSQ_VSDP_BV_QUERY_BUSY,HLSQ_VSDP_BR_QUERY_FAIL,HLSQ_VSDP_BV_QUERY_FAIL,HLSQ_VS_CTXT_BUF_FULL_BLOCK_CPI,HLSQ_FS_CTXT_BUF_FULL_BLOCK_CPI
0.001097,0,0,0,0,0,0
0.002564,0,0,0,0,0,0
0.004001,0,0,0,0,0,0
0.005435,0,0,0,0,0,0
0.006869,0,0,0,0,0,0
0.008303,0,0,0,0,0,0
0.009784,0,0,0,0,0,0
0.011216,0,0,0,0,0,0
0.012648,0,0,0,0,0,0
0.014079,0,0,0,0,0,0
0.015510,0,0,0,0,0,0
0.016958,0,0,0,0,0,0
0.018358,0,0,0,0,0,0
0.019735,0,0,0,0,0,0
0.021148,0,0,0,0,0,0
0.022512,0,0,0,0,0,0
0.023873,0,0,0,0,0,0
0.025281,0,0,0,0,0,0
0.026651,0,0,0,0,0,0
0.028013,0,0,0,0,0,0
0.029422,0,0,0,0,0,0
0.030791,0,0,0,0,0,0
0.032150,0,0,0,0,0,0
0.033625,0,0,0,0,0,0
0.034937,0,0,0,0,0,0
0.036250,0,0,0,0,0,0
0.037652,0,0,0,0,0,0
0.038966,0,0,0,0,0,0
0.040279,0,0,0,0,0,0
0.041595,0,0,0,0,0,0
0.042909,0,0,0,0,0,0
0.044222,0,0,0,0,0,0
0.045571,0,0,0,0,0,0
0.046884,0,0,0,0,0,0
0.048197,0,0,0,0,0,0
0.049561,0,0,0,0,0,0
0.050834,0,0,0,0,0,0
0.052160,0,0,0,0,0,0
0.053542,0,0,0,0,0,0
0.054815,0,0,0,0,0,0
0.056088,0,0,0,0,0,0
0.057417,0,0,0,0,0,0
0.058702,0,0,0,0,0,0
0.060025,0,0,0,0,0,0
0.061312,0,0,0,0,0,0
0.062596,0,0,0,0,0,0
0.063870,0,0,0,0,0,0
0.065196,0,0,0,0,0,0
0.066511,0,0,0,0,0,0
0.067826,0,0,0,0,0,0
0.069140,0,0,0,0,0,0
0.070456,0,0,0,0,0,0
0.071770,0,0,0,0,0,0
0.073144,0,0,0,0,0,0
0.074458,0,0,0,0,0,0
0.075773,0,0,0,0,0,0
0.077136,0,0,0,0,0,0
0.078335,0,0,0,0,0,0
0.079763,0,0,0,0,0,0
0.081125,0,0,0,0,0,0
0.082439,0,0,0,0,0,0
0.083756,0,0,0,0,0,0
0.085069,0,0,0,0,0,0
0.086383,0,0,0,0,0,0
0.087696,0,0,0,0,0,0
0.089008,0,0,0,0,0,0
0.090319,0,0,0,0,0,0
0.091633,0,0,0,0,0,0
0.092946,0,0,0,0,0,0
0.094265,0,0,0,0,0,0
0.095578,0,0,0,0,0,0
0.096945,0,0,0,0,0,0
0.098157,0,0,0,0,0,0
0.099539,0,0,0,0,0,0
0.100920,0,0,0,0,0,0
0.102299,0,0,0,0,0,0
0.103677,0,0,0,0,0,0
0.105109,0,0,0,0,0,0
0.106495,0,0,0,0,0,0
0.107873,0,0,0,0,0,0
0.109253,0,0,0,0,0,0
0.110632,0,0,0,0,0,0
0.112012,0,0,0,0,0,0
0.113392,0,0,0,0,0,0
0.114771,0,0,0,0,0,0
0.116156,0,0,0,0,0,0
0.117549,0,0,0,0,0,0
0.118927,0,0,0,0,0,0
0.120305,0,0,0,0,0,0
0.121617,0,0,0,0,0,0
0.122886,0,0,0,0,0,0
0.124155,0,0,0,0,0,0
0.125552,0,0,0,0,0,0
0.126936,0,0,0,0,0,0
0.128204,0,0,0,0,0,0
0.129597,0,0,0,0,0,0
0.131012,0,0,0,0,0,0
0.132477,0,0,0,0,0,0
0.133944,0,0,0,0,0,0
0.135343,0,0,0,0,0,0
0.136737,0,0,0,0,0,0
0.138144,0,0,0,0,0,0
0.139539,0,0,0,0,0,0
0.140937,0,0,0,0,0,0
0.142332,0,0,0,0,0,0
0.143726,0,0,0,0,0,0
0.145161,0,0,0,0,0,0
0.146688,0,0,0,0,0,0
0.148249,0,0,0,0,0,0
0.149713,0,0,0,0,0,0
0.151117,0,0,0,0,0,0
0.152518,0,0,0,0,0,0
0.154589,0,0,0,0,0,0
0.155992,0,0,0,0,0,0
0.157391,0,0,0,0,0,0
0.158786,0,0,0,0,0,0
0.160718,0,0,0,0,0,0
0.162130,0,0,0,0,0,0
0.163543,0,0,0,0,0,0
0.164946,0,0,0,0,0,0
0.166342,0,0,0,0,0,0
0.167737,0,0,0,0,0,0
0.169135,0,0,0,0,0,0
0.170673,0,0,0,0,0,0
0.172234,0,0,0,0,0,0
0.173760,0,0,0,0,0,0
0.175292,0,0,0,0,0,0
0.176912,0,0,0,0,0,0
0.178475,0,0,0,0,0,0
0.180037,0,0,0,0,0,0
0.181620,0,0,0,0,0,0
0.183079,0,0,0,0,0,0
0.184593,0,0,0,0,0,0
0.186034,0,0,0,0,0,0
0.187570,0,0,0,0,0,0
0.189137,0,0,0,0,0,0
0.190702,0,0,0,0,0,0
0.192276,0,0,0,0,0,0
0.193892,0,0,0,0,0,0
0.195455,0,0,0,0,0,0
0.197021,0,0,0,0,0,0
0.198587,0,0,0,0,0,0
0.200150,0,0,0,0,0,0
0.201713,0,0,0,0,0,0
0.203280,0,0,0,0,0,0
0.204708,0,0,0,0,0,0
0.206243,0,0,0,0,0,0
0.207805,0,0,0,0,0,0
0.209370,0,0,0,0,0,0
0.210935,0,0,0,0,0,0
0.212503,0,0,0,0,0,0
0.214080,0,0,0,0,0,0
0.215644,0,0,0,0,0,0
0.217210,0,0,0,0,0,0
0.218775,0,0,0,0,0,0
0.220337,0,0,0,0,0,0
0.221904,0,0,0,0,0,0
0.223466,0,0,0,0,0,0
0.224961,0,0,0,0,0,0
0.226496,0,0,0,0,0,0
0.228056,0,0,0,0,0,0
0.229566,0,0,0,0,0,0
0.231099,0,0,0,0,0,0
0.232662,0,0,0,0,0,0
0.234225,0,0,0,0,0,0
0.235798,0,0,0,0,0,0
0.237362,0,0,0,0,0,0
0.238924,0,0,0,0,0,0
0.240532,0,0,0,0,0,0
0.242095,0,0,0,0,0,0
0.243656,0,0,0,0,0,0
0.245220,0,0,0,0,0,0
0.246797,0,0,0,0,0,0
0.248358,0,0,0,0,0,0
0.249964,0,0,0,0,0,0
0.251525,0,0,0,0,0,0
0.253089,0,0,0,0,0,0
0.254652,0,0,0,0,0,0
0.256213,0,0,0,0,0,0
0.257838,0,0,0,0,0,0
0.259400,0,0,0,0,0,0
0.260965,0,0,0,0,0,0
0.262528,0,0,0,0,0,0
0.264088,0,0,0,0,0,0
0.265718,0,0,0,0,0,0
0.267278,0,0,0,0,0,0
0.268855,0,0,0,0,0,0
0.270418,0,0,0,0,0,0
0.271980,0,0,0,0,0,0
0.273542,0,0,0,0,0,0
0.275106,0,0,0,0,0,0
0.276670,0,0,0,0,0,0
0.278232,0,0,0,0,0,0
0.279806,0,0,0,0,0,0
